# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Feb 08 19:24:53 GMT 2023 [seed=1675884292347]
# YFV.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Americas)	age(Americas)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1.alpha	CP2.alpha	CP3.alpha	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2200	-11071.234466571168	-395.5508528378618	-10675.683613733307	73.59962894874846	1935.4003710512516	220.6121798975159	55.54526075169937	1953.4547392483007	3.861287044442445	8.784588776433374	7.493252115702727	15.825388799667602	0.24317241503808235	0.2446630028166357	0.24722054237407354	0.2649440397712084	0.2202720622466346	0.14661668468271397	0.3332283279325325	0.5366267170315823	0.29484549106766234	0.1685277919007553	1.6088609170642973	0.884816744582329	0.5057435732230842	1.0	1.0	-10675.683613733307	0.0	-166.74038740248344
2300	-10938.740980512448	-400.0715781732102	-10538.669402339237	73.59962894874846	1935.4003710512516	223.1467113812701	55.54526075169937	1953.4547392483007	4.2767937308933455	8.784588776433374	5.539139409542043	15.825388799667602	0.24317241503808235	0.2446630028166357	0.24722054237407354	0.2649440397712084	0.21247592659650547	0.1289807054331194	0.3332283279325325	0.639100718314118	0.19237148978512664	0.1685277919007553	1.9160882884308361	0.5772973319882555	0.5057435732230842	1.0	1.0	-10538.669402339237	0.0	-169.14999356999206
2400	-10652.731764607053	-406.4446638723754	-10246.287100734678	74.6868955534943	1934.3131044465058	226.7658453262665	55.54526075169937	1953.4547392483007	4.2767937308933455	8.784588776433374	13.34000576888019	15.825388799667602	0.24317241503808235	0.2446630028166357	0.24722054237407354	0.2649440397712084	0.21247592659650547	0.07081182428622944	0.3332283279325325	0.8457436832786467	0.03720560550577742	0.1170507112155759	2.535624699060482	0.11165218306248986	0.3512633985813433	1.0	1.0	-10246.287100734678	0.0	-170.50177463951985
2500	-10545.998007528988	-412.38792786391235	-10133.610079665075	74.6868955534943	1934.3131044465058	230.037002452405	55.54526075169937	1953.4547392483007	4.2767937308933455	8.784588776433374	13.34000576888019	15.825388799667602	0.24317241503808235	0.2446630028166357	0.24722054237407354	0.2649440397712084	0.21247592659650547	0.07081182428622944	0.3332283279325325	0.8457436832786467	0.03720560550577742	0.1170507112155759	2.535624699060482	0.11165218306248986	0.3512633985813433	1.0	1.0	-10133.610079665075	0.0	-173.1810426096671
2600	-10458.092959588255	-418.61977870344714	-10039.473180884808	74.6868955534943	1934.3131044465058	233.11561060181316	56.19754954057889	1952.8024504594212	4.2767937308933455	9.621326068286136	13.34000576888019	14.790956661286243	0.24317241503808235	0.2446630028166357	0.24722054237407354	0.2649440397712084	0.21247592659650547	0.07081182428622944	0.3332283279325325	0.8457436832786467	0.03720560550577742	0.1170507112155759	2.535624699060482	0.11165218306248986	0.3512633985813433	1.0	1.0	-10039.473180884808	0.0	-176.32134883510852
2700	-10423.723227212708	-422.7387679491746	-10000.984459263533	76.63817569465304	1932.361824305347	237.84349520807393	56.19754954057889	1952.8024504594212	4.785262966249056	9.621326068286136	9.000369861630949	14.790956661286243	0.24317241503808235	0.24944109315237312	0.24244245203833611	0.2649440397712084	0.21247592659650547	0.08180234963200783	0.3332283279325325	0.8457436832786467	0.03720560550577742	0.1170507112155759	2.535624699060482	0.11165218306248986	0.3512633985813433	1.0	1.0	-10000.984459263533	0.0	-176.3327467659936
2800	-10345.369376159522	-420.5687709605899	-9924.800605198932	76.63817569465304	1932.361824305347	236.2896877637025	56.19754954057889	1952.8024504594212	3.8700633626699994	9.621326068286136	10.245247521259758	12.727575914057889	0.24317241503808235	0.24944109315237312	0.24244245203833611	0.2649440397712084	0.20781189202264808	0.08180234963200783	0.3332283279325325	0.8679606297783842	0.03720560550577742	0.09483376471583846	2.6022333411304452	0.11165218306248986	0.2845914403116939	1.0	1.0	-9924.800605198932	0.0	-176.0066056964177
2900	-10275.030340615864	-421.90636155014636	-9853.123979065716	76.63817569465304	1932.361824305347	236.3209465083088	56.19754954057889	1952.8024504594212	3.8700633626699994	18.170178890859468	10.245247521259758	12.727575914057889	0.23216935449618173	0.26044415369427376	0.24244245203833611	0.2649440397712084	0.18961735614543046	0.08180234963200783	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9853.123979065716	0.0	-176.0699067696802
3000	-10240.67512792729	-423.87683506132885	-9816.798292865962	75.45148546140894	1933.548514538591	236.35486440989484	56.19754954057889	1952.8024504594212	3.8700633626699994	18.170178890859468	10.245247521259758	12.727575914057889	0.24497599239356427	0.26044415369427376	0.22963581414095358	0.2649440397712084	0.1295047756384393	0.08180234963200783	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9816.798292865962	0.0	-178.1267592975095
3100	-10227.498137577622	-421.7810385433486	-9805.717099034275	75.45148546140894	1933.548514538591	235.11950457785997	56.19754954057889	1952.8024504594212	3.8700633626699994	18.170178890859468	10.245247521259758	12.727575914057889	0.24497599239356427	0.26044415369427376	0.22963581414095358	0.2649440397712084	0.1295047756384393	0.08180234963200783	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9805.717099034275	0.0	-177.26370239986144
3200	-10187.680644736196	-422.8282964856512	-9764.852348250544	75.67242945165901	1933.327570548341	236.10074010330902	56.19754954057889	1952.8024504594212	4.90823429122765	18.170178890859468	10.245247521259758	12.727575914057889	0.23564986018172748	0.26044415369427376	0.22963581414095358	0.2742701719830452	0.1295047756384393	0.08180234963200783	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9764.852348250544	0.0	-177.0941637659893
3300	-10007.408605668457	-470.4327801669036	-9536.975825501553	74.97853232593849	1934.0214676740616	260.7361953247879	56.19754954057889	1952.8024504594212	7.468130997758692	18.170178890859468	10.245247521259758	12.727575914057889	0.23564986018172748	0.26044415369427376	0.22963581414095358	0.2742701719830452	0.1295047756384393	0.08180234963200783	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9536.975825501553	0.0	-199.69308700708686
3400	-9958.364429628082	-480.4665755883384	-9477.897854039744	76.6968145266379	1932.3031854733622	268.75109674617204	56.19754954057889	1952.8024504594212	7.468130997758692	18.170178890859468	10.245247521259758	12.727575914057889	0.23564986018172748	0.26044415369427376	0.22963581414095358	0.2742701719830452	0.1295047756384393	0.08180234963200783	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9477.897854039744	0.0	-201.72711926216587
3500	-9892.954413476225	-474.97355463211187	-9417.980858844114	76.6968145266379	1932.3031854733622	264.6501141497479	56.19754954057889	1952.8024504594212	7.489754772825274	18.170178890859468	10.245247521259758	15.02758180249229	0.23564986018172748	0.26044415369427376	0.22963581414095358	0.2742701719830452	0.1295047756384393	0.1048707810853906	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9417.980858844114	0.0	-199.93929246162247
3600	-9889.298583514628	-474.1612754998955	-9415.137308014733	76.6968145266379	1932.3031854733622	264.4090996803063	56.19754954057889	1952.8024504594212	6.734617273776738	18.170178890859468	10.245247521259758	17.910760531597848	0.23564986018172748	0.2606669669868579	0.22797713632178312	0.27570603650963155	0.1295047756384393	0.1048707810853906	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9415.137308014733	0.0	-199.09640496777578
3700	-9857.104212636681	-472.4914737049962	-9384.612738931684	76.6968145266379	1932.3031854733622	264.09572336012974	56.19754954057889	1952.8024504594212	6.633096233462611	17.329281409559922	10.245247521259758	17.910760531597848	0.23564986018172748	0.2606669669868579	0.22797713632178312	0.27570603650963155	0.1295047756384393	0.1048707810853906	0.3332283279325325	0.9165722543148533	0.005105284795179174	0.07832246088996754	2.7479758849686533	0.015320707317852332	0.23504183367835318	1.0	1.0	-9384.612738931684	0.0	-197.85885387073574
3800	-9719.83906552389	-470.36119345687604	-9249.477872067015	76.6968145266379	1932.3031854733622	262.3844067619446	56.19754954057889	1952.8024504594212	6.633096233462611	17.329281409559922	10.245247521259758	17.910760531597848	0.23564986018172748	0.26675287029878075	0.22189123300986024	0.27570603650963155	0.1295047756384393	0.1048707810853906	0.462197957105205	0.9842243347225988	0.005105284795179174	0.010670380482221992	2.950803632212008	0.015320707317852332	0.03202128439389242	1.0	1.0	-9249.477872067015	0.0	-197.17870046442624
3900	-9693.683033966885	-473.3508948442076	-9220.332139122678	76.6968145266379	1932.3031854733622	263.8722394185758	56.19754954057889	1952.8024504594212	5.171723985964723	17.329281409559922	10.245247521259758	13.188046280723652	0.2334424052953124	0.27984953980486105	0.21100201839019506	0.27570603650963155	0.1295047756384393	0.1048707810853906	0.462197957105205	0.9776065455097541	0.005105284795179174	0.017288169695066736	2.9309628339736884	0.015320707317852332	0.051880942706583354	1.0	1.0	-9220.332139122678	0.0	-199.57771822300015
4000	-9673.278348808615	-476.91878021537184	-9196.359568593243	76.6968145266379	1932.3031854733622	267.0728908749413	56.19754954057889	1952.8024504594212	5.753361343915112	12.381761980920928	10.245247521259758	13.188046280723652	0.2334424052953124	0.27984953980486105	0.21100201839019506	0.27570603650963155	0.12141571878017574	0.1048707810853906	0.5054981651423094	0.9776065455097541	0.005105284795179174	0.017288169695066736	2.9309628339736884	0.015320707317852332	0.051880942706583354	1.0	1.0	-9196.359568593243	0.0	-200.47253381451858
4100	-9554.138800660432	-488.1906342050597	-9065.948166455371	76.6968145266379	1932.3031854733622	276.0524958502995	56.19754954057889	1952.8024504594212	5.753361343915112	12.381761980920928	4.06850745817903	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.5054981651423094	0.9792832441891196	0.003428586115813663	0.017288169695066736	2.9359897453989086	0.010289017459718379	0.051880942706583354	1.0	1.0	-9065.948166455371	0.0	-204.23842442965352
4200	-9550.44771069994	-485.775820278869	-9064.671890421072	76.6968145266379	1932.3031854733622	275.08624273848426	56.19754954057889	1952.8024504594212	5.753361343915112	8.942817912984415	4.06850745817903	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.5054981651423094	0.9792832441891196	0.003428586115813663	0.017288169695066736	2.9359897453989086	0.010289017459718379	0.051880942706583354	1.0	1.0	-9064.671890421072	0.0	-203.39534393667336
4300	-9503.662680035004	-490.22407580836955	-9013.438604226634	75.74221643861475	1933.2577835613852	277.1137317241084	56.19754954057889	1952.8024504594212	7.035523547891082	10.230092936222118	4.06850745817903	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.7487610256020569	0.9792832441891196	0.003428586115813663	0.017288169695066736	2.9359897453989086	0.010289017459718379	0.051880942706583354	1.0	1.0	-9013.438604226634	0.0	-204.88930284205242
4400	-9463.22409084143	-501.0523861758255	-8962.171704665605	75.74221643861475	1933.2577835613852	284.3778411118156	56.19754954057889	1952.8024504594212	7.605175348210874	10.285818072480772	4.06850745817903	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.7487610256020569	0.9792832441891196	0.003428586115813663	0.017288169695066736	2.9359897453989086	0.010289017459718379	0.051880942706583354	1.0	1.0	-8962.171704665605	0.0	-208.37853516415194
4500	-9400.195136872466	-503.6385866936738	-8896.556550178791	75.74221643861475	1933.2577835613852	285.15904787191073	56.169787134127056	1952.830212865873	7.605175348210874	10.285818072480772	8.232777113003602	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.8583373149546775	0.979597255570805	0.003428586115813663	0.016974158313381373	2.936931183131084	0.010289017459718379	0.05093861007162072	1.0	1.0	-8896.556550178791	0.0	-208.92000297389282
4600	-9372.282002801494	-508.0015415655407	-8864.280461235952	76.095865269643	1932.904134730357	287.9621782007996	57.20081038743297	1951.799189612567	7.605175348210874	10.285818072480772	8.232777113003602	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.8583373149546775	0.979597255570805	0.003428586115813663	0.016974158313381373	2.936931183131084	0.010289017459718379	0.05093861007162072	1.0	1.0	-8864.280461235952	0.0	-210.48471854612168
4700	-9360.487214512003	-505.29634181856886	-8855.190872693434	75.89246652626959	1933.1075334737304	286.0840422998455	56.129938345593494	1952.8700616544065	7.605175348210874	10.170855334937764	6.698184352756587	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.8583373149546775	0.979597255570805	0.003428586115813663	0.016974158313381373	2.936931183131084	0.010289017459718379	0.05093861007162072	1.0	1.0	-8855.190872693434	0.0	-210.01412303104448
4800	-9353.358983780474	-509.6322065554252	-8843.726777225049	77.22087886172079	1931.7791211382792	289.84892532132125	56.129938345593494	1952.8700616544065	7.605175348210874	10.170855334937764	6.698184352756587	13.188046280723652	0.20774181184162574	0.27984953980486105	0.23670261184388172	0.27570603650963155	0.12141571878017574	0.09373476655461863	0.7000112245123916	0.979597255570805	0.003428586115813663	0.016974158313381373	2.936931183131084	0.010289017459718379	0.05093861007162072	1.0	1.0	-8843.726777225049	0.0	-210.9082940364219
4900	-9239.458878415226	-526.8863263265481	-8712.572552088677	77.22087886172079	1931.7791211382792	303.0781585980214	56.129938345593494	1952.8700616544065	7.030860036970812	8.54181786691673	6.698184352756587	13.188046280723652	0.23365913418534742	0.27984953980486105	0.23670261184388172	0.24978871416590986	0.12141571878017574	0.09373476655461863	0.7000112245123916	0.979597255570805	0.003428586115813663	0.016974158313381373	2.936931183131084	0.010289017459718379	0.05093861007162072	1.0	1.0	-8712.572552088677	0.0	-215.34622743870824
5000	-9235.381348867284	-534.1573406676426	-8701.22400819964	77.21383483604038	1931.7861651639596	307.5618928922608	56.129938345593494	1952.8700616544065	8.413639297163177	11.336729262887802	6.698184352756587	13.188046280723652	0.23365913418534742	0.27984953980486105	0.23670261184388172	0.24978871416590986	0.12141571878017574	0.09373476655461863	0.7000112245123916	0.979597255570805	0.003428586115813663	0.016974158313381373	2.936931183131084	0.010289017459718379	0.05093861007162072	1.0	1.0	-8701.22400819964	0.0	-217.44515747931632
5100	-9223.235787382067	-535.8848128298628	-8687.350974552204	77.21383483604038	1931.7861651639596	308.74228204689103	56.129938345593494	1952.8700616544065	8.413639297163177	11.336729262887802	6.698184352756587	15.506725229348097	0.23365913418534742	0.27984953980486105	0.23670261184388172	0.24978871416590986	0.12141571878017574	0.09373476655461863	0.7000112245123916	0.979597255570805	0.008060267679479566	0.01234247674971547	2.936931183131084	0.024188464889845048	0.03703916264149405	1.0	1.0	-8687.350974552204	0.0	-217.6600930061528
5200	-9180.381429288105	-549.9547340794951	-8630.42669520861	76.69659925927678	1932.3034007407232	317.72629472662567	56.129938345593494	1952.8700616544065	8.413639297163177	11.336729262887802	6.698184352756587	15.506725229348097	0.23365913418534742	0.27984953980486105	0.23670261184388172	0.24978871416590986	0.12141571878017574	0.09373476655461863	0.6742060399649562	0.979597255570805	0.008060267679479566	0.01234247674971547	2.936931183131084	0.024188464889845048	0.03703916264149405	1.0	1.0	-8630.42669520861	0.0	-222.81195365191545
