# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Feb 08 19:24:53 GMT 2023 [seed=1675884292347]
# YFV.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(Americas)	age(Americas)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1.alpha	CP2.alpha	CP3.alpha	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
26200	-7104.995247536094	-994.056408402804	-6110.9388391332905	95.58960145737578	1913.4103985426243	656.585726913911	62.496735422301185	1946.5032645776987	39.92406930866265	17.21789930116026	3.8319704229042792	12.879807524463658	0.2444433299028243	0.245255460025075	0.261640222865225	0.2486609872068757	0.09810397827761394	0.025771040388758215	2.6383480699893953	0.997367073921243	8.183527794540187E-5	0.0025510908008117158	2.9902068873403267	2.4558362402436664E-4	0.0076556973936906724	1.0	1.0	-6110.9388391332905	0.0	-323.4209639813433
26300	-7112.284081725174	-989.8443880782391	-6122.439693646935	92.62524894626982	1916.3747510537303	651.5234753786237	62.496735422301185	1946.5032645776987	39.92406930866265	17.21789930116026	3.8319704229042792	12.879807524463658	0.2444433299028243	0.245255460025075	0.261640222865225	0.2486609872068757	0.09810397827761394	0.08815275528500598	2.6383480699893953	0.9972663034995902	8.183527794540187E-5	0.002651861222464562	2.9899047674721806	2.4558362402436664E-4	0.007958104448023405	1.0	1.0	-6122.439693646935	0.0	-324.1425618431583
26400	-7111.611455038439	-989.4963097872494	-6122.1151452511895	91.70409097234173	1917.2959090276584	651.1600577873359	62.496735422301185	1946.5032645776987	39.92406930866265	17.21789930116026	3.8319704229042792	10.829440173327665	0.2444433299028243	0.245255460025075	0.261640222865225	0.2486609872068757	0.09810397827761394	0.08815275528500598	2.6383480699893953	0.9972663034995902	8.183527794540187E-5	0.002651861222464562	2.9899047674721806	2.4558362402436664E-4	0.007958104448023405	1.0	1.0	-6122.1151452511895	0.0	-324.49402725278475
26500	-7107.144106171445	-996.7568954659253	-6110.3872107055195	93.3300475366597	1915.6699524633402	657.6137652400513	62.496735422301185	1946.5032645776987	39.92406930866265	17.21789930116026	3.8319704229042792	10.829440173327665	0.22325808684341947	0.2664407030844798	0.24124271292546492	0.26905849714663577	0.09810397827761394	0.08815275528500598	2.6383480699893953	0.9973540557344646	9.993016344899021E-5	0.0025460141020866	2.990167857505892	2.99885480996637E-4	0.007640462471756081	1.0	1.0	-6110.3872107055195	0.0	-325.3058366285355
26600	-7108.223939484871	-997.1795219409992	-6111.044417543872	94.90423286436524	1914.0957671356348	658.5279291839805	61.47488019174189	1947.525119808258	40.35523204167548	17.21789930116026	3.8319704229042792	10.829440173327665	0.22325808684341947	0.2664407030844798	0.24124271292546492	0.26905849714663577	0.09810397827761394	0.08815275528500598	2.6383480699893953	0.9975406493664931	8.504517993468999E-5	0.002374305453572353	2.9907272839981185	2.552163812298634E-4	0.0071251733050645616	1.0	1.0	-6111.044417543872	0.0	-324.80425206852624
26700	-7107.735543688743	-990.6243316498817	-6117.111212038862	94.90423286436524	1914.0957671356348	653.3146671256333	61.47488019174189	1947.525119808258	40.35523204167548	17.21789930116026	3.8319704229042792	10.829440173327665	0.22325808684341947	0.2664407030844798	0.24124271292546492	0.26905849714663577	0.09810397827761394	0.08815275528500598	2.6383480699893953	0.9975406493664931	8.504517993468999E-5	0.002374305453572353	2.9907272839981185	2.552163812298634E-4	0.0071251733050645616	1.0	1.0	-6117.111212038862	0.0	-323.45834981515526
26800	-7106.98198044807	-994.6289463446042	-6112.353034103467	95.51961364155844	1913.4803863584416	657.0534844100682	61.47488019174189	1947.525119808258	32.8258727255186	17.21789930116026	3.8319704229042792	9.65252311231812	0.22325808684341947	0.2664407030844798	0.24124271292546492	0.26905849714663577	0.09810397827761394	0.08815275528500598	2.6383480699893953	0.9975406493664931	8.504517993468999E-5	0.002374305453572353	2.9907272839981185	2.552163812298634E-4	0.0071251733050645616	1.0	1.0	-6112.353034103467	0.0	-324.1460962718848
26900	-7106.684367993272	-1001.0378626294204	-6105.646505363851	95.14127934002265	1913.8587206599773	661.3705320858674	61.47488019174189	1947.525119808258	29.511281027390794	17.21789930116026	3.8319704229042792	9.65252311231812	0.22325808684341947	0.2664407030844798	0.24124271292546492	0.26905849714663577	0.09810397827761394	0.0458561176495923	2.6383480699893953	0.9975761681989841	8.849008426646917E-5	0.0023353417167495806	2.9908337730334216	2.6555436884909047E-4	0.007008245056823599	1.0	1.0	-6105.646505363851	0.0	-326.43227697703435
27000	-7106.366666065552	-996.1595996526164	-6110.207066412935	93.13345422531178	1915.8665457746881	657.4274701790088	61.47488019174189	1947.525119808258	32.63104293587288	14.830074893033233	3.8319704229042792	12.892661093735418	0.22325808684341947	0.2664407030844798	0.24124271292546492	0.26905849714663577	0.09810397827761394	0.0458561176495923	2.6383480699893953	0.9975761681989841	8.849008426646917E-5	0.0023353417167495806	2.9908337730334216	2.6555436884909047E-4	0.007008245056823599	1.0	1.0	-6110.207066412935	0.0	-325.16114196392635
27100	-7105.477190478488	-993.9232679524655	-6111.553922526023	96.91152939701114	1912.0884706029888	658.1804375588063	61.47488019174189	1947.525119808258	41.923550755222514	11.220645057081683	3.8319704229042792	12.892661093735418	0.22325808684341947	0.2664407030844798	0.24124271292546492	0.26905849714663577	0.09810397827761394	0.0458561176495923	1.896641589548169	0.9975761681989841	8.849008426646917E-5	0.0023353417167495806	2.9908337730334216	2.6555436884909047E-4	0.007008245056823599	1.0	1.0	-6111.553922526023	0.0	-323.962103233542
27200	-7108.100942668838	-983.7137274502525	-6124.387215218586	92.75261274911509	1916.247387250885	648.8761390532815	61.47488019174189	1947.525119808258	35.21260009596729	11.220645057081683	3.8319704229042792	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	1.896641589548169	0.9975761681989841	8.849008426646917E-5	0.0023353417167495806	2.9908337730334216	2.6555436884909047E-4	0.007008245056823599	1.0	1.0	-6124.387215218586	0.0	-323.22623031103234
27300	-7109.327432902567	-984.0788321779044	-6125.2486007246625	93.1041633087504	1915.8958366912495	650.1063057514123	61.47488019174189	1947.525119808258	35.21260009596729	11.220645057081683	2.947587503957231	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	1.7541811870326618	0.997605331367017	8.849008426646917E-5	0.0023061785487167143	2.990921207146888	2.6555436884909047E-4	0.006920727831082383	1.0	1.0	-6125.2486007246625	0.0	-322.9450603772719
27400	-7107.8960584217775	-997.4218753094381	-6110.474183112339	99.4615358506515	1909.5384641493486	663.2504271445559	61.66631593475407	1947.333684065246	35.21260009596729	11.220645057081683	2.947587503957231	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	1.7541811870326618	0.997605331367017	9.70222975963619E-5	0.0022976463353868216	2.990921207146888	2.9115911930771343E-4	0.006895123080623761	1.0	1.0	-6110.474183112339	0.0	-323.1539904857657
27500	-7105.700425816696	-979.8356982330556	-6125.864727583641	93.10452511127536	1915.8954748887247	646.5004561128983	61.66631593475407	1947.333684065246	35.21260009596729	14.541357608554359	2.947587503957231	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	1.7541811870326618	0.9976269914879653	7.536217664809607E-5	0.0022976463353868216	2.9909861463699015	2.2615816699433393E-4	0.006895123080623761	1.0	1.0	-6125.864727583641	0.0	-321.78902145035596
27600	-7102.773782059082	-991.8615747162987	-6110.912207342783	96.94647538956389	1912.0535246104362	658.0075699370743	62.62578635654629	1946.3742136434537	35.579585117957	14.541357608554359	2.947587503957231	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	1.7541811870326618	0.9976269914879653	7.536217664809607E-5	0.0022976463353868216	2.9909861463699015	2.2615816699433393E-4	0.006895123080623761	1.0	1.0	-6110.912207342783	0.0	-322.30623732961857
27700	-7111.291815084511	-1003.9079188855037	-6107.383896199007	97.53799134601886	1911.4620086539812	667.2301116342265	62.62578635654629	1946.3742136434537	35.579585117957	14.541357608554359	4.5466127190366485	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	1.7541811870326618	0.9976269914879653	7.536217664809607E-5	0.0022976463353868216	2.9909861463699015	2.2615816699433393E-4	0.006895123080623761	1.0	1.0	-6107.383896199007	0.0	-324.6210338713947
27800	-7110.550145100385	-1000.051014422138	-6110.499130678247	97.4133041350856	1911.5866958649144	664.3758550674721	62.11263853973694	1946.887361460263	35.579585117957	14.541357608554359	4.5466127190366485	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	1.7541811870326618	0.9976639952850332	7.536217664809607E-5	0.0022606425383188645	2.99109708747849	2.2615816699433393E-4	0.0067840765147078475	1.0	1.0	-6110.499130678247	0.0	-323.6162425021575
27900	-7112.452147143789	-988.0734287536486	-6124.37871839014	97.4133041350856	1911.5866958649144	654.0546068365096	62.11263853973694	1946.887361460263	36.49071768616709	14.541357608554359	4.5466127190366485	12.892661093735418	0.22726495157592005	0.26243383835197925	0.24124271292546492	0.26905849714663577	0.09708200671048879	0.0458561176495923	2.1244908195123773	0.9976081648393095	7.536217664809607E-5	0.0023164729840425935	2.990929702182051	2.2615816699433393E-4	0.006951620922644931	1.0	1.0	-6124.37871839014	0.0	-321.1861713072936
28000	-7113.159853830265	-982.9099121990358	-6130.249941631229	97.4133041350856	1911.5866958649144	650.018346948417	61.51076591481159	1947.4892340851884	36.49071768616709	14.541357608554359	4.5466127190366485	12.892661093735418	0.22590941328015868	0.26243383835197925	0.2425982512212263	0.26905849714663577	0.09884368049462817	0.0458561176495923	2.1244908195123773	0.9976081648393095	7.536217664809607E-5	0.0023164729840425935	2.990929702182051	2.2615816699433393E-4	0.006951620922644931	1.0	1.0	-6130.249941631229	0.0	-320.0522961651558
28100	-7110.998039708798	-984.6943547636001	-6126.303684945198	97.4133041350856	1911.5866958649144	651.0026847567127	61.51076591481159	1947.4892340851884	33.962797394442134	14.541357608554359	4.5466127190366485	12.892661093735418	0.22590941328015868	0.26243383835197925	0.2425982512212263	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.9976692073349929	7.536217664809607E-5	0.0022554304883592004	2.991112713728939	2.2615816699433393E-4	0.0067684354104087414	1.0	1.0	-6126.303684945198	0.0	-320.39484059610936
28200	-7106.4155141944575	-986.2962540264614	-6120.119260167996	97.4133041350856	1911.5866958649144	652.3517678408604	61.51076591481159	1947.4892340851884	32.620715030941575	14.541357608554359	4.5466127190366485	12.892661093735418	0.22590941328015868	0.26243383835197925	0.2425982512212263	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.9976692073349929	7.536217664809607E-5	0.0022554304883592004	2.991112713728939	2.2615816699433393E-4	0.0067684354104087414	1.0	1.0	-6120.119260167996	0.0	-320.6890100748294
28300	-7103.923944609646	-972.7745334174379	-6131.149411192208	94.307551633398	1914.692448366602	640.5159460113373	61.51076591481159	1947.4892340851884	32.45002379941763	14.541357608554359	4.5466127190366485	12.892661093735418	0.22590941328015868	0.25763482506732294	0.24739726450588262	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.9976561999408712	8.786967895829804E-5	0.002255930380170689	2.9910737162519756	2.63692563185691E-4	0.006769935561025537	1.0	1.0	-6131.149411192208	0.0	-318.99920267550704
28400	-7102.107073169595	-977.916768599897	-6124.190304569698	98.00960701363067	1910.9903929863694	646.2824129820557	61.51076591481159	1947.4892340851884	32.45002379941763	14.541357608554359	4.5466127190366485	10.758906418615714	0.22590941328015868	0.25763482506732294	0.24739726450588262	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.9975694426674507	8.001683219131213E-5	0.00235054050035808	2.9908136092128603	2.401265582014947E-4	0.007053855855162033	1.0	1.0	-6124.190304569698	0.0	-318.7301496393477
28500	-7109.384339738996	-986.3093529760363	-6123.074986762959	101.32770973902487	1907.6722902609752	653.3956025417815	61.51076591481159	1947.4892340851884	41.81323414750806	14.541357608554359	4.5466127190366485	10.758906418615714	0.22667412095898387	0.25763482506732294	0.24663255682705743	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.997257845306473	8.001683219131213E-5	0.002662137861335819	2.989879408957773	2.401265582014947E-4	0.007988944133305304	1.0	1.0	-6123.074986762959	0.0	-319.7615058309969
28600	-7112.526761946766	-994.6328313467259	-6117.89393060004	101.32770973902487	1907.6722902609752	660.004421915162	61.51076591481159	1947.4892340851884	41.81323414750806	17.3851163648305	4.5466127190366485	10.758906418615714	0.22667412095898387	0.25763482506732294	0.24663255682705743	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.997257845306473	8.001683219131213E-5	0.002662137861335819	2.989879408957773	2.401265582014947E-4	0.007988944133305304	1.0	1.0	-6117.89393060004	0.0	-321.10066337104456
28700	-7115.15106940599	-995.760481584685	-6119.3905878213045	101.32770973902487	1907.6722902609752	660.7656053110181	61.51076591481159	1947.4892340851884	41.81323414750806	17.3851163648305	5.711397163207807	10.758906418615714	0.22667412095898387	0.25763482506732294	0.24663255682705743	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.9976531240889804	8.001683219131213E-5	0.0022668590788283488	2.991064494538377	2.401265582014947E-4	0.00680273204549534	1.0	1.0	-6119.3905878213045	0.0	-321.1478932005848
28800	-7111.884653643205	-988.7836724256631	-6123.100981217542	101.32770973902487	1907.6722902609752	654.6694890178543	61.51076591481159	1947.4892340851884	41.81323414750806	17.3851163648305	5.699986080954036	13.032243457359558	0.22667412095898387	0.25763482506732294	0.24663255682705743	0.26905849714663577	0.09559102962824591	0.0458561176495923	2.3927980209625788	0.9974837798299183	8.001683219131213E-5	0.002436203337890493	2.9905567834027087	2.401265582014947E-4	0.00731092579631206	1.0	1.0	-6123.100981217542	0.0	-319.8932840635196
28900	-7105.865549170309	-991.9975124307232	-6113.868036739586	99.14485871821994	1909.85514128178	657.1096936202458	63.525344463055085	1945.474655536945	42.405820758672014	17.3851163648305	5.699986080954036	13.032243457359558	0.22667412095898387	0.25763482506732294	0.24663255682705743	0.26905849714663577	0.09528605510936333	0.0458561176495923	1.9318248287165434	0.997478731867272	8.001683219131213E-5	0.002441251300536877	2.9905416491025427	2.401265582014947E-4	0.007326074482694791	1.0	1.0	-6113.868036739586	0.0	-321.5772632879568
29000	-7107.765005787905	-979.9983111596696	-6127.766694628235	94.71752145480396	1914.282478545196	646.8331200848019	63.525344463055085	1945.474655536945	32.41498543219135	17.3851163648305	5.699986080954036	13.032243457359558	0.22667412095898387	0.26060437787306806	0.24663255682705743	0.26608894434089064	0.09528605510936333	0.0458561176495923	1.6134659108151186	0.997478731867272	8.001683219131213E-5	0.002441251300536877	2.9905416491025427	2.401265582014947E-4	0.007326074482694791	1.0	1.0	-6127.766694628235	0.0	-320.75213687706935
29100	-7115.800264967121	-988.9617657447345	-6126.838499222386	97.5973984503158	1911.4026015496843	655.3429394466973	63.525344463055085	1945.474655536945	32.41498543219135	17.3851163648305	5.2756318898461	11.539041709021491	0.22667412095898387	0.24714715865163467	0.2600897760484908	0.26608894434089064	0.10044268750883233	0.0458561176495923	1.6134659108151186	0.9974994526066611	8.001683219131213E-5	0.0024205305611478068	2.9906037719650795	2.401265582014947E-4	0.007263892568007249	1.0	1.0	-6126.838499222386	0.0	-321.55313273423087
29200	-7126.734044377412	-994.9721631914038	-6131.761881186008	97.5973984503158	1911.4026015496843	660.7993190256226	63.525344463055085	1945.474655536945	40.45236234951432	14.991726095489312	5.2756318898461	11.539041709021491	0.22667412095898387	0.24714715865163467	0.2600897760484908	0.26608894434089064	0.10044268750883233	0.0458561176495923	1.6134659108151186	0.9975038033497616	8.001683219131213E-5	0.002416179818047287	2.9906168159308617	2.401265582014947E-4	0.007250836203018332	1.0	1.0	-6131.761881186008	0.0	-322.20678944633624
29300	-7118.673167054538	-992.1516305235511	-6126.521536530987	96.88544388425458	1912.1145561157455	656.5475427520439	63.525344463055085	1945.474655536945	40.45236234951432	14.991726095489312	5.2756318898461	11.539041709021491	0.22667412095898387	0.24714715865163467	0.2600897760484908	0.26608894434089064	0.10044268750883233	0.0458561176495923	2.568020374919727	0.9975038033497616	8.001683219131213E-5	0.002416179818047287	2.9906168159308617	2.401265582014947E-4	0.007250836203018332	1.0	1.0	-6126.521536530987	0.0	-321.7256965828306
29400	-7113.375253379792	-982.6266773242733	-6130.748576055519	95.87197668241353	1913.1280233175864	648.3567348864568	63.525344463055085	1945.474655536945	40.45236234951432	14.991726095489312	5.2756318898461	11.539041709021491	0.22667412095898387	0.24714715865163467	0.2600897760484908	0.26608894434089064	0.09722381979278566	0.0458561176495923	2.568020374919727	0.9974777820873938	1.0603809455919197E-4	0.002416179818047287	2.9905388015668586	3.1821508034540785E-4	0.007250836203018332	1.0	1.0	-6130.748576055519	0.0	-320.3917119605932
29500	-7114.102066233153	-984.2244600598815	-6129.8776061732715	95.87197668241353	1913.1280233175864	649.4032364864916	63.525344463055085	1945.474655536945	40.45236234951432	14.991726095489312	5.2756318898461	11.539041709021491	0.22667412095898387	0.24714715865163467	0.2600897760484908	0.26608894434089064	0.09722381979278566	0.16864122574255622	2.568020374919727	0.9974777820873938	1.0603809455919197E-4	0.002416179818047287	2.9905388015668586	3.1821508034540785E-4	0.007250836203018332	1.0	1.0	-6129.8776061732715	0.0	-320.69822927087745
29600	-7102.096663935687	-980.1630164139458	-6121.933647521741	95.87197668241353	1913.1280233175864	646.6189840424198	63.525344463055085	1945.474655536945	40.45236234951432	21.050394420102343	5.039099657499051	11.539041709021491	0.2274869882294438	0.24714715865163467	0.2592769087780309	0.26608894434089064	0.09722381979278566	0.16864122574255622	1.7664315499295167	0.9974777820873938	1.0603809455919197E-4	0.002416179818047287	2.9905388015668586	3.1821508034540785E-4	0.007250836203018332	1.0	1.0	-6121.933647521741	0.0	-320.3395263190859
29700	-7105.498587469264	-988.8398423067783	-6116.6587451624855	95.87197668241353	1913.1280233175864	649.733602886717	63.525344463055085	1945.474655536945	26.18332868272082	21.050394420102343	5.039099657499051	11.539041709021491	0.2274869882294438	0.24714715865163467	0.2592769087780309	0.26608894434089064	0.09722381979278566	0.16864122574255622	2.7080630041533973	0.9974777820873938	1.0603809455919197E-4	0.002416179818047287	2.9905388015668586	3.1821508034540785E-4	0.007250836203018332	1.0	1.0	-6116.6587451624855	0.0	-324.45587521053284
29800	-7104.674606023748	-991.9095942202318	-6112.765011803516	99.06421057126275	1909.9357894287373	656.4147928560092	63.525344463055085	1945.474655536945	30.374621903789105	21.050394420102343	5.039099657499051	11.20911860632822	0.2274869882294438	0.24714715865163467	0.2592769087780309	0.26608894434089064	0.09722381979278566	0.16864122574255622	2.1203668990222146	0.9974777820873938	1.0603809455919197E-4	0.002416179818047287	2.9905388015668586	3.1821508034540785E-4	0.007250836203018332	1.0	1.0	-6112.765011803516	0.0	-321.9320401965308
29900	-7105.342750537727	-995.3446944347999	-6109.998056102927	100.33027977166924	1908.6697202283308	659.3796354797254	62.668098327352055	1946.331901672648	43.02961253387488	21.050394420102343	3.0788191433915015	12.792118405344432	0.2274869882294438	0.24714715865163467	0.2592769087780309	0.26608894434089064	0.09722381979278566	0.16864122574255622	2.1203668990222146	0.9971444219716785	1.0603809455919197E-4	0.002749539933762613	2.989539354382326	3.1821508034540785E-4	0.008251233432403584	1.0	1.0	-6109.998056102927	0.0	-322.40843463708643
30000	-7096.528116576232	-986.2549956601574	-6110.273120916074	100.80908825038333	1908.1909117496166	653.6544409198749	62.668098327352055	1946.331901672648	34.10734980296541	21.050394420102343	3.0788191433915015	12.057871428400745	0.2274869882294438	0.24714715865163467	0.2592769087780309	0.26608894434089064	0.09637585544209114	0.2326830993507693	2.1203668990222146	0.997316938743303	1.0603809455919197E-4	0.0025770231621381682	2.9900565770300167	3.1821508034540785E-4	0.0077335191282036095	1.0	1.0	-6110.273120916074	0.0	-319.2621457302331
30100	-7095.711346075247	-985.1702319328355	-6110.541114142412	100.80908825038333	1908.1909117496166	651.4150725908213	62.668098327352055	1946.331901672648	43.368768356332346	21.050394420102343	3.0788191433915015	12.057871428400745	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09637585544209114	0.2326830993507693	2.1203668990222146	0.9972628571648613	1.0603809455919197E-4	0.002631104740579849	2.989894435013739	3.1821508034540785E-4	0.007895815271873179	1.0	1.0	-6110.541114142412	0.0	-320.1748077695063
30200	-7092.799626004541	-985.0465600045802	-6107.753065999961	100.80908825038333	1908.1909117496166	651.4647521917002	62.668098327352055	1946.331901672648	43.368768356332346	21.050394420102343	3.0788191433915015	12.057871428400745	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09637585544209114	0.2326830993507693	2.1203668990222146	0.9974219220897939	1.0603809455919197E-4	0.0024720398156473367	2.9903713276709203	3.1821508034540785E-4	0.007418469294675515	1.0	1.0	-6107.753065999961	0.0	-320.00149437098105
30300	-7098.1240672504855	-994.7378277601038	-6103.386239490382	100.80908825038333	1908.1909117496166	659.8372286976768	62.668098327352055	1946.331901672648	43.368768356332346	21.050394420102343	3.0788191433915015	12.391528818459195	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09637585544209114	0.2326830993507693	2.1203668990222146	0.9974219220897939	1.0603809455919197E-4	0.0024720398156473367	2.9903713276709203	3.1821508034540785E-4	0.007418469294675515	1.0	1.0	-6103.386239490382	0.0	-321.2731127868525
30400	-7101.79573542589	-991.0248602507305	-6110.770875175159	100.68272805228008	1908.31727194772	657.601925639133	62.668098327352055	1946.331901672648	27.89904373694254	21.050394420102343	3.0788191433915015	12.391528818459195	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09637585544209114	0.2326830993507693	1.3145380461473963	0.997456193264789	1.0603809455919197E-4	0.002437768640652188	2.9904740761034554	3.1821508034540785E-4	0.007315623192527526	1.0	1.0	-6110.770875175159	0.0	-321.846556482423
30500	-7095.943948124832	-987.9169614182832	-6108.026986706549	100.68272805228008	1908.31727194772	655.8989609613305	62.668098327352055	1946.331901672648	36.56155217329862	21.050394420102343	5.246233995188124	12.391528818459195	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09637585544209114	0.2326830993507693	1.3145380461473963	0.9976354662743165	1.0603809455919197E-4	0.0022584956311246167	2.991011554632495	3.1821508034540785E-4	0.006777633752338798	1.0	1.0	-6108.026986706549	0.0	-319.50357801885184
30600	-7093.864688212288	-981.0827910536793	-6112.781897158608	96.8785745503208	1912.1214254496792	646.7345072263649	62.668098327352055	1946.331901672648	36.56155217329862	21.050394420102343	5.246233995188124	13.193739223080389	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09637585544209114	0.2326830993507693	2.6016471108701764	0.9976354662743165	1.0868272297635443E-4	0.002255851002707454	2.991011554632495	3.2615147950223474E-4	0.0067696973531819705	1.0	1.0	-6112.781897158608	0.0	-319.1277161056801
30700	-7096.769624411739	-993.7260885947792	-6103.04353581696	101.60165192288557	1907.3983480771144	660.256104556302	62.668098327352055	1946.331901672648	36.56155217329862	20.804506213034855	5.246233995188124	13.193739223080389	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09711726283858955	0.2326830993507693	1.6524644812303864	0.9976354662743165	1.0868272297635443E-4	0.002255851002707454	2.991011554632495	3.2615147950223474E-4	0.0067696973531819705	1.0	1.0	-6103.04353581696	0.0	-320.18374266420403
30800	-7094.130040252697	-985.8456177403161	-6108.284422512381	99.772710402104	1909.227289597896	653.2573065831132	62.668098327352055	1946.331901672648	31.77226611888867	20.804506213034855	5.246233995188124	13.193739223080389	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09711726283858955	0.2326830993507693	1.6524644812303864	0.9976354662743165	1.0868272297635443E-4	0.002255851002707454	2.991011554632495	3.2615147950223474E-4	0.0067696973531819705	1.0	1.0	-6108.284422512381	0.0	-319.43714485566636
30900	-7096.827144381587	-996.9553012744286	-6099.8718431071575	99.772710402104	1909.227289597896	662.9121276008852	64.99906135951377	1944.0009386404863	33.258681133098136	20.804506213034855	5.246233995188124	11.581731772833608	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09711726283858955	0.2326830993507693	1.6524644812303864	0.9976354662743165	1.0868272297635443E-4	0.002255851002707454	2.991011554632495	3.2615147950223474E-4	0.0067696973531819705	1.0	1.0	-6099.8718431071575	0.0	-321.1102517372711
31000	-7094.64121744339	-994.5889384689638	-6100.052278974426	97.9518921357357	1911.0481078642642	660.1540542612006	64.99906135951377	1944.0009386404863	32.02962320030145	20.804506213034855	5.246233995188124	11.581731772833608	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09711726283858955	0.2326830993507693	1.6524644812303864	0.9976354662743165	1.0868272297635443E-4	0.002255851002707454	2.991011554632495	3.2615147950223474E-4	0.0067696973531819705	1.0	1.0	-6100.052278974426	0.0	-321.537532281377
31100	-7091.080985414866	-994.4842549922353	-6096.596730422631	97.9518921357357	1911.0481078642642	659.3338463168539	64.99906135951377	1944.0009386404863	32.02962320030145	20.804506213034855	5.246233995188124	11.581731772833608	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09727445889185438	0.2326830993507693	2.1062744824759574	0.9976391308605287	7.7040293511058E-5	0.0022838288459605814	2.9910225414308536	2.311941127513404E-4	0.006853657477849388	1.0	1.0	-6096.596730422631	0.0	-321.3445007435063
31200	-7098.630918689207	-1009.5585140500493	-6089.072404639157	97.9518921357357	1911.0481078642642	670.8604630119303	65.88039896640949	1943.1196010335905	30.78505636516102	20.804506213034855	5.246233995188124	11.581731772833608	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09727445889185438	0.2326830993507693	2.1062744824759574	0.9974796565743038	7.7040293511058E-5	0.002443303132185458	2.99054442146731	2.311941127513404E-4	0.007332231928050847	1.0	1.0	-6089.072404639157	0.0	-324.94044049655093
31300	-7100.6311813551565	-1013.5335613245331	-6087.097620030623	97.9518921357357	1911.0481078642642	674.311533141373	65.56200824487257	1943.4379917551273	44.01998790112735	20.804506213034855	5.246233995188124	11.581731772833608	0.23205182961883844	0.24793088599861293	0.25849318143105265	0.26152410295149603	0.09727445889185438	0.2326830993507693	2.1062744824759574	0.9974796565743038	1.1287082820289392E-4	0.0024074725974936218	2.99054442146731	3.387197762704716E-4	0.007224706264531715	1.0	1.0	-6087.097620030623	0.0	-325.1093687585854
31400	-7102.632770858216	-1020.4501062072211	-6082.182664650994	100.92188350234588	1908.078116497654	681.9820424156096	65.56200824487257	1943.4379917551273	40.98923215328713	20.804506213034855	5.246233995188124	11.581731772833608	0.23205182961883844	0.25113109396214695	0.25849318143105265	0.258323894987962	0.09727445889185438	0.2326830993507693	2.1062744824759574	0.9974796565743038	1.1287082820289392E-4	0.0024074725974936218	2.99054442146731	3.387197762704716E-4	0.007224706264531715	1.0	1.0	-6082.182664650994	0.0	-324.432394320113
