EL1: Electronic Ladder,A1: 4WkFrozen_F_2,B1: 4WkFrozen_F_3,C1: 8WkFrozen_F_2,D1: 8WkFrozen_F_3,E1: 12WkFrozen_F_2,F1: 12WkFrozen_F_3,G1: 16WkFrozen_F_2,H1: 16WkFrozen_F_3,A2: 20WkFrozen_F_2,B2: 20WkFrozen_F_3,C2: 24WkFrozen_F_2,D2: 24WkFrozen_F_3,E2: 36WkFrozen_F_2,F2: 36WkFrozen_F_3,G2: 48WkFrozen_F_2,H2: 48WkFrozen_F_3
11.68075,217.9335,24.34542,30.89358,5.721642,55.76265,314.4975,0,0,0,220.9611,0,0.046525,87.53735,0,378.4194,13.94388
11.16488,234.2319,27.64773,27.92538,11.04706,49.91617,333.268,0,0,0,251.4579,0,0.01439762,94.48336,1.602691,400.6249,18.28032
10.84782,251.224,31.06009,25.56145,17.99332,44.95115,349.3499,0,0,0,283.2378,0,0.01611471,102.2459,4.146512,422.4425,23.51525
10.45394,268.0471,34.70677,23.48022,26.66869,40.85198,361.5379,0,0.3294001,0,314.3044,0,0,110.4166,7.378562,442.5132,29.70011
10.1925,285.9181,38.59785,21.71765,37.27764,37.26194,369.0122,0,3.596546,0,347.2394,0,0.03486013,119.3279,11.20559,460.7297,37.07005
9.845958,304.142,42.53378,20.2278,50.04957,34.253,372.4503,0,7.877211,0,379.9654,0,0.00592804,128.7026,15.88916,477.4167,45.73483
9.430903,320.2166,46.79309,18.89314,65.09486,31.6126,371.1605,0,13.41194,0,409.0823,0.05980873,0.07159424,138.9364,21.30872,488.2148,55.53893
9.227633,335.085,51.20496,17.64191,82.6073,29.36818,365.062,0,20.28786,0,435.5794,0.1095276,0.1278181,150.2522,27.72005,494.3245,66.70596
8.951421,347.114,55.84629,16.56374,102.7318,27.44769,354.4388,0,29.14984,0,458.3536,0,0.152133,162.5869,35.41998,496.2032,79.37578
8.649407,356.4236,60.6027,15.59423,125.4953,25.66082,339.4981,0,39.88857,1.553495,475.979,0,0.2040291,175.8791,44.20145,491.651,93.10382
8.43328,361.9013,65.67244,14.84747,151.0898,24.10965,321.9181,0,52.74594,3.208397,486.4849,0,0.2190266,190.2844,54.28134,484.0353,108.2175
8.136649,362.9756,71.04974,13.97361,179.0446,22.86996,301.197,0,67.76027,4.876442,489.4838,0,0.1407657,205.7974,65.67527,470.1339,124.5841
7.748421,359.6946,76.84184,13.22779,209.1403,21.62499,280.0053,3.430037,85.12022,6.688873,483.8276,0,0,222.6372,78.37144,451.5096,142.3038
7.452363,351.9095,83.05014,12.48877,240.2495,20.46297,257.6796,9.075315,104.5407,8.575993,469.3813,0,0,240.394,92.38364,428.8818,161.2037
7.086936,339.6627,89.70483,11.79663,271.4647,19.24143,234.651,16.69161,125.9596,10.65586,449.5239,0,0,258.6067,107.8071,404.5903,181.4251
6.854991,322.8249,96.85678,11.11069,302.744,18.25626,211.9808,26.79224,149.1628,12.78053,423.8934,0,0,278.3456,124.6032,378.8481,202.3222
6.527324,301.028,104.5229,10.60331,331.991,17.21849,190.0503,39.33107,174.1002,15.19135,392.7396,0.003196716,0.0512104,297.7256,143.2072,350.0216,223.3481
6.17592,275.7969,112.6764,10.06068,358.0154,16.32167,169.2582,54.75286,199.7246,17.7103,360.733,0,0.1373515,317.4054,163.6783,321.5854,244.7354
5.929846,248.0343,121.1751,9.616539,381.7587,15.45311,149.9737,73.46202,226.7831,20.34625,329.3174,0,0.1940236,337.3857,185.8185,293.7888,265.7688
5.731161,219.1228,130.5111,9.422281,401.5296,14.66823,132.6465,95.61266,253.1619,23.17963,298.5754,0,0.2454414,357.2998,209.9525,266.4429,285.2359
5.530811,189.9649,140.4619,9.234198,416.4053,13.86839,117.2794,121.1441,278.4813,26.10849,269.1014,0,0.241148,376.1351,234.7639,241.6917,302.6208
5.314283,162.2696,151.0876,9.112062,425.4568,13.23781,103.5338,150.7628,302.409,29.2392,243.4476,0,0.1127505,393.4159,260.0503,217.5244,317.5729
5.039759,136.8912,162.4961,9.024378,427.0982,12.58778,91.51927,182.6146,324.8014,32.50511,220.2431,0,0.05654764,405.1391,286.3293,194.9748,329.6566
4.879637,114.7127,174.6939,8.906992,422.4613,11.99361,81.01476,217.0934,343.7797,35.86181,200.5488,0,0.02356672,413.5296,312.4746,175.8753,338.213
4.533747,95.39819,188.4146,8.877867,411.4941,11.56566,72.12758,254.1161,358.4145,39.32163,184.226,0,0,416.7403,338.912,159.5623,343.5544
4.246821,79.73901,202.9142,8.80489,395.469,11.23627,64.48754,292.4456,367.7791,42.89002,171.0797,0,0,414.2554,362.9057,145.9449,344.7496
3.987095,67.01353,219.0106,8.786541,373.8607,11.02444,57.93449,331.0118,372.8789,46.86746,160.6403,0,0,404.5998,386.5121,135.0268,341.9852
3.707324,57.00814,236.5066,8.850613,348.3507,10.88698,52.39413,370.7102,373.5342,51.1371,152.2423,0,0,390.0724,406.3489,125.9108,335.3004
3.459528,49.27388,254.5226,8.763767,320.8408,10.85191,47.80282,406.7347,369.9253,55.62199,145.6776,0,0,370.0381,422.374,118.7039,324.5498
3.27951,43.51603,274.2044,8.884249,292.0041,11.04782,43.87897,441.4076,361.477,60.38407,140.2768,0,0,346.1115,433.9403,112.9909,310.0849
3.214552,39.09069,294.3717,9.066555,262.7049,11.18634,40.56231,473.3346,348.2416,65.56588,135.6207,0,0.07651615,318.8315,439.6124,108.3633,292.6735
3.010284,35.67794,315.1106,9.314548,233.6287,11.50521,37.75254,500.9337,332.3065,70.97334,131.86,2.097788,0.09317446,288.8593,439.0347,104.7289,273.3807
3.008267,33.09298,335.7214,9.552841,205.2244,11.96314,35.39861,522.1709,314.341,76.99459,128.4829,5.963013,0.1534719,256.2894,432.7151,101.5112,252.9299
2.798151,31.01682,356.4882,9.873516,179.6504,12.61114,33.22981,536.3126,293.5244,83.26852,125.4697,11.28455,0.138659,226.1068,419.4395,98.75987,231.5826
2.634225,29.26534,378.1826,10.38363,156.7592,13.41672,31.35145,543.5445,270.6165,90.09274,123.0361,18.47356,0.1105046,197.4801,401.5762,96.16896,211.0016
2.382677,27.85754,401.6926,10.74985,137.111,14.1469,29.72474,543.4785,246.4469,97.28162,120.7459,28.15324,0.07465649,171.2752,378.0326,93.87352,191.3539
2.227367,26.61992,422.9211,11.19012,120.162,15.04398,28.16025,534.9955,222.7623,105.1756,119.2829,40.70465,0.04013157,149.1961,351.5601,91.93927,173.1693
2.095788,25.55313,442.9479,11.6865,105.955,16.00673,26.74519,521.2474,200.0079,113.9535,118.3928,56.7061,0,131.3613,321.0528,90.31586,156.581
1.843846,24.46868,459.9041,12.05036,94.08223,17.25885,25.41572,500.8808,178.1671,123.272,118.3448,76.02467,0,116.7455,289.7523,89.19124,142.0488
1.697485,23.49412,471.5457,12.48695,84.64527,18.71762,24.04595,477.3632,157.9513,133.4948,118.6743,99.65398,0.04906034,106.2167,258.2358,88.73091,129.6079
1.858475,22.57487,476.9601,12.95277,77.27576,20.35373,22.94117,449.9622,138.6559,145.2029,119.877,128.4273,0.02759504,99.23335,228.3825,89.02936,119.284
1.811575,21.74022,476.6881,13.41793,71.23565,22.06081,21.9569,419.7864,121.919,158.0246,121.5423,159.9345,0,94.75996,200.2532,90.24585,110.8573
1.964374,21.19948,468.7792,13.97511,66.53091,23.98908,21.11214,388.4161,107.441,172.3708,123.9484,196.5595,0,93.35319,174.7783,92.30199,104.2098
1.901066,20.59874,453.9876,14.56195,62.84331,26.21162,20.29108,354.7611,94.62303,187.4102,126.7369,237.2668,0,94.40225,151.8116,95.4886,98.60744
1.778781,20.15328,433.4155,15.12104,60.2411,28.52052,19.7071,322.0401,83.66701,204.295,130.4211,280.7224,0,97.40477,132.8525,99.20802,94.29338
1.556797,19.80698,408.6547,15.56097,58.14393,30.78379,19.26286,289.7962,74.3811,222.7684,134.8177,328.0507,0,102.3846,117.0134,104.0065,90.83461
1.403651,19.59757,376.8477,16.04787,56.45052,33.25938,18.80548,257.9694,66.28833,242.7927,139.7933,379.0349,0,109.3616,103.6891,109.6376,87.87772
1.308333,19.46885,343.1509,16.58577,55.14522,35.87056,18.53856,229.4172,59.74886,264.2418,145.7375,431.9245,0,118.1476,93.01448,116.0297,85.64006
1.10693,19.36061,306.8481,17.23534,54.1284,38.63139,18.34539,204.0811,54.31726,286.7532,152.2061,483.273,0,128.6975,84.80831,123.1893,83.99621
1.049143,19.28747,268.5768,17.6841,53.06995,41.52847,18.16252,180.4165,49.74614,311.0556,158.9775,533.2013,0.03986645,141.0125,77.99575,131.1332,82.71973
1.241197,19.194,232.128,18.25548,52.27293,44.68618,18.06764,159.3886,45.8647,337.5609,166.2406,580.5426,0.04431868,155.4569,73.10845,140.188,81.88488
1.354727,19.13496,199.0468,18.86844,51.35365,47.8387,18.16477,141.1436,42.78279,365.534,173.3999,621.8105,0.04697275,171.8257,69.54088,150.4459,81.55382
1.502384,19.17211,168.5689,19.60686,50.43921,51.13313,18.30597,125.4185,40.10628,392.5051,180.9519,657.4755,0.08583546,190.1328,66.75566,161.6681,81.79504
1.519122,19.05188,142.0527,20.19363,49.73792,54.47957,18.57103,111.4916,37.83944,419.9366,188.5,684.4517,0.1345286,210.7783,64.55138,174.3318,82.74495
1.324928,18.97685,119.4079,20.8515,49.30444,57.80201,19.02859,100.3022,35.80104,447.8804,196.3025,703.1228,0.1138072,232.9218,63.07819,188.2914,84.54034
1.076735,18.8984,100.9019,21.55301,48.80363,61.11402,19.46092,90.55602,33.92399,470.6298,203.9632,710.6477,0.02806139,256.1705,62.12963,203.0611,87.10531
0.9952097,18.87299,85.95944,22.32122,48.47787,64.54156,20.05034,82.4698,32.30918,492.8971,211.4357,711.3452,0.02455235,281.5473,61.83427,219.332,90.74043
0.8940001,18.77676,74.27443,23.13943,48.11591,67.78082,20.78291,75.52494,31.00801,511.3439,218.4854,700.5636,0.07034063,307.5773,62.10945,236.5312,95.34407
0.725214,18.5568,64.91774,23.89016,47.93494,70.78824,21.64792,69.77822,29.75397,524.4462,225.0794,679.3794,0.04379177,334.7982,63.02527,254.4038,101.3137
0.6926012,18.31708,57.5889,24.39581,47.87721,73.61658,22.57482,65.06341,28.62036,532.4286,231.0474,650.6501,0,363.2596,64.53458,273.3521,108.6228
0.6888208,17.98135,51.98362,25.17933,47.86794,76.19388,23.67623,61.04535,27.56493,533.0514,236.4299,615.5381,0.01940298,391.3382,66.99255,291.7827,117.0478
0.7387056,17.5962,47.56056,25.84505,47.90889,78.52975,25.22886,57.53937,26.67126,527.1407,241.3017,577.2936,0,420.6682,70.17825,309.9834,126.8102
0.8532467,17.1722,43.73005,26.62649,47.97423,80.51863,26.81124,54.59842,25.81777,513.8657,245.6228,536.3597,0,450.2543,74.29223,327.5256,138.0355
0.7408857,16.77054,40.72453,27.50557,48.22273,82.35277,28.72227,52.12198,25.25561,496.5239,249.3916,494.7397,0,479.13,79.48899,345.8407,151.0457
0.7472887,16.35249,38.03327,28.43941,48.70378,84.01117,30.90626,49.92365,24.84616,475.4614,252.8188,453.4827,0,505.5687,86.0582,364.2417,166.1561
0.8692646,15.92881,35.72221,29.54486,49.16165,85.31998,33.1841,47.83237,24.59716,448.2043,255.1066,410.9412,0,530.2875,93.73029,381.8283,182.7017
1.168772,15.65563,33.69734,30.70739,49.69621,86.43253,35.87669,45.88994,24.84366,424.1993,256.8372,372.6173,0,553.021,103.0893,399.484,201.3748
1.190784,15.30294,31.87637,31.96483,50.36892,86.99586,38.73518,43.96104,25.18366,401.1459,257.4902,334.9633,0.05291128,572.6882,113.9091,416.9253,221.6174
1.200372,15.03696,30.1637,33.3109,51.29814,87.05159,41.87345,42.15717,25.60031,379.4258,257.4646,300.0756,0,588.1979,126.2245,433.0468,244.0619
1.114477,14.89905,28.45802,34.86015,52.24081,86.69522,45.14427,40.47706,26.27383,360.5632,256.3411,267.8555,0,599.6186,140.076,448.4308,266.6667
0.9727325,14.84808,26.95602,36.78837,53.27982,85.96568,48.7056,38.82057,27.3174,343.2072,254.2489,238.7162,0,608.4693,155.6055,460.1521,290.7056
0.8234692,15.00519,25.59576,38.75238,54.32461,84.95979,52.66978,37.43182,28.64835,329.6585,250.8935,214.0955,0,614.7865,172.5467,468.3953,315.4944
0.8036432,15.38594,24.33569,41.12403,55.36088,83.78069,56.64585,36.46233,30.31211,318.7931,247.0421,192.57,0,618.1132,191.2578,474.9753,342.0002
0.7431259,16.22309,23.28712,43.80703,56.39183,82.66121,60.83676,35.68563,32.33337,310.1951,242.591,174.1907,0,617.3673,211.4928,479.7623,370.1879
0.7612772,17.25861,22.2627,46.65263,57.48383,81.42828,65.09509,35.13593,34.85492,303.3257,237.6,158.0984,0,613.5649,233.1973,481.8061,398.6533
1.037474,18.60182,21.43289,49.8779,58.60776,80.2485,69.54005,34.79125,37.95628,297.4144,232.0556,144.4955,0,607.733,255.8637,482.2123,427.6921
1.257266,20.56185,20.645,53.33213,59.87772,79.25737,74.06438,34.79619,41.7597,293.9603,226.4601,133.164,0,598.1902,280.7307,481.0517,457.8857
1.272376,23.05457,19.89442,57.1705,61.2196,78.29295,78.5599,34.88031,45.95015,292.9755,220.3533,123.8701,0,586.2484,304.8176,477.4766,485.2169
1.354032,26.29809,19.24289,61.33467,62.45985,77.39085,83.04051,35.17419,50.87419,293.4006,214.5582,115.6625,0,570.5382,329.0027,471.87,512.5231
1.327152,30.20824,18.74071,65.69401,63.73941,76.94518,87.24068,35.85285,56.70226,296.3117,208.7081,108.864,0,550.8596,353.6882,465.6392,536.0079
1.441128,35.11068,18.43408,70.10638,65.00524,76.86278,91.45518,36.7871,63.36247,302.2339,202.4845,103.1961,0,531.3127,378.643,455.9776,559.601
1.437162,41.16502,18.07252,74.52578,66.18336,77.05258,95.59877,38.10166,70.80043,310.0092,196.3974,98.12567,0,509.4651,403.5269,445.5789,579.978
1.53565,48.30656,17.81411,79.04605,67.34173,77.92722,99.39875,40.02872,79.02754,320.2444,191.4105,93.93004,0,487.1726,428.6431,433.3,599.8629
1.483832,56.61857,17.49847,83.46779,68.3898,79.25014,102.9582,42.32418,88.12933,333.4687,186.8198,90.19464,0,464.2111,453.7685,420.8,616.2454
1.313531,65.98839,17.20918,87.79454,69.54208,80.90837,106.0507,45.25249,97.98561,347.1218,182.758,86.72685,0,441.5712,476.7298,407.77,630.1689
1.350208,76.69096,16.87424,92.00755,70.72724,83.12608,108.8943,48.82343,108.6605,363.3066,179.8771,83.73788,0,418.0469,497.8961,395.6309,641.1859
1.262451,88.59492,16.54974,96.02265,71.85367,85.87032,111.117,53.13496,119.9372,381.2631,177.6705,80.97647,0,394.0309,516.6623,384.1964,648.4335
1.230331,101.2448,16.03038,99.53781,72.94535,88.91891,112.8927,58.14053,131.7197,399.9933,176.4963,78.46773,0,370.5456,531.3037,371.5175,649.5555
1.182846,115.047,15.64391,102.6444,73.98667,92.27287,114.0322,64.15509,144.486,418.0598,177.0458,76.08165,0,347.8385,542.4548,361.0048,649.2495
1.293417,128.8967,15.32983,105.1151,75.03262,96.18477,114.6501,71.17926,157.4374,436.7692,178.5601,74.10902,0,324.4394,550.644,352.2623,645.1385
1.43209,142.8664,15.06021,107.0619,75.94211,100.1176,114.7084,78.93213,170.4106,452.4894,180.5997,72.13112,0,303.4856,553.2977,344.1292,638.9293
1.565934,156.8883,14.72674,108.409,77.03565,103.993,114.2859,87.78232,183.7073,466.8451,183.987,70.42513,0,283.9592,554.155,338.7685,628.7645
1.778693,169.7727,14.55886,108.9655,78.2014,107.9938,113.5771,97.78692,197.1503,480.3971,188.6058,69.09962,0,266.2196,553.4132,333.4512,617.4862
1.832576,181.1635,14.49125,109.0503,79.26654,111.5065,112.4274,108.8668,209.9662,491.2717,193.5524,67.86601,0,250.6218,549.6961,330.2857,601.9543
1.958308,190.6963,14.49613,108.6306,80.55438,114.5673,110.9413,121.3051,222.1346,498.1193,199.1663,67.12944,0,236.9554,542.1818,329.1719,586.009
2.013226,198.2171,14.52048,107.8746,81.9672,117.1077,109.307,134.9157,233.1447,502.9933,204.7585,66.73019,0,223.6244,532.722,329.64,566.6016
1.900956,203.0407,14.69535,106.6284,83.27512,119.0882,107.5971,149.9665,243.5876,504.9219,210.2168,66.6151,0,212.2099,520.4069,332.1705,544.316
1.976776,205.0654,14.9435,104.8846,84.74129,120.4908,105.9566,166.3465,252.3213,504.015,215.8254,66.91908,0,202.1325,506.7225,334.9661,521.8784
1.942533,204.2854,15.46665,102.9853,86.60333,121.3155,104.3184,183.8778,259.8475,498.842,220.3321,67.98393,0,194.069,490.1684,340.3976,498.2457
2.064632,200.2652,16.14355,100.778,88.38107,121.5326,102.8234,202.2816,265.682,491.7994,223.9804,69.70947,0,187.3206,471.8,346.3835,475.9123
2.001075,193.7663,17.22027,98.5541,90.39442,120.7811,101.327,221.4875,270.0123,480.0796,225.8115,72.09851,0,181.5341,450.3728,350.7194,452.3698
2.192392,185.4656,18.70552,96.26759,92.9072,119.4844,100.1329,241.6892,273.1812,469.1517,226.4199,75.36771,0,176.473,431.1039,355.4491,432.1876
2.310712,175.1355,20.77854,93.94608,95.59611,117.6236,99.5073,261.6843,274.705,455.8248,225.1909,79.50789,0,172.1423,411.5513,359.3708,413.673
2.362311,163.1113,23.50786,91.74865,98.57613,114.9791,99.08324,281.6619,274.242,440.5475,222.2225,85.00996,0,168.1193,391.9426,361.2232,397.21
2.456297,150.4241,26.81006,89.58385,101.9933,112.008,99.10901,300.614,272.4696,424.6543,217.174,91.77362,0,164.0139,372.75,362.2614,384.2325
2.468528,137.6622,30.74499,87.8175,105.7452,108.6392,99.78242,319.7508,269.1919,407.9371,210.1631,100.08,0,159.1906,355.5017,360.9651,374.0045
2.466484,125.0017,35.5292,86.18266,110.1408,104.9984,100.7098,338.4964,264.6723,390.1899,201.9884,109.8196,0,154.2705,339.6268,358.2462,365.9329
2.562199,112.9386,41.10022,84.82079,115.0472,101.3534,102.1155,355.5499,258.555,372.5512,193.1842,121.0026,0,148.539,326.0063,353.7036,360.6293
2.688143,101.3619,47.32597,83.73055,120.8741,97.71484,104.0762,371.6715,251.5905,353.5995,183.5046,134.597,0,142.5419,314.3961,347.6584,356.5281
2.760905,90.68398,54.44234,82.73951,126.8245,94.05247,106.25,386.399,243.9576,335.3787,174.4087,150.1005,0,135.9954,305.7873,339.4965,356.5795
2.684251,81.23695,62.55394,81.93334,133.5812,90.42546,108.7631,399.2238,236.1322,316.9335,165.3003,168.2907,0,128.8222,299.6578,328.5399,357.3974
2.796084,72.95264,71.30138,81.29609,140.8956,87.1403,111.5037,410.8747,227.8876,299.5868,156.8919,188.6671,0,121.3314,296.7463,317.5605,361.3699
2.842338,65.80638,80.6183,80.82798,148.422,83.81761,114.423,418.682,219.1376,281.8683,149.1585,210.9737,0,113.5785,295.3109,305.8301,363.738
2.957272,59.49055,90.311,80.18017,156.4343,80.64091,117.4232,425.3861,210.68,265.0466,142.4006,236.3358,0,105.5552,296.1946,293.5607,367.2979
3.109657,54.37962,100.0281,79.66132,164.4619,77.95667,120.3511,428.4392,202.6232,249.4929,135.9656,263.0428,0,97.6594,297.6927,280.1165,369.8145
3.35411,50.31089,109.614,79.29909,172.7585,75.58777,123.3352,430.6384,195.4931,235.3107,130.6061,294.1671,0,90.05847,300.9515,266.6637,371.8177
3.562705,46.93975,118.5805,78.90591,180.9874,73.5661,125.5861,430.3676,188.6808,221.6698,125.9567,327.4124,0,83.03958,304.5984,253.1081,371.2062
3.711011,44.12256,126.6018,78.43552,188.6609,71.84842,127.8388,427.0767,183.0267,209.1898,122.003,362.37,0,76.39483,307.6346,240.0437,367.1861
3.779229,41.79562,133.3141,78.08709,195.9326,70.45029,129.6672,421.5994,178.5126,198.3322,118.5463,399.2906,0,70.4491,310.3855,227.7446,361.6158
3.873752,39.89305,138.6807,77.7832,202.4787,69.27287,131.0115,414.264,175.4793,189.4081,115.8861,437.6988,0,65.07195,312.0601,216.3107,354.4611
3.97186,38.29697,142.4013,77.31446,207.9967,68.20755,131.765,404.681,173.4112,182.274,113.2879,478.0748,0,60.36702,311.8314,206.0988,344.1571
4.120864,36.65264,143.9689,76.75168,212.248,67.42319,132.001,393.2162,172.3103,177.2694,111.2642,520.3358,2.485703,56.25647,309.5375,196.8671,331.4217
4.407995,35.46677,143.5967,76.25596,215.4098,66.524,131.4559,379.5349,172.1166,174.0717,109.6352,562.8044,7.636295,52.7199,304.2811,188.9672,316.1536
4.740877,34.53129,141.3622,75.76745,217.0359,65.68073,130.4829,365.7998,172.8032,172.5033,108.21,606.3962,14.80211,49.66719,297.1316,182.2821,300.1302
5.183635,33.92145,137.3082,75.33318,217.098,64.97751,128.9098,350.8445,174.2284,172.5869,107.0618,648.5845,24.49595,47.02357,287.1033,176.1805,282.5428
5.696602,33.37298,131.4838,74.78903,215.6762,64.32712,126.5742,336.4092,175.7228,173.4498,105.7828,689.2958,37.3101,44.73894,274.8856,170.595,264.11
6.020205,32.98438,124.0767,74.25267,213.1232,63.82199,123.8763,322.1577,177.1539,174.795,104.6203,727.0706,53.94659,43.0219,261.1929,165.3955,245.8185
6.294484,32.41814,115.814,73.80775,210.1951,63.3333,121.0044,308.3683,178.5384,176.3991,103.2118,761.4275,75.30136,41.4103,246.2227,160.9802,227.1863
6.550032,32.11523,106.6849,73.18604,206.0062,62.8737,117.7018,294.7748,179.7629,178.3224,101.7578,791.3031,101.7837,40.02254,230.4824,156.9831,209.6079
7.067249,31.7808,97.3306,72.64262,201.3566,62.35398,114.3567,282.9365,180.5585,180.0518,100.3026,818.9271,134.4597,38.80605,214.2088,152.9077,193.2647
7.607132,31.7037,87.90692,71.96925,196.2876,61.94551,111.0116,272.4893,180.4185,181.6022,98.75014,842.3759,173.2443,37.61839,198.3544,149.6686,178.1081
7.999272,31.64552,78.75346,71.39148,191.2316,61.64798,107.5515,262.9176,179.6001,181.9981,97.3047,861.4922,217.1252,36.4175,182.8874,146.2358,164.7137
8.483399,31.88001,70.18947,71.01489,186.1848,61.21107,103.8744,255.9737,177.7809,181.1902,95.87999,876.9524,268.9585,35.46461,167.8578,143.0901,152.9642
9.100471,32.29532,62.47226,70.89579,181.0464,60.68078,100.404,249.8395,174.5267,179.0411,94.50929,887.1412,328.2878,34.5285,154.3585,140.3357,142.5884
9.723855,32.95292,55.47975,70.70821,175.8008,60.02498,96.95547,245.9028,170.2318,175.2213,93.10677,889.9854,394.3193,33.62594,141.6965,137.855,133.6201
10.54847,33.8209,49.18591,70.61557,170.6696,59.31828,93.68466,243.7444,164.5906,169.6735,91.37986,886.7067,466.8652,32.75311,130.3133,134.9149,125.596
11.37495,34.85825,43.86964,70.95798,166.3519,58.64791,90.78025,243.3285,158.5613,163.2845,89.85131,879.5458,544.6001,32.12744,120.8688,131.9951,119.3427
12.50006,35.86929,39.45229,71.6661,162.7843,57.95954,88.21576,244.4962,152.019,155.9142,88.43661,867.3503,626.4536,31.39747,113.0304,129.3272,113.7859
13.92115,37.35504,35.61922,72.19592,159.0902,57.34044,85.79327,246.0199,145.0794,148.2079,87.0799,849.8594,709.4211,30.75167,105.7987,126.3855,109.1154
15.43674,38.50359,32.38822,73.09885,156.0065,56.72367,83.7962,248.532,138.0618,140.2655,85.60786,828.1589,790.6462,30.0381,99.94335,123.6871,105.0841
17.24239,40.30575,29.75524,74.3118,153.7859,56.3805,82.23125,251.4792,131.4796,132.7633,84.46893,802.877,866.1918,29.56434,95.22378,121.7065,101.9926
19.26184,41.93944,27.63996,75.80695,151.7757,56.04448,80.7309,253.5227,124.4252,125.1064,83.30619,772.2164,932.5396,29.02853,91.23085,119.1399,99.08718
21.67051,43.69159,25.87906,77.5901,150.1199,55.77206,79.43552,255.0405,117.5843,118.0461,82.10315,739.8685,991.6841,28.61873,87.80122,116.82,96.26134
24.47736,45.2642,24.49562,79.6835,148.7772,55.51918,78.41081,254.1859,110.7395,111.5202,81.11147,706.1602,1040.132,28.11526,84.94504,114.7545,93.52547
27.67189,46.97841,23.38783,81.83865,147.2264,55.37929,77.54417,251.868,104.4971,105.6862,80.03833,670.283,1074.36,27.71346,82.46355,112.9734,91.08945
31.58931,48.85059,22.53992,84.20432,145.7499,55.3264,76.89404,247.8779,98.81104,100.6052,79.09954,637.2901,1095.231,27.30089,80.27281,111.3761,88.99131
35.96396,50.43101,21.91121,87.01659,144.3786,55.49412,76.26665,242.2403,93.87222,96.17128,78.35235,607.8979,1103.087,27.02933,78.39201,109.8855,86.93341
40.95355,52.29364,21.50677,89.93991,143.3758,56.05295,75.83436,235.3069,89.50407,92.28049,77.88357,580.5278,1095.877,26.80032,76.82092,108.8515,85.20766
46.12794,54.22539,21.122,92.87045,142.5148,56.8689,75.41656,227.0225,85.57771,89.0674,77.37918,556.1522,1075.317,26.73627,75.16602,107.8611,83.39565
51.64317,55.83118,20.87403,95.63943,141.662,57.94323,75.09647,217.8034,82.12979,86.2148,76.90082,533.6257,1042.284,26.62805,73.87769,107.4599,81.57627
57.59286,57.88027,20.73934,98.31313,140.9534,59.35987,74.8398,207.7731,79.1537,83.94382,76.74494,515.175,995.7977,26.72054,72.7451,107.3569,80.13473
63.7354,59.82472,20.53781,100.5511,139.9813,60.86014,74.64816,196.9041,76.08188,81.9308,76.52051,499.0594,939.0989,26.7134,71.60281,106.9896,78.70272
69.85553,61.74353,20.57518,102.232,139.0233,62.78756,74.38228,185.779,73.42554,80.15237,76.17625,486.2898,876.928,26.7412,70.36111,106.7745,77.37618
75.89359,63.42779,20.78181,103.5885,137.8795,64.97816,74.16154,174.392,71.10559,78.70507,76.05878,476.802,809.7146,26.77524,69.20596,106.789,76.23273
81.78076,65.08369,21.19455,104.4602,136.4777,67.43669,73.92503,163.1265,69.09489,77.60978,76.04816,468.8165,740.5638,26.96918,68.09055,107.0246,75.39822
87.19453,66.28416,21.79118,105.3857,134.7238,69.98558,73.79666,152.3196,67.29156,76.67742,76.23077,465.5077,670.8096,27.12687,67.00751,107.578,74.91212
91.76865,66.85876,22.55929,106.3407,133.1434,72.72743,73.43825,142.403,65.86691,75.76431,76.44206,465.1195,603.9776,27.45442,66.11799,108.4162,74.29952
95.54222,67.05066,23.54605,107.1026,131.4117,75.44077,73.13811,132.9719,64.5957,74.92726,76.6702,464.5024,538.6392,27.70214,65.32807,109.434,74.12148
98.08273,66.75058,24.58279,107.9478,129.7253,77.83682,73.10368,124.5928,63.43013,74.02144,76.93786,464.7546,479.7729,27.96593,64.66158,110.6617,73.86286
99.29156,65.78975,25.81851,108.8842,127.988,79.97116,72.97121,116.9604,62.47226,73.1715,77.20443,462.8026,426.6806,28.27756,64.30804,111.915,73.84528
99.06339,64.33916,27.00595,109.6532,126.2944,81.51135,72.77464,110.1406,61.34051,72.06609,77.23911,458.6924,377.5286,28.55533,63.89191,113.0075,73.91682
97.45181,62.36696,28.3185,110.0544,124.8044,82.49748,72.63222,104.1712,60.27555,71.19846,77.07333,454.448,334.0497,28.76426,63.62101,113.9589,74.38985
94.50578,59.96843,29.89465,109.8879,123.799,83.22874,72.63332,99.12008,59.27988,70.3963,76.93208,445.1088,296.4098,29.06121,63.64092,114.7265,75.07253
90.77435,57.44594,31.4241,109.3112,122.9372,83.4989,72.81873,94.92796,58.38354,69.83801,76.75359,431.5633,263.8045,29.34028,64.11893,115.467,76.19122
86.22996,54.82175,32.97393,108.2738,122.2815,83.36836,73.18027,91.70969,57.55468,69.30778,76.62569,416.1343,236.8951,29.54008,65.06671,116.0917,77.44904
80.70927,51.92956,34.5201,107.217,122.0016,83.05139,73.6946,88.92509,56.93219,68.83344,76.58101,399.222,212.3277,29.43115,66.43285,116.6034,79.38416
74.90852,48.94409,36.00368,105.7941,122.1971,82.32832,74.21629,86.44242,56.42508,68.44148,76.42844,380.1544,191.6987,29.26827,68.29518,117.0195,81.43713
