EL1: Electronic Ladder,A1: 40Wk,B1: 44Wk,C1: 48Wk
308.4174,12.4426,12.80999,24.60614
355.5263,12.59487,12.8751,24.80336
393.5872,12.75689,12.86007,24.8643
419.0917,12.7451,12.80968,24.70529
428.2565,12.67117,12.77942,24.64388
422.171,12.60688,12.9281,24.67749
403.9083,12.57538,13.06439,24.58596
378.5743,12.55513,13.08471,24.55007
349.6916,12.63025,13.04891,24.5662
318.0304,12.59066,12.97853,24.43663
283.594,12.4706,13.07666,24.3506
251.2514,12.40877,13.06459,24.30422
219.5008,12.37887,12.89895,24.02461
189.4948,12.28713,12.7706,23.71696
161.8502,12.21773,12.68782,23.44653
137.637,12.09625,12.55758,23.13713
116.0849,11.94474,12.42842,22.82771
97.27939,11.83605,12.31912,22.52252
82.55047,11.79477,12.17726,22.31065
70.45276,11.71659,12.05084,22.06821
60.37433,11.5172,12.05677,21.78377
52.84796,11.38695,11.86559,21.47518
46.54646,11.27188,11.57833,21.13354
41.43076,11.17066,11.3386,20.79361
37.51205,11.10334,11.04402,20.46709
34.6571,11.03268,10.63133,20.16466
32.13435,10.87264,10.44705,19.73127
30.0269,10.77444,10.29763,19.42734
28.46075,10.71027,10.30932,19.16988
26.90372,10.60978,10.17615,18.87272
25.56643,10.44706,10.10586,18.56152
24.37341,10.29166,9.944281,18.16886
23.58046,9.972445,9.881432,17.76445
22.75212,9.684424,9.729694,17.36959
22.14318,9.57545,9.595814,17.02815
21.61739,9.427911,9.407179,16.58013
20.96795,9.209537,9.287981,16.11803
20.34533,9.0964,9.115822,15.88041
19.55369,8.987182,8.98111,15.63476
18.72646,8.976417,8.688921,15.34958
18.06227,9.006963,8.492609,15.0847
17.34932,8.91462,8.399244,14.67322
16.862,8.817128,8.330824,14.29377
16.39036,8.806777,8.18268,14.02015
15.86924,8.814601,8.122303,13.72376
15.43531,8.764411,8.137661,13.40092
15.2607,8.687457,8.117207,13.21799
15.06444,8.493575,8.133789,13.11732
14.83599,8.328267,8.128412,12.8487
14.61701,8.240901,8.143799,12.55512
14.32147,8.066497,8.0751,12.24841
13.9205,7.815063,7.995419,11.98805
13.43469,7.659085,7.841522,11.82143
13.04265,7.512744,7.688774,11.66491
12.63771,7.532603,7.559504,11.47813
12.33934,7.510785,7.517441,11.39647
12.20116,7.437177,7.320787,11.28257
11.92788,7.374452,7.239827,11.16169
11.69658,7.408616,7.132257,10.91303
11.36579,7.356004,7.095624,10.73843
10.9402,7.254457,7.007813,10.56937
10.75631,7.2004,6.929356,10.50437
10.48614,6.976466,6.887727,10.399
10.28107,6.833756,6.820518,10.19066
10.23685,6.70947,6.800828,9.9773
10.16339,6.47779,6.760338,9.745311
9.926272,6.346932,6.741457,9.636437
9.68505,6.261815,6.724546,9.474872
9.49529,6.23737,6.648663,9.418069
9.363746,6.281964,6.735334,9.311393
9.389474,6.37918,6.749325,9.260901
9.438195,6.45069,6.593711,9.189212
9.400531,6.384776,6.4123,9.076159
9.311664,6.347369,6.308372,8.972917
9.360101,6.282271,6.264664,8.942668
9.367885,6.174533,6.252025,8.868234
9.111299,6.160518,6.401856,8.852929
8.719924,6.068097,6.434554,8.786723
8.522365,6.025228,6.441856,8.824782
8.265935,6.121438,6.585698,8.708209
8.196654,6.124614,6.419227,8.569533
8.012654,6.03003,6.165115,8.464478
7.826961,5.930385,5.939904,8.229209
7.440206,5.818568,5.818726,8.13301
7.225717,5.752038,5.627395,8.109015
7.17373,5.545135,5.601624,8.033248
6.929011,5.491233,5.698146,7.974885
6.670002,5.403266,5.733992,7.968366
6.534923,5.291055,5.724773,7.906838
6.438015,5.298793,5.726506,7.80689
6.533257,5.256488,5.574109,7.634765
6.545789,5.191138,5.403461,7.530267
6.555316,5.158338,5.2652,7.38107
6.438367,5.14729,5.18655,7.40414
6.381869,5.137694,5.064898,7.485215
6.320765,5.02074,5.063829,7.540843
6.14119,5.023807,5.162465,7.711713
5.945993,5.062226,5.198748,7.702178
5.762953,4.957713,5.202039,7.626969
5.588173,4.888106,5.117794,7.501187
5.522785,4.824458,5.032201,7.363809
5.494606,4.848363,4.877575,7.194953
5.46798,4.771998,4.851151,7.073236
5.308587,4.663943,4.836182,6.932185
5.249495,4.625905,4.849594,6.836471
5.238706,4.585578,4.798262,6.618884
5.190334,4.567212,4.792631,6.559922
5.051305,4.705741,4.715055,6.456683
4.876223,4.656585,4.685602,6.460898
4.631876,4.645251,4.627929,6.376126
4.561522,4.576207,4.655501,6.404599
4.465994,4.569951,4.608143,6.332942
4.224935,4.394628,4.644052,6.328801
4.138312,4.207473,4.628901,6.277839
4.119016,4.037255,4.661268,6.303195
4.15511,3.850116,4.555121,6.271232
4.014673,3.759797,4.387311,6.304042
3.865959,3.762265,4.309679,6.36336
3.694413,3.699076,4.265479,6.491878
3.649324,3.760474,4.27128,6.408864
3.608536,3.821969,4.237163,6.299294
3.568916,3.88396,4.165602,6.200311
3.633841,3.84448,4.160508,6.108579
3.723514,3.846772,4.097755,6.02349
3.584785,3.809953,4.109949,5.948491
3.514358,3.774388,4.014763,5.936702
3.163714,3.711645,3.924388,5.969878
2.882694,3.583468,3.931304,5.993854
2.646958,3.452902,3.850039,6.023185
2.617253,3.405207,3.819238,5.980363
2.573172,3.309875,3.705902,5.945588
2.59084,3.16937,3.655107,5.925414
2.863736,3.173111,3.60361,5.918607
3.039529,3.257431,3.5389,5.902219
3.121466,3.332834,3.503524,5.772626
3.130886,3.408652,3.371382,5.813323
3.064619,3.439955,3.352199,5.861978
2.924486,3.381706,3.398719,5.716968
2.7396,3.210005,3.417174,5.604192
2.625036,3.16844,3.447192,5.448211
2.475174,3.041945,3.429907,5.250855
2.33345,2.884443,3.380259,5.153823
2.187563,2.843308,3.281373,5.012574
2.065569,2.824924,3.123095,4.880803
1.999933,2.922207,3.028146,4.761203
2.030875,2.833467,2.944147,4.776004
1.963203,2.705575,2.840406,4.721452
1.873152,2.571094,2.800067,4.78719
1.838674,2.500154,2.699878,4.980662
1.825872,2.554902,2.585961,5.01315
1.817186,2.42016,2.560709,5.095418
1.836123,2.298964,2.468377,5.134179
1.793012,2.264966,2.387358,5.005681
1.7825,2.368096,2.350685,4.959676
1.9249,2.393598,2.436648,4.898541
1.99916,2.266212,2.488724,4.767476
1.891687,2.264831,2.409653,4.620193
1.915131,2.41289,2.348373,4.677182
1.946418,2.459958,2.254178,4.67048
1.912895,2.488588,2.303907,4.620822
1.767415,2.443805,2.412857,4.59348
1.615232,2.348202,2.342638,4.556424
1.468264,2.240186,2.313338,4.576468
1.344907,2.202212,2.282979,4.607955
1.179396,2.128958,2.219478,4.66266
0.9495754,2.02949,2.084794,4.648452
0.7550297,2.001396,1.994195,4.618684
0.6816721,1.926307,1.926937,4.674241
0.6357079,1.881135,1.950492,4.679755
0.4503126,1.830996,2.023873,4.668355
0.3876772,1.827909,1.994678,4.665925
0.4675207,1.697263,1.874367,4.684373
0.4860306,1.529004,1.853457,4.662696
0.439743,1.46594,1.749863,4.546916
0.3697405,1.384082,1.658027,4.575034
0.323391,1.327041,1.607618,4.371408
0.3896036,1.318161,1.609308,4.262225
0.5059566,1.350842,1.579088,4.346124
0.4813251,1.487927,1.556695,4.295842
0.4162445,1.551427,1.46984,4.197759
0.5166035,1.61261,1.508521,4.079919
0.5475368,1.522183,1.448201,3.988845
0.434536,1.382678,1.335438,3.995946
0.3445463,1.314313,1.232058,3.86834
0.2284632,1.232994,1.166113,3.845796
0.1239691,1.354319,1.172191,3.643291
0.05033875,1.422844,1.118726,3.675342
0,1.50926,1.087018,3.809066
0.02062321,1.526319,1.155587,3.822476
0,1.572664,1.256487,3.895389
0.06807852,1.578452,1.365868,3.939095
0.017869,1.515328,1.368238,4.057048
0.06506681,1.435114,1.21841,4.219844
0.05646276,1.337119,1.133046,4.114053
0,1.191304,1.051629,4.039813
0,1.164465,1.049638,3.845271
0,1.060315,0.9018698,3.738545
0.09297991,0.9466457,0.8844013,3.76661
0.08575058,0.8843145,0.8352556,3.862447
0.09558344,0.9110136,0.8701372,4.016292
0.292304,0.955183,0.8745346,4.077724
0.261899,1.040875,0.8569098,4.168666
0.34232,0.9744625,0.73032,4.220403
0.1876287,0.8967247,0.6589785,4.089732
0.013515,0.7340736,0.6322756,3.818244
0,0.672184,0.7035437,3.497142
0.006629467,0.6162767,0.6361427,3.264546
0,0.6647568,0.6386681,3.074952
0,0.7921915,0.60746,2.98635
0.1435337,0.8097792,0.6038198,2.86563
0.2025676,0.7584753,0.5729713,2.727399
0.1801243,0.6417828,0.4535122,2.727393
0.1113133,0.3878632,0.3968306,2.807223
0.0226512,0.2972832,0.3715391,2.9127
0.05610228,0.2200909,0.3360252,2.952088
0.02582645,0.09794998,0.3995476,3.012946
0,0.1093254,0.3286219,3.037766
0,0.2830811,0.3336086,2.952893
0,0.5191793,0.2266445,2.855056
0.09205103,0.586338,0.150075,2.685296
0.1314468,0.618969,0.1414061,2.594028
0.2690439,0.5656376,0.1584301,2.48537
0.2967463,0.4657211,0.178998,2.502671
0.3786311,0.460535,0.2299757,2.56339
0.5295024,0.3479805,0.2211618,2.58738
0.49472,0.09047031,0.1419973,2.543565
0.4089923,0.0297966,0.1220484,2.579328
0.4777865,0.01970768,0.1509809,2.553082
0.3568201,0,0.1170702,2.597882
0.3574138,0.05657673,0.1402063,2.661038
0.34062,0.1408033,0.1410999,2.656545
0.3358574,0.1071367,0.1449547,2.490563
0.1729608,0.1281872,0.1231833,2.320649
0.147727,0.2022152,0.09774303,2.066144
0.179019,0.2401218,0.08919621,1.852262
0.1588535,0.2957745,0,1.558597
0.007524014,0.3915901,0.1309996,1.511827
0.06429148,0.4742746,0.2021246,1.504457
0,0.5156584,0.2902803,1.603415
0.09177399,0.654233,0.2619438,1.633975
0.0987606,0.6348286,0.2209997,1.604268
0.02074575,0.5648689,0.2031813,1.638419
0,0.628212,0.2296467,1.503049
0.09104633,0.721324,0.2213831,1.447505
0.1603823,0.8604832,0.2790747,1.374827
0.2335615,0.9693241,0.1285315,1.234498
0.06519175,1.085485,0.0943861,1.252021
0,1.16109,0,1.312184
0,1.12953,0,1.267081
0,1.025121,0,1.266374
0,0.8092337,0,1.316932
0,0.6085253,0,1.523854
0.1048288,0.4446516,0.01996613,1.650157
0.1946735,0.3851309,0.05573368,1.807143
0.3086977,0.38556,0.0396328,1.804273
0.3913779,0.4326305,0,1.817946
0.3043423,0.4809341,0,1.77106
0.37289,0.4820604,0.06126118,1.685714
0.2512898,0.5587521,0.1733017,1.412076
0.1654816,0.5492992,0.179534,1.250035
0.1427932,0.5615797,0.116189,1.119399
0.0832057,0.5728521,0.1732712,1.146024
0,0.4894505,0.1631575,1.101686
0,0.4623222,0.1936283,0.9189138
0,0.4935246,0.1535006,0.7587786
0,0.632473,0.09048176,0.6402445
0,0.5736628,0.005084038,0.4825811
0.09038401,0.5843849,0.08908176,0.3599615
0.01836443,0.6317549,0.0385685,0.2067518
0.1315432,0.5204315,0.01111221,0.1426249
0.1726341,0.5097322,0,0.1190538
0.2067938,0.5111923,0,0.1592188
0.1392446,0.5267887,0,0.1067009
0.07437706,0.6227856,0,0
0.194366,0.7801733,0,0.05630016
0.1250486,0.9857845,0.01015949,0.1073284
0.1101828,1.070416,0.01991081,0.1216097
0.1319652,1.046127,0.06441593,0.163023
0.05555534,1.040493,0.1667867,0.2931547
0.005750179,0.8113565,0.2515159,0.2900572
0,0.5889387,0.3043685,0.3096399
0.1261139,0.4670572,0.2912803,0.3151426
0.2172995,0.3780212,0.4488196,0.2627325
0.2973599,0.3820801,0.3530669,0.06370926
0.3302536,0.518446,0.113956,0
0.2756705,0.7184277,0.2156072,0
0.1657648,0.9282417,0.2232766,0
0,1.153725,0.4366813,0.001132965
0,1.641698,0.6783786,0
0,1.916639,0.8337197,0.03052425
0,2.140675,1.095711,0.1024189
0.05043316,2.284328,1.200072,0.1630993
0.1483798,2.268834,1.247081,0.2024994
0.2547216,2.377767,1.067251,0.08066654
0.291894,2.560675,1.017482,0.07077599
0.3965745,2.603255,1.050073,0.08502483
0.4153886,2.655692,1.015945,0.1361561
0.456738,2.828141,1.088862,0.1984348
0.6670008,3.226702,1.140397,0.1530199
0.6705513,3.400183,1.154238,0.2539911
0.6792159,3.46714,1.222642,0.1886978
0.5804296,3.52236,1.161954,0.09735775
0.525362,3.492185,1.175102,0.00496006
0.5910625,3.526312,1.207328,0
0.6398182,3.476317,1.323617,0
0.6327806,3.161995,1.269989,0
0.6581798,2.852059,1.31767,0.07145023
0.6589808,2.659769,1.269845,0.156146
0.6774168,2.573334,1.304907,0.2585077
0.5427151,2.381742,1.215316,0.3188362
0.4975266,2.436883,1.182076,0.4396172
0.42869,2.614277,1.090856,0.5530653
0.336771,2.786085,1.056506,0.5915604
0.3369617,3.058522,1.036643,0.6286201
0.1899681,3.21123,1.096344,0.5708103
0.1231194,3.161633,1.085846,0.5216904
0.2196927,3.059569,1.234717,0.4631824
0.3208256,3.031356,1.277817,0.4055462
0.2842078,3.027884,1.502969,0.4123783
0.2832747,3.02053,1.643793,0.5533028
0.2630801,3.066502,1.708895,0.9689779
0.2557712,3.19903,1.721575,1.418519
0.0422349,3.409123,1.700449,2.001063
0,3.685556,1.7839,2.558688
0,3.963037,1.803926,3.071595
0,4.100062,1.813846,3.369109
0,4.199563,1.785124,3.563529
0.05741119,4.48198,1.721095,3.64788
0.03095388,4.89321,1.727258,3.606519
0.04023933,5.369218,1.694821,3.374475
0.0337534,5.765372,1.565434,3.263417
0.08335352,6.365729,1.38258,3.208312
0.008488655,6.997994,1.099205,3.268443
0.1171288,7.677718,0.8251452,3.315888
0.3361812,8.401368,0.5738664,3.470143
0.5138278,8.952622,0.307034,3.677894
0.6899028,8.996598,0.1022086,3.847318
0.8195195,8.948979,0.2228599,3.936835
0.7076168,8.707328,0.4543462,3.815963
0.5635376,8.277345,0.8303905,3.743403
0.4010873,7.739903,1.213477,3.841891
0.1906056,7.215131,1.503321,3.915145
0,6.97388,1.839623,4.058795
0,6.865779,2.04842,4.270579
0.0883379,6.955672,2.095109,4.479863
0,6.957326,2.029319,4.710151
0,6.788276,2.110192,4.846562
0,6.768203,2.228024,4.948522
0.01759577,6.729556,2.206406,5.052823
0.1006603,6.746942,2.15961,5.135118
0.004097462,6.861718,2.05121,4.954228
0,6.807656,1.942234,4.55799
0,6.95683,1.768935,4.217544
0,6.839562,1.494349,3.817834
0,6.613847,1.285506,3.459723
0,6.334945,1.164796,3.190352
0,6.01888,1.128193,2.959222
0,5.645928,0.9334893,2.975728
0.1174908,5.293273,0.6588235,3.016175
0.1024199,4.893476,0.4080453,3.142455
0.06477284,4.511998,0.1637836,3.153644
0.07107067,4.177857,0,3.053412
0.1819453,3.952371,0,3.138331
0.3298547,3.627348,0,2.875459
0.2333026,3.35333,0,2.589108
0.2720637,2.973961,0.03598022,2.696641
0.3218689,2.299476,0.5072079,3.366826
0.4563558,1.955376,0.9591084,4.08541
0.3584759,2.424512,1.040804,2.631269
0.3213491,3.36688,0,0
0.1099298,4.159192,0,2.455894
0,1.770805,7.51082,23.55972
0,0,29.00121,58.99089
0,8.629259,57.98525,100.5208
0,39.3224,90.1161,141.9647
0,84.74053,119.4535,177.5291
0,138.2798,141.1276,200.6716
0.06018877,190.3086,151.0253,205.2539
0,231.8875,146.6542,188.349
0,255.9514,127.0409,153.5518
0,256.5563,100.0607,121.2054
0,230.9331,78.13467,95.78381
0,185.7721,61.03679,73.84983
0.0526017,147.0976,45.33496,54.34377
0.211851,114.5697,32.1082,38.02127
0.3309728,85.88586,20.48091,25.06428
0.3165656,62.6432,11.10348,14.58366
0.2952315,42.40184,4.193721,5.991208
0.08128011,25.22663,0.07338804,0
0,12.16434,-0.8758117,0
0,3.01749,-1.100791,0
0,0,-0.8073959,0
0,0,-0.2449768,0
0,-0.8442549,-0.006591445,0
0,-1.069583,0,-0.1120621
0,-0.716709,0,-0.1950645
0,-0.1411124,0,-0.111993
0,-0.004091047,0,-0.07893558
0,0,0,-0.01160475
