EL1: Electronic Ladder,A1: 72WkDry_F_1,B1: 72WkFrozen_F_1
0.3574138,0.2969837,5.125496
0.34062,0.445673,5.260159
0.3358574,0.6579304,5.284435
0.1729608,0.6631947,5.451878
0.147727,0.6371269,5.495369
0.179019,0.6377487,5.539593
0.1588535,0.545475,5.500347
0.007524014,0.4268169,5.55582
0.06429148,0.3333225,5.709381
0,0.3496132,5.85968
0.09177399,0.3247585,6.064426
0.0987606,0.4853115,6.339996
0.02074575,0.6048641,6.534996
0,0.5105457,6.775925
0.09104633,0.4947014,6.809814
0.1603823,0.5124969,6.487667
0.2335615,0.3971138,6.11977
0.06519175,0.2331715,5.648071
0,0.1593513,5.208378
0,0.1315575,4.896927
0,0,4.613457
0,0.0441494,4.45475
0,0.2253819,4.196751
0.1048288,0.2869759,4.112492
0.1946735,0.4489517,3.918118
0.3086977,0.7273617,3.730591
0.3913779,1.092714,3.475342
0.3043423,1.415979,3.265076
0.37289,1.8284,3.214863
0.2512898,1.906536,3.281319
0.1654816,1.962732,3.452091
0.1427932,2.002474,3.692848
0.0832057,1.920076,3.77018
0,1.612383,3.997017
0,1.287987,3.996353
0,1.148834,4.041584
0,1.167389,3.888428
0,1.447599,3.850399
0.09038401,1.813845,3.590946
0.01836443,2.136297,3.263527
0.1315432,2.691772,2.887543
0.1726341,3.274904,2.560478
0.2067938,3.716686,2.362144
0.1392446,4.137846,2.331734
0.07437706,4.468281,2.337547
0.194366,4.652935,2.445969
0.1250486,4.656696,2.502529
0.1101828,4.459919,2.677879
0.1319652,3.985868,2.71143
0.05555534,3.416447,2.695419
0.005750179,2.751785,2.442749
0,2.188484,2.296421
0.1261139,1.703842,2.307713
0.2172995,1.613506,2.291279
0.2973599,1.490162,2.209991
0.3302536,1.388668,2.066959
0.2756705,1.352707,1.890652
0.1657648,1.34569,1.823235
0,1.373571,1.80534
0,1.390293,1.604836
0,1.253344,1.427401
0,1.120552,1.422369
0.05043316,0.9982815,1.426306
0.1483798,1.025944,1.442501
0.2547216,0.9810314,1.37232
0.291894,1.03812,1.260763
0.3965745,1.192165,1.225515
0.4153886,1.371248,0.9945869
0.456738,1.434673,0.9419212
0.6670008,1.437487,0.7846432
0.6705513,1.336592,0.7606316
0.6792159,1.254354,0.7826233
0.5804296,1.092958,0.9046726
0.525362,1.077888,0.9861202
0.5910625,1.131008,0.9630184
0.6398182,1.307785,0.9717522
0.6327806,1.370398,1.033604
0.6581798,1.409828,0.9525299
0.6589808,1.460724,1.089741
0.6774168,1.469448,1.007114
0.5427151,1.575144,0.9180164
0.4975266,1.709463,0.7228298
0.42869,1.739399,0.6456547
0.336771,1.892056,0.5115852
0.3369617,1.983074,0.4286327
0.1899681,2.037342,0.4841328
0.1231194,2.065432,0.4749088
0.2196927,2.18837,0.4827213
0.3208256,2.43708,0.4642467
0.2842078,2.623159,0.2997818
0.2832747,2.801683,0.1809196
0.2630801,2.954687,0
0.2557712,2.939466,0.02151108
0.0422349,2.941437,0.2467651
0,2.950449,0.4826202
0,3.036633,0.7837849
0,3.288572,0.8907547
0,3.526413,1.071447
0.05741119,3.767134,1.246126
0.03095388,4.001638,1.362499
0.04023933,4.222601,1.476486
0.0337534,4.467985,1.493919
0.08335352,4.65818,1.545242
0.008488655,4.964478,1.563423
0.1171288,5.401211,1.384806
0.3361812,5.941851,1.384359
0.5138278,6.599489,1.511543
0.6899028,7.47938,1.953079
0.8195195,8.50421,2.708168
0.7076168,9.616121,3.658657
0.5635376,10.93227,4.639576
0.4010873,12.50079,5.594635
0.1906056,14.36625,6.389561
0,16.31806,7.022434
0,18.08266,7.523571
0.0883379,19.64551,8.001431
0,20.96443,8.393929
0,21.81368,8.752815
0,21.91707,9.006325
0.01759577,21.20469,9.213257
0.1006603,20.17746,9.11985
0.004097462,18.95189,8.882465
0,17.7858,8.606506
0,16.62045,8.557102
0,15.532,8.509296
0,14.47748,8.4216
0,13.52987,8.270538
0,12.87324,7.995979
0,12.38444,7.463173
0.1174908,12.01849,6.768703
0.1024199,11.77057,5.973721
0.06477284,11.21011,5.099754
0.07107067,11.07788,4.266994
0.1819453,12.18399,3.410934
0.3298547,13.99174,2.738392
0.2333026,14.7801,3.276157
0.2720637,6.569998,4.736248
0.3218689,0,6.517853
0.4563558,21.82178,0.973547
0.3584759,84.09058,0
0.3213491,172.8086,16.37124
0.1099298,268.8036,66.39877
0,356.6816,140.9327
0,421.9056,224.9109
0,451.6802,305.6515
0,437.1025,372.3647
0,375.7155,412.8922
0,291.6263,418.499
0.06018877,220.8492,383.5454
0,166.2741,320.8401
0,122.5818,269.4141
0,87.1223,224.0242
0,59.68936,182.2971
0,38.85024,142.6631
0.0526017,23.50545,106.5603
0.211851,13.08516,75.54558
0.3309728,6.580051,49.6721
0.3165656,2.52573,30.48501
0.2952315,0,18.03179
0.08128011,0,9.287405
0,0,2.832994
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
