EL1: Electronic Ladder,A1: 4Wk_frozen,B1: 8Wk_frozen,C1: 12Wk_frozen,D1: 16Wk_frozen,E1: 20Wk_frozen,F1: 24Wk_frozen,G1: 36Wk_frozen,H1: 48Wk_frozen,A2: 60Wk_frozen
3.97186,99.21394,258.8528,209.0838,733.8219,309.9799,771.3221,363.3963,85.80611,371.828
4.120864,112.5633,270.3342,209.9557,761.8082,308.2682,831.4429,359.3364,93.24572,406.388
4.407995,126.9074,281.2549,209.3388,785.8533,302.6572,889.8839,354.8663,101.3145,440.2058
4.740877,141.5546,294.0977,207.3824,807.4545,294.7391,948.5877,351.0569,109.6698,471.9395
5.183635,156.4126,307.4399,204.2011,824.2515,284.3989,1005.579,348.039,118.2574,502.1286
5.696602,170.2664,320.5294,199.8875,834.3174,272.0175,1056.811,343.9836,126.8964,526.9252
6.020205,183.0344,334.1812,194.8423,843.1175,258.1036,1104.172,338.8352,136.1974,548.0861
6.294484,194.0069,347.5871,188.7927,842.4979,243.8916,1146.004,332.4395,146.182,565.8577
6.550032,203.0101,359.8978,182.3997,839.8741,229.7339,1180.091,323.9461,156.684,578.6487
7.067249,209.7042,373.6229,175.6117,833.8078,216.2122,1212.333,313.6405,168.1101,586.8165
7.607132,213.5575,383.8861,169.0224,821.0711,203.2329,1233.23,302.3944,179.985,591.0535
7.999272,214.6148,393.5741,162.2339,805.7069,192.0529,1245.417,289.6754,192.5468,589.5844
8.483399,212.7756,401.7865,155.4586,787.6936,182.0015,1250.54,274.57,206.1924,585.1852
9.100471,207.6717,409.1644,149.2344,768.2151,173.7125,1255.106,258.0008,219.1495,573.4998
9.723855,200.1393,412.9854,143.3494,744.0608,166.5822,1250.316,241.3661,232.5745,559.3895
10.54847,190.1567,415.32,137.8658,718.1645,160.6709,1236.455,223.7703,247.6427,540.6152
11.37495,178.7858,415.9264,133.1162,692.299,156.1078,1218.268,207.1183,263.7473,518.3852
12.50006,166.373,414.558,128.7108,665.1529,152.6934,1195.05,190.7706,281.372,495.4218
13.92115,153.5598,411.5601,124.5588,639.9473,149.6288,1165.795,175.5664,300.687,469.0461
15.43674,140.922,407.0933,121.168,615.679,147.1959,1132.911,161.9958,321.6252,441.0517
17.24239,128.7724,398.4423,118.4273,591.9569,145.3058,1092.093,149.936,344.0956,413.6294
19.26184,117.2806,390.5618,115.5452,570.6796,143.4308,1050.144,138.9297,366.377,386.3147
21.67051,106.5616,381.4454,113.3302,553.9152,141.7894,1009.332,129.5758,389.4666,361.3821
24.47736,96.57378,371.6766,111.5152,540.4468,139.7516,971.8975,121.2718,413.0394,335.2272
27.67189,88.10515,361.4504,109.8786,529.8146,137.5904,929.4595,114.445,436.1534,313.088
31.58931,80.7135,352.6962,108.3249,523.1547,135.3358,891.9439,108.5101,458.366,293.0828
35.96396,74.2278,343.735,107.0036,516.2574,133.0169,858.6993,103.6707,478.1827,274.7867
40.95355,68.90569,336.6103,105.7533,513.0165,130.5719,831.391,99.64491,495.2158,259.9909
46.12794,64.35716,330.1879,104.497,511.4566,127.7373,807.0131,96.16353,508.5946,246.3406
51.64317,60.52737,323.4634,103.6396,510.8803,124.9689,785.9354,93.26869,518.5838,234.5674
57.59286,57.507,317.5831,102.7411,511.243,122.4749,770.3996,90.69073,523.5447,225.4965
63.7354,54.87097,312.4167,101.7224,512.4081,120.0591,759.0284,88.42583,523.7313,218.8101
69.85553,52.7647,307.8027,100.7662,510.5436,117.7583,749.4376,86.06447,517.691,213.3059
75.89359,50.96686,303.6909,99.98248,508.9584,115.5203,741.8442,84.04012,507.6653,209.1076
81.78076,49.74511,300.0156,98.94395,505.0164,113.7157,732.5991,82.14011,492.7995,205.3217
87.19453,48.59809,296.6798,97.89058,496.712,112.1877,723.6103,80.43515,474.1887,201.6368
91.76865,47.62484,293.3743,97.05386,484.5876,111.2107,714.7803,79.05716,453.0683,197.5829
95.54222,46.93019,289.9384,96.17989,470.108,110.2641,702.6159,78.01514,429.6236,192.7514
98.08273,46.40896,286.6613,95.61083,452.5248,109.7219,687.5426,76.9957,406.0529,186.6535
99.29156,45.93318,283.8365,95.19727,433.5231,109.718,670.3176,76.36549,386.2642,178.8295
99.06339,45.81341,280.3094,94.81725,412.5941,110.0744,648.6235,75.64163,367.7288,169.3752
97.45181,45.81914,277.383,94.7317,391.1648,110.9742,622.8716,75.27509,353.9826,158.6649
94.50578,46.05545,275.0341,94.78157,366.3463,112.36,593.7151,74.90305,344.6797,146.7516
90.77435,46.56674,272.1119,95.32604,344.3365,114.4693,561.7203,75.02496,342.042,134.3409
86.22996,47.52983,269.7247,96.00075,321.6552,117.4865,527.0739,75.16148,348.4602,121.571
80.70927,48.87515,267.3398,97.35997,299.365,121.1657,491.034,75.72209,361.5138,108.846
74.90852,50.51622,264.7005,99.34424,279.7733,125.4561,455.7484,76.58583,383.3203,96.65958
68.94247,52.51232,261.8368,102.084,260.8661,130.0676,420.3818,77.7451,414.4688,85.46015
62.84081,54.86625,258.6231,105.6196,243.8724,135.125,387.0786,79.16951,452.7435,75.24423
56.55688,57.58887,255.406,109.931,229.4986,140.1507,356.5182,80.99541,501.6487,65.96452
50.46388,60.94752,251.9481,115.1241,217.1774,145.1896,327.6257,82.98764,557.9774,57.97234
44.74711,64.48395,249.4801,120.9337,206.5843,150.2616,301.756,85.47333,621.1893,51.37424
39.44721,68.52332,247.3752,127.3876,197.1346,154.9375,279.0177,88.39064,694.2767,45.74804
34.87772,73.13519,245.5104,134.1267,188.895,159.2987,257.2957,91.53404,770.7021,40.98161
30.95333,78.44992,244.9253,140.6599,181.7594,162.9365,239.4091,94.59914,851.342,37.11738
27.34794,84.37347,245.1536,147.0677,175.301,165.6929,223.5906,97.79631,933.5428,33.85677
24.55551,90.94012,246.4071,153.0361,169.5689,167.2479,209.8515,100.8062,1017.747,31.17626
22.37551,97.84123,248.2418,157.5416,164.181,167.4896,197.6898,103.4655,1099.818,28.86947
20.65787,104.9236,250.5521,160.9727,159.7919,166.4854,186.811,106.1655,1178.909,26.88717
19.16058,112.257,253.2504,163.4649,156.1414,164.2598,177.8376,108.2118,1251.931,25.13011
18.21872,119.2295,257.0457,164.6535,153.0569,161.1071,170.364,109.6563,1313.929,23.76975
17.438,125.4305,261.6066,164.618,150.3195,157.0066,163.7137,110.3668,1362.849,22.44692
16.86738,130.6303,266.3157,163.4963,147.6019,152.2177,157.8632,110.2704,1404.915,21.22675
16.64213,134.5667,271.4178,161.4273,144.8084,147.3294,152.5229,109.3294,1434.736,19.98113
16.57688,137.0211,276.7686,158.6094,142.4853,142.2041,147.8801,107.663,1453.422,19.01209
16.45852,137.7618,281.0927,155.4247,139.9742,137.3979,143.7224,105.4019,1463.704,18.13345
16.46589,136.7134,285.1115,151.9723,137.8421,132.919,140.2957,102.5886,1465.757,17.30581
16.63826,133.7146,288.4212,147.8828,135.9603,128.9741,137.2146,99.38208,1459.601,16.76996
16.67247,129.1841,290.6092,144.4141,134.5589,125.8787,134.5605,96.09174,1445.46,16.26817
16.84927,123.4601,291.5408,141.2468,134.0394,123.295,132.3238,92.44652,1418.833,15.89186
17.22406,116.4737,291.8216,138.2732,133.7901,121.2495,130.7543,88.97903,1383.673,15.68685
17.14243,108.8247,291.1296,135.5692,134.0988,119.5664,129.3905,85.51553,1338.618,15.42417
17.43853,100.7309,289.5022,133.0652,134.7664,118.0234,128.4975,81.93547,1288.862,15.36943
17.82478,92.73965,287.2946,130.7549,136.2022,116.897,128.0004,78.62994,1233.705,15.14207
17.96032,85.00023,284.5017,128.6583,137.848,115.9264,128.1627,75.71007,1175.76,15.15093
18.25215,77.78938,280.1912,126.5175,140.1456,115.1319,128.7142,73.04568,1118.941,15.22068
18.41615,71.2038,275.7368,124.7068,143.3389,114.5595,129.8777,70.72746,1063.013,15.31169
18.5258,65.58896,271.2032,123.1454,147.5298,114.398,131.7857,68.47371,1008.066,15.57448
18.76223,60.79192,265.6782,121.8304,152.2894,114.1976,134.3564,66.66054,954.1397,15.9554
19.05353,56.90728,259.8788,120.7553,157.8971,114.1718,138.0938,65.18596,905.4977,16.42979
19.16386,53.79251,253.4019,119.7043,163.8628,114.4584,142.7588,64.10101,861.4994,16.87151
19.16387,51.44429,246.4116,118.704,170.2321,114.9805,148.1895,63.19661,818.389,17.58951
19.28988,49.83935,239.4079,117.8283,176.6817,115.3966,154.6657,62.33123,780.5377,18.38469
19.35769,48.86089,231.5496,117.0365,182.2155,115.9493,162.0207,61.74707,747.2052,18.93797
19.3758,48.41874,223.8571,116.376,186.8366,116.5549,170.2193,61.35244,721.6422,19.52385
19.57454,48.4086,215.7787,115.754,191.0008,117.0958,178.7136,60.90384,701.9052,20.18225
19.62598,48.66206,208.1975,115.1784,193.8912,117.6442,186.4617,60.44014,679.6417,20.65581
19.78218,49.3396,201.4919,114.9154,195.5333,118.0971,193.5464,59.9326,659.6036,21.0053
20.18354,50.01204,194.9014,114.7526,195.7495,118.1663,199.7735,59.65479,641.7849,21.22698
20.41926,50.75614,189.3161,114.7778,195.0054,118.4042,204.3197,59.34699,626.1496,21.20946
20.65388,51.47702,184.4144,114.5602,193.3889,118.4167,206.7253,58.89291,604.6163,21.02001
21.04916,52.09755,180.1812,114.2868,190.8063,118.5986,207.1089,58.44947,581.3409,20.82618
21.33175,52.44892,176.7831,114.1571,187.4536,118.4707,205.4492,58.00992,557.4547,20.29009
21.92436,52.56047,173.5803,114.188,183.0171,118.1822,202.4425,57.61944,531.4969,19.51698
22.47783,52.46045,171.346,114.3193,178.6771,117.9622,198.1843,57.26838,506.7406,18.73774
23.19967,52.11436,169.3457,114.5923,173.9905,117.7554,192.8911,56.7485,479.1636,17.93
24.00547,51.43724,167.7881,114.8343,168.6709,117.575,186.7684,56.08445,447.4677,16.9738
24.92137,51.01352,166.7477,115.6528,163.5164,117.4917,180.748,55.70283,419.131,16.06985
26.07762,50.48841,165.6058,116.6386,158.515,117.5475,174.8483,55.29923,392.7614,15.11975
27.05424,50.05745,164.6046,117.9496,153.5521,117.8517,169.0752,54.83213,368.2596,14.29745
28.35841,49.82358,163.227,119.1721,148.9745,118.2986,164.0262,54.42884,342.8243,13.54334
29.94373,49.73213,161.562,120.4074,144.161,119.2422,159.5168,54.08962,321.2795,12.90225
31.9086,49.59789,159.6182,121.7123,139.4346,120.3315,155.5188,53.86337,302.1884,12.28493
34.26385,49.8131,157.5098,122.8373,135.1128,121.6081,152.1444,53.58948,284.9691,11.8111
36.98215,50.2426,155.4455,123.9503,131.3317,123.2086,149.2439,53.35592,271.3076,11.43949
40.44484,50.98397,153.0636,124.8992,127.7289,124.7714,146.7336,53.10233,258.2336,11.24614
44.49338,51.97942,150.8201,125.6723,124.4215,126.3106,144.2281,52.95785,247.4366,11.06704
49.04794,53.47573,148.5458,126.2212,121.8492,127.6409,141.3467,53.1335,238.0647,10.87435
54.35099,55.24305,146.35,126.6805,119.479,128.7258,138.1829,53.20043,229.8274,10.70782
60.32379,57.40809,144.4655,127.26,117.4692,129.7566,134.9941,53.31768,222.4275,10.50357
67.59665,59.74113,142.1484,127.5894,115.9279,130.3591,131.6819,53.58585,215.2404,10.23831
76.28723,62.11406,139.8786,127.7601,114.3672,130.6308,128.2627,53.78009,209.0444,9.963297
86.51976,64.29781,137.8531,128.1313,113.1055,130.7105,125.1384,53.94806,203.5345,9.728552
97.90131,66.40442,135.7604,128.4491,111.9478,130.3086,122.0867,53.85524,198.3058,9.537058
110.6739,67.92923,133.8133,129.0134,111.0499,129.4548,119.42,53.73175,194.0349,9.30533
125.2747,68.95654,132.1325,129.7777,110.1986,128.2242,117.2292,53.44543,189.6331,9.25001
140.65,69.42178,131.0297,130.7719,109.431,126.835,115.1674,53.38189,185.9537,9.069166
156.6973,69.2939,130.0046,131.8085,108.7549,125.3011,113.3389,53.21996,183.0571,8.892504
174.3146,68.66725,129.5926,133.1757,107.754,123.821,111.8415,52.82037,180.5206,8.762735
192.1764,67.40614,129.3278,134.7117,106.6732,122.3933,110.5115,52.50467,177.8462,8.493853
210.3529,65.73508,128.9035,136.3934,105.7174,121.2056,109.5638,52.11702,175.8547,8.273825
229.0379,63.88166,128.7563,138.3207,104.8097,120.4507,108.8472,51.83226,174.6283,8.160395
247.1249,61.76365,128.7897,140.4075,103.707,120.2869,108.2325,51.35511,173.9494,8.212358
263.5541,59.67064,128.5178,142.3293,102.4904,120.3674,107.5509,50.80191,173.6473,8.216646
278.7838,57.43754,128.0382,143.8429,101.1998,120.8072,107.0366,50.31387,174.051,8.153318
292.334,55.44262,127.5922,144.9079,100.1755,121.4317,106.542,49.73953,175.1927,8.119223
303.5136,53.6168,127.0231,145.2619,99.30162,122.0313,105.9342,49.43657,176.7692,8.08613
312.692,52.11259,126.1476,144.9902,98.50994,122.474,105.3342,48.99038,178.655,8.002817
320.2479,50.70479,125.096,143.9675,97.72594,122.7185,104.5757,48.72852,180.8519,7.874861
324.4709,49.121,123.6873,142.304,97.10631,122.8207,104.1171,48.474,182.3202,7.764509
325.13,47.8929,122.3648,140.2666,96.72102,123.1854,103.7835,48.3357,184.2169,7.836359
321.8196,46.89226,120.7004,138.3936,96.41552,123.6732,103.3965,48.28817,185.2458,7.890608
314.2173,45.56675,118.8869,136.2658,95.94873,124.2669,103.1751,48.23357,186.2995,7.999483
301.6001,44.29728,116.8378,134.2973,95.84591,125.2057,103.0708,48.17482,186.5766,8.086023
285.5716,43.22721,114.6936,132.4158,95.73376,126.5669,103.039,48.1214,186.6034,8.174479
266.1414,42.23124,112.4799,130.827,95.88721,127.824,102.7106,48.03986,185.2138,8.183741
244.6514,41.33815,110.1976,129.4184,96.16945,128.9614,102.4577,47.86866,182.9763,8.23744
222.0472,40.58789,107.9406,128.3543,96.4684,129.8163,102.1443,47.77499,179.5989,8.280142
199.2599,40.07595,105.9545,127.4365,96.91879,130.4962,101.8051,47.75249,175.826,8.300299
177.1982,39.69099,104.182,126.5517,97.23764,130.9985,101.553,47.68277,171.2066,8.275942
155.8681,39.78856,102.7148,125.9496,97.50978,131.2366,101.2029,47.66716,166.616,8.267611
135.7902,40.26122,101.1546,125.6889,97.6705,131.2894,100.9325,47.72879,161.7473,8.169271
117.63,40.75136,99.80692,125.281,97.53478,130.9314,100.7611,47.78635,157.3333,8.095861
101.3451,41.60967,98.62429,125.0742,97.24964,130.7723,100.4807,47.71937,152.9434,8.047132
87.3914,42.85841,97.46883,125.2121,96.70247,130.872,100.1806,47.79543,148.8588,8.063513
75.58495,44.16182,96.21236,125.7429,95.84114,130.7204,99.81651,48.16636,144.4393,7.858416
65.88819,45.35056,95.01742,126.9849,94.82108,130.8434,99.54139,48.48449,140.3947,7.77939
58.11989,46.25413,93.96804,128.9011,93.62895,131.053,99.35966,49.1519,136.4782,7.739023
52.0619,46.95079,93.07665,130.9382,92.62074,131.3006,99.31298,50.12153,133.3779,7.621927
47.68968,47.14592,92.3149,133.464,91.51829,131.4764,99.26721,51.60324,130.6976,7.499559
44.34575,47.03705,91.62075,136.4178,90.6492,131.4743,99.03108,53.57637,128.5675,7.408018
41.65612,46.50896,91.20439,138.7632,89.59778,131.2825,98.81476,56.05505,126.8459,7.337343
39.66372,45.67071,91.10882,140.584,88.55936,130.6457,98.32108,58.27362,125.3828,7.258585
38.28231,44.76274,91.24203,141.3649,87.60641,129.6994,97.77898,60.40649,124.1874,7.354269
36.87449,43.96091,91.75768,141.0338,86.45059,128.6023,97.11661,61.89655,123.0933,7.363474
35.83654,43.47547,92.45183,139.6724,85.59739,127.4223,96.44736,62.75608,122.3637,7.206041
34.94268,43.11824,93.47005,137.5432,84.58379,126.5517,95.78546,62.51937,121.3968,7.049002
34.24714,43.04585,94.61671,134.6631,83.75408,126.1287,95.15891,61.41851,120.3906,7.060877
33.63666,43.01517,95.62896,131.2212,83.18113,126.2274,94.45148,59.67358,119.7579,7.008375
33.13741,42.95678,96.30235,128.229,82.76542,126.8862,93.77081,57.48074,118.9323,7.032537
32.5499,42.74252,96.45263,125.6212,82.32749,128.3437,92.98346,55.36255,118.0599,7.136438
31.83706,42.07076,96.01228,122.9407,81.82192,130.2867,92.31982,53.39149,117.0496,7.368261
31.33617,41.09597,94.87837,121.0885,81.34556,132.5726,91.77024,51.66677,116.1428,7.490564
30.74152,39.89819,93.01805,119.489,80.84193,134.98,91.44485,50.56462,114.9642,7.64126
30.1513,38.50035,90.70461,118.2006,80.28044,137.2088,90.98845,49.51683,113.8504,7.683973
29.65636,37.19641,87.94303,117.125,79.80605,139.0361,90.69931,48.80082,112.8183,7.690985
29.13369,36.1267,85.03417,116.1791,79.19247,140.114,90.34781,48.16623,111.6882,7.603254
29.03858,35.41128,82.09828,115.6716,78.70842,140.7414,89.90086,47.74717,110.7324,7.596415
28.80333,35.03458,79.30459,115.9059,78.23527,140.7616,89.40105,47.33895,109.8038,7.524607
28.68405,35.13161,76.75431,117.2979,78.03093,140.0804,89.005,46.91722,108.9851,7.564718
28.53453,35.4428,74.39706,119.8255,77.74318,139.1058,88.65553,46.46819,108.4212,7.64115
28.3835,35.96718,72.38771,123.8407,77.48631,137.6555,88.4256,46.0235,108.0769,7.637918
28.41796,36.61544,70.80865,130.1233,77.04401,135.7622,88.62064,45.89352,107.8807,7.623648
28.3785,37.39477,69.43993,138.1039,76.60216,133.5349,88.79921,45.6847,107.545,7.673967
28.49684,37.98738,68.4696,147.4197,76.2757,130.892,88.87747,45.31534,107.5556,7.614985
28.68027,38.40254,67.82535,157.2599,75.59562,127.8513,89.11176,44.90422,107.3356,7.69488
28.8009,38.69447,67.53214,166.631,74.9872,124.3752,89.15357,44.44782,107.2928,7.662931
29.15866,38.6912,67.5732,174.7577,74.37373,120.875,89.26583,44.00557,107.388,7.734636
29.19191,38.46626,67.84906,180.0164,73.52832,117.0434,89.07583,43.46983,106.9002,7.846529
29.2986,37.99614,68.32026,182.2935,72.75587,113.3112,88.71812,42.98212,106.5384,7.922976
29.56035,37.24715,68.73367,180.8866,72.0051,109.9032,88.02584,42.43266,106.2581,7.893442
29.79193,36.20188,69.16684,176.9802,71.26291,106.9941,87.286,41.90405,105.4527,7.838266
29.99135,35.16267,69.26233,171.0508,70.60499,104.5399,86.408,41.58825,104.4932,7.911345
30.35151,34.06113,68.83802,163.6701,69.87256,102.6876,85.20338,40.94694,103.8309,7.998976
30.71473,32.71548,68.12259,155.8629,69.29829,101.282,84.02135,40.31709,102.7243,7.91213
31.33374,31.23491,67.15686,148.5975,68.70534,100.2325,82.96144,39.73798,101.5183,7.840818
31.8958,29.87814,65.90956,142.1982,68.047,99.50093,81.89465,39.10574,100.5031,7.711622
32.6011,28.56571,64.46614,137.158,67.43788,98.83836,81.08769,38.44649,99.65372,7.733488
33.20981,27.35215,62.92011,133.0554,66.76163,98.23948,80.24281,38.02556,98.4739,7.780191
34.07283,26.13089,61.42472,130.1806,66.23151,97.64388,79.39892,37.61611,97.62881,7.74983
35.05488,25.09138,60.08661,128.3539,65.924,97.09352,78.50866,37.28902,97.07969,7.725046
36.04663,24.29143,58.84515,127.7162,65.78413,96.57852,77.75089,36.97869,96.13499,7.770037
36.83076,23.84294,57.67284,127.2159,65.75668,95.85876,77.13641,36.77391,95.56638,7.889486
37.98085,23.409,56.51257,126.7691,65.79434,95.16568,76.43346,36.41409,95.19748,8.000776
39.08854,22.97881,55.41474,125.9522,65.97355,94.38087,75.93908,36.18179,94.30094,8.009703
40.44449,22.70355,54.46228,124.687,66.30275,93.56844,75.57395,35.93589,93.7312,7.916254
41.66251,22.60335,53.53978,122.698,66.43377,92.93051,75.2226,35.67113,93.12786,7.942869
43.2342,22.61522,52.6481,120.3411,66.50362,92.12224,74.96303,35.36465,92.7133,7.949495
44.89377,22.57726,51.70486,117.5441,66.46658,91.68284,74.71761,35.1002,92.12885,7.914751
46.91675,22.43382,50.80546,114.368,65.90036,91.20489,74.27984,34.74555,91.57088,7.822241
48.89026,22.34681,49.90649,111.5936,65.3418,91.18353,73.87366,34.43139,90.98145,7.832056
51.3625,22.32357,49.04401,109.2181,64.71586,91.44939,73.43562,34.09715,90.19891,7.810625
55.00621,22.21479,48.27869,107.0685,63.89342,91.92916,73.27737,33.85442,89.65301,7.868219
60.78937,22.02198,47.65889,105.6312,63.11886,92.79224,72.80014,33.60267,89.13332,7.950464
67.45579,21.76733,47.18381,104.679,62.50141,94.00551,72.21851,33.4967,88.38934,8.105333
76.93469,21.61367,46.84003,104.5973,62.1219,95.13161,71.71079,33.50916,87.8418,8.194735
89.78162,21.52505,46.75347,104.8825,61.71635,96.1407,70.97295,33.5825,87.39135,8.286844
108.1065,21.39325,46.73058,105.6876,61.54423,97.09344,70.20267,33.78962,87.03818,8.20801
132.5022,21.35717,46.91877,106.6873,61.29025,97.76263,69.28671,34.02396,86.60628,8.162836
163.1454,21.38123,47.3415,107.91,60.8184,98.21284,68.31609,34.39362,86.28237,8.128889
200.3711,21.56812,47.70548,109.6031,60.54316,98.50864,67.40342,34.98747,85.68893,8.08674
243.9467,22.21662,48.2839,111.4107,60.25661,98.62208,66.4805,35.70153,85.26693,8.014841
291.2039,23.43527,49.10613,112.9749,59.76778,98.63213,65.76109,36.40828,84.94189,8.119028
338.1341,25.27004,50.36102,114.2243,59.48073,98.50361,64.90614,36.83064,84.23463,8.210199
378.441,28.09575,52.12129,115.0039,59.29742,98.40937,64.04414,37.25428,83.40874,8.44647
410.5762,32.10875,54.43815,115.1287,59.0694,97.96242,63.47067,37.51058,82.69012,8.654009
429.4778,36.9881,57.273,114.1566,58.85954,97.3439,62.6485,37.47825,81.97923,8.939936
434.5762,42.3036,60.86433,112.2272,58.88674,97.06725,62.03848,37.44678,81.38187,9.177073
424.2587,47.84392,65.14699,109.4232,58.93921,96.67854,61.48168,37.25437,80.84876,9.442106
401.0224,52.82947,70.0189,106.2709,59.06356,96.36164,61.07233,36.98379,80.59787,9.62179
367.8916,56.91159,74.93322,103.1614,59.33164,96.04309,60.75051,36.75894,80.14329,9.715124
328.8126,60.08225,79.73193,100.0811,59.55313,95.77469,60.39873,36.67463,79.95912,9.780317
286.2986,61.95653,84.23624,97.15083,59.73052,95.55297,59.98777,36.53145,79.75568,9.676168
243.6584,62.94204,88.34431,94.53447,60.01414,95.27995,59.57963,36.39919,79.1685,9.439558
203.4726,63.18444,91.92551,92.39229,60.05695,94.6697,59.21519,36.39601,78.87998,9.499857
168.3684,63.19592,94.59859,90.41348,60.25227,93.65053,58.97668,36.31466,78.68263,9.509157
138.6168,63.07607,96.18005,88.77634,60.51576,92.43478,58.78608,36.16325,78.41467,9.627283
115.0981,62.70214,96.89284,87.24512,60.94477,91.32266,59.00505,35.76163,78.10325,9.888021
96.43207,62.28626,96.78498,85.85645,61.46724,90.1321,59.55097,35.21416,77.86001,10.38023
83.11102,61.998,96.14209,85.10252,62.04221,89.04136,60.67638,34.36889,77.68192,11.16857
73.37795,61.88906,94.96445,84.47464,62.77842,88.05966,62.32276,33.23172,77.26736,12.31501
66.56516,62.03714,93.45033,84.10109,63.27691,87.4948,64.44147,32.1322,77.11523,13.89969
61.43027,62.0439,91.95187,83.75736,63.51529,87.37651,66.6637,30.90692,76.69559,15.81356
57.54845,61.8356,90.27145,83.53639,63.41152,87.80985,69.12957,29.88292,76.24636,18.19816
54.54342,61.04749,88.35079,83.54273,63.08946,88.4885,71.72794,29.05917,76.09116,20.85973
52.24219,59.55612,85.91898,83.42355,62.69815,89.44112,74.22938,28.53515,76.05832,23.16051
50.74192,56.97773,82.63367,83.46347,62.24985,90.68133,76.66021,28.44087,75.84705,25.253
49.5243,53.35068,78.46783,83.56802,61.63954,92.04583,78.84922,28.50856,75.69434,27.09528
48.23606,49.19041,73.62029,83.80604,60.88339,93.02253,80.63289,28.98857,75.40226,28.35726
47.05144,45.13975,68.25728,84.27912,60.32996,93.45248,82.23572,29.69212,74.94363,29.04914
45.9033,41.75874,62.85358,84.60504,59.71326,93.19745,83.17345,30.58675,74.40981,29.57547
44.80546,39.45073,57.73729,85.42764,58.90633,92.32423,83.46959,31.65804,73.94381,29.93233
43.8345,38.23801,53.11839,86.30981,58.13971,90.80975,82.90141,32.44588,72.93817,29.96523
42.99827,38.29793,49.06889,87.53816,57.3102,89.02139,81.79451,33.05611,72.14534,30.00557
41.84529,39.51178,45.91885,88.9787,56.5894,87.03089,80.37212,33.37923,71.47269,29.8765
41.15577,41.17283,43.30641,90.62756,55.81114,85.22691,78.98096,33.23778,70.91057,29.74256
40.62458,42.9544,41.27807,92.74847,55.04109,83.6403,77.59812,32.89443,70.23419,29.86943
40.24195,44.44206,39.58054,94.70078,54.11744,82.43555,76.33904,32.25322,69.5356,29.89073
40.09595,45.31224,38.23749,96.64591,53.04796,81.54892,74.98133,31.45349,68.91798,29.56013
40.08971,45.40514,36.96011,98.27113,51.85143,80.95893,73.48721,30.86931,68.24696,28.90951
40.16565,45.00164,35.82694,99.82277,50.61033,80.4531,71.47354,30.54046,67.60153,27.95531
40.27295,43.91986,34.72202,101.1211,49.34473,79.89357,68.87124,30.39415,66.90125,26.40889
40.27584,42.47005,33.78909,103.106,48.38211,79.26541,65.53235,30.3618,66.08497,24.39324
40.3533,41.18553,32.92562,106.5095,47.46867,78.77188,61.87175,30.39333,65.4921,22.12547
39.90576,40.24281,32.23271,113.194,46.8119,77.99367,58.36376,30.39105,64.80082,19.93525
39.52253,39.465,31.49822,125.2861,46.50484,77.40708,55.00562,30.15724,64.08116,18.09071
39.328,38.88006,31.15992,144.2,46.20887,76.73823,51.87976,29.56479,63.21374,16.71289
38.97767,38.21265,30.95779,169.1214,45.92059,76.23585,49.23727,28.77627,62.35452,15.53531
38.9377,37.40585,31.04662,199.6593,45.68013,75.88009,47.00395,27.70122,61.53607,14.81715
38.84604,36.35712,31.25014,232.3345,45.35924,75.61042,45.06467,26.66055,60.65351,14.26409
38.8927,35.02278,31.51863,263.6386,45.36913,75.25626,43.43693,25.55278,59.8297,13.90017
39.03972,33.04771,31.85855,289.8091,45.42657,75.09679,42.05766,24.53242,59.09592,13.61713
39.08849,30.81018,32.07449,308.1989,45.75065,74.80864,40.63425,23.65871,58.47878,13.34538
39.39025,28.54316,32.09179,317.4184,46.4617,74.65244,39.59191,22.83295,58.04525,13.16661
39.43625,26.40023,31.97193,318.9891,47.77273,74.1681,38.77856,22.1288,57.61698,12.92663
39.56673,24.16292,31.57298,313.5865,50.16302,73.88898,37.95703,21.56955,57.39426,12.75694
39.79207,22.13503,31.03138,305.0246,53.62927,73.49908,37.23508,20.89915,57.37544,12.75188
40.00423,20.39623,30.44699,295.6812,58.23071,72.95061,36.53518,20.42063,57.62532,12.7074
40.51925,18.99014,29.97724,287.4978,64.27522,72.46674,35.91994,19.96844,57.93469,12.63342
40.74812,17.94769,29.51814,280.2223,71.13899,71.88436,35.29948,19.51252,58.59636,12.57079
41.04582,17.03865,29.0191,273.8834,78.17562,71.20723,34.96362,19.10436,59.17773,12.4399
41.44083,16.26496,28.44582,267.6808,84.59035,70.67719,34.72254,18.75652,59.86592,12.31083
41.66561,15.47052,27.83742,260.0227,89.70052,70.04162,34.46061,18.38684,60.44883,12.03185
41.9361,14.90376,27.18177,250.4889,92.91909,69.47182,34.38885,18.04346,60.54659,11.7659
42.04552,14.35364,26.54463,238.8209,94.04227,68.89308,34.36813,17.67778,60.31118,11.12353
42.30717,13.88591,25.8515,224.4808,93.79738,68.66946,34.53383,17.44711,60.06393,10.60462
42.51877,13.49548,25.10816,209.5098,92.63971,68.40166,34.97401,17.28181,59.46926,9.94998
43.29195,13.26928,24.42513,194.8353,91.28529,68.08038,35.72495,17.10767,58.6496,9.241068
44.16927,13.03907,23.94419,180.8324,90.80441,67.84677,37.2442,16.97628,57.81881,8.571695
44.80107,12.83348,23.52002,168.1429,91.30574,67.54562,39.64045,16.8084,56.95776,8.090876
