A1: Ladder,B1: PHDIP1072-11,C1: StPaul1919_1,D1: Oahu1950_1_mel,E1: Oahu1950_2_mel,F1: Honolulu1951_mel,G1: Kauai1954_mel,H1: Oahu1960_sim,A2: Kilaueau1953_sim,B2: Kauai_1952_sim,C2: Maui1958_sim,D2: Oahu1965_sim
0.5269721,0.3605132,1.200565,2.61081,16.76608,8.770947,2.184415,4.422102,4.850086,7.13898,4.408546,2.437064
0.5401917,0.344337,1.203076,2.905442,19.2677,9.438314,2.576611,3.792604,4.993456,7.104601,5.035122,2.002686
0.6180515,0.2674763,1.284028,3.220915,21.77414,9.922238,2.934369,3.327473,5.071112,7.044971,5.795519,1.674411
0.6540899,0.2104535,1.194987,3.388938,23.99319,9.997541,3.320068,2.916881,5.074595,6.856173,6.75653,1.429295
0.7719975,0.1257615,1.143323,3.547637,26.00707,9.98484,3.677873,2.534476,5.194884,6.714441,7.772525,1.243525
1.099669,0.02012587,1.089138,3.659038,27.55104,9.706783,4.064879,2.047029,5.163237,6.518929,8.860788,1.139911
1.555236,0.05562925,0.9935002,3.740927,28.51516,9.174588,4.665031,1.707791,5.275305,6.298201,10.0437,0.8373895
2.249459,0,0.9372611,3.793058,28.61795,8.591322,5.059357,1.504606,5.140046,5.982841,11.24012,0.6881657
3.428718,0.05635953,1.003327,3.904807,27.9953,7.92415,5.501417,1.437062,4.926682,5.638988,12.42,0.5860367
4.971215,0.145119,1.08228,3.966484,26.4403,7.261098,5.970657,1.27423,4.597707,5.22426,13.61765,0.4145627
7.373872,0.1168733,1.168395,4.037996,24.52062,6.613717,6.391371,1.151702,4.360178,4.784504,14.71358,0.3040543
10.75022,0.07008004,1.22831,4.022182,22.20473,6.041551,6.893335,1.0842,4.105717,4.385986,15.7979,0.2172985
15.29808,0,1.357416,4.056857,19.71499,5.615277,7.164699,1.109516,3.880492,4.005529,16.86653,0.248867
21.16596,0.02027655,1.430552,3.96393,17.12172,5.139743,7.499717,1.11108,3.691768,3.674439,17.89032,0.2339768
28.34734,0.0451107,1.614756,3.839212,14.72991,4.790809,7.692706,1.154446,3.518664,3.482274,18.75946,0.3033371
36.98185,0,1.668377,3.739504,12.66915,4.569022,7.883844,1.274214,3.346753,3.417871,19.29902,0.4673181
46.7805,0.04782605,1.707171,3.608708,10.87336,4.319097,7.892931,1.689127,3.285503,3.391276,19.55771,0.6185513
57.26957,0,1.662378,3.43894,9.311287,4.062759,7.670196,2.113822,3.2031,3.355004,19.1726,0.9126363
68.08996,0.08057952,1.647641,3.328038,8.10027,3.825749,7.41302,2.597811,3.096889,3.283608,18.37387,1.203694
79.10508,0.09588766,1.718154,3.086344,7.203574,3.621578,6.965766,3.222628,3.110914,3.266801,17.21292,1.415425
89.23141,0.05863094,1.988257,2.939183,6.584528,3.43429,6.46469,3.918127,3.18937,3.159492,15.62906,1.662248
98.43317,0.03958869,2.137726,2.807534,6.137451,3.224803,5.994779,4.671517,3.450264,3.152988,13.93506,1.98643
106.5611,0.0279851,2.40939,2.6508,5.911968,3.09061,5.479318,5.649251,3.699756,3.151957,12.33125,2.299146
113.0556,0.06781602,2.672719,2.476836,5.713735,2.868308,4.950422,6.709688,3.874712,3.270252,10.774,2.540959
117.7548,0.09438777,2.9404,2.3449,5.680046,2.706922,4.484739,7.863163,4.047175,3.430785,9.348256,2.799017
120.4891,0,3.166128,2.433249,5.882148,2.720662,4.127086,9.167212,4.362072,3.715282,8.187733,3.009198
120.9202,0,3.242787,2.685735,6.217076,2.688511,3.8725,10.79512,4.556023,3.980731,7.260187,3.227596
118.885,0,3.308529,2.951999,6.620244,2.689974,3.617541,12.5001,4.75886,4.336616,6.42429,3.352972
114.6064,0,3.356149,3.224366,7.173421,2.790506,3.451028,14.36396,4.851065,4.628736,5.787168,3.509542
108.4547,0.09869337,3.561486,3.413435,7.906395,2.993003,3.354349,16.52852,5.064572,5.03506,5.267963,3.446794
100.2828,0.1973157,3.866625,3.754158,8.568491,3.016611,3.478713,18.73125,5.287486,5.458054,4.922124,3.275958
91.06322,0.2903972,4.076464,3.962822,9.239244,3.10349,3.588382,21.02772,5.643391,5.843801,4.749544,3.214423
81.51929,0.2585468,4.452858,4.082805,9.885176,3.218853,3.781241,23.40282,5.965158,6.210508,4.68503,3.10729
71.78172,0.1362696,4.973168,4.269778,10.34511,3.263866,3.887152,25.66623,6.160499,6.635487,4.78964,2.945693
62.62762,0.08880711,5.54197,4.461386,10.84887,3.370282,4.1691,27.57284,6.424339,7.062533,4.911085,2.811051
54.22326,0,6.175422,4.74498,11.26937,3.517867,4.504159,29.13131,6.758295,7.543163,5.247881,2.837731
46.49897,0,6.794426,5.114437,11.57066,3.704369,4.909567,30.11637,6.780133,8.060108,5.541723,2.791084
39.66324,0,7.504441,5.56554,11.6731,3.950483,5.292624,30.22529,6.898563,8.715383,5.757598,2.845383
33.83006,0,8.318722,5.972095,11.95536,4.167915,5.77379,29.50771,6.949038,9.589252,5.969704,2.83204
28.95544,0,9.398428,6.395981,12.24247,4.373853,6.314461,28.05477,6.938217,10.72065,6.102129,2.546972
24.76336,0,10.77544,6.956178,12.76394,4.428559,6.763317,25.82657,6.951469,12.08065,6.222561,2.267598
21.23167,0,12.86813,7.430124,13.58127,4.700282,7.234901,23.17649,6.934448,13.86805,6.386725,2.17126
18.29636,0,15.83487,7.97462,14.63584,4.938407,7.569583,20.27065,7.135122,16.07447,6.42042,1.868114
15.74197,0,19.90693,8.467632,16.22701,5.291763,7.950167,17.44134,7.416963,18.78678,6.634488,1.660993
13.63027,0,26.36477,9.066734,18.52572,5.77259,8.293561,14.75686,7.977747,22.50679,6.71448,1.64622
11.90292,0,35.2444,9.776125,21.29982,6.275188,8.760542,12.46956,8.66935,27.19226,6.95705,1.723436
10.37329,2.179903,50.19972,10.5464,24.7317,6.994618,9.315952,10.40466,9.667551,33.6663,7.225085,1.719286
9.023029,6.206382,73.1497,11.52169,29.02474,7.84657,9.99444,8.748316,11.18536,43.29906,7.595245,1.970726
7.924987,11.56059,105.2396,13.0435,34.13788,8.907899,10.75532,7.538648,13.46705,57.81733,8.169646,2.031217
7.082825,18.62184,151.1253,15.36202,40.30762,10.05503,11.64409,6.577276,16.88369,80.28455,8.992071,1.918303
6.297434,28.03194,213.3133,18.6013,48.44355,11.32699,12.65245,5.850949,22.27752,116.0027,9.888489,1.94774
5.8018,39.20126,294.1541,23.32751,59.23964,12.8772,13.97201,5.362987,30.18312,170.3965,11.09589,2.067088
5.28552,52.15833,388.6905,30.88358,73.53543,15.02243,15.45748,4.995975,42.55864,249.0496,12.43053,2.037521
4.779621,67.00674,495.4914,42.10582,93.58353,17.80619,17.27888,4.973092,61.31516,352.5986,14.14588,2.124884
4.362051,83.04557,607.5329,59.56815,121.3305,21.88465,19.55742,4.926036,88.95682,483.3211,16.39727,2.287112
3.977064,99.48851,718.1033,84.76598,156.216,27.81495,22.50393,4.977114,125.3599,634.2674,19.12657,2.473133
3.756523,115.4828,819.557,118.3829,200.7054,37.17381,26.41164,5.309267,172.7513,796.7518,22.6272,2.656065
3.453202,129.6799,901.2014,165.2372,255.9906,53.9392,32.08534,5.895616,232.4881,957.869,27.2807,2.925516
3.155334,140.9458,954.5757,225.8939,321.4371,77.55512,39.99705,6.763544,302.6701,1098.544,33.92208,3.136603
2.983177,148.9315,981.3412,299.567,393.2597,115.4842,50.3275,7.731994,383.4832,1207.922,43.30339,3.33802
2.812097,153.1803,982.3137,389.4553,471.2208,173.3503,65.97933,8.870634,470.7469,1276.525,57.45288,3.65858
2.63962,152.8533,955.9074,489.3274,546.9731,252.6365,86.72157,10.31279,557.643,1296.111,78.67529,4.147007
2.44817,148.7079,907.1286,597.013,615.1904,359.7961,119.6565,11.91529,642.5731,1271.643,112.3608,4.542027
2.257573,141.3499,844.6132,706.0211,672.0938,491.8596,169.6794,13.71643,716.6008,1207.755,165.6253,4.922974
2.152609,131.5802,772.292,808.0169,710.2446,641.6719,241.4986,15.47576,773.3448,1117.496,241.5201,5.316207
2.086929,120.3973,698.6461,893.3716,723.1415,799.8242,337.0981,17.10752,805.9973,1007.687,343.3942,5.770664
2.068367,108.4231,624.6066,954.0447,713.9082,950.7381,453.6151,18.8546,814.1305,894.3158,470.9821,6.219761
2.030745,96.38189,553.517,985.8163,682.7148,1077.813,589.4964,20.45753,795.0157,781.4296,617.902,6.891416
2.007748,84.86153,486.8771,982.1742,635.4551,1164.03,735.6118,22.03626,751.2546,673.473,776.4819,7.785503
1.931278,74.54402,429.1725,947.3514,576.1078,1205.854,877.1985,23.61816,690.8964,578.3671,930.4039,8.887509
1.775809,65.57911,379.2214,887.4034,514.6143,1199.76,1003.013,25.41957,618.232,494.7484,1063.511,10.20733
1.597269,58.07357,332.4574,805.676,452.9175,1147.887,1096.838,27.88917,540.3906,420.4658,1164.128,11.87735
1.455297,51.9925,293.7661,713.3127,397.3342,1065.675,1154.235,30.97516,466.413,359.6315,1220.777,13.99885
1.327446,47.50514,260.7118,620.4034,349.5375,961.3105,1170.741,34.93669,397.0279,308.7245,1229.136,16.76225
1.280287,44.66693,232.0351,531.9642,306.9983,846.738,1146.635,39.96848,336.0649,266.703,1187.562,20.0626
1.268052,43.36576,208.5853,452.728,268.9018,733.0496,1084.47,45.74904,284.1851,231.2372,1106.929,24.14187
1.100132,43.71705,188.2511,384.7421,236.9583,626.3774,994.9056,52.82898,241.1896,204.6052,997.662,30.25531
1.108255,45.63754,171.7675,327.6641,207.3464,528.2391,890.3667,60.79699,203.6517,180.9233,874.1746,38.32573
1.09657,49.072,158.4058,279.5305,182.1588,441.9578,780.9246,70.46276,172.2846,162.0246,748.7419,50.99872
1.002943,53.88815,148.1345,241.7322,160.4144,369.2737,674.8287,83.29913,146.2201,147.9505,629.6269,71.18793
0.9766817,60.22897,139.8545,210.3275,142.6907,308.804,578.4841,99.96686,124.2805,136.2007,522.9125,105.4739
0.9551463,68.0866,132.3911,184.5158,128.9566,259.9313,492.5593,123.5192,106.301,126.8574,433.8004,163.9887
0.9269629,76.95448,126.9685,163.1668,118.7512,222.9283,419.3819,155.085,91.60463,119.7563,358.5989,256.1685
0.9353423,86.50983,122.4186,147.524,110.3784,194.8042,357.8946,196.2785,79.75472,113.3961,296.6672,385.8788
0.9984865,96.65134,118.2617,135.3507,103.6133,174.4797,305.7473,249.4263,70.51913,108.1121,245.752,554.5919
0.9201598,107.0175,114.9375,125.9435,98.142,159.5492,260.5442,315.2363,63.23174,103.5011,205.5029,757.0823
0.8249836,117.438,112.1216,118.5961,93.93977,149.3855,223.9474,390.7086,57.45688,99.16766,173.5792,963.0975
0.8218818,127.4657,109.4523,112.7162,89.83258,140.8998,192.881,471.9092,52.78487,94.88901,149.8741,1164.131
0.9161234,137.2114,107.5877,107.6153,86.15791,134.838,168.3079,549.676,48.74315,90.9245,131.373,1334.358
0.9740243,146.7932,106.1829,103.0974,82.9606,130.0631,150.0456,616.0008,45.25912,87.41221,118.0366,1450.146
0.9808507,156.3085,105.2628,98.83984,79.5853,125.7422,135.9128,664.7444,42.37217,83.63486,107.1657,1498.052
1.020317,166.0573,104.3874,94.55887,76.3599,121.7824,124.7158,689.9304,39.88321,79.94481,98.34579,1478.305
1.047797,175.0955,104.038,90.43294,73.07431,117.8421,116.0989,687.4827,37.6401,76.2374,90.77975,1399.755
0.9953556,184.4235,103.7549,86.42393,69.66927,114.0946,108.8837,660.2296,35.62486,72.80528,84.36134,1274.365
1.000722,193.5849,103.6328,82.5479,66.44827,110.4512,103.1565,613.5532,33.7976,69.41811,78.93349,1123.827
0.9181643,202.0591,103.7981,78.64548,63.28666,106.3366,98.61813,553.7495,32.20103,65.93255,74.0398,964.9326
1.068718,210.3727,104.1554,74.76549,60.38086,102.3034,94.78898,487.8271,30.78601,62.46687,69.80986,801.0687
1.081485,218.0594,104.3861,70.80176,57.59978,98.09056,91.15576,422.3637,29.4781,59.1809,66.05145,660.6916
1.200931,225.3222,104.8058,66.96107,54.70727,93.80664,87.77329,358.7864,28.2206,56.14483,62.917,540.5137
1.335086,231.835,105.3181,62.98244,51.85739,89.37663,84.72639,301.6783,26.97446,53.19233,59.85033,441.5053
1.381366,237.2124,105.7961,59.20285,49.15818,85.06055,81.78355,253.0205,25.87714,50.47046,56.8453,361.7772
1.620626,242.0988,105.8043,55.50442,46.44375,80.5747,78.79426,210.6774,24.95647,47.91906,54.07798,300.7319
1.723525,244.8203,105.6472,51.93988,43.69224,75.9481,75.75499,174.6593,23.95495,45.47998,51.32978,256.1319
1.819132,247.5303,105.3066,48.64043,41.15937,71.5273,72.56676,145.1565,23.16961,43.34797,48.66663,223.1872
2.171431,248.6965,104.7229,45.22042,38.57098,67.21421,69.38814,120.3385,22.37113,41.12144,46.01815,199.5108
2.676943,248.8857,103.9313,42.1666,36.26884,62.85998,66.22806,99.54635,21.70834,38.95155,43.40157,182.1192
3.568181,249.4581,102.8221,39.47423,34.29286,58.81778,63.01298,83.52896,21.01089,36.88779,40.80632,168.0038
4.762333,249.0865,101.3441,37.09515,32.44488,54.73702,59.87238,70.40459,20.3559,34.71545,38.1619,157.33
6.718782,248.2768,99.82751,34.88063,30.73088,50.88355,57.00737,60.01874,19.75535,32.65933,35.63029,149.15
9.641708,247.0837,98.19051,32.9268,29.18319,47.29587,54.186,52.48739,19.0591,30.61787,33.16631,143.2265
13.92439,244.7527,96.38742,31.143,27.82018,44.05544,51.48146,46.48887,18.43973,28.80418,30.86436,139.451
19.97054,241.9898,94.15077,29.41269,26.47162,40.87939,48.94198,41.72386,17.81389,27.01197,28.64286,138.4479
27.92268,238.027,92.06932,27.6277,25.23726,37.87183,46.65462,38.02221,17.24159,25.13794,26.54618,140.3983
37.77379,233.3859,89.92876,25.96824,24.24131,35.16114,44.48583,35.07235,16.74666,23.40069,24.75954,145.2055
49.50045,227.8912,87.67709,24.20222,23.14389,32.81239,42.3064,32.67047,16.16024,21.67817,23.01119,150.9704
62.34711,221.7484,85.34948,22.72735,22.12967,30.32816,40.11828,30.89074,15.66352,20.3389,21.45368,158.2495
76.33694,215.3835,82.97794,21.42806,21.06521,28.12838,38.21648,29.78095,14.94884,18.97203,20.16391,166.4947
90.20679,208.4947,80.50654,20.28337,20.09743,26.05293,36.17614,28.77549,14.32165,17.61746,18.96548,175.0363
102.6598,200.8449,77.94986,19.05374,19.0091,24.1822,34.236,28.12278,13.67919,16.38555,17.95222,184.6317
113.6275,193.7589,75.22768,17.90784,17.87914,22.41167,32.42916,27.75325,13.01452,15.24404,17.19407,193.8889
122.5414,186.7361,72.56322,16.78556,16.76743,20.98977,30.74292,27.44851,12.41498,14.38848,16.53306,202.8206
128.9516,180.761,69.59541,15.76034,15.73597,19.60349,29.20406,27.21419,11.63888,13.43658,15.87948,211.4375
132.3245,175.7509,66.84872,14.75691,14.86498,18.40531,27.98573,27.00726,10.94711,12.76227,15.37398,219.8389
132.8463,171.1292,64.04668,13.92964,14.1538,17.2823,27.00127,26.91293,10.23861,12.10607,15.07025,228.6643
130.655,167.5945,61.48363,13.27444,13.51243,16.39365,26.12274,26.86032,9.727024,11.57595,14.72516,236.7824
125.8623,164.3729,58.89394,12.60261,13.0174,15.36796,25.21885,26.72105,9.216216,11.30851,14.33992,244.7133
119.2582,162.009,56.46588,12.11807,12.517,14.47113,24.41011,26.59626,8.738119,10.98817,13.83041,251.5548
110.459,160.3552,54.12056,11.70446,12.25047,13.59774,23.21493,26.60231,8.255644,10.8344,13.17432,257.5012
100.2777,158.5824,52.05164,11.19292,11.8691,12.82328,21.97819,26.5505,7.930542,10.70907,12.42256,262.5705
89.96722,157.4142,50.02745,10.69347,11.53584,12.13767,20.57307,26.6124,7.733387,10.5959,11.63245,265.6497
79.62486,156.6084,48.19396,10.29046,11.20745,11.57527,18.99452,26.72065,7.562185,10.52592,10.82278,265.816
69.77904,156.4551,46.25378,9.931751,10.88608,11.07946,17.40683,26.71745,7.214111,10.42865,10.07511,263.3355
60.56555,156.7337,44.58559,9.581923,10.52536,10.73258,15.89234,26.7002,6.892578,10.42487,9.409966,258.8438
52.56539,157.5338,42.93723,9.276201,10.13391,10.32286,14.76299,26.49818,6.507741,10.23329,8.817678,252.3518
45.41198,158.3557,41.22906,9.06514,9.76292,10.10392,13.69114,26.17258,6.27681,9.871801,8.424501,243.4292
39.07544,159.4431,39.50404,8.716045,9.463776,9.778809,12.83453,25.51698,5.997021,9.497971,8.042922,233.3794
33.50901,161.015,37.67234,8.444122,9.151229,9.501926,12.16927,24.51167,5.767415,9.226902,7.575459,222.2625
28.47719,162.5157,36.0519,8.193995,8.998417,9.260704,11.69093,23.19192,5.462798,8.894891,7.188035,211.584
24.30461,164.0478,34.52921,7.943744,8.807756,9.048006,11.31238,21.83949,5.411288,8.637613,6.969193,201.169
20.75151,164.8252,32.99195,7.482148,8.660244,8.874191,11.00204,20.27836,5.332887,8.26647,6.803382,190.6872
17.63334,165.5838,31.68107,7.199246,8.541444,8.648632,10.74535,18.70026,5.244838,7.971577,6.732594,180.0015
15.15461,165.9466,30.51946,6.953944,8.397749,8.463657,10.44172,17.06514,5.033141,7.758219,6.735958,169.3471
13.21572,165.5944,29.36264,6.737538,8.208102,8.345434,10.17012,15.56225,4.862501,7.504814,6.667162,158.8817
11.65318,164.8533,28.16017,6.585576,7.976089,8.056147,9.966867,14.19548,4.828699,7.243646,6.56887,148.2085
10.3576,163.3427,26.97348,6.407342,7.792009,7.81626,9.66689,13.07705,4.743875,6.905089,6.677431,137.1712
9.25717,161.0015,25.93375,6.221424,7.508095,7.587084,9.429731,12.01772,4.696797,6.627345,6.518261,126.6693
8.341917,158.1315,24.87702,5.995535,7.249573,7.516107,9.259023,11.06679,4.618483,6.441989,6.262385,116.3528
7.373222,155.0151,24.1341,5.880782,6.939322,7.372049,9.117695,10.19785,4.626589,6.159738,6.105864,107.1285
6.702139,151.8224,23.48199,5.744845,6.686853,7.160518,8.852991,9.455978,4.613321,6.009877,5.876705,98.26659
6.115636,148.4862,23.05527,5.439312,6.51262,6.982549,8.768449,8.692923,4.40715,5.917144,5.613004,89.84541
5.66258,145.7019,22.8022,5.432157,6.478915,6.738626,8.559896,7.956532,4.249088,5.845173,5.384012,82.52351
5.421144,142.8763,22.59395,5.390753,6.442164,6.527647,8.311951,7.217326,4.044497,5.702095,5.131652,75.51283
5.19669,140.0891,22.26155,5.338332,6.309032,6.314132,8.071796,6.581223,3.821973,5.621541,4.940335,68.9177
5.006677,137.3002,21.83406,5.244502,6.186526,6.132001,7.812134,6.093172,3.729552,5.549348,4.746088,62.99256
4.883998,134.5483,21.6228,5.081181,6.080838,5.962474,7.546376,5.635789,3.541827,5.388999,4.533504,57.75426
4.80496,131.3669,21.43984,4.930348,5.950647,5.882365,7.26387,5.244061,3.467556,5.25786,4.182406,53.17144
4.724904,128.2971,21.36885,4.764283,5.729371,5.807636,6.964231,4.90425,3.412359,5.185031,3.959646,48.95129
4.594526,125.4542,21.44779,4.571822,5.542669,5.730669,6.65312,4.537253,3.407599,5.179948,3.756157,45.48919
4.647471,122.4837,21.82789,4.525026,5.330112,5.635183,6.314692,4.210542,3.396988,5.256788,3.623465,42.44159
4.769448,119.7208,22.25009,4.400448,5.189735,5.52248,6.220458,3.929632,3.388206,5.469799,3.594386,39.85087
5.003319,117.2746,22.80956,4.521198,5.182257,5.436122,5.990294,3.726905,3.374224,5.654144,3.530069,37.81611
5.177466,114.9248,23.4684,4.415105,5.231984,5.439009,5.808745,3.491891,3.349551,5.868601,3.383551,35.48332
5.344923,112.8579,24.16735,4.32955,5.208071,5.367231,5.733416,3.5205,3.242997,6.132626,3.220648,33.15824
5.557245,110.611,24.7669,4.263697,5.257866,5.406488,5.616428,3.6551,3.29486,6.23215,3.124271,30.86722
6.140984,108.4242,25.57261,4.286738,5.370566,5.291318,5.528676,3.617957,3.357863,6.212247,3.07891,28.55171
7.219111,106.1003,26.23039,4.248902,5.446586,5.322166,5.448896,3.651511,3.411945,6.262458,3.060778,26.16846
8.747393,103.673,26.94002,4.22871,5.484532,5.319652,5.345456,3.697396,3.350663,6.180307,3.06084,23.81427
11.20774,101.1878,27.38519,4.176692,5.466778,5.339025,5.231588,3.723796,3.249216,6.116701,3.072194,21.62894
15.28439,98.40515,27.66712,4.255706,5.373744,5.399103,5.125464,3.685915,3.097208,6.117812,3.352753,19.55416
21.19999,95.85575,27.5664,4.377101,5.354899,5.264885,5.151297,3.565251,3.036921,6.111753,3.483118,17.82523
29.33699,93.4413,27.31526,4.497128,5.304421,5.164436,5.066186,3.487148,2.907411,6.117392,3.508531,16.42669
39.80861,91.25964,26.88058,4.4312,5.288397,5.131865,5.030689,3.310142,2.889658,6.190983,3.548861,15.04955
52.34412,89.33355,26.32148,4.430148,5.250201,4.961291,4.952491,3.323791,2.823033,6.245412,3.529766,13.95139
66.54967,87.68741,25.45269,4.397996,5.186073,4.744526,4.81227,3.206581,2.830373,6.104223,3.645865,12.90642
81.84258,86.2339,24.45015,4.343001,5.249011,4.485635,4.685892,2.935931,2.875747,6.01131,3.7176,11.93684
97.30905,85.05807,23.22083,4.254535,5.32188,4.363623,4.622539,2.775252,2.770001,5.820223,3.694638,11.12593
111.4245,84.10908,21.96641,4.022277,5.484724,4.140121,4.605185,2.742263,2.664095,5.582058,3.696949,10.20819
123.6821,83.10451,20.42884,3.86253,5.612931,3.983482,4.47099,2.626958,2.604536,5.371086,3.613638,9.220052
134.0324,82.19072,19.06482,3.692093,5.767076,3.96198,4.418308,2.511455,2.461203,5.189211,3.633546,8.540855
141.5266,81.49869,17.77235,3.69239,5.755793,3.797616,4.43232,2.458764,2.484099,4.962043,3.554084,8.008298
145.1951,80.59361,16.50465,3.548289,5.774577,3.720982,4.411572,2.50834,2.493965,4.844691,3.486502,7.665891
145.288,79.35578,15.39245,3.317114,5.879061,3.634423,4.351531,2.628589,2.46647,4.797216,3.509539,7.342564
142.027,77.77923,14.57879,3.160888,5.827981,3.449089,4.285638,2.646524,2.40044,4.771235,3.558272,7.133604
135.9262,76.02911,13.65525,2.98659,5.893224,3.222427,4.179873,2.479844,2.363881,4.775991,3.538822,6.982731
127.4742,74.12098,12.81655,2.857122,6.04191,3.116703,3.992862,2.321682,2.331661,4.82002,3.5247,7.070734
117.1752,72.05511,12.01718,2.806253,6.095133,3.008095,3.895005,2.143875,2.182758,4.748063,3.453771,7.237568
105.6491,69.90846,11.23347,2.746657,6.222208,2.896666,3.800424,2.002679,2.169814,4.754851,3.396233,7.31074
94.06995,67.51577,10.45954,2.743119,6.347781,2.862405,3.738589,1.812424,2.210733,4.601038,3.259109,7.223037
83.28705,65.36099,9.913976,2.739605,6.296011,2.928104,3.682757,1.652667,2.291086,4.5659,3.142084,7.395399
73.00284,63.31589,9.29715,2.831399,6.185532,2.891239,3.575492,1.551254,2.393009,4.485086,3.068959,7.395195
62.92609,61.16916,8.647722,2.865531,6.128374,2.869671,3.555208,1.468565,2.461048,4.360853,2.950257,7.346271
53.80687,59.13074,8.101398,2.736142,6.103029,2.871042,3.438335,1.537173,2.468739,4.197967,2.927027,7.0777
45.84723,57.15957,7.671963,2.646101,6.006322,2.820476,3.41708,1.466779,2.464525,4.059031,2.955609,6.626285
38.9152,55.45531,7.300583,2.649035,5.946472,2.746625,3.293075,1.395673,2.383586,3.990793,2.896555,6.249403
32.87497,53.80063,6.95565,2.541298,5.830626,2.762227,3.238917,1.419208,2.3134,3.773605,2.903231,5.953272
27.57414,52.22127,6.641665,2.517607,5.670619,2.755556,3.219536,1.443677,2.107165,3.45428,2.793212,5.532342
23.28107,50.80148,6.369073,2.444234,5.56147,2.640893,3.283095,1.444974,2.093729,3.23701,2.65133,5.149556
19.90039,49.52624,6.095378,2.39857,5.32577,2.570123,3.402314,1.476656,2.0341,3.017072,2.488977,4.679326
17.1525,48.51979,5.916245,2.309436,4.953674,2.601144,3.362828,1.442557,2.067807,2.980048,2.389001,4.433184
14.93957,47.62368,5.668359,2.251627,4.698306,2.481647,3.336969,1.437606,1.97578,2.763681,2.237424,4.178306
13.16508,46.69635,5.422932,2.18639,4.430388,2.3664,3.33947,1.342398,1.927341,2.57028,2.166291,3.897311
11.69328,46.0591,5.228552,2.085978,4.223821,2.351954,3.253992,1.289598,1.850326,2.406246,2.079076,3.49837
10.6369,45.23418,4.993711,2.002666,3.989712,2.212751,3.210568,1.187924,1.762568,2.314621,2.085779,3.033791
9.790391,44.5696,4.809721,2.00474,3.742945,2.177321,3.168515,1.199355,1.6291,2.23774,2.038952,2.751297
9.209947,43.62014,4.542196,1.887534,3.462789,1.986477,3.030389,1.241809,1.431224,2.005566,2.006045,2.531444
8.802662,42.6299,4.409558,1.793274,3.286611,1.836052,2.825014,1.24889,1.300326,1.772853,1.966725,2.376239
8.456499,41.54848,4.224319,1.712781,3.127161,1.624863,2.639079,1.267555,1.256553,1.670569,1.947512,2.296199
8.296326,40.51146,4.029755,1.671315,2.963572,1.46665,2.46172,1.34472,1.223724,1.67497,1.80821,2.077947
8.201508,39.53859,3.91947,1.566007,2.857496,1.394002,2.269951,1.433954,1.337877,1.700699,1.784512,2.074184
8.139342,38.42326,3.800289,1.415529,2.804593,1.261539,2.224998,1.513527,1.272944,1.714521,1.645485,2.049107
8.131208,37.25523,3.621913,1.345311,2.649932,1.260959,2.14398,1.580977,1.35984,1.633135,1.601235,1.982364
8.208929,36.11599,3.552077,1.318724,2.499382,1.265376,2.203517,1.619112,1.394547,1.603117,1.460548,1.799154
8.259617,34.78369,3.359327,1.334689,2.239251,1.33317,2.138758,1.603202,1.526468,1.559221,1.369016,1.768388
8.460865,33.67188,3.22089,1.393918,2.033157,1.391968,2.105911,1.590683,1.498887,1.470142,1.231658,1.633718
8.989128,32.48153,3.186555,1.442528,1.691911,1.238688,1.947702,1.457497,1.326207,1.328797,1.182807,1.627499
9.923489,31.26999,3.076972,1.4041,1.435667,1.268336,1.785773,1.249393,1.249842,1.231918,1.239656,1.613556
11.63906,30.14509,2.913649,1.462038,1.334974,1.230628,1.696795,1.115663,1.020081,1.117292,1.245051,1.540447
14.79021,29.10516,2.735488,1.380466,1.342948,1.137219,1.630829,1.068146,0.8941607,1.139102,1.174812,1.429467
19.235,28.04379,2.611169,1.355528,1.424316,1.130502,1.573404,0.9899249,0.7633333,1.182448,1.139896,1.436016
25.64384,26.8238,2.47754,1.263684,1.421742,1.093897,1.535173,0.9655261,0.5946965,1.16885,1.076968,1.439473
34.2422,25.67732,2.404497,1.199518,1.373842,1.107546,1.540121,0.9588227,0.5583053,1.140424,0.9268074,1.326676
45.05176,24.56194,2.340673,1.141254,1.307814,0.9616799,1.495763,1.021956,0.5243845,1.153456,0.8388934,1.212849
57.71302,23.49942,2.175006,1.110303,1.174981,0.9376807,1.305381,1.054549,0.6268039,0.975914,0.8313861,1.118059
71.87419,22.61542,2.126739,1.030566,1.135448,0.8373127,1.223953,1.00117,0.6649203,0.882571,0.8199902,0.969336
86.47502,21.7629,2.18567,0.9446266,1.040385,0.7026968,1.082614,0.8780503,0.7118039,0.8391962,0.8554544,0.8988876
100.8938,20.9284,2.153912,0.9031796,1.024976,0.6445055,0.9812574,0.7500634,0.7609377,0.7549632,0.9443913,0.8760724
114.218,20.27978,2.196649,0.8672278,1.079531,0.6747699,0.8804927,0.6293907,0.6684632,0.5282371,0.9304538,0.8993268
125.9961,19.62964,2.179053,0.816992,1.154218,0.7454963,0.6943545,0.6389656,0.5943518,0.4131587,0.9451575,0.8850656
135.6554,18.98943,2.239939,0.8092628,1.211749,0.8884196,0.6197038,0.5403318,0.4491215,0.3088531,0.9465356,0.8598557
142.3183,18.37786,2.172465,0.7638831,1.131083,0.8968415,0.5984521,0.4858942,0.3958912,0.2197683,0.8494444,0.9299297
