A1: Ladder,B1: PHDIP1072-11,C1: StPaul1919_1,D1: Oahu1950_1_mel,E1: Oahu1950_2_mel,F1: Honolulu1951_mel,G1: Kauai1954_mel,H1: Oahu1960_sim,A2: Kilaueau1953_sim,B2: Kauai_1952_sim,C2: Maui1958_sim,D2: Oahu1965_sim
24.68351,1.391894,4.100608,62.1972,18.34045,100.7021,78.87189,264.9553,21.74507,9.123919,73.64394,169.0745
21.93751,1.394121,3.930512,55.95294,17.26288,94.29288,72.00284,268.3192,20.12161,8.273362,66.92367,171.5771
19.57957,1.332888,3.688916,50.33493,16.31887,88.15335,65.53204,271.4375,18.70494,7.494049,60.831,174.0274
17.43406,1.380097,3.435379,45.09743,15.48539,81.45618,59.50239,273.3293,17.42659,6.766428,54.91883,175.9747
15.77639,1.290995,3.251879,40.68253,14.62825,75.39827,53.72885,274.6952,16.31814,6.169545,49.57334,177.2916
14.28088,1.202816,3.072959,36.79526,13.8846,69.486,48.38539,275.4516,15.23783,5.67403,44.72793,178.129
13.10147,1.181815,2.959033,33.38788,13.07158,63.75682,43.46825,275.5174,14.29818,5.180295,40.29054,178.7706
12.12223,1.194954,2.853364,30.38405,12.20922,58.28958,38.93129,274.5684,13.38588,4.88804,36.07688,178.3382
11.28804,1.111794,2.785186,27.7004,11.53176,53.05299,34.7678,272.8075,12.60811,4.566041,32.21805,176.8971
10.42515,1.021958,2.702325,25.34914,10.85782,48.38388,31.00771,270.1505,11.89647,4.242025,28.88898,175.0155
9.636703,0.9142013,2.520843,23.41444,10.40277,44.10772,27.72775,267.0913,11.27518,4.013206,25.93772,172.6789
8.959224,0.8251565,2.42009,21.75555,9.727992,39.85728,24.96691,263.6342,10.60674,3.686713,23.3266,170.162
8.326811,0.6857934,2.252526,20.07739,9.095735,36.11898,22.65928,258.8313,10.06332,3.434017,21.01168,167.1432
7.75962,0.5825024,2.012716,18.58493,8.539812,32.72204,20.64441,253.2656,9.521769,3.143749,18.92653,163.5448
7.199547,0.5504527,1.977539,17.33745,7.985789,29.80072,18.80472,247.4907,8.951828,3.017332,17.14949,159.1593
6.643641,0.6785438,1.918269,16.11092,7.611957,27.15099,17.29364,240.984,8.518935,2.89389,15.52579,154.3169
6.095592,0.6965654,1.94052,15.01343,7.013794,24.77643,15.97688,233.4829,7.99347,2.683089,14.14157,149.0876
5.722791,0.7097392,1.858989,13.98387,6.586495,22.66444,14.89513,225.7778,7.531444,2.488883,13.03089,142.7076
5.372253,0.6883066,1.773657,13.07943,6.230954,20.98605,13.79996,217.7212,7.132351,2.321085,12.22224,136.3573
5.009016,0.6633475,1.697682,12.34908,5.970703,19.50891,12.68732,208.966,6.638947,2.239375,11.50895,129.928
4.715187,0.7097125,1.512384,11.72285,5.609253,18.28917,11.87226,200.0312,6.37164,2.12888,10.95726,123.2867
4.367051,0.5371847,1.320352,11.02849,5.155447,17.16,11.14997,190.8499,6.086124,1.97507,10.45118,116.5135
4.016738,0.5261018,1.167,10.37202,4.742813,16.10757,10.58223,180.1742,5.782748,1.855664,9.964483,109.5993
3.824567,0.5002253,1.091752,9.711288,4.458471,15.16757,9.877338,169.7207,5.500758,1.724162,9.47444,102.8283
3.505559,0.5444188,1.083202,9.031701,4.212405,14.32419,9.150814,159.454,5.257915,1.676196,8.981966,96.22471
3.40216,0.5357673,1.159426,8.371575,3.885967,13.35685,8.640334,148.6769,5.129806,1.64341,8.350033,89.36224
3.254819,0.3694584,1.213463,7.790792,3.613432,12.40441,8.175809,138.2748,4.782364,1.513229,7.742689,82.7794
3.084519,0.3892016,1.296543,7.223884,3.500497,11.54385,7.767673,128.2624,4.47467,1.502544,7.197025,76.18939
2.803188,0.3096497,1.248422,6.751536,3.525499,10.75054,7.229822,118.3757,4.184496,1.484741,6.758671,70.02788
2.612816,0.3305516,1.256178,6.405787,3.408147,9.91791,6.711983,108.826,3.9035,1.425525,6.264043,64.20351
2.359353,0.3296905,1.236499,5.98315,3.288788,9.240767,6.426684,100.003,3.762187,1.371542,5.836342,58.45309
2.106519,0.2641289,1.140592,5.605776,3.12172,8.517762,6.016292,91.26993,3.567815,1.304996,5.412452,53.07528
1.827649,0.2732038,1.05381,5.260813,3.126821,7.859655,5.536224,82.72389,3.452333,1.215454,5.123668,48.1068
1.690261,0.3483031,0.9511333,4.865443,2.99247,7.266699,5.040137,74.70709,3.357659,1.21966,4.834348,43.47235
1.504381,0.4595542,0.8462195,4.554895,2.899749,6.686791,4.592328,67.19185,3.237689,1.247163,4.54103,39.1733
1.582554,0.4127769,0.8077374,4.31229,2.708947,6.109875,4.22238,60.07943,3.157066,1.20364,4.301887,35.24984
1.499167,0.3606625,0.874804,4.076,2.607887,5.559307,3.900453,53.66307,2.976395,1.156581,4.05281,31.68002
1.363803,0.480309,0.8523216,3.894815,2.481689,5.176385,3.659328,47.87357,2.884867,1.172174,3.788055,28.33415
1.298441,0.4043839,0.6961746,3.636132,2.524679,4.824365,3.521117,42.45865,2.73123,1.117615,3.609198,25.34481
1.234437,0.4045742,0.637418,3.542071,2.417747,4.540896,3.433372,37.70713,2.567984,1.031967,3.412675,22.75273
1.187009,0.3197401,0.630429,3.310255,2.341911,4.254875,3.356612,33.50037,2.378698,0.9251332,3.187819,20.50061
1.174106,0.3067904,0.5873458,3.094727,2.131833,3.962235,3.108538,29.76555,2.244299,0.7575965,3.074852,18.41985
1.112504,0.2217422,0.5714128,2.908791,2.145863,3.839451,2.856114,26.39592,2.161936,0.7410984,2.918292,16.51646
1.065855,0.2968011,0.6189539,2.730847,2.046287,3.640611,2.712555,23.48076,2.044414,0.7911408,2.830362,14.7389
0.9662783,0.371825,0.6860905,2.610961,1.934521,3.367063,2.48521,20.79364,1.853722,0.8575335,2.71468,13.09355
0.9722996,0.371618,0.7096968,2.461323,1.922926,3.145427,2.23024,18.51036,1.756339,0.8563771,2.603271,11.58944
0.9017866,0.3278351,0.7268062,2.342291,1.803379,2.884107,2.07949,16.52683,1.705893,0.889792,2.391266,10.17789
0.8008611,0.3570731,0.6289797,2.378058,1.710099,2.722339,1.917168,14.80587,1.766731,0.9617147,2.147736,8.990398
0.7311866,0.324775,0.5610542,2.219848,1.624841,2.481781,1.891389,13.36419,1.68175,0.9681504,2.056424,7.980528
0.6635828,0.3347597,0.5066302,2.273525,1.548601,2.241797,1.822527,12.05058,1.636686,0.9105859,1.905514,7.253054
0.610805,0.2944436,0.4211125,2.139122,1.440358,2.07678,1.788188,10.91919,1.526363,0.7884209,1.779791,6.630458
0.6158605,0.2108736,0.4037607,2.02079,1.279499,1.971417,1.688928,9.987251,1.546999,0.5752244,1.741731,6.094838
0.5588577,0.1385906,0.4465649,1.97076,1.233453,2.052041,1.712278,9.222015,1.443888,0.4850547,1.634731,5.572539
0.5877566,0.1398556,0.4965451,1.890581,1.232012,2.015872,1.812329,8.693665,1.438998,0.3150451,1.659145,5.068999
0.5892367,0.1188571,0.5179946,1.828873,1.17369,1.954967,1.732922,8.07122,1.294138,0.2281311,1.577004,4.607794
0.5960414,0.09783435,0.453882,1.706338,1.204912,1.965772,1.649206,7.443698,1.178693,0.02927971,1.50107,4.136653
0.570729,0.04002905,0.3914354,1.57599,1.181959,1.971624,1.625244,6.870794,1.129215,0,1.410803,3.781378
0.5368278,0.02127194,0.4433086,1.49369,1.12315,1.870607,1.532896,6.467074,1.200868,0.07604337,1.387436,3.471504
0.5484655,0.00675559,0.3475444,1.303213,1.03176,1.650945,1.435302,5.9877,1.168055,0.1089096,1.419988,3.191474
0.555212,0.03805089,0.3338325,1.297554,0.9269333,1.527738,1.317534,5.418742,1.147184,0.2009823,1.320665,2.970855
0.4917965,0.04594231,0.2787633,1.129179,0.9164586,1.414173,1.279306,4.903012,1.028316,0.2869337,1.265144,2.886144
0.4725032,0.07728791,0.3010638,1.098703,0.9201827,1.368726,1.198909,4.536747,1.086843,0.2762566,1.206757,2.799429
0.4370382,0.1225934,0.3792989,1.117082,0.9619036,1.344691,1.217293,4.346028,1.002528,0.2402449,1.055627,2.658092
0.3667417,0.1174662,0.3210523,1.132185,1.01644,1.309536,1.160522,4.128499,0.991591,0.2071948,0.9758158,2.562691
0.2508168,0.1203356,0.358885,1.207716,1.065317,1.256681,1.092301,3.881336,0.9877596,0.198272,0.829432,2.357888
0.1831026,0.08264446,0.2980473,1.238599,1.027735,1.217313,0.9770961,3.689688,0.9669099,0.1832623,0.7800565,2.227099
0.1478565,0.0873692,0.1709421,1.171246,1.069839,1.244733,0.9337835,3.532438,0.9534273,0.3045068,0.8077712,2.067688
0.1906569,0.158848,0.1497202,1.142948,0.9915524,1.252789,0.9508452,3.46672,1.014215,0.4499369,0.9230886,1.92738
0.2676589,0.2108579,0.04338288,1.112794,0.9502583,1.158902,0.9786687,3.287876,0.9939218,0.6225271,0.8954144,1.680727
0.3462963,0.2136626,0.06293297,1.070199,0.866353,1.17323,1.058026,3.014261,0.9535499,0.6814697,0.9203076,1.605826
0.450891,0.2106259,0.09722519,0.89224,0.916306,1.085283,1.066925,2.789001,0.8083596,0.6980093,0.8577671,1.498162
0.4593539,0.2981887,0.1054301,0.886842,0.9230905,1.078239,1.053149,2.683624,0.8133945,0.5800395,0.90236,1.364479
0.5076423,0.2367687,0.1937659,0.8557415,0.8939347,1.009924,1.00819,2.561148,0.7476783,0.4208198,0.8111663,1.322347
0.396502,0.1622977,0.1146154,0.7738998,0.8295751,0.950851,0.9132118,2.458305,0.5900583,0.3198864,0.6680541,1.197273
0.4671063,0.1339123,0.2521379,0.8306522,0.8128042,0.8187342,0.8607168,2.470525,0.5936122,0.1942933,0.5535083,1.150426
0.5199428,0.05705237,0.1994448,0.8783302,0.7205925,0.7799435,0.6748633,2.41165,0.665134,0.150866,0.5029688,1.141672
0.5028753,0.2143974,0.1664991,0.9847517,0.707058,0.8125238,0.4993234,2.340814,0.6509366,0.1009922,0.456717,1.071834
0.5261703,0.3491671,0.1608753,1.123777,0.6377664,0.8251019,0.4063344,2.32666,0.7045555,0.1093986,0.3220448,1.069211
0.5167062,0.3725793,0.05422449,1.178539,0.6083651,0.7287645,0.4148889,2.293752,0.7075405,0.1382184,0.1679893,1.007992
0.4740546,0.3086724,0.04134345,1.168452,0.6199198,0.7761874,0.4478526,2.192924,0.8053894,0.15855,0.05971384,0.9862461
0.4599624,0.2315681,0.08575964,1.092454,0.651165,0.7888448,0.4335594,2.267988,0.6775289,0.1805725,0,0.8256764
0.2299781,0.1934733,0.06987906,1.040358,0.6421294,0.6967077,0.435523,2.2295,0.6842504,0.1797292,0.1193638,0.7673912
0.2191696,0.08615351,0.05857658,0.913734,0.6297522,0.6774952,0.4846206,2.248296,0.5225229,0.1570847,0.1668091,0.6776996
0.1834004,0.05757332,0,0.7006524,0.574286,0.5578728,0.479641,2.325214,0.2934179,0.2072051,0.2015619,0.5598941
0.3524895,0.06936598,0.03547955,0.5802126,0.4923477,0.431263,0.5310087,2.32656,0.2514663,0.149668,0.2728772,0.5871892
0.3975172,0.1304307,0.08490443,0.5228283,0.3687234,0.4192908,0.5208144,2.245381,0.2606258,0.1842556,0.3824606,0.5694594
0.4253767,0.2508435,0.1683466,0.6173506,0.3433962,0.4083591,0.4391232,2.193884,0.3085284,0.2195179,0.416604,0.5843697
0.5266333,0.3394635,0.1862383,0.6132689,0.2766876,0.4277413,0.3758612,2.172715,0.4203057,0.1831,0.3593235,0.6658177
0.4858274,0.3823693,0.2821469,0.6105747,0.25003,0.4893115,0.3896694,2.039135,0.5265474,0.2093983,0.3457375,0.7240996
0.4790196,0.3626339,0.4065378,0.6746771,0.2666636,0.5450504,0.5110989,2.002693,0.6303482,0.301358,0.3260541,0.6653266
0.4001083,0.276315,0.4085546,0.793103,0.260407,0.6221662,0.4421573,1.915941,0.5614367,0.2791786,0.3648152,0.6119237
0.3396969,0.1567049,0.3814828,0.8041654,0.3798137,0.5300698,0.4162621,1.770738,0.5278311,0.2841706,0.434782,0.607914
0.4578764,0.1431577,0.3157394,0.7813234,0.4581332,0.6238229,0.4458475,1.71178,0.3758979,0.2460444,0.4548283,0.525197
0.7189808,0.0946219,0.2086163,0.7263751,0.4052525,0.5056214,0.4409361,1.62656,0.2688751,0.3097439,0.4674253,0.5008616
1.114171,0.04888678,0.2248001,0.686152,0.3768144,0.4207494,0.5738831,1.472273,0.3570704,0.289603,0.4174309,0.5236211
1.611426,0.04949784,0.440376,0.593394,0.3935986,0.464541,0.5578604,1.444082,0.3235393,0.3338454,0.4749298,0.5465837
2.388032,0.02144432,0.6759403,0.4946578,0.465426,0.4109802,0.452024,1.405922,0.4150772,0.3853087,0.4804163,0.5208893
3.521396,0.1176026,0.9843872,0.3642888,0.4185996,0.3537948,0.3331599,1.443037,0.5566816,0.3513751,0.4540133,0.4801288
5.011005,0.1596291,1.226145,0.3990078,0.4419551,0.4275784,0.3130608,1.467001,0.5488844,0.3831749,0.4208779,0.5271664
7.120777,0.1947196,1.265172,0.4355755,0.4108186,0.4197164,0.2983479,1.571183,0.4866853,0.3292429,0.4007559,0.5444808
9.859261,0.3247726,1.186884,0.5205879,0.3712821,0.4074254,0.1934009,1.554286,0.4329691,0.2747743,0.3339701,0.6012297
13.40942,0.2426991,1.026748,0.3995516,0.4369149,0.3590395,0.04391861,1.525081,0.3662271,0.2107511,0.3391914,0.6282125
17.84281,0.2435415,0.7787087,0.3947027,0.3926892,0.4526992,0.0220499,1.379677,0.2876573,0.1519074,0.3036857,0.5815096
23.20909,0.2129514,0.5531394,0.3747125,0.3419743,0.3201537,0.08162546,1.155139,0.2398181,0.1371131,0.2056055,0.5874834
29.54738,0.1459451,0.3301864,0.3198752,0.3642602,0.4081511,0.2491517,0.9772062,0.2486935,0.1005492,0.2858529,0.7296643
36.80632,0.1253359,0.1962876,0.2052004,0.3698277,0.4485927,0.2690115,0.9646397,0.127337,0,0.4051094,0.65658
44.75642,0.1228776,0.2158961,0.1078401,0.3666821,0.3813756,0.2543998,0.9920979,0.2385116,0.01076555,0.5377064,0.6646199
53.15206,0.1264937,0.2249012,0.1521914,0.3677812,0.2913406,0.2635498,1.075397,0.3898954,0.05054927,0.5699697,0.6489716
61.49774,0.1446834,0.1752055,0.2316303,0.4196076,0.2996826,0.3571348,1.148067,0.4407063,0.02394366,0.6011472,0.7135558
69.4712,0.2115066,0.233511,0.2368939,0.4764624,0.2221515,0.3886456,1.124887,0.4783225,0.03528047,0.6152787,0.8441596
77.31607,0.2769098,0.2568159,0.2242405,0.531755,0.2337611,0.3421612,1.172505,0.4949365,0.2186933,0.5985398,1.066529
84.27435,0.1702671,0.2579744,0.1950865,0.5501866,0.3068967,0.1347032,1.256774,0.5050516,0.3411191,0.575212,1.081543
90.49089,0.1199796,0.2557223,0.223892,0.5029387,0.2978196,0.170342,1.144172,0.4381728,0.3384068,0.4869738,1.166491
95.74727,0.08454561,0.2739227,0.2505033,0.456934,0.231492,0.19104,1.008152,0.3300204,0.2673924,0.3838735,1.225937
99.76686,0.06239533,0.1396933,0.2369082,0.4218163,0.3469753,0.2133117,0.904355,0.1502132,0.2329237,0.4485192,1.35478
102.4208,0.09133172,0.1412895,0.2346115,0.4357419,0.3075907,0.1884427,0.8659205,0,0.1718934,0.5115891,1.208
103.6596,0.08065462,0.2497132,0.1062336,0.3961921,0.3497334,0.1680026,0.9136581,0.07069635,0.06307411,0.5135913,1.155089
103.0178,0.106751,0.2665715,0.1135726,0.3699102,0.2603004,0.1881237,0.9051309,0.1348424,0.122077,0.5686493,0.9985743
100.4406,0.1135299,0.2349274,0.06042457,0.3923373,0.1487715,0.2386026,0.8299365,0.1531229,0.06116533,0.6443715,0.9203486
96.21261,0.1952872,0.3075123,0.005549431,0.4821086,0.08033848,0.256968,0.874176,0.2182698,0.08873844,0.6154938,0.9700565
90.50739,0.1282446,0.2708614,0,0.3771219,0.04738569,0.07878304,1.060463,0.3145747,0.193095,0.6177645,0.9536204
83.45814,0.105809,0.2667968,0.06908512,0.2599182,0.05859971,0,1.269391,0.3426528,0.221041,0.5630999,0.9028063
75.80768,0.002303839,0.2541778,0.09202194,0.1985736,0,0.08653212,1.316861,0.3345599,0.1082294,0.4465137,1.004666
67.74451,0,0.2547793,0.1549687,0.1129556,0.09311175,0.1394711,1.363059,0.3666849,0.1297722,0.3475499,1.052192
59.54722,0.07492542,0.207181,0.1044173,0.08739662,0.2039242,0.1904998,1.347529,0.344378,0.1800435,0.2760444,1.091691
51.67429,0.03106499,0.2360146,0.1055899,0.08235359,0.2023454,0.2592268,1.331809,0.3531432,0.2566524,0.1623473,0.9995627
44.40409,0.01716995,0.3585711,0.02432132,0.06936312,0.3024068,0.2997642,1.22872,0.3634763,0.3210187,0.008155823,0.9134765
37.66755,0.06380057,0.2764659,0.04545999,0.09088564,0.2839921,0.3116441,1.011538,0.342217,0.4878571,0.02761984,0.8160186
31.88829,0,0.262867,0.022892,0.05903244,0.3418071,0.2454238,0.7716961,0.283596,0.3827095,0.06349611,0.7572527
26.93215,0.1143761,0.2614315,0.01302767,0.1089597,0.2997358,0.1886115,0.6374354,0.3521957,0.2809267,0,0.6894984
22.61686,0.004191875,0.2367675,0.05782604,0.01011944,0.2747016,0.09855795,0.5155554,0.4069834,0.2537177,0.1360765,0.5173912
19.20757,0.006140709,0.2500129,0.109601,0,0.2752357,0.1506319,0.4914951,0.4222245,0.2261498,0.1513062,0.5573092
16.38263,0.005519152,0.2801416,0.1200109,0.09064531,0.2744792,0.1595249,0.4385076,0.3964691,0.1937997,0.1386619,0.5682297
14.11161,0.09009051,0.3995216,0.1475737,0.07441616,0.3360639,0.3188362,0.4844322,0.3771863,0.2133474,0.1686673,0.6012454
12.41531,0.1976073,0.4434149,0.1190302,0.02990627,0.3292153,0.4018588,0.5250201,0.4092741,0.1672158,0.244422,0.5992599
10.9741,0.1724825,0.4813435,0.1541741,0.01960087,0.3044195,0.4680495,0.5366073,0.4014144,0.2696347,0.2237329,0.5868573
9.68003,0.191154,0.4098618,0.1607141,0.1722121,0.3156054,0.4400506,0.5340943,0.3093257,0.4881728,0.3089399,0.5339828
8.68914,0.1265259,0.1995876,0.1145892,0.2403455,0.3069978,0.3519464,0.4850287,0.354002,0.5253892,0.3403234,0.5038061
7.856475,0.1169446,0.1590307,0.02838993,0.1870923,0.4298944,0.2719493,0.4561019,0.3538303,0.4193392,0.3567996,0.3741636
7.155927,0.1499391,0.0396533,0,0.3169994,0.449806,0.2583385,0.3651032,0.5532489,0.3266039,0.4128242,0.2896633
6.734196,0.09581566,0,0.05445957,0.2852354,0.4194748,0.2955785,0.3525128,0.6755905,0.3389902,0.4779601,0.1667495
6.192691,0.1141338,0.02280283,0.2327311,0.3949895,0.2988515,0.247786,0.43539,0.7445378,0.4427915,0.4301648,0.2427831
5.64561,0.1008964,0.07294464,0.3250651,0.4764791,0.3098216,0.1471419,0.3681555,0.712153,0.4283137,0.3791184,0.246944
5.128698,0.1303043,0.295192,0.3619499,0.437499,0.3130732,0.2203999,0.2886934,0.589252,0.4366148,0.3062582,0.2365851
4.625259,0.2115915,0.4580905,0.382566,0.4583373,0.2736804,0.2523155,0.2024255,0.5159502,0.6199274,0.3627396,0.2613955
4.138124,0.2473681,0.5686362,0.4500577,0.5466695,0.2923465,0.2886,0.1708593,0.4989991,0.9838328,0.3443742,0.2200217
3.679769,0.3550498,0.7497356,0.4055281,0.7568502,0.3511419,0.3984957,0.1268573,0.3784566,1.423423,0.3369389,0.1841645
3.249413,0.4267502,0.8876884,0.3009105,0.8255029,0.3220727,0.3395119,0.1794758,0.462636,1.749238,0.3501587,0.1968312
2.865936,0.5864589,1.128588,0.283257,0.9645023,0.3019733,0.413527,0.2552161,0.6062698,2.15661,0.4032869,0.1197619
2.687546,0.6879256,1.448286,0.1955814,1.164552,0.2946298,0.4880972,0.2654738,0.9027143,2.886604,0.5278826,0.07898951
2.598117,0.9131017,1.905867,0.314225,1.395257,0.1467717,0.562499,0.4351144,1.178802,3.765027,0.4474521,0.09168053
2.386751,1.136575,2.425441,0.4592109,1.934063,0.2195029,0.5925379,0.5632596,1.542641,4.816866,0.4280968,0.151022
2.282545,1.462259,2.867393,0.4557405,2.435581,0.2545466,0.6003499,0.5409489,2.079587,5.939006,0.4113526,0.1023078
2.146463,1.764206,3.43775,0.4821448,2.925079,0.3070362,0.7121315,0.4398375,2.510507,7.41532,0.4438581,0.08722973
1.934623,2.096028,3.8425,0.6793871,3.577362,0.3941872,0.8144031,0.3712687,3.134416,9.250955,0.6308107,0.1303091
1.747195,2.356712,4.439561,0.9561639,4.250154,0.5693533,0.860076,0.2618761,3.878988,11.11613,0.799324,0.1062541
1.581796,2.611501,5.016356,1.320209,5.031666,0.6988561,1.023319,0.1960869,4.508224,12.98677,0.9359713,0.0906167
1.361618,2.703763,5.383674,1.736896,5.835381,0.6925883,1.063375,0.1522174,5.47321,14.88454,1.304636,0.1377974
1.249074,2.685215,5.794102,2.236283,6.768696,0.793189,1.30807,0.05694342,6.387366,16.80422,1.661437,0.1588302
1.17312,2.64196,6.147594,2.713072,7.577863,1.040671,1.568918,0,7.460231,18.72911,1.972785,0.1224966
1.012701,2.577184,6.460734,3.471429,8.499762,1.328378,1.835851,0.09995699,8.692031,20.35186,2.142137,0.1695623
0.9179778,2.503559,6.576361,4.155937,9.662339,1.713447,2.25382,0.1132746,9.982846,21.66039,2.634887,0.1566892
0.8594735,2.520589,6.497066,4.918753,10.70913,2.048901,2.656212,0.2019954,11.35358,22.46295,3.253941,0.09296083
0.8620248,2.452772,6.270788,5.779983,11.73485,2.687325,3.409023,0.2821112,12.6673,22.84501,4.062462,0.06849432
0.8756943,2.336238,5.807315,6.82644,12.71944,3.516574,4.167177,0.3670731,14.12606,22.71159,5.050487,0
0.8166084,2.148016,5.46642,7.798821,13.48513,4.450952,5.131032,0.398046,15.50187,21.82024,6.205943,0.0005679131
0.789947,1.918251,4.962523,8.875227,13.92871,5.530187,6.289045,0.5113616,16.65594,20.32537,7.627206,0
0.7411001,1.616115,4.408249,9.895779,14.12947,6.76129,7.735367,0.5069976,17.66686,18.40952,9.331595,0
0.774786,1.24703,3.876832,10.98609,14.11228,8.199245,9.543534,0.4860992,18.07979,16.24401,11.12236,0
0.7102437,0.9807155,3.405961,12.02798,13.63517,9.761873,11.42912,0.3887401,18.11246,13.98793,13.01679,0.02531815
0.6579785,0.7142711,2.984404,12.93578,12.90693,11.33583,13.47052,0.3765717,17.57649,11.86172,14.92694,0.1571484
0.6910582,0.5945122,2.582059,13.6594,12.11849,12.69607,15.48554,0.4005675,16.55469,9.823215,17.14296,0.1673112
0.6962345,0.5153484,2.152512,14.03181,11.03642,14.17384,17.51395,0.4538312,15.12716,8.013988,19.26552,0.1261663
0.7458601,0.468194,1.788612,14.07331,9.945126,15.63479,19.63174,0.5262632,13.49595,6.606499,21.23758,0.09164286
0.7952147,0.3327243,1.446867,13.64936,8.772016,16.85289,21.52445,0.5323844,11.76116,5.462711,23.10193,0
0.7262678,0.2704146,1.227345,12.7601,7.552261,17.71824,23.09756,0.5233693,10.08981,4.570991,24.67774,0.07027149
0.6366858,0.1818717,0.9976597,11.57498,6.235551,18.17495,24.20996,0.7200665,8.513157,3.900856,25.81149,0.1710448
0.6494694,0.1112096,0.8788669,10.28908,5.154583,18.11146,24.85535,0.9059892,6.997917,3.235178,26.27486,0.2539864
0.7437806,0.01083064,0.7956748,8.878037,4.36937,17.52804,24.95588,1.091828,5.674184,2.762595,25.95866,0.4169397
0.5759084,0.004158497,0.7531383,7.522587,3.687306,16.57365,24.268,1.315473,4.57295,2.449238,25.02461,0.6590796
0.4777937,0,0.6011815,6.2356,3.026582,15.14219,23.00409,1.728394,3.684572,2.163812,23.29505,0.9606023
0.4892828,0.09198785,0.5760374,5.22073,2.66953,13.29628,21.06876,2.11095,2.999761,1.861544,21.11105,1.316356
0.40887,0.1191137,0.4289756,4.245095,2.222421,11.57607,18.78697,2.607199,2.37136,1.552835,18.52081,1.850826
0.3751054,0.1199365,0.3652115,3.585927,1.957312,9.829982,16.40838,3.265234,1.973121,1.242873,15.81006,2.587762
0.3569953,0.09213829,0.2996564,2.885484,1.788285,8.129602,13.97954,3.887827,1.737921,1.018974,13.42248,3.423681
0.3393965,0.08094168,0.2003863,2.416508,1.63199,6.606599,11.67695,4.695013,1.50184,0.9396491,11.14213,4.651679
0.3199887,0.07318068,0.1006837,2.022302,1.439674,5.333926,9.573456,5.854241,1.334571,0.9023459,9.147187,6.17203
0.3940911,0,0.2082815,1.699275,1.338387,4.338586,7.818221,7.208627,1.104056,0.8293607,7.390098,7.930801
0.3611827,0.03288054,0.1953318,1.372411,1.366151,3.481161,6.402089,8.876192,1.019954,0.7810578,6.065285,10.05821
0.1189976,0,0.1891,1.172572,1.359658,2.872141,5.297408,10.74046,0.9209471,0.8345985,5.100128,12.53544
0.07091284,0.007494211,0.06835413,0.9347506,1.297767,2.344497,4.387753,12.93137,0.7474594,0.8832195,4.232581,15.41858
0.05782509,0,0.1358149,0.7548041,1.334184,1.937727,3.686427,15.23605,0.6234694,0.8866694,3.617332,18.76256
0,0.02520394,0.135237,0.6159921,1.195097,1.776913,3.005162,17.7979,0.6800656,0.921608,3.160688,22.432
0.06624937,0,0.1420898,0.5691185,1.173273,1.549326,2.69376,20.44575,0.7200127,1.019928,2.780754,26.06159
0.1536727,0.008209705,0.2906106,0.5193069,1.090668,1.399396,2.271461,23.04588,0.7769165,1.292964,2.647738,29.36842
0.252198,0,0.3152478,0.5086341,0.9740272,1.263686,2.008466,25.70223,0.6816421,1.671224,2.412271,32.16309
0.3002768,0.06593275,0.3833549,0.5343766,0.9546185,1.279719,1.760834,28.1948,0.6523991,1.997928,2.22357,34.16029
0.2876453,0.0100584,0.4915216,0.5079246,0.9450059,1.308569,1.700585,30.40984,0.6348276,2.473773,1.981589,35.09227
0.291872,0.1938827,0.4851089,0.5966005,1.031964,1.203881,1.578859,32.23793,0.7422338,2.729915,1.797327,34.89725
0.1627491,0.1751692,0.4037514,0.6024241,1.238414,1.250892,1.481084,33.25825,0.8627548,3.225554,1.701049,33.37543
0.2425947,0.3248711,0.3782706,0.6155341,1.472384,1.307289,1.295299,33.59641,1.001298,3.74877,1.605005,30.93834
0.1847565,0.3500209,0.4901891,0.5576591,1.760721,1.352374,1.170902,32.80463,1.337839,4.166993,1.478311,27.59986
0.02842832,0.4208069,0.6272833,0.5636718,2.118072,1.440295,1.011469,31.03019,1.852004,4.739281,1.41635,23.8964
0.09452391,0.4427948,0.6959589,0.5186136,2.670412,1.523235,0.929986,28.48699,2.026194,5.320665,1.394257,20.11312
0.1359811,0.4201829,0.7388821,0.5670977,3.260414,1.884684,0.7782145,25.29279,2.389703,5.923372,1.407177,16.49368
0.1955748,0.4149218,0.806149,0.6628246,4.012284,2.42642,0.8156872,21.80125,2.755357,6.449261,1.433879,13.23811
0.1979299,0.4470804,0.8211539,0.8612189,4.869098,3.099602,0.8955116,18.23959,3.01605,6.775796,1.619855,10.5162
0.2098203,0.3419507,0.7783909,1.066446,5.884428,3.927611,1.061681,14.96684,3.370139,7.079165,1.808366,8.440096
0.2952759,0.3301351,0.7618139,1.266659,7.099072,4.760408,1.073092,12.09545,3.718428,7.160375,2.043839,6.919249
0.2757888,0.3322239,0.6591575,1.482511,8.601673,5.706874,1.296758,9.60496,4.133525,7.307229,2.422866,5.562236
0.3811061,0.3657398,0.7369959,1.801225,10.24235,6.593267,1.493617,7.732152,4.434402,7.316114,2.804724,4.546082
0.4799416,0.3213949,0.9642966,2.060032,12.23833,7.37838,1.73822,6.298482,4.714021,7.257749,3.250673,3.570422
0.4085855,0.3548522,1.16717,2.365184,14.33705,8.120607,1.981295,5.243987,4.854013,7.19255,3.793222,2.866009
