EL1: Electronic Ladder,A1: B1,B1: B3,C1: B4,D1: B5,E1: B6,F1: B7,G1: C1,H1: C4,A2: C7,B2: C10,C2: F1,D2: F2,E2: F3,F2: F8
12.53926,42.45283,24.02325,18.79083,20.60946,13.83357,39.6878,68.86942,187.2456,6.641278,6.026529,11.59202,14.34222,33.3954,175.0933
12.23302,38.49807,22.66929,17.56295,19.46128,12.9993,36.57314,63.25989,190.66,6.358233,5.678135,10.87741,13.62981,30.65049,177.0342
11.60814,34.99472,21.52714,16.44817,18.29407,12.34095,33.81289,58.25898,193.193,5.942206,5.289347,10.36724,12.78639,28.02386,178.1041
11.10799,31.93191,20.3769,15.38017,17.19758,11.73215,31.3677,53.68007,195.2873,5.616205,5.052516,9.893559,11.84432,25.72116,179.1895
10.78751,29.14571,19.14575,14.38846,16.18345,11.06842,29.09272,49.46992,196.6471,5.21202,4.7895,9.421169,10.86055,23.87971,179.4936
10.54496,26.75711,18.08194,13.48424,15.38037,10.60499,27.09937,45.78598,197.2747,4.867252,4.480682,8.907907,10.13752,22.19387,179.3002
10.13326,24.67329,17.1996,12.83928,14.74496,10.11053,25.1263,42.46368,196.8865,4.41741,4.132454,8.490808,9.420538,20.59137,178.8465
9.455751,22.71367,16.26455,12.1345,13.98549,9.610538,23.36433,39.48713,196.101,4.12568,3.774771,8.119194,8.774111,19.33189,177.4143
8.71664,21.1391,15.4882,11.60945,13.23054,9.034791,21.91941,36.80687,194.2774,3.871457,3.369231,7.798676,8.246065,18.26164,175.3304
8.346102,19.59355,14.85402,11.00231,12.57323,8.618504,20.48731,34.28582,191.6942,3.717951,2.947515,7.286922,7.582428,17.38961,173.1836
7.367471,18.22638,14.26943,10.51521,11.94297,8.168877,19.30328,32.14807,188.7063,3.598244,2.641316,6.956244,7.313182,16.50054,169.302
7.151709,16.88163,13.51239,9.859723,11.26692,7.725951,18.22928,30.24754,185.0661,3.408237,2.480301,6.503746,6.960001,15.78926,164.9901
6.28351,15.72362,12.90719,9.275764,10.59535,7.319093,17.25009,28.50284,180.3437,3.174335,2.134854,6.280998,6.442161,14.8531,159.9319
5.700244,14.69219,12.23036,8.646702,9.92988,6.878073,16.27728,26.8417,174.9914,3.007345,2.085187,5.953865,6.055361,14.0278,154.8177
5.592739,13.73359,11.59461,8.094027,9.317804,6.522497,15.29279,25.24751,168.9941,2.866866,2.102221,5.68353,5.527731,13.11396,148.8128
5.523729,12.92324,11.10898,7.679775,8.99026,6.116121,14.41849,23.66371,162.4032,2.662077,2.114316,5.372832,5.188648,12.30168,142.739
5.282448,11.99643,10.67337,7.37444,8.598388,5.721514,13.43628,22.22811,155.3829,2.426418,2.064344,5.185171,4.757819,11.49057,136.2847
5.007115,11.20288,10.1588,7.037089,8.280538,5.262813,12.56368,20.81204,147.6885,2.205855,2.122492,4.917629,4.461055,10.74574,129.3627
4.414913,10.61031,9.866174,6.750087,7.922769,4.892896,11.91452,19.29836,139.8108,2.008561,2.10219,4.583522,4.039289,10.16703,122.3373
4.077434,10.00415,9.633266,6.543674,7.598157,4.707438,11.30866,17.77244,131.712,1.947408,2.046268,4.196002,3.629518,9.626955,115.1241
3.975269,9.312927,9.237288,6.549025,7.28089,4.474124,10.72677,16.55063,123.4091,1.840775,1.93226,4.034575,3.474081,9.1236,106.936
3.854426,8.763964,8.711363,6.255955,6.850636,4.266741,10.12322,15.38061,115.3905,1.784975,1.894053,3.761919,3.13293,8.74217,99.46693
3.423222,8.294071,8.260765,6.014606,6.545462,4.133388,9.615528,14.4274,107.3151,1.718325,1.698665,3.502362,2.920433,8.286325,92.24719
3.248537,7.829209,7.902836,5.766575,6.208095,3.916915,9.118416,13.33069,99.18453,1.661477,1.729925,3.239198,2.716368,7.825356,85.14388
3.278964,7.423629,7.546109,5.44487,5.833992,3.792644,8.686601,12.36513,91.54678,1.589427,1.751406,3.08392,2.425915,7.418325,78.30632
2.875395,6.860164,7.202477,5.216504,5.515084,3.549553,8.226545,11.53269,84.44206,1.438596,1.844784,2.846943,2.332572,7.106505,71.95129
2.455748,6.396553,6.90101,4.90726,5.129961,3.447865,7.658012,10.88237,77.54389,1.24197,1.84692,2.688236,2.203057,6.703973,65.83144
2.39248,6.00179,6.650826,4.651606,4.950864,3.293242,7.13919,10.34698,71.16735,0.9636858,1.858494,2.506318,2.119192,6.32036,60.15747
1.804528,5.666328,6.519935,4.518441,4.771064,3.26402,6.705187,9.742616,65.37892,0.804594,1.780971,2.34115,2.01866,6.115012,54.603
1.451235,5.375347,6.267855,4.318564,4.783714,3.140182,6.371352,9.120798,59.77958,0.8155284,1.733725,2.274944,1.980063,5.65078,49.31342
1.696356,5.159744,6.044909,4.091794,4.743923,3.055662,6.039188,8.713591,54.53233,0.8348405,1.635666,2.18533,1.933305,5.20035,44.34727
1.670846,5.056461,5.716636,3.764498,4.728409,2.933312,5.611358,8.303535,49.87937,0.9470954,1.631615,2.001186,1.845252,4.750181,39.82137
1.565082,4.930549,5.470899,3.492162,4.768384,2.653262,5.391885,7.958898,45.49994,0.9831724,1.578759,1.793436,1.697786,4.36408,35.75067
1.89157,4.65941,5.263738,3.310517,4.608717,2.451088,5.043396,7.411644,41.49306,1.065536,1.575823,1.580817,1.433916,4.089508,32.22429
1.912205,4.32952,5.011962,3.181637,4.360047,2.257056,4.732433,7.03939,37.91592,1.02572,1.605436,1.392441,1.379786,3.930722,28.99707
1.848583,3.995255,4.778211,3.117437,3.95333,2.089981,4.474937,6.767881,34.75738,1.048176,1.53421,1.219629,1.317361,3.682692,26.2617
1.923351,3.892298,4.71171,2.998346,3.5571,1.925302,4.169519,6.510025,31.73059,1.013777,1.426194,1.135374,1.282323,3.596975,23.77673
2.015747,3.707526,4.731619,3.020611,3.301359,1.841852,3.978595,6.298972,29.2144,0.9228444,1.26296,1.109256,1.202588,3.485515,21.67947
1.910073,3.515964,4.754702,3.073375,3.162102,1.745597,3.870605,6.039885,26.99723,0.8834813,1.100777,1.17759,1.233323,3.40761,19.93558
1.525136,3.442955,4.80526,2.8783,3.06334,1.657188,3.733673,5.61548,25.05158,1.005686,0.9914041,1.225795,1.219865,3.135276,18.1399
1.345008,3.350416,4.785419,2.803356,2.961868,1.584522,3.619266,5.374213,23.18061,1.001562,1.064326,1.240676,1.251343,2.880805,16.56961
1.239681,3.232658,4.574939,2.776223,2.868455,1.551957,3.423611,5.106864,21.38751,1.02435,1.179774,1.420708,1.280408,2.631949,15.16618
0.9372854,3.081751,4.437809,2.702256,2.808257,1.367055,3.247195,4.8423,19.80873,0.983501,1.224744,1.438867,1.241186,2.466885,13.82201
1.064914,2.976168,4.206684,2.65587,2.618972,1.398795,3.010775,4.502645,18.27811,0.9086151,1.275335,1.392379,1.136862,2.417242,12.78024
0.7873735,2.828366,4.043531,2.545327,2.501482,1.394232,2.842179,4.338403,16.79936,0.7063212,1.377616,1.387789,1.137619,2.214579,11.82327
1.037045,2.690833,3.858759,2.396958,2.405239,1.30973,2.595206,4.102408,15.64222,0.7168579,1.326759,1.320292,1.12025,2.200863,11.00681
0.8352447,2.629054,3.695484,2.221091,2.395147,1.17309,2.346363,3.841506,14.53084,0.678911,1.247775,1.215769,1.174466,2.238641,10.26879
0.5625849,2.505202,3.726727,2.183966,2.455169,1.14868,2.192216,3.532745,13.53292,0.6354363,1.13608,1.073382,1.058614,2.115272,9.644045
0.3524728,2.452017,3.722478,2.07979,2.493163,1.104674,2.021699,3.250043,12.62245,0.711575,1.019878,1.011834,1.100746,2.018458,9.104687
0.4050994,2.399323,3.854921,1.965873,2.52168,1.146112,1.922024,2.982142,11.80404,0.7937813,1.076599,0.939996,1.173424,1.985805,8.460722
0.3902464,2.250489,3.793362,2.019178,2.49301,1.012056,1.905196,2.873185,10.91128,0.7270448,1.162876,0.9668503,1.344795,1.901454,7.856397
0.8423958,2.204445,3.719184,2.052406,2.436365,1.09126,1.785226,2.718847,10.22656,0.7515259,1.206057,1.040249,1.450315,1.808999,7.24861
0.9292064,2.161843,3.67277,2.014757,2.427906,1.063157,1.717574,2.642196,9.550406,0.6859365,1.090836,1.090701,1.425421,1.664984,6.700558
1.051457,2.229957,3.500507,1.974416,2.233964,1.142441,1.8199,2.638614,8.877365,0.5638738,1.128066,1.079331,1.346087,1.591208,6.334044
1.118791,2.189607,3.346545,1.85059,2.115202,1.093218,1.860267,2.580216,8.119023,0.4781101,1.195885,1.003254,1.262931,1.453358,6.041513
1.336656,2.125676,3.264776,1.742337,2.06775,1.043964,1.718565,2.504368,7.5536,0.5139356,1.187157,0.854331,1.18339,1.430761,5.774746
1.190555,2.142976,3.142099,1.769799,1.90141,0.9575167,1.66238,2.388815,6.991895,0.4539227,1.153312,0.7576747,1.09745,1.272682,5.395452
1.009429,2.097928,3.173235,1.678355,1.818467,0.9883301,1.55774,2.266385,6.370365,0.4796455,1.101373,0.6940765,0.9730575,1.201097,4.95738
0.7832565,2.059224,3.162534,1.58938,1.703444,0.995434,1.504053,2.156166,5.831608,0.5530789,1.058115,0.6234403,0.9799318,1.145961,4.67013
0.8915291,1.86195,3.311998,1.528859,1.673731,0.9882898,1.551577,2.011722,5.428085,0.5522757,1.123688,0.5217581,1.056573,1.113398,4.362836
0.8329163,1.617602,3.347514,1.522339,1.609753,0.9121914,1.534713,1.909489,5.08825,0.6062431,1.028633,0.5204844,1.065812,1.119251,4.077119
0.6521087,1.506429,3.369924,1.479911,1.628692,0.96454,1.416457,1.830438,4.845598,0.5515783,0.9675517,0.5636058,1.003387,1.115713,3.781674
0.2211986,1.417908,3.377703,1.4488,1.702413,0.8587456,1.353028,1.733518,4.586792,0.5448852,0.8013313,0.7465105,0.894547,1.031446,3.575255
0,1.363321,3.242775,1.47675,1.64528,0.8236752,1.361182,1.77898,4.301982,0.5315626,0.7009251,0.6942787,0.9104505,0.9034247,3.447093
0.02896261,1.392459,3.094097,1.326463,1.532186,0.7167463,1.344819,1.644792,3.89888,0.6514459,0.6083112,0.7184424,0.8075602,0.7865767,3.465473
0.1346111,1.405093,3.100418,1.223266,1.575094,0.7365148,1.244633,1.598148,3.572014,0.6572604,0.5342627,0.7881119,0.7118554,0.584559,3.423178
0.1683817,1.50589,3.000922,1.32371,1.640246,0.82829,1.251099,1.564248,3.195467,0.6021128,0.4867299,0.8350899,0.7326422,0.5147223,3.172069
0.4615407,1.45922,3.077162,1.225574,1.630315,0.8374796,1.196236,1.618908,2.911061,0.5852151,0.4086199,0.9631128,0.6718836,0.6392851,2.946157
0.361062,1.381852,3.061809,1.240417,1.635514,0.7125971,1.248031,1.464736,2.683808,0.6107051,0.3790796,0.9698126,0.6939096,0.7550721,2.710573
0.544158,1.39008,3.163538,1.283418,1.631612,0.6523714,1.368305,1.433471,2.566898,0.5838785,0.5151181,0.8868985,0.7098565,0.8183951,2.498346
0.571795,1.291482,3.140357,1.322963,1.567684,0.6236696,1.425268,1.394165,2.396788,0.5020239,0.4997816,0.9136631,0.642365,0.8838148,2.291308
0.3635006,1.223212,3.070677,1.32885,1.485459,0.6240745,1.451823,1.295923,2.255874,0.3520603,0.5543554,0.9986792,0.54105,0.9177532,2.071963
0.4478602,1.105443,2.931576,1.398572,1.364518,0.4819636,1.535366,1.305739,2.260378,0.4027131,0.595016,0.9725924,0.4364557,0.917665,1.866464
0.6165104,1.001703,2.766312,1.434331,1.154366,0.4449589,1.550347,1.342465,2.105153,0.4535131,0.4671445,0.8456686,0.4486582,0.8526506,1.768222
0.7956023,1.003808,2.580687,1.23066,0.9165134,0.3780341,1.43927,1.301399,1.995145,0.6301713,0.4314315,0.8804727,0.3992398,0.8450789,1.752065
0.9274778,0.9615731,2.542858,1.089219,0.8731165,0.5251641,1.339491,1.214,1.811983,0.6159236,0.3723123,0.8521843,0.4330053,0.7654576,1.811136
0.9178553,0.9775004,2.459857,1.020019,0.8999236,0.6397538,1.253756,1.263597,1.639521,0.598737,0.2841887,0.7761583,0.4926372,0.7994204,1.785671
1.10151,0.8929465,2.552304,0.9041867,0.8304033,0.5243497,1.170208,1.379131,1.71613,0.6561754,0.1796215,0.7539504,0.4915433,0.917851,1.676999
0.9069414,0.8344078,2.634963,0.8205664,0.9825451,0.4996395,1.076063,1.272253,1.639311,0.6460366,0.1612291,0.7592967,0.6020908,0.9834247,1.51068
0.8590899,0.920567,2.729657,0.9264441,1.068205,0.6562471,1.065626,1.234542,1.633288,0.529844,0.1596308,0.7167974,0.681885,0.8119559,1.490439
1.070095,0.9366159,2.741294,0.9979725,1.13089,0.7311251,1.075669,1.118519,1.551911,0.5272126,0.1755934,0.7651687,0.7667167,0.6243896,1.448936
1.548564,0.9576995,2.651108,1.038751,1.219433,0.7638249,1.061535,1.041096,1.589323,0.4944518,0.2269535,0.7373033,0.8144984,0.4381027,1.505822
2.308267,0.9146078,2.507729,1.204805,1.29256,0.5843344,1.161541,1.087854,1.531989,0.4749694,0.2184482,0.7010975,0.7679181,0.4229345,1.412268
3.553594,0.9962981,2.443315,1.289161,1.344146,0.4994488,1.087591,1.239673,1.602512,0.4455996,0.05198503,0.7391505,0.809567,0.3712654,1.362082
5.392163,1.050069,2.254406,1.322468,1.374572,0.4055178,0.9674582,1.304795,1.634251,0.4546983,0.002628088,0.7946248,0.8188488,0.3986144,1.377904
7.363918,1.073451,2.282012,1.372763,1.24668,0.3324142,0.9755387,1.347426,1.556452,0.2925804,0.01014209,0.8120065,0.7669544,0.428925,1.326984
10.06525,1.050947,2.24066,1.364049,1.23904,0.1290624,0.9178109,1.465235,1.574193,0.2112677,0,0.8508005,0.6889372,0.5798163,1.210495
13.19728,1.010349,2.190946,1.281901,1.209796,0.09667993,0.8854027,1.56666,1.661711,0.2656896,0.02812266,0.7964225,0.5748527,0.7172556,0.9987197
16.75124,1.000788,2.132667,1.110452,1.139232,0.1952043,0.8099742,1.525894,1.501241,0.1748965,0.08801389,0.889328,0.341073,0.7010965,0.8965082
20.95447,1.024868,2.16873,1.066988,1.081575,0.3957582,0.809783,1.491613,1.403612,0.262779,0.2116966,0.8412976,0.2122977,0.6207776,0.9034266
26.05841,1.024282,2.183263,1.033269,1.046408,0.4165463,0.8721414,1.46873,1.191312,0.37624,0.3808527,0.7854571,0.2566233,0.5680766,0.9201841
32.09608,0.9753985,2.066688,0.9610493,1.184032,0.4686267,0.8299103,1.279755,0.9639792,0.3583503,0.5591872,0.5662098,0.2127867,0.4275498,0.9976797
38.93177,0.9392238,1.981431,0.9330401,1.218294,0.523273,0.9050112,1.165794,0.7291012,0.3847444,0.5187302,0.5226371,0.2875845,0.4408908,0.9317594
46.97097,1.03441,2.001325,0.7858193,1.192028,0.5224729,0.9558005,1.238633,0.8009648,0.3808861,0.4117539,0.4302094,0.4997778,0.3340917,0.9826865
55.66142,0.9613013,1.920215,0.8570936,1.175432,0.5241106,0.9692488,1.150782,0.6659627,0.41136,0.3692043,0.3434281,0.5596175,0.3394561,0.9695816
65.05116,0.934243,2.001934,0.8894045,1.042471,0.5460582,1.021058,1.100117,0.6628442,0.3643646,0.3272729,0.2928269,0.6174536,0.3899202,0.9332242
75.46088,0.8999066,2.033293,0.8927183,0.9780734,0.5779865,1.042181,1.163365,0.7344542,0.338917,0.2157483,0.1866827,0.6667628,0.4574857,0.9212065
85.7291,0.9491925,1.974798,0.8403704,0.8802712,0.5974753,1.058282,1.185408,0.8464251,0.3711488,0.1246526,0.1926215,0.5942621,0.481781,0.8458886
96.82473,0.9743757,1.969297,0.70046,0.664444,0.6337905,1.099267,1.250399,0.9003568,0.253509,0.2039618,0.2873976,0.318727,0.4432502,0.7636323
108.7583,0.9865279,2.07573,0.7301912,0.5877843,0.5420725,1.160797,1.307223,0.989202,0.3247247,0.2734232,0.2920351,0.2909887,0.448175,0.7050824
120.656,0.8975117,2.109721,0.9088225,0.6756234,0.3086312,1.278472,1.399196,0.9627333,0.2157342,0.2849827,0.3550584,0.3478074,0.3444123,0.7316132
132.5666,0.9116273,1.854562,0.9630506,0.9354417,0.2327754,1.245905,1.204257,0.8497605,0.07160425,0.3194983,0.3445342,0.2635746,0.2563758,0.7293129
143.4603,0.9397817,1.700766,0.9714651,0.9798701,0.1610515,1.244868,1.224787,0.8256855,0.06613088,0.2275712,0.5083194,0.4055493,0.2059631,0.7637715
153.6752,0.8519726,1.615543,0.8246827,1.145262,0.04280877,1.256303,1.128566,0.7311525,0.01469302,0.216758,0.6283283,0.4938543,0.08660603,0.9360228
162.5307,0.7323337,1.424003,0.839731,1.139168,0.09608746,1.133117,1.066993,0.6874347,0.07010865,0.2208457,0.5984621,0.4765317,0.1320801,0.9747219
169.7245,0.5568066,1.358983,0.8278112,1.178161,0.2240715,1.021213,0.9743342,0.6668105,0.08316422,0.1735845,0.4510686,0.5264447,0.113399,1.062855
174.4341,0.5233812,1.425752,0.9084907,1.173038,0.2623742,0.9339342,0.9125996,0.671771,0.09447145,0.1444533,0.1659453,0.5055981,0,1.087082
176.4664,0.4643605,1.425225,0.7779486,1.172356,0.1848078,0.9435067,0.857758,0.6352735,0.08247805,0.1421516,0.161612,0.3682063,0.1376648,1.082151
176.8462,0.404552,1.503536,0.5612578,1.065434,0.179245,0.8619728,0.8694434,0.6133871,0.04390597,0.215544,0.07641721,0.2050786,0.170023,0.9803286
174.8582,0.396805,1.580342,0.5783815,0.9225073,0.03992224,0.7278237,0.8567328,0.6499228,0.1049395,0.1911573,0,0.1291115,0.1073823,0.951303
169.7182,0.4917369,1.669136,0.6503088,0.9169528,0,0.7707019,0.9049535,0.6084847,0.0744698,0.07582474,0.04670858,0.1069539,0.1431942,0.954803
162.2359,0.6228576,1.555801,0.6680033,0.9392836,0.1106968,0.7365475,0.8318033,0.5457234,0.09557557,0,0.1832902,0.08424449,0.2876234,0.9064918
152.5326,0.6803591,1.5843,0.6568909,0.9931681,0.1741765,0.7649302,0.8816032,0.6025991,0.1278408,0.07507825,0.2633193,0.0927422,0.314414,0.7975044
141.2123,0.6080589,1.450225,0.5964251,1.033465,0.2270548,0.7701468,0.8003612,0.4995532,0.2704589,0.1442325,0.3073997,0.1652262,0.359129,0.7372875
128.348,0.5428982,1.327329,0.5404472,0.8181221,0.3062418,0.6428084,0.7237406,0.6507487,0.3905871,0.1325915,0.2715428,0.1609344,0.4919634,0.4854403
114.2553,0.3815639,1.308903,0.704747,0.884203,0.3120687,0.6132216,0.547164,0.7235985,0.4043598,0.1672118,0.2888455,0.1690435,0.3656106,0.3117642
99.67175,0.3492179,1.278926,0.7559257,0.7721643,0.3006644,0.6096139,0.3759966,0.7311039,0.4451809,0.2273908,0.2120867,0.261728,0.3612933,0.1835771
85.54811,0.2675242,1.229146,0.6075082,0.7021122,0.2056527,0.6231728,0.3118243,0.6335135,0.3924961,0.2828879,0.2911439,0.3526735,0.4528422,0.1820073
72.20264,0.3287759,1.275208,0.52421,0.5986819,0.1134529,0.5216193,0.2634306,0.6312389,0.3361192,0.3400948,0.2126036,0.3592134,0.3513284,0.09314108
59.53468,0.3652773,1.308671,0.537828,0.4803464,0.0752058,0.3976302,0.2683678,0.5332708,0.2934878,0.4389486,0.2810228,0.2878408,0.3152957,0.1122484
47.87521,0.4428036,1.323451,0.5457284,0.463624,0.1376069,0.4202423,0.2116642,0.4201965,0.2637212,0.33482,0.3460193,0.3818326,0.3935661,0.1761971
38.38578,0.4995754,1.244836,0.5199926,0.4205537,0.2417376,0.3584514,0.2449794,0.3007026,0.3353381,0.2902339,0.3278711,0.3563805,0.4813757,0.1178861
30.55694,0.4515762,1.16832,0.5181117,0.5193915,0.3176649,0.3341093,0.3008766,0.2132325,0.3371828,0.319474,0.2059178,0.3518121,0.5302262,0.1360984
24.21371,0.3783333,1.03463,0.4803514,0.6467507,0.3024933,0.199048,0.3131328,0.1432509,0.4065058,0.2693124,0.1135943,0.3004663,0.5595207,0.2700419
19.19151,0.3078651,0.9979713,0.3104208,0.7015445,0.3048997,0.14116,0.307724,0.3271594,0.3263862,0.204035,0.06126022,0.19416,0.5606809,0.3112731
15.53452,0.2152843,0.9391682,0.296361,0.8852544,0.3771296,0.2444792,0.3594418,0.446332,0.2231672,0.1559722,0.0903511,0.1334791,0.4546366,0.3638816
13.37583,0.2371435,0.9799166,0.09141469,0.7938197,0.3912287,0.2726822,0.2770863,0.4811034,0.1593385,0.1893015,0.05864716,0.156764,0.4970422,0.3557434
11.89517,0.293916,1.029746,0.05726695,0.8040259,0.2828472,0.290791,0.2801147,0.5196366,0.04612565,0.2128553,0.1048937,0.1980572,0.436439,0.44069
10.84595,0.3675148,1.119132,0.1631472,0.7808638,0.2412181,0.3415112,0.3862405,0.633193,0.09539413,0.2292733,0.1464612,0.1430967,0.3740158,0.3679271
9.766118,0.3253617,1.177557,0.3881602,0.6536829,0.2264802,0.2863259,0.4478512,0.5369468,0.1381605,0.2752638,0.2799723,0.1425629,0.4619994,0.3325796
8.776741,0.2522557,1.213277,0.6223569,0.5779912,0.1925766,0.2053542,0.247663,0.508945,0.2047293,0.1485369,0.3239167,0.2627101,0.5075521,0.2975378
8.29179,0.3288667,1.202187,0.8719435,0.454982,0.2311213,0.1685996,0.2576652,0.294939,0.2187614,0.2266638,0.2797816,0.2623062,0.3672204,0.1754999
7.844216,0.2579281,1.15113,1.170377,0.4276695,0.3037724,0.1348987,0.2874613,0.2090106,0.2916377,0.1939282,0.3201458,0.4446297,0.3254118,0.1361332
7.306865,0.2486794,1.113731,1.305922,0.4951875,0.2474744,0.1590328,0.2874117,0.1907964,0.2816224,0.2428842,0.2420259,0.5949349,0.2931051,0.2048655
6.777343,0.328162,1.031907,1.286482,0.4691854,0.3229783,0.3237252,0.4210119,0.1836877,0.2421045,0.2563841,0.1856215,0.6976058,0.1723056,0.269918
6.892305,0.3322265,0.9213479,1.146532,0.4442501,0.450115,0.4021759,0.4961462,0.1294618,0.1762252,0.2489145,0.1600449,0.7834921,0.1961398,0.1344519
7.045538,0.4286153,0.8436401,0.8856373,0.3435683,0.3694296,0.4029088,0.4053345,0.07850695,0.1047421,0.2695687,0.2297642,0.7973723,0.2386813,0.09444761
6.958939,0.5233145,0.8216267,0.6833823,0.3768921,0.4065971,0.488483,0.4460974,0.09359837,0.1014197,0.2386045,0.2278781,0.917717,0.3344955,0.09323263
7.153193,0.5080369,0.7846687,0.5202227,0.3767002,0.4512038,0.5222979,0.5827332,0.1525817,0.2671239,0.2210796,0.3252933,0.8950493,0.4604259,0.08950233
7.078785,0.4695592,0.8640528,0.4185076,0.3396881,0.4468625,0.5590482,0.5348153,0.01660681,0.2320943,0.3143573,0.3323028,0.8409326,0.6245742,0.05418015
6.697568,0.4913127,0.9305077,0.4046004,0.3558633,0.4103916,0.4578099,0.4098516,0.06513357,0.301167,0.3163645,0.4008756,0.610507,0.5630188,0.1035357
6.884301,0.5065522,0.9686501,0.3863983,0.3312371,0.53303,0.5391197,0.4754696,0.0005626678,0.2478077,0.4600351,0.3755741,0.4372654,0.350029,0.09038496
7.002736,0.4320493,0.9246285,0.3823149,0.349566,0.4885406,0.5133867,0.5848713,0.1356473,0.3289723,0.344126,0.3751545,0.3040383,0.3393888,0.02827215
6.67099,0.4095795,0.8286366,0.4136407,0.365056,0.4158516,0.6085281,0.6674352,0.1534734,0.3602145,0.3020167,0.3286939,0.1740899,0.3262033,0.04885244
6.219707,0.4553094,0.7440124,0.5260885,0.2876372,0.367121,0.6687484,0.7073784,0.1397853,0.3788958,0.2777579,0.4279332,0.03595972,0.2406764,0.08685446
5.851751,0.4192662,0.669616,0.5651784,0.240901,0.1737635,0.6295333,0.6987824,0.1664653,0.4629846,0.299686,0.3781433,0,0.1989918,0
5.331956,0.3654804,0.5083303,0.5396061,0.2714524,0,0.612165,0.6183186,0.143661,0.4383588,0.3470199,0.387239,0.04310679,0.2349901,0.06520224
4.917,0.2664931,0.611712,0.5463593,0.2330787,0.03553939,0.6718855,0.5305958,0.1004705,0.4778316,0.4294717,0.3281322,0.2919219,0.2697678,0.08587456
4.547113,0.2103727,0.485148,0.5775228,0.2411084,0.07402468,0.4938335,0.472847,0.1338005,0.404161,0.4520726,0.3710673,0.3776248,0.3336821,0.1334143
4.206336,0.274415,0.4878643,0.6551871,0.2508445,0.08784628,0.510077,0.4587708,0.1030169,0.2872758,0.5773184,0.3438578,0.4176013,0.2580614,0.1037383
3.636758,0.3342512,0.4511309,0.7553368,0.231149,0.1494231,0.3442502,0.5127392,0.2257123,0.33957,0.6277709,0.4264452,0.4459293,0.1402092,0.2286801
3.721591,0.3465443,0.4818063,0.6938822,0.2766891,0.2670813,0.3091083,0.6521764,0.2989635,0.2442961,0.7119157,0.4003091,0.543011,0.1087971,0.2228622
3.303188,0.2628796,0.5102592,0.6272938,0.2425892,0.3532138,0.1651049,0.7670469,0.4561715,0.2089505,0.7227931,0.3846867,0.448426,0.1260538,0.2397695
3.07337,0.270813,0.4627497,0.6825318,0.300252,0.4440048,0.1977968,0.8120527,0.4904966,0.1956813,0.786582,0.377373,0.3757849,0.1085143,0.1169062
2.7288,0.2473462,0.4545169,0.6913118,0.2575097,0.4911904,0.1297145,0.814692,0.527761,0.2117147,0.9131382,0.4231155,0.3203075,0.1270576,0.1185279
2.429661,0.3207924,0.5734589,0.5470147,0.270803,0.3697882,0.1375782,0.8069735,0.5029902,0.2553568,1.026527,0.4482937,0.2005494,0.03877544,0.07496643
2.284179,0.2472,0.6082585,0.419354,0.3459215,0.2994199,0.2800279,0.5627494,0.4225297,0.2435319,1.163739,0.4618285,0.2839615,0.080863,0.1119041
2.245777,0.1748784,0.7531524,0.3330915,0.2938695,0.2641578,0.3089361,0.3259702,0.3435545,0.3221557,1.325513,0.4886198,0.3411336,0.1287379,0.1227384
2.079137,0.2101445,0.692415,0.3090081,0.2899179,0.157151,0.3150706,0.2123008,0.2783718,0.3651152,1.369872,0.5543325,0.4161744,0.1816626,0.01422167
2.122368,0.214081,0.7396381,0.4670043,0.2741525,0.220567,0.3297451,0.1593661,0.2678781,0.4844503,1.393986,0.7186251,0.5866354,0.05599976,0.06782961
1.542548,0.2078164,0.8656228,0.5966637,0.2468686,0.3119535,0.3423672,0.1695995,0.279212,0.5667386,1.433148,0.9402857,0.8777394,0.1547351,0.2140865
1.745257,0.2172234,0.9955606,0.5906942,0.3994062,0.5288427,0.3689482,0.1672611,0.2523575,0.5839057,1.444146,1.143321,1.143032,0.1439848,0.1540251
1.461348,0.09058237,1.145953,0.7012401,0.4613185,0.8885281,0.3591156,0.110302,0.2839384,0.6601732,1.357029,1.363127,1.379209,0.2158246,0.2788973
1.737342,0.08886003,1.238089,0.8995347,0.7145562,1.314598,0.4191661,0.1517792,0.2241335,0.6312022,1.296969,1.564804,1.58535,0.2014289,0.241838
1.637045,0.1521013,1.487362,0.9417896,0.7986014,1.792786,0.2982218,0.1572833,0.2087646,0.6308949,1.153667,1.811977,1.810355,0.2558317,0.254117
1.824195,0.3335035,1.788547,0.9865088,0.9076033,2.198891,0.2914028,0.0881319,0.1361413,0.5816433,1.092666,2.067316,1.942976,0.2737308,0.2477775
1.882611,0.231585,2.052755,1.0411,1.082998,2.707288,0.3308852,0.03798151,0.1882367,0.5284262,1.121925,2.10017,2.052091,0.2923779,0.2963428
2.03647,0.2667665,2.303862,1.161082,1.194357,3.131929,0.3276289,0.03457642,0.2960215,0.4712315,1.148119,2.252173,2.141136,0.3352666,0.2999759
1.720119,0.2466996,2.545572,1.336485,1.298388,3.521447,0.3976967,0.09746456,0.316206,0.4628685,1.080025,2.316209,2.266221,0.2938046,0.2041154
1.385761,0.263422,2.803433,1.563442,1.372981,3.981056,0.2468777,0.09437752,0.5172052,0.4052238,1.127441,2.366227,2.349241,0.2330198,0.2315369
0.6238914,0.284461,3.012696,1.783258,1.580788,4.447318,0.3570347,0.1902285,0.5180144,0.2686231,1.114825,2.357272,2.448162,0.3674645,0.2507591
