EL1: Electronic Ladder,A1: 4WkDry_F_2,B1: 4Wk_Dry_F_3,C1: 8WkDry_F_2,D1: 8WkDry_F_3,E1: 12WkDry_F_2,F1: 12WkDry_F_3,G1: 16WkDry_F_2,H1: 16WkDry_F_3,A2: 20WkDry_F_2,B2: 20WkDry_F_3,C2: 24WkDry_F_2,D2: 24WkDry_F_3,E2: 36WkDry_F_2,F2: 36WkDry_F_3,G2: 48WkDry_F_2,H2: 48WkDry_F_3
16.84309,0,39.05021,21.59269,0,0,0.1145892,342.4629,0.2261662,0,0.02328444,0.1178951,0.05269527,0.1259446,0.07877874,0.1267138,0.1132817
16.03548,0,43.14054,21.6455,0,0,0.0569396,320.7196,0.2647624,0,0,0,0,0.1558661,0.095016,0.2236876,0.1043968
15.28468,0,47.59923,21.7919,0,0,0.08957243,297.8979,0.3376846,0,0,0,0,0.1866975,0.07725143,0.1913548,0.06893969
14.43121,0,52.32029,21.90771,0,0,0,273.9492,0.4542089,0,0,0,0.00412035,0.18364,0,0.1178803,0.03629589
13.87171,0.59552,57.18813,22.12335,1.748608,0,0,249.4844,0.4957266,0,0,0,0.06261969,0.05657053,0,0.0839448,0
13.48894,2.365957,62.23962,22.35099,7.770834,0,0.01385498,225.5366,0.5799737,0,0.02298021,0,0,0.05042601,0.03672647,0.02478313,0
13.46001,4.255259,67.64635,22.60696,15.99688,0,0.1445208,203.122,0.5239778,0,0.05802345,0.05469894,0.01545906,0.09633064,0.1748061,0.08300495,0.06735229
13.14586,6.307438,73.51593,22.87126,26.6861,0,0.06397009,181.6224,0.4178662,0,0,0.1386876,0,0.1636996,0.1258893,0.05846024,0.09016657
12.79887,8.518505,79.78932,23.17173,39.9484,0,0.04094553,162.576,0.3003283,0,0,0.1661549,0,0.1797729,0.16816,0.05853701,0.01393843
12.60898,10.8439,86.50138,23.7184,56.70168,0,0,145.608,0.2517123,0,0.02003336,0.2029076,0.01069403,0.2191033,0.1280127,0.03558731,0
12.22836,13.19751,93.4717,24.34162,76.42844,0,0.01195431,131.0108,0.1939263,0,0,0.1278796,0.03218555,0.2944307,0.1775522,0,0.05350447
11.97549,15.65187,100.8586,25.12893,100.2893,0,0.07549858,118.3614,0.1483016,0,0,0.05183506,0,0.2948313,0.1819654,0.005273342,0.0817275
11.68075,18.20339,108.7401,26.11237,127.9068,0,0.1532149,108.2743,0.1257334,0,0,0,0.05725002,0.2506404,0.1019888,0,0.1063986
11.16488,20.87712,117.099,27.17442,160.0811,0,0.2012639,99.81662,0.04167128,0,0.001502991,0,0.1272149,0.1735644,0.03554153,0,0.115665
10.84782,23.694,126.0157,28.47842,196.3393,0.9918499,0.2734065,92.78609,0.01418018,0,0.05903625,0,0.1550865,0,0.08013535,0,0.05993557
10.45394,26.6333,135.0965,29.96307,236.8462,4.41605,0.3334522,87.0368,0,0,0.04107523,0,0.1569161,0,0.1099882,0.130228,0.1088061
10.1925,29.83616,145.0936,31.70707,281.6429,8.91148,0.3055029,82.40085,0,0,0.03076124,0,0.2205515,0,0.1169815,0.172698,0.1246552
9.845958,33.18501,155.9274,33.64143,330.7879,14.62346,0.1995435,78.50122,0,0.5277214,0.08708191,0,0.216826,0.02669764,0,0.1756196,0.07224083
9.430903,36.66904,167.3583,35.88902,382.751,21.61152,0.1278491,75.54588,0.02488184,1.801125,0.1570225,0,0.2341037,0.02007914,0.01995182,0.154418,0.002072334
9.227633,40.27126,179.7254,38.46756,439.353,29.73902,0.08113956,73.16998,0.09738588,3.215717,0.1975417,0,0.298049,0,0,0.04400301,0
8.951421,44.05135,192.8886,41.38219,498.2105,39.54781,0.01419687,71.00201,0.1674585,4.750654,0.1754508,0,0.211647,0,0.01576948,0.005854607,0.02763319
8.649407,47.94475,206.5284,44.76107,555.9051,51.16846,0.005432606,69.08455,0.2318296,6.256548,0.1437831,0.01934433,0.1755395,0,0.05234146,0.01457167,0.05405092
8.43328,51.97319,221.103,48.32714,612.6597,64.69532,0,67.6566,0.1821828,7.9531,0.1357126,0.007358551,0.1745081,0.03456879,0,0,0.03483295
8.136649,56.1009,235.6772,52.08696,666.822,80.1427,0,66.33006,0.04477167,9.898643,0.07448196,0.02832031,0.1702552,0.006857872,0.03773355,0.02941656,0.06741905
7.748421,60.41208,250.4862,56.19087,716.2178,97.74232,0,65.10245,0.01745939,11.97411,0.03593349,0.04610825,0.063972,0,0.03521299,0.04247141,0.06489468
7.452363,64.94167,265.4507,60.47087,761.0372,117.8384,0.05016661,63.81553,0,14.18144,0,0.04789448,0.09937382,0.060637,0.05123472,0.04901934,0.07212782
7.086936,69.6168,279.89,64.82446,797.0107,140.4893,0.1315875,62.63458,0.09887266,16.5445,0,0.03101444,0.08059835,0.06366491,0.07205629,0,0.02228308
6.854991,74.49377,294.3499,69.18521,826.1918,166.4046,0.1462212,61.46795,0.1813998,19.11692,0,0,0.1133561,0.03076696,0,0.04811478,0.05505276
6.527324,79.63523,308.1827,73.88498,847.4214,194.3544,0.07645798,60.4744,0.2201886,21.79301,0.02915144,0,0.2380648,0.01915026,0,0.004024982,0.08515549
6.17592,84.90542,320.098,78.18218,858.8439,223.7635,0.06244135,59.57804,0.2205529,24.76266,0.02522278,0,0.2555733,0,0,0,0
5.929846,90.54769,330.3362,82.43684,861.6614,256.6061,0.07022238,58.82468,0.2026439,27.91427,0,0,0.2013979,0,0,0.01629829,0
5.731161,96.21137,338.2415,86.34655,853.7354,291.9298,0.1381855,58.13926,0.1859193,31.23297,0.03593493,0,0.202734,0.05468082,0.03767204,0.02972937,0.007126331
5.530811,102.2457,342.7956,89.79694,837.1725,328.4532,0.1934352,57.60705,0.1371493,34.88997,0.038867,0,0.2179294,0.1639404,0.0712781,0.01286221,0
5.314283,108.6138,343.326,92.78907,812.8417,367.9758,0.2033553,57.27531,0,38.96245,0,0,0.2245698,0.2278719,0.1305399,0.0680995,0
5.039759,115.2029,339.5555,95.43755,779.746,407.9776,0.3802361,57.14265,0,43.39722,0,0,0.2512155,0.3250546,0.09217548,0.08890867,0
4.879637,122.2391,331.7939,97.63409,741.8965,448.9087,0.4147501,57.16317,0.05565166,48.16998,0,0,0.3397923,0.3204012,0.1065454,0.0107193,0
4.533747,129.938,319.483,99.33282,698.3246,489.2763,0.3574243,57.46168,0.1372495,53.28848,0,0,0.4244699,0.1953964,0.1237569,0,0
4.246821,137.7782,303.9361,100.3847,652.8389,529.0889,0.2199125,57.86552,0.2367587,58.81641,0,0.01020813,0.5486197,0.1308503,0.04016495,0.005782604,0.06782389
3.987095,146.1971,284.9205,101.2352,605.9374,564.4244,0.05135965,58.49795,0.2787294,64.82293,0,0,0.7000923,0.03396177,0,0.02505445,0.07094765
3.707324,155.0369,262.4837,101.2559,557.3963,595.8777,0,59.28531,0.3969288,71.41747,0,0,0.5900259,0.05373526,0.02834606,0.1800485,0
3.459528,164.2527,238.8715,100.7179,513.3635,620.3696,0,60.38781,0.4582672,78.75871,0,0,0.5197787,0.01376343,0.005638599,0.1823406,0.01743221
3.27951,174.3852,214.6651,99.57737,471.6409,636.9548,0,61.59261,0.4087663,86.62682,0.01659155,0,0.3758225,0,0.06915426,0.08009481,0.007586956
3.214552,184.8127,190.2242,98.23756,432.0031,643.4023,0,62.90805,0.3328109,95.32349,0,0,0.2510304,0,0.05275393,0.01971531,0
3.010284,195.9276,167.1976,96.51841,396.196,643.0595,0,64.5347,0.2306395,104.7823,0,0,0.1815672,0,0.02206182,0,0
3.008267,208.2257,145.7803,94.41138,362.9393,632.371,0.0141654,66.4624,0.227922,115.4725,0,0,0.1246595,0,0.08367777,0.01188374,0.03843737
2.798151,221.3428,126.7696,92.23265,333.3522,613.1616,0.0432725,68.53096,0.2271047,126.9691,0,0,0,0,0.09506655,0,0
2.634225,235.8257,110.6914,89.92047,307.0945,585.178,0.007846355,70.84529,0.06808138,139.8214,0,0,0,0,0.09281635,0,0.06237221
2.382677,251.0833,97.14839,87.40112,283.4699,550.8709,0.001653671,73.39502,0,153.8014,0,0,0,0,0.05148554,0,0.02895784
2.227367,266.8363,86.31474,84.97034,262.2104,510.2968,0,76.02203,0,168.8372,0,0,0,0,0.09564924,0.1104722,0
2.095788,283.613,77.81625,82.57246,243.6648,467.623,0.0001831055,78.80965,0.09265804,185.3666,0,0,0,0.08273172,0.2046695,0.3256116,0
1.843846,301.9879,71.50245,80.16915,228.2613,421.7754,0,81.91878,0.1215305,203.5664,0.05729961,0,0.01272774,0.0206356,0.1517262,0.4085374,0
1.697485,320.6021,66.81274,78.06808,214.1993,376.6334,0.01059008,85.13481,0.1284657,222.541,0.02892971,0,0.05643034,0,0.2323632,0.3721881,0
1.858475,340.1795,63.36284,76.31384,201.6868,332.8984,0.0603981,88.52663,0.1858916,243.757,0,0,0,0,0.1970868,0.3502092,0
1.811575,359.3238,60.98691,74.69312,190.6868,292.9786,0.07103491,91.90016,0.2461815,263.5811,0,0,0,0,0.1858826,0.2767696,0.07340002
1.964374,380.0028,59.3572,73.26843,181.3265,256.5668,0.04149199,95.36345,0.2187214,284.1827,0,0,0,0,0.2501483,0.159471,0.06382084
1.901066,400.66,57.9567,72.04362,172.0493,224.2285,0.05398226,98.72652,0.1962328,304.5593,0,0,0,0.05559826,0.1277394,0.05466509,0
1.778781,419.9079,57.25644,71.10736,164.0437,195.6422,0,102.2573,0.08847618,324.173,0,0,0,0.1039014,0.04952002,0,0.02017832
1.556797,438.4715,56.71212,70.42073,156.8623,171.3095,0.02940941,105.8314,0.04480791,342.5688,0,0,0,0.1520123,0,0,0.02588558
1.403651,454.8209,56.23934,69.72929,149.5703,150.7626,0.01242971,109.199,0,359.2483,0,0,0,0.2051363,0.05064869,0,0.04944754
1.308333,467.6511,55.97034,69.50223,143.3821,134.3993,0.0699892,112.6688,0,373.429,0,0,0.01888609,0.179656,0.06882524,0,0.07860661
1.10693,478.3469,55.90611,69.40961,137.9763,121.4379,0,116.0829,0,384.1339,0,0,0.02829266,0.1282892,0.05376625,0,0.02430391
1.049143,481.999,55.79276,69.51434,132.8517,110.9993,0,119.3972,0,388.6424,0,0,0.02262163,0.1438813,0.1732125,0,0.06621933
1.241197,480.5559,55.74876,69.6902,128.1324,102.8205,0,122.4572,0,389.5007,0,0,0,0.1300006,0.2346764,0,0.1384044
1.354727,471.042,55.82488,70.11099,123.8222,95.83065,0.005055904,125.0972,0,384.3571,0,0,0.01123476,0.05138826,0.2536373,0.07654524,0.02953339
1.502384,455.8083,55.88754,70.69702,119.6714,90.45546,0,127.6891,0,375.3737,0,0,0.08885813,0.01031828,0.248868,0.02936363,0
1.519122,433.0547,56.05276,71.17315,115.5393,86.12901,0,130.0927,0.08102417,363.3888,0,1.927872,0.1172757,0.003335476,0.1725893,0.05171776,0
1.324928,403.2523,56.3877,72.09068,111.6517,82.52045,0,132.4386,0.08650684,349.2124,0,4.555672,0.05722952,0,0.0964303,0.07652044,0
1.076735,369.6022,56.83547,72.90232,107.842,79.45162,0,134.4343,0.07753706,333.2576,0,7.913071,0.08212423,0.01720238,0.03246117,0.01601934,0
0.9952097,332.7386,57.4346,73.70732,104.2826,76.73467,0,136.3274,0,317.6481,0,12.05635,0.1021633,0.01796579,0.05577898,0.006640911,0
0.8940001,293.7192,58.16487,74.59711,101.2417,73.90726,0.02062416,137.9134,0.02207899,301.9608,0,17.01206,0.02700663,0,0.003791809,0.01617908,0
0.725214,256.7518,58.91869,75.25337,98.47594,71.42994,0,139.0957,0.03101778,286.9214,0,22.93891,0,0,0,0,0
0.6926012,220.6574,59.80881,75.79113,95.72772,68.67614,0,139.8894,0,271.9313,0,29.97311,0.02489471,0,0,0,0
0.6888208,188.3906,60.6266,76.3401,93.34037,66.12883,0,140.156,0.01602697,260.1899,0,37.97025,0.1003065,0.06774902,0,0,0.01190901
0.7387056,160.0353,61.55736,76.73141,91.23584,63.63876,0.06064701,140.0867,0.01247692,250.5109,0.9444237,47.22979,0.1718345,0.1426435,0,0.05109119,0
0.8532467,136.3254,62.68834,76.92726,89.10253,61.35723,0.01927233,139.8772,0,242.6353,3.738195,58.05408,0.197679,0.09415388,0.04739904,0,0
0.7408857,116.7473,64.03287,76.98119,87.40987,59.43803,0,139.5947,0,237.28,6.899754,70.20896,0.1603546,0.0783124,0.1205635,0,0
0.7472887,101.3523,65.39404,77.12072,85.98634,57.76137,0,139.2888,0,233.5134,10.48265,84.21037,0.01154995,0.1000047,0.04215813,0,0
0.8692646,89.61176,66.78973,76.92282,84.28284,56.02787,0,138.6446,0,230.3182,14.59967,99.55602,0.0009531975,0.08638954,0,0.00584507,0
1.168772,80.69949,68.50345,76.66167,83.12471,54.65619,0,138.1832,0,228.6501,19.31394,116.924,0,0.04412699,0,0.04122019,0
1.190784,73.97427,70.15157,76.18478,82.07001,53.31899,0,137.6268,0,227.4125,24.52182,136.4281,0,0,0,0,0
1.200372,69.16985,71.94736,75.50302,81.2888,52.29216,0,137.2149,0,226.8968,30.29641,158.1036,0,0,0,0,0
1.114477,65.59682,73.72386,74.80113,80.60421,51.28056,0,136.8666,0,226.4928,36.58251,181.5785,0,0,0,0,0
0.9727325,62.69973,75.27126,74.06959,80.0748,50.51514,0.0512557,136.8244,0.05766058,226.6716,43.37377,207.468,0,0,0.04532528,0,0
0.8234692,60.42531,76.8623,73.01997,79.5004,49.92329,0.008766174,136.9601,0.02417898,226.831,50.64411,233.9822,0,0,0.1055551,0,0
0.8036432,58.73995,78.68191,72.05273,79.09073,49.54214,0,137.7532,0,227.8606,58.37997,264.0298,0.0823822,0,0.1711888,0,0.009349823
0.7431259,57.31941,80.46371,71.05083,78.64957,49.57648,0,139.0874,0,228.9176,66.49802,296.154,0.1392002,0,0.1774778,0.01378822,0.0518527
0.7612772,56.09253,82.07544,70.02309,78.22388,49.55515,0.01044464,141.0379,0.04085207,230.4924,75.14216,329.8947,0.1095347,0,0.07970381,0.09598017,0.02000332
1.037474,55.11497,83.52304,69.07439,77.82936,49.70984,0,143.7482,0,232.9392,84.49312,366.7097,0.09535933,0,0.02377224,0.130425,0
1.257266,54.10337,85.35518,68.15841,77.93468,50.1994,0,147.2849,0,235.7793,94.37767,405.8777,0.08760834,0,0,0.03936243,0
1.272376,53.26935,87.18388,67.34035,77.98241,50.58636,0,151.6778,0,239.1012,104.5002,448.0807,0.1069059,0,0,0,0
1.354032,52.50894,89.10333,66.54443,78.18047,51.17586,0,157.0454,0,242.7886,115.7342,491.4423,0.03135681,0.05103874,0,0,0
1.327152,51.97195,90.98386,65.8862,78.46056,51.70512,0,163.2131,0,246.435,127.1713,536.4308,0,0.09752178,0,0,0
1.441128,51.58694,92.95503,65.36028,78.885,52.39023,0,170.6987,0,250.5171,139.2643,581.9254,0.03177547,0.10638,0.008699417,0,0
1.437162,51.40888,95.1675,65.00735,79.36847,52.96679,0,179.1075,0,254.9728,152.3594,625.8943,0,0,0,0,0
1.53565,51.76382,97.78704,65.002,79.76212,53.6808,0,188.6479,0,259.077,166.1858,668.5126,0,0,0,0,0
1.483832,52.34616,100.7639,65.23426,80.03131,54.43324,0,199.0166,0.008658409,263.0742,181.2959,706.6565,0,0,0,0,0
1.313531,53.08495,104.0735,65.70147,80.26003,55.28569,0,209.7098,0.0715394,266.5137,197.0152,740.2014,0,0,0.004573345,0,0
1.350208,53.98713,108.0639,66.33597,80.6005,56.14251,0,220.7895,0.06679821,269.8491,214.031,770.3793,0,0,0.02482271,0,0
1.262451,55.04924,112.9805,67.16635,81.26914,56.86337,0,232.0719,0.1248999,273.1874,232.4207,793.5714,0,0,0.078022,0,0
1.230331,56.13963,118.3389,68.20917,81.62669,57.38637,0,242.6049,0.02504778,276.109,250.384,810.8692,0.05143309,0,0.1299791,0,0
1.182846,57.23217,124.8238,69.6328,82.23627,57.9429,0,252.7337,0,279.1912,270.3206,820.0976,0,0,0.0715313,0,0
1.293417,58.55032,132.1985,71.31821,82.93343,58.2692,0,261.4856,0,281.6903,291.2256,822.4213,0.03326178,0,0.07904625,0,0
1.43209,59.75563,140.7327,73.5179,83.63174,58.51701,0,269.4404,0,283.9294,312.3275,816.5982,0.02601099,0,0.09508514,0,0
1.565934,60.96447,150.7843,75.90678,84.42867,58.50376,0,276.0149,0,286.3657,335.908,804.4323,0.003853321,0,0.05992031,0,0
1.778693,62.33226,161.7143,78.38599,85.07273,58.46325,0,280.7342,0,287.8362,360.8916,782.2296,0.006238461,0,0.06224012,0,0
1.832576,63.67066,174.2355,81.15484,85.90367,58.38366,0,284.0518,0,289.0533,387.9901,752.5089,0,0,0,0,0
1.958308,64.91974,187.8937,83.81061,86.46054,58.35476,0.001695633,285.5394,0,289.4312,418.0454,718.6016,0,0,0.02371645,0,0
2.013226,66.07677,202.6087,86.20116,87.10616,58.13892,0.07919598,284.8947,0,289.2051,451.6396,680.2479,0,0,0.004189968,0,0
1.900956,67.33524,217.4861,88.44533,87.83096,57.83166,0.1093378,283.0132,0.02980995,288.9055,485.3767,639.3757,0,0,0.02115059,0,0
1.976776,68.41452,232.3182,90.33341,88.38959,57.47865,0,279.221,0,288.548,519.8206,597.9551,0,0,0,0,0
1.942533,69.47181,247.0787,92.07836,89.09834,57.17461,0,274.4316,0.002484798,287.5892,555.5468,556.2427,0,0,0,0,0
2.064632,70.77105,261.4015,93.55952,89.93542,56.88701,0,267.6272,0.1233587,286.3012,591.8272,515.6969,0.02955055,0,0,0,0
2.001075,72.00367,274.9095,94.8254,90.77802,56.61086,0,260.5798,0.09566545,284.9723,627.0286,476.8975,0,0,0,0,0
2.192392,73.24393,287.0941,95.59209,91.93255,56.2967,0,253.1382,0.03722715,283.976,662.5714,441.3976,0.02890444,0,0,0,0
2.310712,74.64797,297.5599,95.78059,93.24316,56.13287,0,245.2913,0,282.563,697.9084,408.086,0.02489376,0,0,0,0
2.362311,76.38394,306.5185,95.65772,94.82102,56.22826,0,237.6328,0,281.1155,729.2849,379.3322,0,0,0,0,0
2.456297,78.54202,313.2059,94.90308,96.51121,56.29831,0,230.5435,0,279.7837,757.84,355.6209,0,0,0,0,0
2.468528,81.07616,317.4188,93.64504,98.59059,56.45284,0,223.2057,0,278.457,782.8547,335.6068,0,0,0,0,0
2.466484,84.2812,318.8118,92.0703,100.9552,56.87154,0,216.7624,0,277.3366,796.3772,320.6524,0,0,0,0,0
2.562199,87.89179,317.95,90.19876,103.6306,57.4458,0,210.8062,0,276.2733,802.2485,309.2557,0,0,0,0,0
2.688143,92.29204,314.4734,88.32271,106.5237,58.33627,0,205.4962,0,274.9417,798.707,300.1134,0.06528044,0,0,0,0
2.760905,97.61826,309.5251,86.53736,110.1471,59.76929,0,200.4548,0,274.3683,783.1506,293.2456,0.09646463,0,0,0,0
2.684251,103.7374,303.1132,84.80978,114.1708,61.4551,0,196.4177,0,274.343,759.1745,286.9469,0,0,0,0,0
2.796084,110.9379,295.3416,83.11613,118.827,63.56098,0,193.2762,0,275.2175,726.586,281.8327,0,0,0,0,0
2.842338,119.1734,286.9316,81.44607,123.9181,66.124,0,189.7081,0,276.7147,687.5405,277.96,0,0,0,0,0
2.957272,129.0456,278.1793,80.02322,129.652,69.31896,0,186.8975,0,279.6644,640.522,274.9754,0,1.560324,0,0,1.096741
3.109657,140.1164,269.0425,78.75205,135.8568,72.99154,0,185.0426,0.01208496,283.7821,590.1653,272.3874,0,4.708879,0,0,3.406322
3.35411,152.7088,260.2139,77.73632,142.9073,77.41741,0,183.9043,0,289.7625,539.0634,270.9258,0,8.424147,0,0,6.568722
3.562705,166.4802,252.1761,76.93122,150.2897,82.52483,0,182.9022,0.01116562,296.483,486.3706,270.0458,0,12.55627,0,0,10.99776
3.711011,181.0005,244.9256,76.33591,157.6251,88.12582,0,182.5813,0,305.0942,438.5025,269.2935,0,17.26893,0,0,16.66209
3.779229,196.4061,238.9265,75.93777,165.3233,94.39428,0,182.7036,0,313.0244,395.9749,269.1963,0,22.5822,0,0,24.24999
3.873752,212.1196,234.2981,75.56576,173.5833,101.2241,0,183.1922,0,322.5036,357.7813,270.1598,0,28.55044,0,0,34.31163
3.97186,227.6715,230.9015,75.19311,181.6574,108.0208,0,183.6769,0,333.2627,327.6658,271.2044,0,35.1854,0,0,46.74538
4.120864,242.7774,228.5486,74.76906,189.6849,115.0473,2.410288,184.1488,0,345.4231,303.0445,273.2066,0,42.50129,0,0,62.37105
4.407995,256.4823,227.1062,74.34589,198.0882,121.9271,8.796499,183.7483,0,358.3387,283.9744,275.5662,0,50.64926,0,0,81.2587
4.740877,269.2086,226.2645,73.91531,206.1914,128.6609,17.76967,183.8813,0,372.5452,269.2825,278.8519,0,59.52099,0,0,104.5767
5.183635,279.6986,225.763,73.50866,213.7998,134.9461,29.84186,183.7063,0,386.9467,257.4666,283.3671,0.004678726,69.23216,0,0,132.1767
5.696602,287.4451,225.3352,72.92726,220.9875,140.5179,45.17446,183.3514,0,400.7427,247.7506,288.0899,0,79.52711,0,0,163.8206
6.020205,292.6328,225.0376,72.36137,227.5102,145.3394,65.1472,182.2669,0.002993584,412.5076,240.7892,294.1312,0,90.42265,0,0,201.4187
6.294484,294.5446,225.109,71.81095,233.0763,149.4606,90.63062,181.2948,0,423.0316,236.3231,300.3007,0,102.1212,0,0,243.905
6.550032,293.7773,225.2427,71.11078,237.703,152.7087,122.2943,179.5155,0.02797318,429.0119,233.3506,307.0226,0,114.6051,0,0.1735325,293.2823
7.067249,290.5121,225.0799,70.26501,241.4357,155.121,161.3406,177.5997,0.03737926,433.583,232.5012,313.9665,0.1211519,127.8561,0.0168457,1.794399,349.6125
7.607132,285.321,225.0817,69.44973,244.2056,156.6688,208.5435,175.2858,0,435.438,232.1543,322.6452,0.119585,142.2167,0,3.834915,410.4094
7.999272,278.0487,224.7013,68.42373,246.1908,157.1257,262.4621,172.5638,0,432.7217,232.7993,331.5276,0,157.5415,0,6.625423,475.5447
8.483399,269.4473,224.0425,67.3236,247.8651,157.1806,327.3475,169.6695,0,428.1523,234.7595,340.8928,0,173.9453,0,10.37557,547.3373
9.100471,260.6757,223.2816,66.14133,247.9826,156.6098,400.1925,166.6021,0,420.7585,237.7552,350.1154,0,191.3045,0,15.14039,620.53
9.723855,250.9266,222.1923,64.91341,247.4251,155.7059,481.5369,163.2239,0,410.9865,241.485,359.7772,0,209.3641,0,21.23385,695.6438
10.54847,240.9618,220.6108,63.62599,246.4613,154.4682,574.2727,159.8213,0,398.6047,245.7451,368.1441,0,228.5926,0,29.02932,771.9575
11.37495,231.6074,217.7176,62.62994,245.3509,153.3054,671.8427,156.5975,0,384.7289,251.2701,377.975,0,248.2826,0,39.16493,846.0922
12.50006,222.5466,214.8022,61.71701,244.0918,152.3732,774.4459,153.7009,0,370.7404,257.7584,387.2313,0,270.3265,0,51.87166,916.7628
13.92115,214.2807,211.0208,60.72453,242.4615,151.5675,879.9597,150.7113,0,356.6188,264.6175,395.2563,0,292.0597,0,67.54739,980.9388
15.43674,207.0276,207.1896,59.94961,240.8059,150.9289,987.6241,148.2962,0,343.2737,272.2253,403.5441,0,314.8319,0,86.56989,1037.168
17.24239,201.4545,203.7245,59.30841,239.4687,150.4591,1088.817,146.6305,0,330.9043,279.9349,413.6791,0,340.3992,0,109.7699,1086.057
19.26184,196.0785,199.5137,58.67244,237.7662,150.0916,1183.705,145.1936,0,317.9616,287.6604,421.7612,0,366.939,0,137.6949,1118.759
21.67051,192.1029,195.7572,58.25026,236.1426,150.2536,1273.473,144.5254,0,307.2461,295.7823,429.4474,0,394.8311,0,170.3124,1141.882
24.47736,189.2946,192.8778,57.86013,234.4308,150.3965,1348.603,144.4783,0,296.5812,303.9127,435.997,0,424.6115,0,207.6283,1149.895
27.67189,186.6115,190.2769,57.41331,232.5318,150.8018,1403.9,145.377,0,287.4878,311.2488,440.9435,0,455.8362,0,250.3474,1145.889
31.58931,184.6323,188.4648,57.18173,231.0971,151.207,1447.841,146.9033,0,278.9811,318.496,445.245,0,490.4232,0,299.1103,1131.153
35.96396,183.2392,186.207,57.15072,230.0302,151.9189,1471.338,149.5492,0,271.7829,324.6992,447.6433,0,527.9553,0,354.2326,1104.011
40.95355,182.5838,185.2689,57.07393,229.3765,152.7322,1477.66,152.8486,0,265.4065,330.9926,447.1685,0,568.0378,0,416.8915,1066.768
46.12794,181.4704,185.0255,56.81043,228.736,153.2125,1469.388,156.9238,0,260.2426,335.8942,445.2248,0,608.2094,0,483.0547,1017.193
51.64317,181.0212,185.3933,56.74083,227.9721,153.5733,1446.535,161.7518,0,255.9074,340.2666,443.8776,0,651.7471,0,555.2777,961.1284
57.59286,180.7782,186.831,56.69756,227.3226,154.1893,1405.719,167.1235,0,251.9792,344.6446,442.7872,0,696.8329,0,633.102,902.2532
63.7354,179.8423,188.7653,56.77918,226.877,154.5593,1357.438,172.4992,0,247.9909,348.408,439.4045,0,742.7584,0,712.6789,835.1443
69.85553,179.5616,191.3827,57.05488,226.1663,154.695,1298.913,178.271,0,244.1206,350.8203,436.4603,0,786.5807,0,794.1178,768.1056
75.89359,178.9655,194.692,57.29983,225.7206,154.4146,1228.486,183.9203,0,240.2073,353.5532,433.7208,0,830.7776,0,873.7136,701.7867
81.78076,177.851,198.7381,57.61911,225.2007,153.8015,1149.088,189.3316,0,236.592,354.4315,430.6116,0,875.4022,0,951.7225,638.8265
87.19453,176.651,203.6191,58.14475,224.7761,152.7068,1068.663,194.1079,0.385416,232.7224,354.6281,426.7849,0,919.6314,0,1024.911,580.2668
91.76865,175.6104,208.9797,58.91792,224.3904,151.3364,983.0513,198.557,3.296114,228.9709,354.4474,421.2279,0,962.3637,2.063303,1094.108,527.3174
95.54222,174.0979,215.421,59.71169,223.7594,149.0567,897.498,201.2139,7.305326,224.9447,355.1697,416.437,0,1002.606,5.023895,1154.38,478.7565
98.08273,171.8176,222.4188,60.53263,222.7173,146.0963,815.709,203.2373,12.82578,220.9377,354.7306,413.3716,0,1037.832,8.295786,1202.08,435.2652
99.29156,169.9471,229.7375,61.5019,221.4479,143.0475,736.3031,203.7854,20.24714,216.8845,354.8302,412.5322,0,1068.869,11.86829,1240.951,398.166
99.06339,167.82,236.693,62.56132,220.182,139.5869,659.9275,203.1509,30.2037,212.5495,355.569,412.2032,0,1091.718,15.84339,1261.658,366.8164
97.45181,165.9707,243.412,63.88383,218.9383,135.7153,591.6373,201.6653,43.40736,208.3304,355.9545,413.8566,0,1108.371,20.38073,1268.035,339.9177
94.50578,164.7797,249.2902,65.18747,217.1152,131.8264,528.5255,199.565,59.4076,204.4248,357.2709,420.1443,0,1115.619,25.56834,1261.385,316.3284
90.77435,163.51,253.8025,66.50866,215.7801,127.9591,471.8355,196.965,79.22687,200.0934,358.916,427.9431,0,1114.033,31.338,1239.142,297.0967
86.22996,163.1838,257.4085,67.89596,214.6356,124.351,423.81,194.4143,103.8383,196.2587,361.8333,439.4893,0,1102.075,37.69069,1206.025,281.4867
80.70927,163.5227,259.7007,69.18984,213.1896,121.0164,379.8198,192.1366,133.9721,192.7325,366.4993,452.1719,0,1076.969,44.85225,1160.754,267.3492
74.90852,164.5362,260.1644,70.49171,212.2419,118.2057,340.3674,190.1583,168.5399,189.3151,374.544,467.5918,0,1042.182,52.53176,1107.842,255.7515
68.94247,165.8526,259.2883,71.58031,211.2252,115.4964,307.4744,188.0439,209.4812,186.2388,385.7735,487.8649,0,997.0091,60.69587,1045.229,245.7415
62.84081,167.8259,256.2661,72.45612,210.3804,113.6268,279.4095,186.7017,256.8716,182.8199,399.6516,506.5075,0,939.8757,69.2784,977.2808,237.5
56.55688,170.4513,251.8692,73.00565,209.9804,112.5383,254.6293,185.0898,311.4075,179.6166,415.8432,526.6155,0,877.366,78.46346,907.5536,230.6035
50.46388,173.4698,245.8853,73.39939,210.1982,112.0947,232.9892,184.2691,373.1018,176.8433,435.3222,546.1069,0,809.1496,88.20511,833.4099,224.3315
