EL1: Electronic Ladder,A1: 40WkFrozen_F_2,B1: 40WkFrozen_F_3,C1: 44WkFrozen_F_2,D1: 44WkFrozen_F_3,E1: 48WkFrozen_F_2,F1: 48WkFrozen_F_3,G1: 52WkFrozen_F_2,H1: 52WkFrozen_F_3,A2: 52WkFrozen_F_3
42.30717,31.43585,25.12038,6.933082,64.61172,71.34737,61.223,135.825,104.3419,11.10779
42.51877,31.1736,24.84573,6.883978,64.38559,70.65028,61.00986,135.3887,104.1356,11.00332
43.29195,30.95969,24.62674,6.833982,64.00516,70.0243,60.70867,134.9811,103.9521,10.8833
44.16927,30.71176,24.31459,6.802111,63.83288,69.47562,60.33391,134.6441,103.9837,10.88387
44.80107,30.46592,23.94368,6.798251,63.6902,68.88512,59.98941,134.3814,103.8406,11.04551
45.88068,30.32754,23.57951,6.843329,63.53324,68.24004,59.51985,133.9466,103.6798,11.21143
47.22343,30.11616,23.35917,6.851593,63.36501,67.71254,59.18907,133.6454,103.597,11.47372
48.34975,29.85499,23.05428,6.848984,63.12543,67.31815,58.85919,133.2763,103.4837,11.5826
49.37782,29.67175,22.90306,6.75201,62.8156,66.80568,58.46115,132.8754,103.2316,11.61059
50.39648,29.42827,22.74055,6.675407,62.47457,66.47182,58.25737,132.5682,102.925,11.53733
51.83561,29.04507,22.59973,6.631979,62.15646,65.964,58.05884,132.2117,102.557,11.46846
52.99356,28.75185,22.38939,6.609323,61.89183,65.54953,57.76859,131.8313,102.0236,11.37194
54.57263,28.46223,22.22593,6.652395,61.65056,64.96272,57.30116,131.5853,101.4243,11.32201
56.20294,28.31147,22.01385,6.657859,61.99889,64.48192,57.07631,131.19,100.8883,11.24552
58.65975,28.26393,21.78137,6.623578,62.11025,64.12503,56.72068,130.663,100.2853,11.17099
61.24603,28.14517,21.56446,6.648669,62.21629,63.53105,56.41387,130.09,99.55084,11.09638
64.48589,28.01696,21.37023,6.653166,62.25034,63.0686,56.10125,129.457,98.99116,11.07849
69.39481,27.85895,21.07355,6.648323,62.37277,62.66904,55.77724,128.6523,98.54353,10.99244
75.40455,27.67825,20.84151,6.608953,62.16231,62.1668,55.57394,128.199,98.3347,11.02614
82.90659,27.34179,20.48335,6.56487,61.94191,61.73746,55.28563,127.6271,97.99284,10.96581
92.90875,26.98775,20.18587,6.549478,61.72023,61.31779,54.87954,127.0267,97.62077,10.8373
105.8389,26.77998,19.9945,6.483592,61.37788,60.67185,54.52324,126.4482,97.18182,10.691
124.8385,26.6082,19.7753,6.490222,61.03218,59.94927,53.99666,125.6746,96.64812,10.66336
152.2131,26.43077,19.47785,6.39745,61.00556,59.36507,53.68844,124.8624,96.06131,10.66856
188.503,26.33501,19.33304,6.33863,60.89852,58.97478,53.24325,124.1637,95.59323,10.65997
233.4973,26.12393,19.07371,6.308014,60.87032,58.4124,52.816,123.327,95.08373,10.65861
286.0728,25.94777,18.86991,6.274021,60.99689,58.05582,52.41225,122.6727,94.80723,10.76511
339.0046,25.72452,18.70141,6.308696,61.23757,57.75927,52.02944,122.2812,94.73703,10.89212
386.9084,25.53372,18.48679,6.304288,61.1167,57.31979,51.70234,122.0522,94.63518,11.19196
424.165,25.36602,18.17268,6.241737,60.99428,57.04347,51.33598,121.4915,94.38825,11.31735
445.8756,25.20595,18.02056,6.229861,60.91054,56.62423,50.9767,121.0303,94.02956,11.24291
450.1462,25.12923,17.88133,6.198092,60.72415,55.99995,50.67839,120.4743,93.6016,11.10899
438.2472,25.04406,17.77695,6.154479,60.41548,55.55533,50.52817,119.7628,93.17846,11.12019
412.7982,24.79086,17.60719,6.010004,60.17375,55.01722,50.4168,118.917,92.64376,11.13556
377.4191,24.53898,17.47116,6.06794,59.99597,54.47825,50.24407,118.2193,92.24064,11.18979
337.5124,24.22816,17.24265,6.102881,59.8252,53.9615,49.99418,117.3276,92.07114,11.16458
295.9637,23.8558,17.04196,6.089037,59.57309,53.39377,49.64487,116.6488,91.78351,11.23324
253.5426,23.54294,16.96911,6.128232,59.40722,52.9816,49.28899,116.155,91.46743,11.28551
215.4013,23.23095,16.79805,6.137161,58.98751,52.54984,48.86328,115.4719,90.85041,11.22174
181.458,23.02959,16.70244,6.125422,58.75666,52.26561,48.62611,114.744,90.37314,10.987
152.4125,22.84111,16.51846,6.091536,58.588,51.81036,48.37838,113.9766,89.89655,10.70446
128.6558,22.69481,16.28622,6.071408,58.4132,51.45751,48.17997,113.2583,89.22173,10.5298
109.6806,22.55592,16.1771,6.089571,58.25332,51.17278,48.21086,112.7225,88.74214,10.48857
94.68867,22.35579,16.00183,6.041039,58.11219,50.66834,48.10965,111.9919,88.34185,10.42363
83.35398,22.24671,15.84949,6.147278,57.9829,50.11345,47.85476,111.203,87.92735,10.54215
74.50935,22.04975,15.65818,6.19895,57.88713,49.63704,47.48903,110.4014,87.78332,10.67131
67.80062,21.86307,15.49805,6.120568,57.86597,49.24073,47.06276,109.7164,87.54601,10.92927
62.52628,21.752,15.33306,6.069395,57.82024,48.84357,46.65148,109.0973,87.19337,11.03626
59.22767,21.54652,15.09188,5.96616,57.59541,48.56085,46.13229,108.2059,86.67346,11.0179
56.75893,21.4692,14.80592,5.930305,57.52772,48.2429,45.71263,107.5334,86.32445,10.94857
55.00687,21.32297,14.40998,5.925892,57.19519,47.84879,45.32538,106.5582,85.82698,10.82037
53.52545,21.16546,14.12606,6.003665,56.96337,47.4042,45.06713,105.7451,85.11301,10.76355
52.47616,20.98925,14.05443,6.033729,56.71444,46.83002,44.96772,104.8327,84.60244,10.63003
51.44522,20.77341,13.90798,5.982879,56.43468,46.19324,44.91932,103.8768,84.1074,10.53878
50.72421,20.5701,13.89386,5.993211,56.00707,45.63894,44.71543,102.9545,83.63418,10.60413
49.92419,20.37648,13.76444,6.045724,55.82072,45.09129,44.47651,102.2549,83.21335,10.64832
49.17576,20.21795,13.65591,6.02997,55.61226,44.80941,44.30758,101.5117,82.74434,10.67404
48.30043,19.99535,13.53109,5.994359,55.35976,44.45194,44.14555,100.583,82.30046,10.72268
48.00196,19.82669,13.3673,6.019111,55.01297,44.31939,43.87611,99.5891,81.78381,10.79205
47.61724,19.59618,13.10768,6.176847,54.56797,44.21975,43.45906,98.9046,81.32308,10.81507
47.07895,19.39429,12.86951,6.211918,54.22429,44.01989,43.18872,97.97074,80.83478,10.79702
46.92889,19.26545,12.70482,6.208837,54.0154,43.7787,43.0576,97.05265,80.23369,10.70414
46.89749,19.07738,12.54423,6.096587,53.81981,43.40612,42.82121,95.99486,79.60766,10.51824
46.92075,18.95292,12.36366,6.025503,53.64299,43.08783,42.6762,95.13329,78.9212,10.37949
47.17645,18.89229,12.33125,5.945225,53.42293,42.80379,42.32919,94.34905,78.3941,10.25665
47.48476,18.86707,12.24698,5.905972,53.2674,42.408,42.02584,93.57719,77.65076,10.03106
47.87957,18.73792,12.20883,5.816293,52.98391,42.1056,41.81162,92.64754,76.84628,9.891519
48.47378,18.53381,12.13635,5.733747,52.72152,41.74136,41.66902,91.74103,76.21786,9.903247
49.55062,18.45457,11.99652,5.729672,52.08711,41.37312,41.1762,90.73613,75.28776,10.01661
50.41106,18.21552,11.77431,5.772743,51.5633,41.00468,40.70398,89.89059,74.56719,10.24847
51.42236,18.13715,11.55719,5.737055,51.22145,40.49711,40.3795,88.97264,74.01727,10.51526
52.67937,18.0317,11.39328,5.72292,50.85485,39.94079,40.12599,87.86107,73.33061,10.56888
53.67337,17.92852,11.19288,5.704385,50.63439,39.37328,39.88432,86.84866,72.70631,10.59418
54.70521,17.85205,11.09006,5.728905,50.47322,38.9305,39.73647,85.98582,72.28512,10.37619
55.93967,17.79551,11.00785,5.758255,50.36267,38.67284,39.6035,85.27727,71.92092,10.12481
57.09141,17.7396,10.83063,5.815579,50.19331,38.38179,39.39801,84.47231,71.48299,9.749328
58.44881,17.49076,10.7413,5.796992,49.92955,38.23895,39.20112,83.51527,70.8592,9.490214
60.30965,17.25716,10.56502,5.744556,49.65097,38.02274,39.01603,82.58964,70.29162,9.199922
62.52384,17.09649,10.48121,5.676048,49.19856,37.91109,38.73438,81.62512,69.39204,9.130071
64.87007,16.9485,10.37948,5.591548,48.77717,37.77433,38.51994,80.54211,68.68916,9.257115
67.41753,16.96126,10.33976,5.448681,48.47212,37.68623,38.29873,79.41605,67.98395,9.526778
69.9974,16.92718,10.20436,5.322404,48.0208,37.42683,38.0971,78.35661,67.15984,9.702415
72.6283,16.93638,10.1267,5.254511,47.73839,37.11913,37.87117,77.44061,66.30199,9.908538
74.83287,16.96927,9.996256,5.199711,47.42273,36.78196,37.59671,76.63473,65.685,9.995975
76.90598,16.89142,9.892824,5.24388,47.08023,36.45353,37.42643,75.87385,64.90766,9.967412
78.17733,16.80693,9.685923,5.203879,46.65518,35.93045,37.04333,75.01218,64.1117,9.905183
79.09708,16.55672,9.604403,5.150877,46.15541,35.5418,36.69603,74.12316,63.36333,9.833276
79.85885,16.47789,9.587513,5.103432,45.83133,35.09505,36.54691,73.26113,62.69207,9.577268
80.00867,16.37436,9.679531,5.07947,45.45912,34.82722,36.49826,72.35223,62.03444,9.348744
80.23985,16.36581,9.800119,5.002644,45.14959,34.63174,36.41813,71.37836,61.47824,9.138705
79.97934,16.21352,9.837778,4.954667,45.01527,34.50525,36.34031,70.47017,60.82997,9.095817
80.12814,16.11316,9.691561,4.918753,44.75715,34.39509,36.27472,69.63683,60.08724,9.170701
80.21479,16.00346,9.635546,4.916491,44.51892,34.1937,36.10689,68.70309,59.43714,9.295821
80.91386,15.90685,9.504721,4.940275,44.13681,34.05347,35.99863,67.78956,58.67037,9.531409
81.86594,15.77748,9.468056,4.942682,43.79471,33.81435,35.85423,66.88618,57.80717,9.60262
83.06207,15.7745,9.280876,4.791371,43.34659,33.48686,35.6306,65.97926,57.01314,9.824426
85.35784,15.73226,9.128969,4.811186,42.81537,33.2674,35.39496,65.15295,56.38254,9.965133
88.39478,15.78568,9.180931,4.768468,42.50085,32.97729,35.29499,64.27623,55.85187,9.93679
92.76147,15.83844,9.245436,4.731361,42.11348,32.75779,35.09138,63.34502,55.25563,9.835259
100.2734,15.87442,9.355553,4.638265,41.86312,32.57231,34.94828,62.61087,54.60886,9.695249
111.2732,15.6619,9.270903,4.543187,41.63755,32.29408,34.72311,61.82984,53.74411,9.598865
129.5123,15.54121,9.097387,4.424086,41.30019,32.06551,34.53205,61.09867,53.04813,9.503631
159.4942,15.33632,8.928108,4.341973,40.86185,31.77636,34.2085,60.34167,52.46351,9.416287
202.4525,15.19174,8.830967,4.323399,40.56547,31.53728,33.99124,59.77726,51.68588,9.30671
258.2606,15.13476,8.743942,4.244073,40.30473,31.22404,33.69029,59.04562,51.0108,9.073464
319.0791,15.03961,8.593521,4.294106,40.02411,30.93866,33.47506,58.17607,50.54158,8.947961
380.6234,14.92505,8.585508,4.313589,39.6218,30.62821,33.31813,57.32736,49.96666,8.933522
434.3946,14.86057,8.744793,4.25747,39.32925,30.34197,33.25306,56.44989,49.24869,8.88219
474.1948,14.90235,8.831799,4.257689,38.98545,30.21214,33.12228,55.49704,48.56287,8.915097
496.6637,15.06993,8.915821,4.223158,38.57505,30.04676,33.10142,54.7359,47.91985,9.039407
499.2065,15.15601,8.810835,4.156898,38.15506,29.85939,32.9999,53.95436,47.129,9.30844
485.083,15.21872,8.786722,4.103024,37.68323,29.76679,32.90711,53.36229,46.51208,9.692868
460.3896,15.2931,8.71273,4.088373,37.33909,29.7834,32.79483,52.79454,45.96381,10.00457
427.2648,15.38995,8.717421,4.121263,37.29466,29.86062,32.64552,52.35572,45.47612,10.05473
391.7967,15.4115,8.690737,4.101005,37.16958,29.75278,32.47988,51.69165,44.90369,9.986442
351.8622,15.29035,8.645281,4.166499,37.08997,29.59348,32.28988,51.07305,44.54458,9.88157
313.5379,15.18913,8.664204,4.043874,36.89088,29.35669,32.10011,50.46063,44.05062,9.669259
275.9799,15.0655,8.662985,4.012854,36.75444,29.16919,31.97419,49.82832,43.33036,9.346803
241.4358,15.00989,8.612757,4.003724,36.58953,29.0393,31.71723,49.12505,42.81615,9.047284
210.9331,15.02149,8.613647,3.887017,36.31047,28.93179,31.49748,48.49148,42.36317,8.834712
184.3872,15.02908,8.476313,3.939385,35.97019,28.81434,31.21802,47.8492,41.92894,8.834411
161.9705,14.97936,8.433329,3.958079,35.60482,28.67163,31.0673,47.32485,41.47578,9.050111
143.8161,15.01946,8.449553,3.970669,35.40049,28.60148,31.02711,46.75727,41.05103,9.192994
128.2083,15.02761,8.442983,3.952576,35.21632,28.41597,30.94249,46.15287,40.62008,9.303016
116.2876,14.93026,8.391819,3.918537,34.9332,28.09136,30.95288,45.53724,40.0198,9.42324
106.7961,14.79231,8.329195,3.886237,34.7981,27.78116,30.91591,44.98976,39.61475,9.518758
100.4204,14.68896,8.296099,3.766548,34.7649,27.67854,30.90064,44.44631,39.17607,9.4189
95.38192,14.56552,8.203481,3.645918,34.73097,27.58781,30.79688,44.02726,38.49579,9.366027
93.35226,14.48539,8.177798,3.480883,34.56453,27.57016,30.54301,43.51188,38.06018,9.289857
92.64267,14.48487,8.191999,3.293073,34.4164,27.62062,30.32944,43.00356,37.74123,9.283874
94.22371,14.6513,8.164063,3.347261,34.12987,27.57754,30.09788,42.47544,37.43697,9.271777
96.90433,14.83691,8.161629,3.310498,33.71189,27.49529,30.02138,41.95504,37.06679,9.357871
102.3827,15.01801,8.336712,3.238147,33.35152,27.36556,29.96258,41.39766,36.64581,9.343905
110.2861,15.0395,8.400798,3.263427,33.02624,27.09138,29.85507,40.97796,36.15843,9.215398
122.4735,15.0479,8.422473,3.333266,32.66058,26.92209,29.88461,40.46117,35.42671,8.970399
141.3798,14.96177,8.370867,3.364523,32.50893,26.70717,29.86153,39.94486,34.86501,8.785581
170.7986,14.80192,8.236249,3.321484,32.40143,26.61397,29.81362,39.44696,34.25233,8.665931
210.9362,14.63536,8.132757,3.201915,32.25169,26.40051,29.6735,39.128,33.53366,8.630145
259.3776,14.53276,7.977946,3.092946,32.14645,26.22651,29.65812,38.61086,33.03398,8.672374
308.4174,14.51998,7.855185,2.975361,32.1213,25.98456,29.59669,38.15795,32.57831,8.879001
355.5263,14.50606,7.834619,3.063188,31.99627,25.97907,29.5115,37.67604,32.32674,9.099631
393.5872,14.53738,7.794107,3.032427,31.85252,25.92321,29.45442,37.22887,32.04923,9.411023
419.0917,14.60907,7.712474,3.044619,31.74866,25.7486,29.43005,36.76007,31.76906,9.695487
428.2565,14.70976,7.611842,3.035945,31.75325,25.67104,29.18176,36.36509,31.41962,9.85904
422.171,14.9837,7.628661,2.936569,31.60204,25.62676,29.10042,35.83889,31.10872,9.955379
403.9083,15.07485,7.527364,2.904299,31.60146,25.50916,28.98039,35.30816,30.8437,10.02994
378.5743,15.14564,7.471377,2.861763,31.41488,25.41094,28.97162,34.85783,30.45995,10.07438
349.6916,15.15666,7.470718,2.787001,31.37483,25.31307,28.93974,34.44186,30.0383,9.896312
318.0304,15.09386,7.357134,2.773571,31.45292,25.20077,29.11507,34.0192,29.54803,9.726377
283.594,14.95673,7.299237,2.723083,31.3826,25.18434,28.99353,33.64254,29.06507,9.457116
251.2514,14.69292,7.284008,2.820458,31.40417,25.26354,28.90242,33.3075,28.71769,9.206199
219.5008,14.54104,7.157064,2.822196,31.39713,25.14161,28.83938,33.09566,28.21319,9.046725
189.4948,14.43063,7.028759,2.870271,31.36003,24.9974,28.76888,32.89195,27.84953,8.996119
161.8502,14.41103,6.988209,2.747158,31.38972,24.91192,28.51237,32.61913,27.46299,9.161639
137.637,14.47405,7.021006,2.697548,31.31779,24.80996,28.40107,32.28699,27.15094,9.352809
116.0849,14.47619,7.049809,2.673407,31.15591,24.73766,28.12815,31.86402,26.66569,9.446239
97.27939,14.47713,7.062753,2.662024,30.99154,24.62265,27.99958,31.43299,26.24122,9.58188
82.55047,14.3877,7.110061,2.623463,31.07809,24.59237,27.822,30.82078,25.84365,9.741065
70.45276,14.2928,7.060152,2.617259,31.03848,24.41844,27.85432,30.32577,25.39139,9.967889
60.37433,14.18667,7.015352,2.574153,30.89184,24.29647,27.67268,29.884,24.96163,10.16057
52.84796,14.03744,6.933436,2.563659,30.69613,24.10748,27.59602,29.47968,24.71613,10.44762
46.54646,14.00797,6.749391,2.531533,30.3902,23.83152,27.52403,29.189,24.54704,10.83315
41.43076,13.93802,6.671392,2.415839,30.07592,23.59295,27.46955,28.92781,24.3919,11.25117
37.51205,13.85732,6.533507,2.301406,29.78245,23.43608,27.39072,28.6939,24.17702,11.69715
34.6571,13.85149,6.387694,2.24723,29.56628,23.37678,27.21958,28.39095,23.85129,11.86663
32.13435,13.77815,6.345313,2.208236,29.41408,23.33616,26.84874,28.05603,23.336,11.85398
30.0269,13.70941,6.155031,2.229321,29.55293,23.23043,26.56032,27.74526,22.91249,11.74567
28.46075,13.54379,6.031405,2.275099,29.85619,23.13737,26.28231,27.4207,22.45907,11.55468
26.90372,13.5113,5.790654,2.338735,29.92963,22.93141,26.19907,27.25183,21.86486,11.29466
25.56643,13.45426,5.625451,2.341657,30.0904,22.77006,26.02452,27.03352,21.36741,11.10239
24.37341,13.39723,5.419933,2.322936,29.91203,22.46015,25.92849,26.71313,20.87744,10.99652
23.58046,13.39387,5.272511,2.287668,29.73252,22.19228,25.87171,26.38704,20.52653,10.97592
22.75212,13.28675,5.237834,2.21906,29.47754,22.11905,25.76518,26.03329,20.07675,10.91103
22.14318,13.17078,5.161787,2.202029,29.16568,22.22116,25.85159,25.7016,19.71963,10.73022
21.61739,13.10571,5.241569,2.125669,28.93224,22.34599,25.71619,25.21946,19.3194,10.44303
20.96795,13.04296,5.415403,2.157306,28.69094,22.38045,25.47825,24.78675,18.92019,10.26496
20.34533,12.98518,5.53933,2.095681,28.55267,22.25646,25.41238,24.46254,18.63278,9.971482
19.55369,12.84773,5.678663,1.981943,28.49855,22.06278,25.24626,24.09305,18.38823,9.63915
18.72646,12.79517,5.712547,1.836584,28.41557,21.95546,25.08685,23.78057,18.21513,9.356282
18.06227,12.72472,5.654302,1.670363,28.52944,21.80597,24.87891,23.48334,18.18516,9.223357
17.34932,12.68949,5.497442,1.611377,28.44143,21.50893,24.7139,23.22295,18.02145,9.255425
16.862,12.62686,5.370329,1.588464,28.48495,21.37776,24.50257,22.97593,17.91914,9.373096
16.39036,12.47186,5.217799,1.58177,28.55655,21.30515,24.26513,22.76057,17.68663,9.45622
15.86924,12.41396,5.120682,1.570987,28.48951,21.41178,24.22645,22.44246,17.39796,9.625062
15.43531,12.25036,5.009409,1.628229,28.36522,21.30393,24.07396,22.25137,17.12259,9.873332
15.2607,12.15534,4.909925,1.686121,28.21156,21.13506,23.86409,22.0753,16.80043,10.1455
15.06444,11.95302,4.869524,1.641964,27.98029,20.95631,23.71672,21.89241,16.58398,10.3512
14.83599,11.8003,4.855317,1.637151,27.76781,20.71533,23.51725,21.68555,16.36652,10.59615
14.61701,11.64173,4.786013,1.629172,27.59466,20.62158,23.34331,21.44467,16.1655,10.85969
14.32147,11.59822,4.704759,1.643137,27.37161,20.50125,23.23341,21.26536,15.85067,11.05352
13.9205,11.64113,4.608255,1.671673,27.07006,20.35345,23.16466,21.0532,15.50906,11.19285
13.43469,11.68121,4.408436,1.651118,26.96468,20.24956,23.09574,20.70098,15.16701,11.12627
13.04265,11.78841,4.350131,1.580332,26.8381,20.16151,23.09798,20.38107,14.84964,10.81775
12.63771,11.87673,4.335316,1.537333,26.6216,20.15193,23.20812,19.97081,14.47943,10.53535
12.33934,11.79565,4.049427,1.502512,26.48794,19.89764,23.33051,19.74583,14.32549,10.14239
12.20116,11.79201,3.927754,1.504439,26.5039,19.811,23.27271,19.43449,14.14695,9.668494
11.92788,11.73129,3.875957,1.512478,26.55561,19.86973,23.2189,19.24477,14.11211,9.264155
11.69658,11.60623,3.897539,1.569215,26.58283,19.65613,23.26563,19.13163,13.92452,9.19274
11.36579,11.42449,3.926098,1.564416,26.55716,19.55075,23.10606,19.00969,13.79639,9.24334
10.9402,11.31218,3.986231,1.565547,26.47479,19.50827,22.88218,19.00699,13.65841,9.432973
10.75631,11.3132,4.04565,1.631373,26.57386,19.47402,22.64838,18.87578,13.47625,9.777692
10.48614,11.28478,4.073002,1.605257,26.67579,19.45926,22.43492,18.63617,13.35907,10.05249
10.28107,11.30176,4.162377,1.57567,26.63594,19.43494,22.20808,18.38752,13.24857,10.27218
10.23685,11.19272,4.129148,1.5374,26.41788,19.39966,22.15068,18.20348,13.11052,10.29586
10.16339,11.02087,3.946699,1.480496,26.20814,19.31257,22.0789,17.97992,12.99788,9.994262
9.926272,10.88897,3.823133,1.361092,26.09535,19.41332,21.98156,17.80804,12.80212,9.558772
9.68505,10.70046,3.741906,1.295985,25.95914,19.40169,21.96686,17.6956,12.63737,9.05856
9.49529,10.44178,3.676765,1.236416,25.68914,19.23853,21.98732,17.57999,12.3687,8.688979
9.363746,10.21787,3.524536,1.19586,25.42435,19.15677,21.99443,17.46131,12.17289,8.35465
9.389474,10.16045,3.531747,1.149704,25.19821,19.07866,21.91372,17.3096,11.9288,8.138537
9.438195,10.16856,3.598003,1.204389,25.0846,18.915,21.8179,17.10556,11.73601,8.04485
9.400531,10.20471,3.666112,1.149484,24.93614,18.78464,21.80435,16.94144,11.60255,7.980311
9.311664,10.20319,3.661021,1.130778,24.93636,18.67468,21.74427,16.65987,11.48549,7.943898
9.360101,10.23469,3.622089,1.065721,24.78776,18.63554,21.6855,16.59276,11.40037,7.878356
9.367885,10.29686,3.556683,0.9257586,24.85467,18.57178,21.64709,16.44518,11.32169,7.781131
9.111299,10.31517,3.492204,0.7523301,24.82858,18.61641,21.54531,16.30937,11.22039,7.783536
8.719924,10.26972,3.505915,0.7390163,24.74373,18.45664,21.38773,16.2704,11.09362,7.899674
8.522365,10.18778,3.508164,0.7065041,24.59899,18.29724,21.28178,16.10256,10.92786,8.079022
8.265935,10.11996,3.437728,0.8018143,24.38912,18.06591,21.08775,15.86986,10.71299,8.272508
8.196654,10.0993,3.460377,0.8247793,24.08014,17.87501,20.88937,15.61384,10.56433,8.248992
8.012654,9.992549,3.453261,0.8409178,23.81974,17.70888,20.76468,15.39649,10.44389,8.021808
7.826961,9.915059,3.373065,0.8286602,23.74247,17.65299,20.79659,15.23318,10.37266,7.6526
7.440206,9.773219,3.250705,0.886235,23.78172,17.64445,20.74035,15.03773,10.23108,7.253388
7.225717,9.758807,3.170587,0.8706806,23.75149,17.67457,20.64331,14.98197,10.12264,6.839736
7.17373,9.808206,3.126418,0.895726,23.81587,17.62779,20.55244,14.88749,10.11909,6.523101
6.929011,9.815305,3.159689,0.9700868,23.6772,17.69951,20.34583,14.8088,10.03697,6.285434
6.670002,9.706815,3.177728,0.9290249,23.54087,17.64322,20.051,14.8645,10.02627,6.326926
6.534923,9.558534,3.29003,0.902509,23.27708,17.50772,19.74803,14.77024,9.922857,6.515101
6.438015,9.481965,3.248952,1.021182,22.90586,17.40756,19.36419,14.58809,9.736145,6.784591
6.533257,9.347844,3.190608,1.01179,22.53283,17.33787,19.17929,14.46426,9.542635,7.002404
6.545789,9.21131,3.244091,0.9450777,22.34452,17.14274,19.12339,14.34169,9.220293,7.260566
6.555316,9.07326,3.199548,0.8849089,22.28259,16.91299,19.07604,14.26479,8.973152,7.472329
6.438367,8.974553,3.098088,0.8777816,22.29578,16.68703,19.00995,14.22291,8.654118,7.58673
6.381869,8.885777,3.010841,0.7658789,22.32348,16.50866,19.05632,14.1261,8.439907,7.518224
6.320765,8.820531,2.943061,0.7721894,22.35325,16.39711,18.99875,14.04472,8.422377,7.452977
6.14119,8.737563,2.916673,0.8047955,22.33209,16.43604,18.85052,13.98222,8.317223,7.145629
5.945993,8.596463,2.8745,0.7468526,22.23584,16.48787,18.77143,13.98565,8.319803,6.789098
5.762953,8.488816,2.94957,0.7441776,21.96993,16.4838,18.71701,13.95188,8.22072,6.415452
5.588173,8.427459,2.81303,0.7905905,21.81905,16.53051,18.61662,13.8583,8.151138,6.117394
5.522785,8.348994,2.705605,0.7910855,21.67059,16.52659,18.50302,13.83412,8.088125,5.955861
5.494606,8.362477,2.69648,0.7148726,21.57474,16.43917,18.39207,13.65803,7.967314,5.893817
5.46798,8.275912,2.557421,0.6520617,21.64338,16.27581,18.32651,13.38007,7.856716,5.897567
5.308587,8.211776,2.409142,0.5639203,21.64812,16.13025,18.3041,13.18896,7.93483,5.893872
5.249495,8.070577,2.237373,0.4677908,21.68273,16.08108,18.30836,12.89665,8.058796,5.949668
5.238706,7.892138,2.10678,0.4579027,21.59286,15.9539,18.20766,12.61962,8.133205,6.085269
5.190334,7.762382,2.022785,0.5474217,21.40102,15.75571,18.0092,12.4681,8.116634,6.059052
5.051305,7.687026,1.955088,0.5768201,21.27697,15.64176,17.97497,12.40449,8.043859,6.083812
4.876223,7.654101,2.018938,0.5665114,21.1285,15.44459,17.92478,12.35151,7.929222,6.10559
4.631876,7.676372,1.994418,0.5543478,21.08576,15.35546,17.76246,12.40363,7.836332,6.265527
4.561522,7.707612,2.012936,0.5485122,21.0738,15.41396,17.55248,12.36455,7.582048,6.469663
4.465994,7.724675,2.060957,0.4924047,21.13512,15.4834,17.40434,12.24064,7.256586,6.545173
4.224935,7.534312,2.091835,0.4721677,21.27003,15.54837,17.40358,12.10857,6.967478,6.48306
4.138312,7.399022,2.201892,0.3817742,21.137,15.5948,17.26353,12.05107,6.897243,6.164435
4.119016,7.253457,2.29486,0.3434656,20.97851,15.63286,17.21827,11.92073,6.751284,5.789001
4.15511,7.111581,2.293737,0.3179419,20.73606,15.57033,17.16474,11.7399,6.62212,5.437741
4.014673,7.0186,2.248867,0.3018553,20.48312,15.36852,17.05091,11.52072,6.648815,5.022412
3.865959,6.92191,2.175241,0.3781354,20.29831,15.27716,16.96778,11.33966,6.664163,4.768365
3.694413,6.787797,2.206168,0.3753645,20.05853,15.09903,16.84592,11.12923,6.699569,4.528676
3.649324,6.789655,2.222481,0.4162967,19.94797,15.03829,16.60285,11.02541,6.809837,4.515599
3.608536,6.72244,2.165841,0.4515054,19.79244,15.01752,16.42916,10.91577,6.719813,4.593343
3.568916,6.630477,2.051455,0.4927986,19.66052,14.93784,16.36366,10.99378,6.523657,4.653481
3.633841,6.524768,2.034535,0.4967511,19.55783,14.91533,16.28021,11.04526,6.302174,4.660348
3.723514,6.473672,2.065188,0.5319703,19.30413,14.85234,16.30089,11.1289,6.120589,4.560288
3.584785,6.437856,2.086496,0.5780241,19.11512,14.85413,16.30423,11.27948,5.86307,4.545321
3.514358,6.377543,2.006717,0.5244009,19.11374,14.7595,16.31669,11.34909,5.696663,4.489902
3.163714,6.29923,2.041752,0.4907877,19.00306,14.54321,16.20637,11.27234,5.580211,4.450183
2.882694,6.20711,2.001944,0.541311,18.90168,14.50484,16.10686,11.25859,5.523939,4.463143
2.646958,6.079024,1.956268,0.4477389,18.77254,14.42984,15.91373,11.11002,5.409053,4.479506
2.617253,6.11761,1.95048,0.4390728,18.7281,14.52255,15.71629,10.9856,5.367616,4.427571
2.573172,6.087024,1.896899,0.3717124,18.45625,14.54402,15.53846,10.92366,5.344077,4.336495
2.59084,6.046004,1.841429,0.3256223,18.26639,14.48026,15.32921,10.81594,5.32903,4.188825
2.863736,6.045789,1.859246,0.2940118,18.05634,14.48583,15.12762,10.60511,5.33375,4.16458
3.039529,5.957536,1.848207,0.2854688,17.85572,14.46361,14.95288,10.40827,5.304117,4.003404
3.121466,5.860559,1.82152,0.3002918,17.68089,14.38412,14.67682,10.30009,5.273911,3.926892
3.130886,5.76604,1.803873,0.2207057,17.59871,14.06297,14.62292,10.1855,5.242304,3.733993
3.064619,5.581248,1.867305,0.1989028,17.36723,13.86274,14.5007,10.00315,5.191152,3.666371
