EL1: Electronic Ladder,A1: 40WkFrozen_F_2,B1: 40WkFrozen_F_3,C1: 44WkFrozen_F_2,D1: 44WkFrozen_F_3,E1: 48WkFrozen_F_2,F1: 48WkFrozen_F_3,G1: 52WkFrozen_F_2,H1: 52WkFrozen_F_3,A2: 52WkFrozen_F_3
3.711011,75.81134,84.66919,7.957637,77.04256,114.5396,115.8387,91.81744,488.4176,511.525
3.779229,75.49636,84.85963,7.933944,71.28589,116.9559,118.8506,91.10411,474.0715,514.7804
3.873752,75.35542,85.00498,7.938316,66.23973,119.5134,122.2827,90.3459,457.1273,518.2583
3.97186,74.77379,84.99372,7.900135,61.92107,122.2393,125.2552,89.24673,441.3373,522.3492
4.120864,73.93488,85.00394,7.935142,58.1338,125.0644,128.2288,87.83347,425.4076,527.7263
4.407995,72.82719,84.94151,7.854631,54.94135,128.1057,131.0785,86.44672,409.6968,533.1882
4.740877,71.58826,84.8831,7.808669,52.33611,131.2149,134.1743,85.17802,394.4839,537.8073
5.183635,70.37107,85.02925,7.821428,50.4449,134.508,137.1579,84.25895,379.7047,543.7159
5.696602,69.17306,84.90096,7.880587,48.95087,137.8297,139.9795,83.48961,366.455,548.8607
6.020205,67.90033,84.57634,7.893895,48.00499,140.9317,142.8185,83.05193,355.6722,553.5552
6.294484,66.86086,84.44091,7.941279,47.34188,144.0386,145.7857,82.72267,347.3585,559.4147
6.550032,66.13089,84.15314,7.954369,47.08427,146.9773,148.3546,82.6644,340.7094,563.2214
7.067249,65.56673,83.92071,7.954465,46.97712,149.6321,151.1069,82.79899,335.1973,568.0342
7.607132,64.61757,83.75819,7.939784,47.30522,152.3937,153.2223,83.36855,332.6592,572.9534
7.999272,63.6232,83.56297,7.969831,47.42466,154.9432,155.0921,84.23757,331.5277,575.4354
8.483399,62.38512,83.39492,7.966698,47.25788,157.112,156.8603,85.14831,331.3588,578.163
9.100471,61.32103,83.21896,7.928111,46.77643,159.02,158.215,86.36368,331.3131,581.2438
9.723855,60.30267,83.06238,7.955329,46.08594,160.724,159.1544,87.67268,331.2023,585.4836
10.54847,59.32039,82.74747,7.980532,44.81305,162.0612,159.8857,88.90519,330.449,590.0313
11.37495,58.47646,82.5608,8.065623,43.28484,163.4344,160.4301,90.22875,329.7571,593.2769
12.50006,57.72724,82.46566,8.153605,41.52819,164.7484,160.8387,91.46599,327.1583,596.84
13.92115,57.1254,82.18983,8.158715,39.33883,165.7232,160.4586,92.45213,321.9251,600.2675
15.43674,56.59745,82.06148,8.144824,36.90509,166.4226,160.1205,93.456,314.6725,604.9536
17.24239,56.16445,81.91575,8.190943,34.41965,166.8572,159.2815,94.68483,304.96,608.032
19.26184,55.64227,81.87753,8.201218,31.73772,166.8782,158.0409,95.9037,292.9656,609.8933
21.67051,55.2455,81.80948,8.2482,29.16061,166.4861,156.4584,96.89334,279.3535,613.3442
24.47736,55.1686,81.65271,8.199513,26.78738,165.8472,154.4356,97.7855,264.1598,617.1193
27.67189,55.06248,81.52564,8.191102,24.57014,165.2329,152.1546,98.59594,247.9733,621.7847
31.58931,54.8999,81.5478,8.19365,22.6113,164.1723,150.1122,99.21051,231.9067,627.6587
35.96396,54.72008,81.68331,8.225233,20.97365,163.3143,147.9368,99.91912,216.3083,631.4431
40.95355,54.37891,81.81488,8.297094,19.752,162.2197,145.9213,100.6687,201.2278,635.6459
46.12794,54.13557,81.79666,8.321748,18.60655,160.9542,143.723,101.2972,187.0001,639.5345
51.64317,53.72952,81.8501,8.263994,17.69965,159.2392,141.5946,101.8048,173.8602,643.1381
57.59286,53.38168,81.95919,8.241897,16.88833,157.1595,139.1345,101.9739,162.3711,646.2204
63.7354,53.04701,82.18777,8.265635,16.27756,155.0232,136.5395,102.0575,152.1543,649.6818
69.85553,53.03483,82.30428,8.188597,15.86013,152.4492,133.7882,102.1389,143.2099,654.3089
75.89359,53.22419,82.52372,8.134206,15.55535,149.8765,131.0445,101.9878,135.8515,657.4528
81.78076,53.42332,82.89374,8.130825,15.33106,147.6415,128.0578,101.706,129.6779,660.5964
87.19453,53.83961,83.27072,8.187214,15.21428,145.1635,125.4848,101.3203,124.6952,663.7352
91.76865,54.34416,83.53467,8.216331,15.17598,143.0376,123.0352,101.188,120.6882,666.4848
95.54222,54.82587,83.9938,8.271003,15.27282,140.927,120.8306,100.9499,117.4065,667.582
98.08273,55.45209,84.34097,8.337966,15.37925,139.2322,119.0391,100.5536,114.6152,666.3276
99.29156,56.05205,84.76822,8.334234,15.49464,137.2987,117.1475,99.898,112.3096,663.6996
99.06339,56.77481,85.24682,8.267346,15.51928,135.4251,115.0892,98.97942,110.1654,658.8187
97.45181,57.72397,85.78861,8.189359,15.59947,133.7436,113.3209,98.15011,108.1444,652.0717
94.50578,58.66564,86.43928,7.994381,15.73044,132.1827,112.0005,97.66277,106.2491,646.7108
90.77435,59.70337,87.11347,7.907096,15.92191,130.1724,110.4975,96.82079,104.5049,634.8831
86.22996,60.79034,87.84629,7.920841,16.16175,128.3595,108.8786,96.16905,102.8239,623.4431
80.70927,62.03536,88.46528,7.962461,16.4871,126.7411,107.6921,95.67046,101.0865,610.6929
74.90852,63.14642,89.1226,7.904972,16.72579,125.3287,106.575,95.3138,99.5467,595.1267
68.94247,64.14434,89.77887,7.94951,17.04694,123.919,105.4998,94.99156,98.14234,579.1823
62.84081,65.39511,90.45063,8.066674,17.34019,122.8545,104.7101,94.73785,96.94144,561.5493
56.55688,66.57947,91.19447,8.135648,17.54788,121.8832,103.8169,94.33617,95.85749,543.1257
50.46388,67.78485,91.94224,8.069752,17.88902,121.1606,103.3165,94.00909,94.76482,525.3273
44.74711,69.03951,92.54885,7.948265,18.22061,120.5514,103.0493,93.41636,93.77446,506.037
39.44721,70.16467,93.08567,7.910998,18.49752,120.0227,102.8687,92.79868,92.95338,488.1716
34.87772,71.30173,93.57401,7.851044,18.7892,118.9853,102.4946,91.92844,92.1559,468.3437
30.95333,72.21102,94.0981,7.842134,19.16945,118.3028,102.2202,91.02935,91.36386,450.3937
27.34794,72.98238,94.69037,7.856081,19.60686,117.9761,102.1931,89.92279,90.66573,432.0379
24.55551,73.64856,95.50631,7.81674,19.8713,117.612,102.1074,89.00095,89.87918,412.8904
22.37551,74.17348,95.93523,7.884144,20.19181,117.2618,102.0443,88.25234,88.9951,395.3883
20.65787,74.87547,96.6904,7.855492,20.74184,117.2185,102.1628,87.66336,88.33175,377.4264
19.16058,75.29266,97.51844,7.82544,21.14177,117.4102,102.6896,87.02117,87.68483,359.7302
18.21872,75.73761,98.30025,7.755914,21.71453,117.814,103.4932,86.75935,86.95847,343.1751
17.438,76.05126,98.84615,7.767124,22.18138,118.0746,104.4686,86.35908,86.26208,325.2685
16.86738,76.32922,99.28198,7.843459,22.73006,118.6183,105.4916,86.09422,85.50246,307.9819
16.64213,76.33171,99.70132,7.831406,23.18316,119.3266,106.5521,85.85892,84.87799,291.8948
16.57688,75.94159,99.81465,7.845809,23.45962,120.1712,107.6108,85.5779,84.11754,275.2969
16.45852,75.4743,100.0149,7.87884,23.4591,121.1669,108.7709,85.2155,83.45117,259.6277
16.46589,74.88985,99.97492,7.859612,23.2734,122.0318,109.7872,85.09834,82.80085,244.0438
16.63826,74.3064,99.77978,7.85017,23.06598,123.0145,110.8332,85.07719,82.40648,229.2299
16.67247,73.80399,99.78761,7.743528,22.77763,124.2641,111.9486,85.11597,82.28087,215.031
16.84927,73.10764,99.63676,7.686378,22.14538,125.6467,113.4088,85.31303,82.43273,201.5817
17.22406,72.51978,99.47591,7.664724,21.56112,127.1611,114.9461,85.92431,82.57554,189.4157
17.14243,71.89809,99.32304,7.736605,20.97274,128.8201,116.821,86.80433,82.75423,178.044
17.43853,71.22411,99.04722,7.668507,20.5533,130.5229,118.4051,87.79475,82.77423,166.4624
17.82478,70.23503,98.64867,7.588964,19.95749,132.3394,119.8533,89.16135,82.78311,156.2
17.96032,69.18568,98.0225,7.546895,19.41383,134.1243,121.3533,90.4457,82.65891,146.7372
18.25215,68.45663,97.38197,7.424234,18.90719,135.8186,122.5977,91.75445,82.38687,137.6854
18.41615,67.68651,96.58659,7.415497,18.44359,137.4673,123.6882,93.09797,82.31434,129.4035
18.5258,67.15356,96.05298,7.485785,18.09314,139.2698,124.7795,94.47483,82.21972,122.0591
18.76223,66.53808,95.45764,7.515226,17.74514,140.9687,125.7966,95.66401,82.05408,115.2075
19.05353,65.88033,94.70813,7.653012,17.43386,142.5499,126.8182,96.84392,81.88931,108.7761
19.16386,65.50277,94.19641,7.717998,16.99407,143.92,127.6656,98.30112,81.6009,102.8934
19.16387,65.25063,93.76143,7.811683,16.66791,145.306,128.575,99.96906,81.2375,97.59858
19.28988,64.9921,93.44228,7.805072,16.31759,146.5014,128.9547,101.6236,80.88945,92.5891
19.35769,64.83032,93.09415,7.869454,16.0176,147.6019,129.1209,103.4727,80.5441,87.91311
19.3758,64.83294,92.76824,7.842834,15.7899,148.6493,129.0978,105.4203,80.30824,83.85262
19.57454,65.05134,92.54352,7.783951,15.54021,149.5623,128.8543,107.4375,80.06916,79.8886
19.62598,65.19118,92.24875,7.852921,15.18517,150.1784,128.5091,109.4425,80.00352,76.69588
19.78218,65.51615,92.14461,8.020501,15.0041,150.6369,128.0037,111.5868,79.90605,73.82542
20.18354,65.72639,91.94842,8.128779,14.93872,150.8482,127.3878,113.4107,79.82926,71.31853
20.41926,66.01176,91.77928,8.22371,14.80037,150.8896,126.5923,115.217,79.75241,68.95964
20.65388,66.48368,91.73045,8.273261,14.67664,150.5385,125.6018,117.0946,79.70202,66.80043
21.04916,67.09283,91.83546,8.334116,14.69975,150.3286,124.5657,118.7723,79.78327,64.74632
21.33175,67.67002,91.96011,8.259039,14.68021,149.8022,123.2073,120.117,79.88585,62.75346
21.92436,68.20857,92.1984,8.153872,14.8995,148.9881,122.0438,121.4078,79.93163,60.86558
22.47783,68.68874,92.47348,8.098725,15.04589,148.3922,120.6092,122.4376,80.02774,58.9473
23.19967,69.22954,92.89172,8.032891,15.16776,147.4438,119.3743,123.1967,80.28677,56.98461
24.00547,69.81596,93.26042,7.958771,15.37527,146.2581,118.0028,123.8092,80.52458,55.33799
24.92137,70.57858,93.83372,8.123721,15.53329,144.8753,116.7967,124.4818,80.95182,53.73486
26.07762,71.15885,94.15142,8.18933,15.70024,143.3268,115.7347,124.6529,81.42341,52.18589
27.05424,71.7573,94.59767,8.170315,15.95748,141.7678,114.7516,124.8868,81.78858,50.59656
28.35841,72.31891,94.81944,8.232176,16.3041,139.999,113.5126,124.6511,82.17363,48.95503
29.94373,72.82174,95.0246,8.185353,16.52153,138.4499,112.3431,123.9281,82.68303,47.33225
31.9086,73.1216,95.079,8.07476,16.67931,136.6879,111.4193,123.1839,83.02103,45.85328
34.26385,73.10673,95.21208,8.071021,16.85395,135.2941,110.668,122.3267,83.2666,44.563
36.98215,73.04982,95.31973,8.160571,17.03024,134.0796,109.6846,121.1388,83.59887,43.21312
40.44484,72.97841,95.37175,8.101119,17.15431,132.9044,109.1313,120.1169,83.92007,42.09612
44.49338,72.86691,95.34272,8.069515,17.36919,132.0486,108.7173,119.099,84.31703,41.01405
49.04794,72.63094,95.46225,8.18984,17.4243,131.2214,108.5421,118.327,84.8587,40.13458
54.35099,72.39279,95.11501,8.256507,17.62249,130.668,108.5645,117.6292,85.3335,39.24687
60.32379,72.09984,94.99992,8.265839,18.08147,130.4323,108.7086,117.0776,85.72448,38.38816
67.59665,71.79974,94.53289,8.324772,18.48015,130.0207,108.5664,116.1654,86.25311,37.47269
76.28723,71.45927,94.11122,8.331656,18.92603,129.6944,108.5183,115.1661,86.82302,36.62987
86.51976,71.13457,93.87212,8.324585,19.46928,129.5863,108.7913,114.5745,87.53561,35.95575
97.90131,70.57007,93.5491,8.342622,20.01117,129.6934,108.8885,113.8557,87.96465,35.2965
110.6739,70.10251,93.12827,8.327489,20.65643,129.7181,108.9935,113.2213,88.50185,34.73232
125.2747,69.61389,92.58223,8.266343,21.27882,129.8758,109.3926,112.9509,88.92189,34.34196
140.65,69.09046,91.99168,8.174492,21.997,130.44,109.8185,112.5119,89.48874,33.83241
156.6973,68.54699,91.45139,8.134258,22.66103,131.1023,110.3796,112.3348,90.03262,33.49243
174.3146,68.05743,90.77204,8.0849,23.40558,131.795,111.1344,112.5707,90.43654,32.97918
192.1764,67.48129,90.22241,8.088454,24.06696,132.6733,111.6474,112.586,90.83476,32.44966
210.3529,67.12666,89.61918,8.204551,24.75489,133.5434,112.1658,112.9323,91.462,31.85956
229.0379,66.81169,89.20193,8.280727,25.57948,134.4849,112.7662,113.5663,91.91578,31.31176
247.1249,66.65807,88.8991,8.20839,26.29729,135.5777,113.204,114.5949,92.42327,30.93338
263.5541,66.54324,88.47065,8.202838,26.79073,136.634,113.4497,115.7138,92.67958,30.39031
278.7838,66.6484,88.03326,8.21651,27.2486,137.6312,113.3904,116.8596,92.96278,29.8807
292.334,66.82137,87.6189,8.283065,27.64655,138.416,113.3743,118.3242,93.00227,29.47663
303.5136,66.9673,87.25214,8.251828,27.78487,139.3453,113.3005,119.5882,93.04746,29.00344
312.692,67.09776,86.96259,8.210504,27.74807,139.8625,113.2032,121.0987,93.09923,28.44654
320.2479,67.13696,86.77477,8.165526,27.68655,140.1292,113.1306,122.6227,93.06911,27.89999
324.4709,67.09549,86.4642,8.253585,27.39308,140.4455,112.6317,124.1049,93.17183,27.31963
325.13,67.21362,86.36124,8.371696,27.2395,140.8,112.4689,125.8546,93.53222,26.91387
321.8196,67.21596,86.19199,8.442384,27.16736,141.0064,112.2179,127.4726,93.56779,26.53944
314.2173,67.19225,86.01018,8.447159,27.05426,141.0581,111.6803,129.0527,93.91788,26.41794
301.6001,67.25735,85.84422,8.532204,27.03313,140.9635,111.1302,130.4203,94.32581,26.25957
285.5716,67.44629,85.77271,8.482788,26.97286,140.6422,110.3456,131.684,94.52718,26.11818
266.1414,67.47806,85.50806,8.497883,27.01657,140.2322,109.6662,132.7471,94.65639,26.16311
244.6514,67.3796,85.37199,8.384637,26.81056,139.9451,108.9284,133.6487,94.81673,26.21637
222.0472,67.31627,85.19516,8.35282,26.79465,139.2837,108.0675,134.5329,95.20016,26.04193
199.2599,67.20375,84.9767,8.355339,26.78888,138.422,107.3116,135.3266,95.6511,25.84354
177.1982,66.90591,84.75964,8.434123,26.65221,137.4278,106.4374,136.1567,96.04739,25.43242
155.8681,66.65584,84.54006,8.373266,26.55161,136.3509,105.7185,136.4985,96.43774,24.99677
135.7902,66.15654,84.30333,8.430699,26.54564,135.3207,104.9875,136.6207,96.69434,24.44317
117.63,65.67586,84.01218,8.424726,26.5337,134.032,104.2536,136.5289,97.05113,24.03177
101.3451,65.27151,83.72938,8.480212,26.61991,132.7888,103.5534,136.2166,97.34015,23.62841
87.3914,64.88124,83.37513,8.451916,26.62408,131.7031,102.7943,135.8799,97.51469,23.34053
75.58495,64.44161,82.82352,8.503203,26.74486,130.5847,102.258,134.961,97.67445,23.21732
65.88819,64.08022,82.28878,8.438346,26.76904,129.9723,101.9462,134.1321,97.95647,23.0742
58.11989,63.8267,81.75445,8.523222,27.1001,129.3166,101.7519,133.5217,98.40706,22.89131
52.0619,63.60492,81.04788,8.515411,27.21636,128.5308,101.6447,132.8172,98.8759,22.72324
47.68968,63.48758,80.36138,8.570488,27.34088,127.9912,101.5748,132.1616,99.26662,22.45674
44.34575,63.35303,79.66115,8.526582,27.46602,127.702,101.6772,131.602,99.67606,22.11982
41.65612,63.07018,79.02776,8.547895,27.81228,127.7393,101.7306,131.1155,100.1746,21.79756
39.66372,62.87549,78.34896,8.518305,28.15136,127.7215,101.8424,130.7951,100.5149,21.44058
38.28231,62.66379,77.79845,8.55877,28.56165,128.0582,101.9235,130.7374,100.8581,21.12738
36.87449,62.27173,77.2027,8.547751,28.94274,128.1938,101.6049,130.6261,101.2225,20.90968
35.83654,61.94572,76.66107,8.543886,29.33685,128.2742,101.575,130.5969,101.6139,20.81032
34.94268,61.55693,76.16335,8.54318,29.59094,128.6671,101.6898,130.8562,101.9048,20.74114
34.24714,61.16585,75.79439,8.484055,29.96107,128.7748,101.619,131.3519,102.232,20.79222
33.63666,60.8951,75.22941,8.380558,30.12927,128.8127,101.5248,131.9529,102.6092,20.85176
33.13741,60.7793,74.7216,8.475558,30.41494,128.7752,101.2771,132.5604,102.9149,20.95216
32.5499,60.5303,74.23795,8.514439,30.59691,129.0068,101.2665,133.4852,103.1503,21.02078
31.83706,60.46653,73.84911,8.466824,31.09949,129.2947,101.1416,134.1746,103.4401,21.07087
31.33617,60.41884,73.53291,8.383717,31.39761,129.3281,101.0003,135.3759,103.6891,21.04166
30.74152,60.32355,73.29175,8.248183,31.73896,129.3674,100.8272,136.524,104.1455,20.93481
30.1513,60.13727,72.91312,8.207713,32.04551,129.0968,100.3794,137.4847,104.6168,20.82467
29.65636,60.02903,72.50071,8.184905,32.31009,128.8331,99.99281,138.5013,105.1245,20.76805
29.13369,59.98593,72.23611,8.21053,32.23808,128.2743,99.556,139.5102,105.4371,20.63059
29.03858,59.91839,72.12351,8.274443,32.48509,127.777,98.7583,140.6255,105.7934,20.543
28.80333,60.03167,72.06049,8.373124,32.76402,127.3694,98.04138,141.6797,106.0003,20.45278
28.68405,60.35714,71.98492,8.5472,33.03623,126.7184,97.30377,142.3691,105.9661,20.26741
28.53453,60.98785,72.06902,8.68176,33.31726,126.209,96.67873,143.0172,105.8806,20.1058
28.3835,62.07214,72.23611,8.784204,33.90829,125.5716,96.02786,143.2822,105.8652,19.96259
28.41796,63.57847,72.49509,8.751837,34.2529,124.8492,95.40445,143.6036,105.6863,19.73481
28.3785,65.41126,73.01808,8.675178,34.82562,124.075,95.03978,143.5742,105.802,19.44014
28.49684,67.75995,73.35393,8.608005,35.33816,123.1395,94.70041,143.404,105.8772,19.08047
28.68027,70.36382,73.53144,8.565924,35.77862,122.2722,94.37685,143.1542,105.9299,18.74477
28.8009,72.91811,73.65261,8.570869,36.10482,121.4972,93.95523,142.8823,105.9462,18.54875
29.15866,74.95751,73.51585,8.609716,36.78107,120.8433,93.46133,142.5186,105.8947,18.28691
29.19191,76.36143,73.19209,8.655123,37.16207,120.3175,93.38351,142.201,105.9432,18.05981
29.2986,77.05297,72.34709,8.648515,37.57993,119.9744,93.23242,141.5952,106.0524,17.81486
29.56035,76.9884,71.29082,8.728319,38.01754,119.5441,92.90254,140.9372,106.3867,17.73186
29.79193,76.20712,70.11947,8.771301,38.6675,119.2219,92.70607,140.3801,106.7407,17.70095
29.99135,74.79893,69.01885,8.583875,39.42572,119.1198,92.45479,139.9718,107.058,17.53803
30.35151,72.84882,67.97254,8.499882,40.33099,118.8551,92.11806,139.8532,107.5422,17.45238
30.71473,70.82974,66.83641,8.40967,41.24231,118.5775,91.83394,139.8452,107.9642,17.34146
31.33374,68.89307,65.75949,8.306975,42.29076,118.5351,91.48605,140.2241,108.1524,17.19666
31.8958,67.05297,64.72822,8.251163,43.39266,118.3267,91.06325,140.5313,108.3659,17.17561
32.6011,65.22121,63.73802,8.174562,44.45567,117.9537,90.8569,140.9131,108.676,16.92533
33.20981,63.5632,62.96112,8.260707,45.21957,117.735,91.15329,141.5712,109.0168,16.85109
34.07283,62.19482,62.05812,8.236556,45.93762,117.6393,91.42833,141.9687,109.2573,16.76902
35.05488,61.17056,61.25896,8.270428,46.52645,117.6083,91.96278,142.4348,109.6809,16.74623
36.04663,60.21829,60.73016,8.264362,47.26001,117.4845,92.97299,143.0263,110.1218,16.86994
36.83076,59.30442,60.08917,8.226745,47.81491,117.5012,94.1039,143.5538,110.5565,16.81741
37.98085,58.31233,59.40046,8.288583,48.08828,117.7502,95.24986,144.1433,110.9217,16.66061
39.08854,57.18759,58.60207,8.289708,48.31278,118.2289,96.50903,144.6907,111.1575,16.60826
40.44449,56.20964,57.84535,8.308683,48.48256,118.6936,97.48384,145.2977,111.2306,16.40797
41.66251,55.27065,57.20833,8.351261,48.6439,118.8707,98.15239,145.9456,111.5626,16.28767
43.2342,54.25789,56.64056,8.406224,48.61808,118.8505,98.39337,146.6475,111.745,16.08949
44.89377,53.50538,56.07608,8.447556,48.52832,118.6781,98.40512,147.449,111.6968,16.01801
46.91675,52.75468,55.5069,8.46855,48.46878,118.214,97.92519,148.2959,111.5689,15.91566
48.89026,52.32061,55.05671,8.530337,48.47908,117.7371,97.26482,148.9821,111.7633,15.89596
51.3625,51.71058,54.68127,8.598186,48.60208,116.7784,96.43864,149.4824,112.0395,15.95105
55.00621,51.3874,54.06531,8.593099,48.75106,115.8344,95.3958,149.8062,112.286,15.82448
60.78937,50.89914,53.56552,8.513695,49.03964,115.064,94.21725,149.9499,112.7623,15.67074
67.45579,50.35686,52.96584,8.519136,49.46302,114.2988,92.98645,149.8164,113.0999,15.63286
76.93469,49.88646,52.32542,8.590039,49.87881,113.4758,91.83328,149.3966,113.7688,15.37012
89.78162,49.31499,51.69593,8.559302,50.37235,112.4977,90.69583,149.0106,114.6404,15.19869
108.1065,48.81957,51.09481,8.537806,50.80228,111.4604,89.64911,148.4303,115.3977,15.01508
132.5022,48.45084,50.41914,8.405843,51.27999,110.3832,88.7679,147.7655,116.4623,15.01127
163.1454,47.95949,49.77678,8.300808,51.77378,109.3387,87.94888,147.1197,117.8918,14.95942
200.3711,47.62868,49.25698,8.297606,52.2863,108.4661,87.21565,146.5041,119.6047,14.92262
243.9467,47.11487,48.68489,8.249552,52.93485,107.5527,86.47951,146.0656,121.7154,14.9042
291.2039,46.83753,48.18951,8.115903,53.84678,106.8958,85.7412,145.8716,124.0265,14.94491
338.1341,46.3824,47.74252,8.008758,55.09587,106.2865,84.9265,145.69,126.493,14.88471
378.441,45.9995,47.42332,8.029368,56.66558,105.8048,84.1664,145.8142,129.305,14.78875
410.5762,45.51249,46.89547,8.13069,58.60299,105.2582,83.59076,146.0188,132.6491,14.68589
429.4778,45.15697,46.24323,8.190536,61.15554,104.6418,82.96918,146.1144,135.548,14.71201
434.5762,44.89729,45.79621,8.260085,64.50179,103.7969,82.3913,146.2606,138.2937,14.78276
424.2587,44.69466,45.27041,8.274888,68.22121,102.9715,82.02733,146.3542,140.909,14.88487
401.0224,44.41504,44.80877,8.30278,72.26102,102.2225,81.64896,146.429,142.7921,14.8674
367.8916,44.1236,44.50032,8.374972,76.34636,101.3924,81.22789,146.4953,143.4532,14.70774
328.8126,43.92284,44.14785,8.384485,79.81705,100.5962,80.7285,146.436,143.2577,14.37618
286.2986,43.72312,43.76122,8.326454,82.51143,99.87012,80.15918,146.2281,142.0508,14.05079
243.6584,43.3569,43.296,8.228585,83.76186,99.13673,79.56245,145.9866,139.8591,13.69819
203.4726,43.14612,42.89254,8.201073,83.80173,98.46753,79.12741,145.9094,137.2589,13.48057
168.3684,42.85559,42.20573,8.129844,82.6635,97.8349,78.75172,145.6402,134.4115,13.35819
138.6168,42.73383,41.50392,8.085511,80.74272,97.30836,78.38037,145.2994,131.1767,13.51344
115.0981,42.50671,40.92785,8.083383,78.29242,96.70576,77.91171,144.9782,128.1848,13.71865
96.43207,42.33519,40.46387,8.021915,75.53641,96.4119,77.6889,144.7745,125.7148,13.93734
83.11102,42.05566,40.17266,8.009629,72.99547,95.8822,77.32396,144.6141,123.2322,14.15308
73.37795,41.83072,39.84507,8.005771,70.60966,95.30145,76.94928,144.4294,120.9872,14.15602
66.56516,41.80226,39.54455,8.015914,68.46657,94.8681,76.4765,144.2105,119.2338,14.13132
61.43027,41.55279,39.14737,8.025881,66.76956,94.2491,76.0363,144.1052,117.7631,14.16156
57.54845,41.37007,38.76374,7.974272,65.13756,93.47276,75.55269,144.054,116.3581,14.19536
54.54342,41.27367,38.39004,7.919167,64.10985,92.75846,75.13524,144.1098,115.2257,14.19967
52.24219,41.11236,37.89,7.837831,63.15354,92.14648,74.74271,144.081,114.1504,14.10646
50.74192,40.86262,37.42047,7.873514,62.27311,91.67011,74.38873,144.2042,113.2963,14.09379
49.5243,40.49075,36.89455,7.900199,61.5664,91.22442,74.01003,144.1894,112.4806,13.99463
48.23606,40.2228,36.53255,7.858446,60.88678,90.88413,73.72856,144.3481,111.8015,14.01683
47.05144,39.91314,36.24546,7.891889,60.27166,90.36217,73.4771,144.448,111.0019,13.94619
45.9033,39.60377,36.01537,7.896217,59.48426,89.93792,73.30043,144.4524,110.4214,13.95317
44.80546,39.3561,35.82283,7.87703,58.96484,89.4976,73.14854,144.2042,109.8698,14.12943
43.8345,38.97631,35.46766,7.96037,58.63037,88.87518,72.87308,144.0096,109.3082,14.24711
42.99827,38.74091,35.3191,7.834398,58.52915,88.2687,72.50009,143.6875,108.8396,14.35748
41.84529,38.4757,35.10221,7.72147,58.51858,87.49477,72.06329,143.4589,108.6231,14.36285
41.15577,38.21459,34.83504,7.607321,58.38715,86.80555,71.62454,143.3019,108.1185,14.18609
40.62458,37.8968,34.57414,7.585163,58.32286,86.25665,71.15811,143.3543,107.944,14.01445
40.24195,37.59206,34.13544,7.557474,58.37164,85.6556,70.69691,143.5388,107.73,13.79291
40.09595,37.42428,33.70337,7.521022,58.27411,85.18385,70.39447,143.8127,107.5803,13.65818
40.08971,37.26224,33.36223,7.492418,58.20804,84.8298,70.08076,143.7801,107.3436,13.39064
40.16565,37.04191,32.97747,7.483466,58.04743,84.52957,69.85593,143.7467,107.0721,13.16101
40.27295,36.91565,32.60763,7.46524,58.04972,84.09832,69.6707,143.4385,106.6414,12.88332
40.27584,36.64635,32.18282,7.511918,58.30832,83.61296,69.33138,143.0338,106.2075,12.64641
40.3533,36.36509,31.8021,7.381722,58.7972,83.03213,68.93221,142.6262,106.0288,12.45884
39.90576,36.07576,31.25098,7.334617,59.24491,82.35442,68.53664,142.1659,105.9151,12.29614
39.52253,35.80923,30.84777,7.320498,59.77411,81.93707,68.22462,142.1036,105.6884,12.20045
39.328,35.61409,30.49023,7.341942,60.42408,81.32156,67.65489,141.8431,105.7136,12.32049
38.97767,35.43607,30.01403,7.319935,61.05011,80.61418,67.15652,141.783,105.652,12.30499
38.9377,35.3089,29.62402,7.316065,61.46283,80.08636,66.7748,141.8031,105.5696,12.29755
38.84604,35.19181,29.27394,7.311596,61.94638,79.63294,66.25838,141.5603,105.612,12.23805
38.8927,35.01967,28.87576,7.385585,62.17763,79.17865,65.83795,141.5319,105.4814,12.05895
39.03972,34.74728,28.65591,7.388592,62.37756,78.56763,65.47339,141.2294,105.315,11.94543
39.08849,34.39631,28.41735,7.359612,62.72638,77.96066,65.18323,140.8348,105.3042,11.85396
39.39025,34.0303,28.24252,7.257521,63.22139,77.39357,64.92555,140.6087,105.4708,11.81577
39.43625,33.74343,28.06699,7.2332,63.55003,77.09051,64.82901,140.3051,105.4108,11.86254
39.56673,33.54448,27.95794,7.179612,63.90771,76.57061,64.59833,139.9843,105.4934,11.93861
39.79207,33.34751,27.76622,7.126928,64.22847,75.79357,64.15613,139.4766,105.5518,12.19635
40.00423,33.30561,27.61866,7.014622,64.50438,75.10032,63.87533,139.0014,105.5323,12.25009
40.51925,33.16531,27.3434,6.952376,64.4847,74.65225,63.47966,138.5651,105.5179,12.33429
40.74812,32.92389,26.94568,6.953665,64.69154,74.14902,63.05599,138.161,105.5417,12.45325
41.04582,32.75798,26.36426,7.049089,64.63094,73.6032,62.55002,137.7914,105.3113,12.39498
41.44083,32.48608,25.90622,7.089592,64.64238,73.12325,62.14157,137.2608,105.1159,12.3664
41.66561,32.22049,25.54762,7.080171,64.71205,72.83358,61.90361,136.8626,105.0212,12.16668
41.9361,31.9039,25.39019,7.053363,64.8714,72.43476,61.62941,136.5905,104.7174,11.83608
42.04552,31.66463,25.2052,7.029408,64.82997,72.1075,61.42047,136.2825,104.3969,11.39278
