EL1: Electronic Ladder,A1: Fresh_M,B1: Fresh_F
0.2967463,0.3984699,0.7706366
0.3786311,0.6040869,0.668848
0.5295024,0.7060919,0.5704746
0.49472,0.81742,0.4926853
0.4089923,1.041228,0.5102777
0.4777865,1.133374,0.6065588
0.3568201,1.180801,0.6919775
0.3574138,1.216926,0.7957382
0.34062,1.149743,0.8410883
0.3358574,1.019332,0.8315077
0.1729608,0.9716244,0.797204
0.147727,0.8552847,0.7803507
0.179019,0.6820593,0.7079868
0.1588535,0.6246653,0.5393419
0.007524014,0.649148,0.4281292
0.06429148,0.7103271,0.4073935
0,0.7609234,0.3489923
0.09177399,0.7925787,0.2792168
0.0987606,0.9336329,0.2165241
0.02074575,0.9834719,0.1939278
0,1.009894,0.1269493
0.09104633,1.01582,0.1515932
0.1603823,1.029293,0.1498394
0.2335615,1.077152,0.06443119
0.06519175,1.040479,0.05039883
0,1.029242,0.04813957
0,0.9489183,0
0,0.8719559,0
0,0.8617353,0
0,0.8114462,0
0.1048288,0.912982,0
0.1946735,1.08189,0.1139107
0.3086977,1.271475,0.3119631
0.3913779,1.446413,0.3901548
0.3043423,1.581861,0.4514122
0.37289,1.634057,0.4500999
0.2512898,1.471626,0.4715576
0.1654816,1.408057,0.4022675
0.1427932,1.168305,0.3612394
0.0832057,1.145839,0.3691282
0,1.095134,0.3003473
0,1.063686,0.2097521
0,1.101306,0.199172
0,1.250297,0.1478586
0,1.551357,0.1437597
0.09038401,1.743358,0.1278276
0.01836443,1.82723,0.1294508
0.1315432,2.007371,0.08660221
0.1726341,2.061695,0.1024485
0.2067938,2.154082,0.07394886
0.1392446,2.046427,0
0.07437706,2.052395,0
0.194366,2.043065,0
0.1250486,2.255234,0
0.1101828,2.474986,0
0.1319652,2.698294,0
0.05555534,2.870338,0
0.005750179,2.946906,0
0,2.973969,0.0921154
0.1261139,2.882972,0.09875679
0.2172995,2.782912,0.09605503
0.2973599,2.791612,0.0750103
0.3302536,2.73365,0.06894875
0.2756705,2.76667,0
0.1657648,2.722252,0.02127075
0,2.815229,0.06429768
0,2.782639,0
0,2.810668,0
0,2.764462,0.03813457
0.05043316,2.774835,0
0.1483798,2.738717,0
0.2547216,2.788845,0.1166935
0.291894,2.750009,0.2563848
0.3965745,2.69631,0.3038435
0.4153886,2.73858,0.4375219
0.456738,2.719748,0.4451637
0.6670008,2.666753,0.3471241
0.6705513,2.756093,0.26231
0.6792159,2.723746,0.2062416
0.5804296,2.733463,0.08993816
0.525362,2.589757,0.0829668
0.5910625,2.622611,0.1982775
0.6398182,2.530018,0.2291393
0.6327806,2.520596,0.4450951
0.6581798,2.661835,0.601593
0.6589808,2.682773,0.6144686
0.6774168,2.854436,0.6980276
0.5427151,3.001196,0.8100672
0.4975266,3.111455,1.00914
0.42869,3.237348,1.125158
0.336771,3.217301,1.157536
0.3369617,3.370648,1.13461
0.1899681,3.368978,1.106699
0.1231194,3.440777,1.123874
0.2196927,3.56308,1.082962
0.3208256,3.640782,1.128053
0.2842078,3.823955,1.266139
0.2832747,3.981913,1.449244
0.2630801,4.050716,1.600254
0.2557712,4.069592,1.738724
0.0422349,4.052609,1.939428
0,4.08204,2.053226
0,4.024956,2.187247
0,4.047944,2.314544
0,4.206972,2.35398
0.05741119,4.47722,2.330644
0.03095388,4.898317,2.318406
0.04023933,5.21876,2.385222
0.0337534,5.532862,2.483648
0.08335352,5.924561,2.684898
0.008488655,6.187792,3.003879
0.1171288,6.320564,3.16866
0.3361812,6.426907,3.42
0.5138278,6.551165,3.499629
0.6899028,6.633547,3.417762
0.8195195,6.803961,3.30158
0.7076168,6.924633,3.277178
0.5635376,7.058647,3.392258
0.4010873,7.203083,3.55598
0.1906056,7.459543,3.904014
0,7.717091,4.260453
0,8.188131,4.627698
0.0883379,8.882967,5.001894
0,9.601494,5.166829
0,10.31914,5.493146
0,11.18534,5.976659
0.01759577,12.12038,6.502194
0.1006603,13.38111,7.130075
0.004097462,14.81339,7.985896
0,16.35295,9.033317
0,17.84959,10.07134
0,19.30797,11.12509
0,20.88147,11.98879
0,22.31173,12.68585
0,23.43738,13.25611
0,24.2255,13.63284
0.1174908,24.88556,13.69109
0.1024199,25.07451,13.42039
0.06477284,24.94567,13.00791
0.07107067,24.19814,12.29048
0.1819453,22.99762,11.54485
0.3298547,21.51864,10.77618
0.2333026,20.06876,9.914372
0.2720637,18.90239,9.081441
0.3218689,17.72046,8.340261
0.4563558,16.63671,7.848037
0.3584759,15.74112,7.53852
0.3213491,14.69257,7.33254
0.1099298,13.80145,7.169053
0,12.99177,7.063811
0,12.14074,7.124419
0,11.40384,7.191737
0,11.4993,7.595502
0,12.52171,8.485213
0,13.91707,9.418748
0.06018877,14.23287,8.28423
0,6.471798,0
0,0,0
0,0,14.93743
0,39.23043,58.15999
0,104.0237,110.3959
0.0526017,173.071,163.5713
0.211851,237.8483,209.5411
0.3309728,288.3535,241.1705
0.3165656,315.4053,252.296
0.2952315,312.4471,237.7831
0.08128011,275.98,200.4703
0,227.9195,163.8862
0,194.3506,135.6984
0,167.3124,110.3778
0,138.625,86.71705
0,110.2761,65.48302
0,82.37225,45.83628
0,56.16676,29.15254
0,32.89284,16.0395
0,14.19653,6.164175
0,0,0
