EL1: Electronic Ladder,A1: 4WkFrozen,B1: 8WkFrozen,C1: 12WkFrozen,D1: 16WkFrozen,E1: 20WkFrozen,F1: 24WkFrozen,G1: 28WkFrozen,H1: 32WkFrozen,A2: 36WkFrozen,B2: 40WkFrozen,C2: 44WkFrozen,D2: 48WkFrozen,E2: 52WkFrozen
1.811575,74.91338,115.6093,85.90149,335.9492,10.29938,50.88887,21.15532,0,133.8036,335.3835,54.09932,5.791151,97.32125
1.964374,70.84766,114.9126,94.42821,307.0906,12.57032,53.05997,22.00438,0,143.2333,348.7294,58.88581,6.654747,112.7097
1.901066,65.84948,114.1912,103.4053,278.495,14.94603,55.21219,22.85369,0,153.2857,358.5355,63.83002,7.592165,129.0879
1.778781,60.44834,113.5386,112.7033,252.5132,17.55614,57.47536,23.69287,0.708046,163.6037,366.2638,69.11493,8.707355,147.0149
1.556797,54.61787,112.996,122.646,228.5272,20.21324,59.8279,24.57458,2.092609,174.7528,370.6262,74.72693,10.14235,165.1763
1.403651,48.45429,112.444,133.1068,206.3219,22.9107,62.21178,25.45855,3.435345,186.481,371.1335,80.4688,11.66777,183.6156
1.308333,42.29883,112.0256,143.6984,187.2099,25.7127,64.79581,26.38162,4.909496,198.3994,367.8877,86.76736,13.29749,202.1467
1.10693,36.25139,111.9628,154.2422,171.0068,28.74379,67.4355,27.4116,6.529486,211.1116,361.1257,93.51329,15.22331,219.8929
1.049143,30.53916,111.6994,164.5546,157.4424,31.74202,70.00326,28.35859,8.178621,223.7549,349.8861,100.6972,17.30536,235.8619
1.241197,25.32973,111.7146,174.8767,146.0872,34.92156,72.87305,29.38683,9.804516,236.8217,335.9919,108.2559,19.59454,249.4097
1.354727,20.79833,112.1427,184.6402,136.3559,38.11331,76.07053,30.37952,11.55649,249.9544,318.2114,116.5194,21.90676,260.7544
1.502384,16.94951,112.6758,193.5192,128.7075,41.4421,79.15335,31.55871,13.49001,262.9214,298.2658,125.0904,24.53827,268.4303
1.519122,13.66492,113.6518,201.6509,122.6052,45.04973,82.40424,32.76402,15.31738,275.4774,276.1183,134.2186,27.4182,271.9862
1.324928,11.02113,115.1745,209.2646,118.141,48.83044,86.04563,33.81858,17.19483,287.5619,253.8421,144.3055,30.67212,272.1368
1.076735,8.864891,117.0811,215.4325,114.5197,52.6378,89.79165,35.13004,19.07397,298.4161,231.8826,154.7531,34.22741,267.4612
0.9952097,7.213255,119.6173,220.6666,111.6897,56.73572,93.99637,36.48991,20.99266,307.5307,211.7202,166.2862,37.98323,259.1977
0.8940001,5.874916,122.5281,223.4843,109.5058,60.96436,98.23829,37.86015,22.90902,314.2109,193.6514,178.3522,42.07782,247.3923
0.725214,4.936363,126.0798,224.6467,107.822,65.28654,102.6591,39.28655,25.04102,318.7243,178.499,191.3781,46.53058,231.9649
0.6926012,4.196936,129.9659,223.6296,106.5202,69.75735,107.1889,40.63982,27.08778,319.6255,166.2103,205.3529,51.36432,214.4402
0.6888208,3.583296,134.1239,220.8035,105.3042,74.42635,111.7185,42.12704,29.16108,317.4997,156.8332,219.4162,56.38417,195.6779
0.7387056,3.174345,138.8069,215.7537,104.1274,79.26937,116.3558,43.63127,31.34842,311.6759,150.2029,233.9582,61.67325,176.65
0.8532467,2.763851,143.9718,208.8853,103.0257,84.32968,121.2684,45.14056,33.65856,302.407,145.1532,248.8796,67.45998,157.6844
0.7408857,2.321177,150.0956,201.0814,102.1362,89.68192,126.5368,46.86034,35.94513,290.8946,142.4427,263.8399,73.74877,140.2266
0.7472887,1.951227,156.7156,192.8162,101.4759,95.37573,132.2353,48.64337,38.30799,277.6865,141.0031,277.9545,80.52257,124.7349
0.8692646,1.553493,163.4374,183.7521,100.8003,101.4187,138.0453,50.62062,40.74706,262.1931,140.9553,290.8071,87.80279,110.6575
1.168772,1.243538,171.1596,175.0605,100.4018,107.6171,144.4079,52.67472,43.25447,246.5788,142.4614,302.9964,95.56789,98.68123
1.190784,0.9086342,179.4447,166.1396,100.1107,114.1124,150.9421,54.77007,45.84566,231.2083,145.4416,312.9982,103.9813,88.62652
1.200372,0.6799831,187.8839,158.3344,100.211,120.9025,157.4506,56.88033,48.47963,217.3637,149.6352,321.5106,113.0509,80.18071
1.114477,0.438446,196.9024,151.1662,100.4573,127.9431,163.786,59.05575,51.06232,204.8741,155.4024,327.3454,122.6173,73.69975
0.9727325,0.2293663,205.8893,144.8548,100.9589,135.3429,169.6694,61.46045,53.72215,194.5466,162.5809,329.317,132.5102,68.71114
0.8234692,0.173975,215.8571,139.1604,101.833,142.925,174.8795,63.97789,56.62151,186.2913,171.3967,327.38,143.1902,64.74258
0.8036432,0.0412674,226.2744,134.4719,103.1557,150.9326,179.5875,66.64059,59.49032,180.6222,181.9884,321.4796,154.5952,61.75935
0.7431259,0.04865456,237.0652,130.9247,105.1397,159.2346,183.5164,69.70721,62.59555,177.5679,194.3927,310.9458,166.7872,59.63165
0.7612772,0,247.5196,128.279,107.7793,167.8604,186.5388,72.67908,65.83842,176.1847,208.0367,295.4126,179.4832,57.79967
1.037474,0.06423759,258.0331,126.3303,111.1837,176.8608,188.4852,75.74979,69.1358,176.6292,223.4907,276.6488,192.9018,56.32
1.257266,0.2639542,268.5727,124.9375,115.3942,186.2481,189.3287,78.92872,72.65117,179.2164,240.3743,255.5938,206.2619,55.19044
1.272376,0.4065094,278.5341,123.8634,120.3675,195.4017,188.9903,82.05649,76.11081,182.8626,259.0746,232.4502,219.6156,54.21198
1.354032,0.5920925,287.7286,123.2282,126.1966,204.5909,187.0981,85.09956,79.31827,188.4001,278.34,208.7931,233.2958,53.63068
1.327152,0.8957882,296.1077,122.5966,132.8825,213.9654,184.0167,88.12521,82.93272,195.4736,298.9193,184.8712,245.9219,53.16113
1.441128,1.296026,303.5843,122.3346,140.5622,223.2692,179.8771,91.15276,86.68808,204.1906,320.2307,162.0614,257.7916,53.09045
1.437162,1.827953,310.6644,122.0902,149.5552,231.9599,174.5712,94.18324,90.6097,214.9242,342.2001,140.8726,268.7575,53.19381
1.53565,2.272509,317.1453,122.1097,159.6822,239.613,168.9572,97.2616,94.67725,227.2328,365.6004,122.0169,278.9551,53.54561
1.483832,2.844454,322.8089,122.3909,170.7093,245.9958,163.3821,100.2114,98.88332,241.6455,387.4468,105.7001,287.3514,54.23075
1.313531,3.353456,326.9344,122.7599,183.468,250.2968,158.0437,102.5914,103.2408,256.8932,408.1584,91.90413,293.361,55.28462
1.350208,4.035099,330.0199,123.4272,197.9111,252.4029,153.1988,104.5963,107.7816,273.9942,428.7271,81.15167,296.6685,56.75012
1.262451,4.690121,331.7983,124.4678,213.8232,251.896,149.0936,106.1748,112.5669,292.4963,451.757,72.8114,296.7187,58.67705
1.230331,5.267286,332.1081,125.664,231.3434,247.322,145.689,107.1134,117.4309,310.7185,472.9366,66.44887,294.1937,61.0578
1.182846,6.009506,331.4891,127.2839,249.4892,240.1541,143.1686,107.533,122.5046,330.2683,495.6375,61.85332,289.525,64.16531
1.293417,6.912207,329.775,129.0683,269.1029,229.8339,141.4668,107.2301,127.8585,350.151,518.2723,58.4357,281.5067,67.71073
1.43209,7.965805,326.0819,131.2516,288.8539,216.5669,140.5274,106.2527,133.2308,369.604,540.0217,56.50879,271.297,71.94438
1.565934,9.178026,321.796,133.9574,309.5041,200.7419,140.2958,104.8197,139.1958,388.6335,560.5446,55.71146,259.8546,76.65061
1.778693,10.52781,317.1185,136.8738,331.3454,182.8407,140.6149,103.0899,145.5399,407.3516,579.1113,55.89455,247.8173,81.9976
1.832576,12.01933,311.4873,140.2486,353.9138,164.0351,141.5682,100.9219,151.811,425.1397,591.6395,56.85955,235.1327,87.87268
1.958308,13.63165,305.0332,143.98,378.6377,144.7708,143.0156,98.49496,158.7702,441.5984,600.7836,58.34691,222.8518,94.59592
2.013226,15.19448,298.075,148.1026,403.9297,125.9001,144.7554,96.1717,165.6799,455.3945,606.2407,60.42514,211.169,101.8926
1.900956,16.80463,290.9514,152.5267,428.2564,108.1595,146.8424,94.04875,172.962,468.4061,610.2918,63.0376,201.0826,109.9179
1.976776,18.48033,283.5347,157.5665,453.6721,91.85145,149.3189,92.27145,180.8028,478.9079,608.8759,66.0629,193.1425,118.8266
1.942533,20.31022,276.0292,162.5512,475.0632,77.963,152.0448,91.34875,188.691,486.2933,608.8636,69.24463,187.0178,128.2255
2.064632,22.45021,268.7199,167.8511,496.9396,66.02605,155.2267,90.86399,197.1353,492.0008,605.1064,72.51389,182.448,138.3699
2.001075,24.66833,260.6662,173.4016,516.628,56.25656,159.0844,90.96307,205.7111,495.5324,599.325,75.72542,179.7259,149.1401
2.192392,27.25788,253.4164,179.2652,534.8321,48.62249,163.49,91.65341,214.7994,496.9098,591.1544,79.01837,179.1409,159.9148
2.310712,30.10884,246.3431,185.1152,551.4579,42.76053,168.4614,92.95005,223.9171,496.4633,581.1335,82.00896,179.6912,171.1154
2.362311,33.01038,239.8145,191.0884,566.1407,38.36395,173.4662,94.40955,232.6122,492.6259,567.8829,84.50374,181.9833,182.529
2.456297,36.14812,234.0273,196.7117,578.2607,35.03225,178.5296,96.12572,240.9259,487.6147,553.8496,86.61877,185.5091,193.9342
2.468528,39.36,229.1213,202.3846,589.2768,32.42387,184.0096,98.14616,248.2263,481.2014,538.9227,88.57689,190.1742,205.4273
2.466484,42.88914,224.8827,207.6219,594.1685,30.38872,189.3924,100.1822,254.5216,473.6071,523.5097,89.85677,196.4899,216.5939
2.562199,46.6258,221.1687,212.4371,596.6899,28.568,194.7068,102.239,259.623,464.5825,508.0028,90.63441,203.5815,227.262
2.688143,50.58298,217.6656,216.3486,594.6664,26.85185,199.5786,104.5809,262.4629,453.6599,495.8386,90.981,212.204,237.4421
2.760905,54.86739,214.8512,220.5723,591.0188,25.32251,204.5755,107.0349,263.552,442.9348,483.5287,90.88931,222.5328,247.054
2.684251,59.35448,212.4751,224.6476,585.3155,23.72003,209.7298,109.5802,262.5939,432.1368,473.4557,90.24574,234.4456,256.0168
2.796084,64.22301,210.1574,228.4802,577.0817,22.41619,214.7051,112.1591,259.255,420.3503,464.9499,89.19347,247.9164,263.8486
2.842338,69.10626,207.7617,231.7973,565.9721,21.10109,219.3223,114.6698,253.4479,407.4075,459.1814,87.41478,262.3766,271.0312
2.957272,74.00066,205.7577,235.2314,553.2966,19.85084,223.4008,117.0571,245.4958,394.6364,455.2264,85.2527,277.9644,277.084
3.109657,79.15618,203.9823,238.5772,538.3251,18.63338,226.8777,119.3475,234.5465,383.0239,454.0781,82.84605,294.2816,281.4462
3.35411,84.52056,202.6641,241.8525,522.3141,17.73107,230.3162,121.8467,221.5626,372.5542,454.9622,80.25587,311.4869,285.0499
3.562705,90.07814,201.33,244.4257,502.5941,16.83928,233.6549,124.3971,206.7255,361.3115,458.324,77.09448,330.1769,287.0086
3.711011,95.67932,200.1363,246.1099,482.8869,15.86745,235.1883,126.9491,190.1886,352.1063,460.5596,73.95724,346.5939,287.3446
3.779229,101.6613,198.9846,247.5005,462.183,15.00985,237.1709,129.8303,172.5779,344.1555,466.1478,70.92096,364.0841,286.8004
3.873752,108.0288,197.6402,249.2766,440.7428,14.21537,238.6797,133.1386,154.8184,337.6885,471.4937,67.8687,381.9141,284.9601
3.97186,114.7792,196.3329,250.8143,420.0939,13.58406,240.3674,136.5573,137.882,333.0027,475.9896,64.73737,399.4561,281.9595
4.120864,121.7575,195.0094,252.1586,399.9503,13.23417,242.3977,140.2483,121.7984,329.3287,479.7719,61.64514,415.6678,277.8738
4.407995,128.6582,193.3325,253.617,380.7904,12.81319,244.5854,144.0549,107.2109,326.6563,482.43,58.68396,429.779,272.8134
4.740877,135.639,192.1413,255.6401,363.4708,12.50507,247.3986,148.3007,94.73952,326.133,482.7917,55.99368,443.3398,267.1239
5.183635,142.9618,191.033,258.2041,347.4312,12.23151,250.5745,152.4323,83.55199,325.5722,480.8174,53.5684,455.0511,260.8701
5.696602,150.2645,190.4446,260.7928,332.024,12.07878,253.5821,156.7824,74.21782,325.3512,475.2754,51.41125,465.33,254.3907
6.020205,157.9998,190.1801,263.5009,319.1819,11.92755,257.348,161.2818,66.70908,325.2897,466.8537,49.38523,474.4456,247.9067
6.294484,166.1079,190.3764,266.1652,307.8763,11.67856,260.4606,166.0176,60.41511,325.714,453.4504,47.59203,479.9157,241.827
6.550032,174.3486,190.7978,269.1863,296.7998,11.59344,264.7596,171.0368,55.38703,325.6409,438.5206,46.2041,484.4121,236.1424
7.067249,182.5419,191.4885,272.7987,287.2681,11.47182,268.455,176.241,51.18313,325.3176,420.544,44.9738,487.6978,231.0742
7.607132,191.0367,192.3979,276.7216,278.3813,11.56469,273.5286,181.8145,47.82625,324.6689,401.0526,43.97777,490.3259,226.5784
7.999272,199.1799,193.7449,280.4437,270.726,11.59655,278.8636,187.3634,45.0764,322.691,381.3533,43.30603,488.5889,222.905
8.483399,207.11,195.203,285.0264,263.9084,11.57683,284.7079,193.4227,42.62205,319.8191,361.9836,42.98894,485.1296,220.4366
9.100471,215.0327,196.7219,288.5512,257.0094,11.6094,291.04,199.1727,40.52373,315.9922,343.3294,42.90023,479.6406,219.314
9.723855,223.0925,198.2529,292.6614,250.5449,11.61222,298.0742,204.843,38.70285,310.6943,326.0162,43.08947,472.5943,219.5649
10.54847,230.5441,200.4722,297.0626,243.8181,11.69352,304.9801,211.0769,36.97336,305.1571,309.2914,43.71835,465.1429,220.5627
11.37495,237.6791,202.4952,301.4587,237.5865,11.80449,312.6403,217.5431,35.76327,299.2472,294.0322,44.53419,456.0056,223.4801
12.50006,244.4966,204.9821,305.7876,231.3695,11.92499,320.4873,224.7156,34.75381,293.3124,280.4366,45.42082,447.1151,227.2902
13.92115,250.5147,207.4285,310.6967,224.9646,12.196,328.623,232.1536,33.78696,287.0541,267.5319,46.46174,437.3194,231.3359
15.43674,255.829,209.652,315.5711,218.7128,12.40053,336.7747,239.499,33.03446,280.7349,256.0219,47.62796,427.7077,235.7023
17.24239,261.2112,211.9945,321.5087,213.1757,12.68132,345.8377,247.5801,32.43188,275.2941,246.9199,49.02638,420.3941,240.0116
19.26184,265.6036,214.5336,327.7105,207.6239,12.8395,354.7,255.6303,31.83844,269.1838,238.4287,50.64734,408.796,243.5323
21.67051,269.2887,216.7554,334.1631,202.2318,13.18974,362.5502,264.3011,31.28274,264.1513,231.2176,52.18485,397.6897,246.6255
24.47736,272.6816,218.563,340.9133,196.9568,13.52214,371.3409,272.3388,30.77957,259.277,225.1245,53.72331,386.9619,248.1217
27.67189,275.1469,220.1352,346.769,192.5199,13.92368,379.6067,280.6803,30.35027,255.0569,219.9239,55.39894,377.5906,248.4394
31.58931,276.6544,221.7793,353.4593,188.2395,14.40345,389.0452,289.5869,30.00838,251.8044,215.4544,57.23764,370.1363,246.9368
35.96396,277.8368,222.842,359.318,184.2046,14.84551,398.2887,299.0014,29.86987,248.9332,211.9297,58.93581,363.6598,244.8165
40.95355,278.1666,224.083,365.9437,180.5166,15.37266,405.1978,308.7773,29.7742,246.9771,208.5318,60.71178,359.1171,240.6216
46.12794,277.882,224.9128,372.8513,177.6019,15.83284,412.4409,318.518,29.75138,245.6575,205.355,62.44009,356.1332,235.0382
51.64317,277.3047,225.323,379.4409,174.8483,16.21432,418.7656,328.0074,29.78333,244.0593,202.0235,64.2843,353.9411,228.3737
57.59286,276.396,225.3643,386.2162,172.8141,16.62975,426.048,338.971,29.77954,242.699,199.3023,66.04987,353.5708,220.6773
63.7354,274.3108,224.6122,394.2023,171.0402,16.9277,434.1267,350.152,30.0307,241.4354,195.7346,67.9351,351.4499,212.1836
69.85553,271.5583,223.3493,399.8465,169.4634,17.23309,441.0503,360.3766,30.29476,240.3797,192.3148,69.56108,350.5138,203.4716
75.89359,268.1545,221.9827,406.8852,168.6128,17.52275,449.5388,371.7619,30.66002,239.5216,189.5708,71.14496,350.0622,194.5007
81.78076,263.6961,220.3185,413.9959,168.4053,17.93452,456.987,383.678,31.04549,238.9195,187.2393,72.84637,347.9494,186.0493
87.19453,258.9715,218.5819,421.437,168.0958,18.22936,463.8629,395.3148,31.41406,238.0518,185.352,74.44411,346.4013,178.0952
91.76865,254.2805,216.8276,429.8329,167.8154,18.55794,469.8909,407.8621,31.76209,237.3265,183.7307,75.94936,344.1405,171.2561
95.54222,247.9657,214.8752,439.9945,167.8395,18.91097,473.1069,421.0213,32.26043,236.6572,182.3233,77.66605,340.634,164.8971
98.08273,241.7149,212.8073,449.0731,167.9069,19.2761,476.1598,434.5694,32.7765,236.1938,180.9626,79.11301,337.0615,159.5564
99.29156,235.4905,210.3739,458.3778,167.6498,19.76141,478.2936,448.5616,33.42509,235.0038,179.7236,80.54585,332.1456,155.1855
99.06339,228.7133,206.9554,465.456,167.0718,20.2457,479.0224,463.0164,33.97608,233.3883,177.9944,81.9525,326.1385,151.2984
97.45181,221.7586,202.8907,472.3793,166.4105,20.80062,480.041,477.3139,34.61082,232.3844,176.0847,83.23383,320.5123,148.0839
94.50578,215.3837,198.9224,475.8596,165.5505,21.41279,480.9468,491.0551,35.10773,231.1893,174.4608,84.31992,314.7566,145.5581
90.77435,208.4722,194.5615,480.1276,164.6664,22.34296,480.8359,506.0694,35.66142,230.5716,172.8662,85.27802,308.0748,143.4672
86.22996,202.2179,190.164,485.5326,163.7823,23.38612,480.3498,521.2794,36.19577,229.8201,171.0981,86.26376,300.8916,141.933
80.70927,196.2502,185.8338,487.2631,162.9187,24.33678,478.7665,536.2783,36.80151,229.211,169.415,87.08498,294.5171,140.8208
74.90852,190.4637,181.6964,490.795,162.0966,25.36974,476.0896,549.5648,37.40267,228.6,167.5044,87.75949,288.4858,139.9622
68.94247,184.4054,177.3145,494.1112,161.1421,26.49495,471.7896,562.2811,38.17582,227.9349,165.7393,88.30569,282.6402,139.2864
62.84081,178.9651,173.166,494.9969,160.1544,27.65217,466.9391,575.7322,38.91658,227.2054,163.796,88.45071,277.2786,138.5014
56.55688,173.8801,168.9401,496.4301,159.2046,28.98678,461.3777,588.5958,39.75538,226.2382,161.7373,88.49518,272.0711,137.8223
50.46388,169.1668,164.558,497.6641,158.2409,30.23194,454.0114,600.8643,40.43661,224.9792,159.1497,88.38509,266.9638,137.1121
44.74711,164.7499,160.192,495.5109,157.6446,31.73342,447.0351,612.2328,41.12935,224.1606,156.8274,88.03819,262.7619,136.0532
39.44721,160.9895,156.0553,492.3347,157.171,33.28055,440.8063,623.5125,41.76784,223.3469,154.5012,87.50165,259.2069,134.9995
34.87772,157.3508,151.9454,489.8564,156.8007,35.20558,432.2423,635.0981,42.37256,222.7447,152.052,86.89978,256.0641,133.6691
30.95333,154.7476,147.9214,485.8404,156.5321,36.94771,424.7337,643.4587,42.81256,221.998,149.8837,86.26015,253.3725,132.4492
27.34794,152.5176,144.2397,479.8033,156.5909,38.69294,417.1825,650.8862,43.27301,221.6923,147.9962,85.47308,251.6476,131.1777
24.55551,150.1813,140.8758,474.5994,156.639,40.50688,407.1767,653.6616,43.54342,221.1687,146.0984,84.58017,249.9798,129.7838
22.37551,148.2992,137.6865,467.9567,156.4578,42.36874,396.9023,656.628,43.89773,220.5355,144.3033,83.55664,248.5355,128.4637
20.65787,146.7926,134.9603,460.5551,156.1956,44.15083,386.8503,660.4705,44.23876,220.1332,142.7237,82.30989,247.4677,126.9478
19.16058,145.8632,132.3029,453.2905,156.2091,46.16425,376.4699,662.4128,44.70505,219.5375,141.0248,80.89616,246.3042,125.7007
18.21872,145.3457,129.8707,446.1405,156.1128,48.10078,366.4926,663.2206,45.18632,218.845,139.2769,79.41113,245.3399,124.657
17.438,145.1164,127.6452,436.1071,155.8206,50.11297,356.5165,663.3109,45.81137,218.1963,137.5596,77.9716,244.2112,123.4227
16.86738,145.1515,125.4752,426.3282,155.3729,51.99023,347.3088,661.512,46.44848,217.7561,135.863,76.36362,243.1965,122.4412
16.64213,145.486,123.6683,416.9688,154.8597,53.91676,336.6449,658.7077,47.1428,217.3512,134.2182,74.71071,242.4691,121.5492
16.57688,146.2614,121.7061,405.7326,154.1625,55.6068,327.5039,652.4447,47.65577,216.8193,132.5538,73.14549,241.1199,120.4675
16.45852,147.2817,120.0814,395.1717,153.575,57.14804,318.973,644.4441,48.16929,216.2425,131.1899,71.631,240.2778,119.3952
16.46589,148.2306,118.5932,384.2647,153.064,58.63126,310.4151,634.1383,48.53259,215.3602,129.7282,70.24966,239.1547,118.1228
16.63826,149.9727,117.3116,372.7527,152.4088,59.91202,302.2569,624.6588,49.14749,214.6934,128.4168,68.9406,238.4117,116.7761
16.67247,152.4455,116.4118,361.9599,151.914,61.06248,294.708,614.1239,49.69905,214.1692,127.2284,67.563,237.3988,115.3234
16.84927,155.4792,115.4316,351.2506,151.6808,62.13128,287.2072,601.9964,50.3544,213.3699,125.9542,66.05193,236.5147,113.9843
17.22406,159.1981,114.918,341.4549,151.392,63.09259,280.5633,588.3236,51.0736,213.0658,124.8458,64.77617,235.8803,112.7803
17.14243,163.7365,114.7,332.7259,151.0984,63.83739,274.5455,576.1834,51.84666,212.9514,123.9211,63.41948,235.4651,111.52
17.43853,168.2223,114.2029,323.6591,150.7921,64.41063,268.7668,560.6527,52.54232,212.8875,123.0086,61.9381,234.842,110.243
17.82478,173.2394,114.3081,314.7977,150.5038,64.95188,262.8294,547.0693,53.39566,212.7874,122.1376,60.47311,234.4388,109.0845
17.96032,178.3693,114.798,306.2781,150.3649,65.36002,257.9276,534.0894,54.12516,212.5708,121.1875,59.1941,233.5891,107.7801
18.25215,182.6604,115.2488,298.1319,150.262,65.68805,252.8708,519.4683,54.88929,211.9263,120.4296,58.10577,233.1489,106.6351
18.41615,187.0011,115.9701,290.2951,150.2077,65.84319,248.4615,507.8889,55.56269,211.3554,119.4317,57.24852,232.2574,105.5163
18.5258,191.7093,117.0339,282.792,150.0494,65.69223,244.4085,495.8944,56.39507,210.8195,118.3865,56.49781,231.8417,104.5327
18.76223,195.5565,118.1554,276.0157,149.938,65.41776,240.815,483.3686,57.01437,210.2103,117.1645,55.77791,231.15,103.7082
19.05353,199.5606,119.3743,269.9569,149.5609,64.81725,237.2693,472.4653,57.74048,209.8551,115.8481,55.10299,230.6361,102.8404
19.16386,204.2546,121.0212,264.4197,149.069,64.28936,234.5336,459.6835,58.45296,209.7012,114.7641,54.67643,230.5033,102.205
19.16387,209.1544,122.4927,259.6872,148.5057,63.55028,232.1465,448.8983,59.10444,209.5748,113.7185,54.25031,230.5295,101.4102
19.28988,213.7865,123.9731,255.1704,147.7672,62.63939,230.2396,437.9621,59.66914,209.5943,112.7446,54.01783,230.5225,100.5669
19.35769,219.1991,125.9107,250.4671,146.8479,61.80802,228.1995,428.0148,60.34968,209.8757,111.8728,53.93052,230.336,99.9295
19.3758,224.7676,128.0037,246.8874,146.0486,61.0972,226.7727,418.6779,61.12248,210.1634,111.1973,53.86819,230.1721,99.4779
19.57454,230.1214,129.8097,243.6373,145.2421,60.2873,225.3297,410.0933,61.91631,210.5486,110.4727,53.82289,229.9758,99.04385
19.62598,235.9176,132.0918,241.0882,144.58,59.45534,224.2884,402.6176,62.57886,210.6518,109.7374,53.97194,229.4665,98.51741
19.78218,241.6313,134.5632,239.0963,144.0439,58.69127,223.2561,394.9488,63.30753,210.4401,108.9834,54.17321,229.5639,98.20049
20.18354,245.7444,136.8247,237.7481,143.5856,57.96715,222.486,389.5833,63.91652,210.5106,108.122,54.57182,229.3797,97.82273
20.41926,249.8177,139.3398,236.8045,143.1741,57.29829,221.8393,384.4508,64.58884,210.5621,107.2475,54.91895,229.0799,97.20638
20.65388,252.7577,141.7474,236.407,142.8167,56.76691,221.8469,378.0678,65.11514,210.7506,106.4239,55.25017,229.0638,96.66035
21.04916,253.9743,143.8796,236.5805,142.7266,56.34802,222.3785,373.9817,65.46463,210.5027,105.577,55.76774,229.1583,95.96298
21.33175,253.6256,146.0988,237.0706,142.5262,55.92238,222.8966,370.516,65.6564,210.2621,104.8636,56.35843,228.9228,95.61567
21.92436,252.5003,148.1721,237.6499,142.2536,55.76226,223.5369,367.1608,65.67432,210.2828,104.3386,56.99946,228.4597,95.42574
22.47783,250.0879,150.1093,238.8109,142.2044,55.72858,224.2103,364.5725,66.05493,210.1003,103.9424,57.61953,227.746,95.55745
23.19967,247.5895,151.7823,240.5378,142.2604,55.65323,225.1906,361.4679,66.18185,210.2186,103.385,58.21605,227.0695,95.58399
24.00547,245.1115,153.3391,242.507,142.2988,55.78675,226.1452,359.5549,66.39877,209.9063,102.7828,59.16261,226.5818,95.51546
24.92137,242.144,154.5868,244.8688,142.4384,56.25838,227.1074,360.006,66.74538,209.9062,102.2024,60.17604,226.6816,95.79893
26.07762,238.2738,155.326,247.385,142.5472,56.92609,227.9385,360.6801,67.0889,210.3544,101.4806,61.27005,226.6472,95.89229
27.05424,234.7187,155.8484,250.4177,142.6005,57.68034,228.9251,360.6653,67.49081,210.659,100.6471,62.17815,226.8745,95.77473
28.35841,230.3474,156.0964,253.3425,142.8114,58.71716,230.0526,362.2111,67.85135,210.9006,99.73387,63.09945,226.9214,95.49221
29.94373,225.7255,156.0613,256.5101,143.1807,59.89632,231.1436,364.2819,68.27827,210.5603,98.92478,64.04317,226.8721,95.30624
31.9086,220.8472,155.8618,260.1273,143.4209,61.18876,231.313,366.6983,68.2955,210.583,98.05029,65.22008,226.743,95.30898
34.26385,215.7304,155.3312,263.3893,143.7049,62.46543,231.3245,369.4414,68.31953,210.2748,97.31721,66.16162,226.4962,95.43882
36.98215,210.0564,154.334,266.7887,143.9776,63.99549,230.9104,371.1255,68.80138,210.1625,96.61214,67.02319,225.9127,95.69893
40.44484,205.3079,152.9462,270.3548,144.376,65.60607,230.9581,372.0979,68.96548,209.714,95.86655,68.07295,225.0011,95.67455
44.49338,200.7349,151.2081,273.5078,144.7828,67.36109,230.5634,374.0537,69.2148,209.111,95.13073,69.11391,224.2815,95.79667
49.04794,196.3341,149.2112,276.7896,145.4741,69.50932,230.242,374.5241,69.57858,208.6258,94.58643,70.00812,224.2367,95.86676
54.35099,191.8002,146.969,279.5066,145.8576,71.72462,229.1633,374.8939,69.81091,207.9921,93.87663,70.84201,223.8744,95.86601
60.32379,188.1634,144.5596,281.8666,146.3619,74.04994,228.6482,375.7394,70.19165,207.0939,93.34167,71.52463,223.8109,95.92493
67.59665,184.656,142.0739,283.6048,147.0679,76.77319,227.6107,376.4179,70.49162,206.2294,92.70757,72.16315,223.3823,95.97229
76.28723,181.7874,139.3705,284.9591,147.5264,79.55162,225.8999,377.8665,70.7885,205.1213,91.98562,72.67435,223.2064,96.17101
86.51976,179.5678,136.8699,286.5122,147.9861,82.67651,223.827,380.8564,70.84155,204.5249,91.15739,73.39476,223.3759,96.64989
97.90131,177.8124,134.286,286.9213,148.1528,85.6991,221.3299,381.4909,71.03542,203.7471,90.57751,73.59476,222.9984,97.1818
110.6739,176.3462,131.7265,286.9948,148.2179,88.86317,219.0882,382.7526,71.52647,203.5398,90.0362,73.76817,222.6043,97.57567
125.2747,175.5326,129.2545,287.1442,148.4864,92.03757,216.7857,384.7864,71.87685,203.0449,89.35413,74.01486,221.7927,97.78918
140.65,175.1985,127.2219,286.04,148.865,95.44066,214.036,386.4485,72.41954,202.5218,88.82303,74.05821,221.3675,98.21526
156.6973,175.7751,125.4819,284.6943,149.378,98.74772,211.3316,387.1399,73.16803,202.4968,88.3829,74.00218,221.4491,98.38289
174.3146,176.2805,124.0313,282.3873,149.4249,101.8806,208.0088,387.7814,73.99445,202.3318,87.75877,73.83626,220.8354,98.70439
192.1764,177.1643,122.6161,279.3577,149.7521,104.7938,205.1496,386.5251,74.9426,202.058,87.23597,73.46617,220.3259,98.98277
210.3529,178.5668,121.2301,276.2851,150.1629,107.5659,201.8244,384.5958,75.89828,201.5497,86.60162,73.0213,220.1166,99.26151
