EL1: Electronic Ladder,A1: 4WkFrozen_F_2,B1: 4WkFrozen_F_3,C1: 8WkFrozen_F_2,D1: 8WkFrozen_F_3,E1: 12WkFrozen_F_2,F1: 12WkFrozen_F_3,G1: 16WkFrozen_F_2,H1: 16WkFrozen_F_3,A2: 20WkFrozen_F_2,B2: 20WkFrozen_F_3,C2: 24WkFrozen_F_2,D2: 24WkFrozen_F_3,E2: 28WkFrozen_F_2,F2: 28WkFrozen_F_3,G2: 20WkDry_F_2
8.649407,236.057,139.9556,306.7818,115.5247,145.89,43.50656,2.241682,1.014552,0,5.946365,0,2.572816,0,6.726248,0.07771301
8.43328,229.187,155.8554,313.343,104.7719,159.3916,44.63529,3.435557,1.465177,0,8.038881,0.003023148,3.461271,0,7.230933,0.08328509
8.136649,218.907,173.0613,316.062,95.7348,171.8824,46.15038,4.756637,2.137585,0,10.3973,0,4.762554,0,7.831334,0.09601164
7.748421,205.8288,190.9506,314.4393,88.03535,183.5414,47.91391,6.317254,3.046658,0,12.84961,0,6.410892,0,8.47432,0.102308
7.452363,190.1941,209.8548,308.6366,81.6159,193.892,50.19827,8.100462,4.431009,0,15.35625,0,8.495203,0,9.102267,0.1043305
7.086936,172.9797,229.382,299.3151,76.11819,202.1081,52.87206,10.16708,6.179938,0,18.23396,0,11.02549,0,9.759738,0.04124069
6.854991,154.8434,249.1288,287.0295,71.26558,208.0815,56.21278,12.45813,8.669446,0,21.31934,0,13.79539,0,10.49439,0
6.527324,136.6432,269.0979,272.212,66.97748,211.2504,60.06019,15.12484,11.99995,0,24.62657,0,17.00911,0,11.37104,0.04330635
6.17592,118.9001,287.9608,255.3049,63.06277,211.6079,64.77327,18.13828,16.44386,0,28.17629,0,21.00805,0,12.30688,0
5.929846,102.4859,305.9927,237.4839,59.49694,209.3187,70.17056,21.72821,22.34326,0,32.03996,0,25.68844,0,13.22125,0
5.731161,87.53157,320.7613,218.6159,56.1962,204.1534,76.15574,25.82458,30.01447,0,36.26448,0,31.08296,0,14.06667,0.007244349
5.530811,74.39467,332.2041,199.9486,53.20655,196.6292,82.77707,30.37897,39.48582,0,40.85118,0,37.41883,0,14.98685,0.08474565
5.314283,63.17048,339.4371,182.183,50.45402,186.9276,89.9906,35.35153,51.13939,0,46.0065,0,44.684,0,15.85338,0.103812
5.039759,53.89842,341.5707,165.3544,47.7263,176.4044,97.67156,40.88706,64.96033,0,51.39288,0,52.92195,0,16.72169,0.0906136
4.879637,46.52664,338.8526,150.0366,45.25041,165.0544,106.1561,46.815,81.33723,0,57.16053,0,62.31834,0,17.62741,0.0984838
4.533747,40.88072,330.9798,136.8559,42.78821,153.2856,115.281,53.49276,100.2466,0,63.66859,0,72.8539,0,18.53119,0.08089495
4.246821,36.59369,318.0064,125.3596,40.54294,141.9756,124.7602,60.45315,121.3468,0,70.72696,0,84.30641,0,19.48739,0.02272487
3.987095,33.3273,301.1523,115.6905,38.45731,131.1932,134.8054,67.91201,145.0328,0,78.53674,0,97.25426,0.710331,20.56781,0.02236772
3.707324,30.88937,279.4893,107.2606,36.37157,121.5437,145.7835,76.21313,170.5956,0,87.09796,0,111.3883,2.364578,21.67134,0.03808737
3.459528,28.97301,255.1729,100.5379,34.2703,113.1981,156.7797,85.00383,198.0013,0,96.30672,0,126.1395,4.166698,22.78992,0.02533269
3.27951,27.36164,228.0773,95.02621,32.34896,106.1589,167.9532,94.24905,226.3109,0,106.5113,0.1514807,141.8745,6.116976,23.91838,0
3.214552,25.92656,200.1815,90.62477,30.6675,100.2902,179.3804,103.8067,254.1665,0,117.4426,0.6880827,158.6541,8.243433,25.15409,0
3.010284,24.64694,173.0173,87.06665,29.18797,95.64951,190.9656,113.5464,281.8222,0,129.6168,1.254226,175.9759,10.38352,26.401,0.008852959
3.008267,23.56147,147.6877,84.15913,27.89428,92.33349,202.6458,123.513,308.3048,0,142.8896,2.048944,193.6563,12.62424,27.77068,0
2.798151,22.6159,124.5988,81.76071,26.68258,89.70986,213.9686,133.0612,332.835,0,157.2638,2.852461,211.1154,14.98064,29.15008,0
2.634225,21.67172,104.5124,79.89191,25.60073,87.93562,225.1463,142.4682,354.7631,0,172.9252,3.751545,227.9228,17.40872,30.48573,0.008243322
2.382677,20.86326,87.66405,78.2338,24.73673,86.70491,235.9446,151.2167,373.7839,0,190.0598,4.694323,243.3276,19.98037,32.00562,0
2.227367,20.15163,73.92892,76.84869,23.80956,85.88912,246.0323,158.8188,389.0524,0,208.3407,5.563646,256.4039,22.39448,33.50067,0.005453587
2.095788,19.60724,62.69465,75.62061,22.82859,85.49308,255.7857,165.5753,399.4481,0,228.1615,6.507774,266.9998,25.07547,35.15511,0.02730703
1.843846,19.11664,53.8554,74.58121,21.97466,85.41791,264.6311,170.8023,404.4972,0,249.4614,7.513718,274.3781,27.97939,37.00195,0
1.697485,18.65173,47.0327,73.70888,21.17486,85.51237,272.835,174.2257,403.7596,0,271.1584,8.504457,278.3884,30.91723,38.90168,0
1.858475,18.32008,41.83054,73.0968,20.48099,85.65279,280.4126,175.6505,397.2878,0,293.1985,9.528999,279.0798,34.04814,40.99497,0
1.811575,17.94442,37.90797,72.53584,19.91656,86.00278,287.0921,174.8447,386.7454,0,315.155,10.6246,275.1888,37.30508,43.35468,0.04605198
1.964374,17.64052,34.9644,72.18401,19.34982,86.56206,292.1568,172.1004,372.0572,0.7909489,336.5889,11.97207,268.0989,40.81997,45.8679,0.01724291
1.901066,17.42414,32.43578,71.95026,18.84915,87.21985,295.4275,167.2334,354.2526,2.70265,356.0444,13.24067,257.5201,44.4181,48.47764,0.05351877
1.778781,17.28257,30.44726,71.78667,18.48346,88.05024,298.1215,160.9157,334.7594,4.778887,374.2164,14.61263,244.4406,48.17919,51.45225,0.04393721
1.556797,17.14758,28.73775,71.81879,18.17599,89.22375,299.1824,153.5164,314.489,7.082043,390.2794,16.13565,229.0974,52.03993,54.60954,0.07067204
1.403651,17.0131,27.08917,71.96046,17.9347,90.53325,298.8732,144.7438,293.0618,9.486712,400.9424,17.69623,211.8747,55.84543,57.8884,0.1115623
1.308333,16.94908,25.60041,72.6097,17.829,92.43931,297.2474,135.8062,271.6082,12.09931,407.4714,19.3888,194.5665,60.03706,61.48309,0.1026378
1.10693,17.0541,24.0451,73.69611,17.72085,94.88912,294.5284,127.0687,249.902,14.84347,408.2244,21.15589,177.7469,64.44205,65.44533,0.07988358
1.049143,17.03095,22.41359,75.21754,17.57096,97.79221,290.9732,118.5618,228.9742,17.70577,401.2109,22.94372,161.7378,69.19969,69.73081,0
1.241197,17.0241,20.84152,77.4048,17.39767,101.3443,286.6574,110.7138,209.4304,20.92686,388.2273,24.72962,146.9015,74.35062,74.38269,0
1.354727,16.92334,19.31164,80.23482,17.14669,105.4874,281.6674,103.7014,191.9825,24.36928,368.7585,26.78799,133.3681,79.95395,79.52705,0
1.502384,16.85257,17.87671,83.74826,16.83127,110.1766,274.89,97.78642,176.2161,28.05181,344.3394,28.82837,122.1564,85.94389,84.9192,0
1.519122,16.81271,16.60065,87.99521,16.48161,115.7653,267.5362,92.79806,162.7868,32.0188,315.1296,30.86024,113.0132,92.26273,90.81532,0
1.324928,16.7702,15.3995,92.85121,16.24212,122.3415,260.5045,88.84733,151.8546,36.46625,284.4006,33.19118,106.3136,99.08979,97.25225,0
1.076735,16.59631,14.29012,98.41089,16.04875,129.4827,252.4453,85.75034,142.5685,41.09325,252.5983,35.68113,101.2721,106.1742,103.6237,0
0.9952097,16.52663,13.36224,104.9668,16.0164,137.7747,244.7899,83.32978,134.744,46.22328,220.1717,38.43548,97.81121,113.7773,110.1228,0
0.8940001,16.4482,12.46376,112.1531,16.01175,146.9278,236.7308,81.4883,128.5891,51.57437,189.9731,41.41827,95.93945,121.7521,116.4346,0
0.725214,16.41451,11.61135,120.0714,15.89503,156.9235,229.0389,80.34492,123.2845,57.1026,161.7494,44.48315,95.5871,130.1735,122.5487,0
0.6926012,16.2825,10.7787,129.2068,15.7682,167.6424,221.6676,79.85238,118.7623,62.94838,136.1386,47.80658,96.50652,139.3915,128.1502,0
0.6888208,16.20264,10.10687,138.8664,15.64034,179.0833,214.9966,80.03152,115.2794,69.28128,114.6494,51.40591,98.27557,149.2233,133.1589,0
0.7387056,16.06384,9.495527,149.3762,15.53888,190.998,209.0858,80.70617,112.4781,76.03673,96.5434,55.4017,101.5769,159.7646,137.4066,0
0.8532467,15.94448,8.987076,161.3044,15.45251,203.3343,204.121,82.1089,110.2146,83.2842,81.91534,59.72941,106.0362,170.7002,140.7307,0
0.7408857,15.97075,8.548801,174.1186,15.4025,216.3318,200.1861,84.04787,108.7196,91.17526,69.87239,64.44038,112.2179,182.5484,143.1428,0
0.7472887,15.96327,8.173496,187.8958,15.48499,229.8087,197.9251,86.89909,107.8379,99.83773,60.68282,69.58013,120.0387,194.9876,144.4055,0
0.8692646,15.98028,7.820803,202.5887,15.48851,243.0977,196.8441,90.34262,107.0533,109.0544,53.45038,74.91132,129.2565,207.9691,144.2958,0
1.168772,16.20203,7.51914,218.1847,15.55824,257.1407,197.1127,94.57716,106.5802,119.3134,48.14108,80.6781,140.2106,221.2438,143.0833,0
1.190784,16.47411,7.262848,234.3887,15.57601,270.554,198.6279,99.21073,106.5699,130.2096,44.01442,86.97647,152.9897,234.0682,140.9853,0
1.200372,16.95441,6.995649,251.3826,15.54752,284.3532,200.654,104.5754,106.6241,142.2012,40.69984,93.58049,167.6478,246.5501,138.0748,0
1.114477,17.65275,6.721231,268.3449,15.43403,296.8289,203.0469,110.566,106.6452,154.9991,37.98593,100.7024,183.944,258.0867,134.6499,0
0.9727325,18.57585,6.423428,286.0903,15.3374,309.3404,206.5409,116.9804,106.9321,168.9328,35.93298,108.3289,202.1742,268.2459,131.0935,0
0.8234692,19.60509,6.207499,302.2646,15.35834,320.8018,209.9919,123.708,107.2543,184.0699,33.99481,116.4426,222.1222,276.6138,127.8129,0
0.8036432,20.953,6.031919,318.8492,15.43534,331.4539,213.6748,130.9233,107.9453,200.5601,32.19639,124.9942,243.4273,282.6224,124.8865,0
0.7431259,22.58657,5.822393,334.9912,15.41693,342.2454,216.8366,138.3707,108.7969,218.5187,30.64316,133.6334,266.5885,286.1174,122.3994,0
0.7612772,24.57584,5.614305,350.4006,15.32301,351.6533,219.8456,146.1284,110.0186,237.7272,29.03422,142.4191,290.0717,285.8868,120.5131,0
1.037474,26.91068,5.505789,365.7794,15.22371,360.0681,222.0946,154.0935,111.6392,258.9838,27.37473,150.9658,315.7411,282.2431,119.3563,0
1.257266,29.64139,5.36459,380.3178,15.1947,367.4276,223.1659,161.8036,113.7906,281.794,25.91747,159.5781,342.0044,274.3188,119.1556,0
1.272376,32.70826,5.185804,393.8484,15.10358,372.7508,222.6674,169.1683,116.5638,306.9141,24.54687,167.5735,368.9269,261.9684,119.5348,0
1.354032,35.93419,5.058361,405.1168,14.95161,376.062,220.4481,176.3203,119.876,335.1972,23.14214,174.5945,394.8983,245.9831,120.2323,0
1.327152,39.48133,4.883133,414.4041,14.7845,377.8159,216.8186,183.3088,124.1859,364.3208,22.01167,180.4546,422.2799,226.5572,121.6024,0.5510483
1.441128,43.2024,4.714161,423.4623,14.6994,378.6695,211.9225,189.4331,129.2285,396.6572,21.05379,184.9525,449.7281,205.1298,123.1861,2.01074
1.437162,46.79074,4.660715,428.7641,14.67102,377.814,205.3187,195.0158,135.035,430.8486,20.09958,187.8981,477.6793,182.5734,125.0373,3.490297
1.53565,50.37758,4.603172,433.458,14.62192,376.5268,197.6166,200.1318,141.9626,466.8256,19.41888,188.9883,503.7547,160.0622,126.9743,5.175594
1.483832,53.66864,4.569666,436.1573,14.43731,374.7622,189.1833,204.8568,149.8833,504.6578,18.81802,188.2932,527.924,138.4443,128.8905,6.898905
1.313531,56.64906,4.540113,436.6447,14.32445,370.9747,180.2439,208.4902,159.1182,541.068,18.066,185.7394,549.595,118.1861,130.6748,8.707386
1.350208,59.38008,4.542376,433.6398,14.3474,366.604,170.8618,211.7819,169.4258,577.6746,17.44595,181.8558,569.37,100.6209,132.572,10.54047
1.262451,61.61312,4.301296,428.9584,14.46747,361.2748,161.3759,214.2813,181.3022,611.2805,17.06293,176.996,587.5738,85.60358,134.7013,12.3552
1.230331,63.09607,4.067799,421.7208,14.51419,354.4719,151.5618,216.0905,194.6742,640.384,16.57225,170.8222,602.0433,73.0843,136.4303,14.31499
1.182846,63.86427,3.986191,411.5625,14.45186,347.5072,142.5275,217.5187,209.7569,663.7858,16.12355,164.0671,614.2375,63.38197,138.2824,16.44058
1.293417,63.98809,3.858019,400.1732,14.43877,341.3693,134.059,218.1912,226.9673,678.4835,15.79028,157.3061,624.1801,55.8317,140.3042,18.82298
1.43209,63.38093,3.672358,388.2773,14.30778,334.0539,126.357,217.645,244.2367,683.3721,15.5824,150.7535,631.2079,50.33497,142.2195,21.15265
1.565934,62.01845,3.492167,375.7084,14.12,327.338,119.6047,216.4666,263.3884,675.6124,15.48686,144.8726,636.6787,46.40559,144.3695,23.59687
1.778693,60.19044,3.41156,363.3622,13.93594,321.3738,113.7046,214.611,283.9917,656.0681,15.48108,139.7132,636.8634,43.6125,146.6816,26.189
1.832576,57.83844,3.358141,350.4039,13.76155,315.5509,108.5898,212.0662,305.5133,623.8267,15.36147,135.2988,633.1056,41.63902,148.9935,28.86618
1.958308,55.09563,3.309824,337.3834,13.72779,310.1517,104.3974,208.5525,329.5695,580.1406,15.1356,131.6989,626.1837,40.1693,151.2271,31.75001
2.013226,52.46344,3.306643,322.7774,13.79805,306.112,100.6521,204.9787,353.1581,529.3349,14.95906,129.2478,615.0868,39.10155,153.6513,34.61002
1.900956,49.62143,3.209682,309.209,13.91117,302.9283,97.66637,200.9574,377.6732,473.0273,14.97517,127.6087,603.4471,38.26375,156.2702,37.59066
1.976776,46.81537,3.258224,295.5855,13.90694,301.3365,95.158,196.8546,403.1523,414.3691,14.7041,126.7323,590.1277,37.53329,158.9012,40.71172
1.942533,44.23165,3.260826,282.0439,13.91152,301.326,93.36926,192.5457,430.5303,356.7851,14.52472,126.5757,573.3903,37.02961,161.8124,43.97435
2.064632,41.79964,3.242182,269.2241,13.86322,302.1326,92.10982,187.8674,457.4528,302.907,14.36272,127.3722,554.7135,36.51232,164.7524,47.3969
2.001075,39.5311,3.076418,257.3206,13.6338,303.1866,91.16563,183.0972,484.0514,253.7505,14.39575,128.8667,536.3947,36.2058,167.8116,51.05657
2.192392,37.46729,2.912886,246.5664,13.48541,305.4655,90.42153,178.3633,511.1721,211.2229,14.48407,131.1309,516.9725,36.0845,171.3624,54.85659
2.310712,35.78156,2.808691,237.1378,13.42314,308.1722,89.93459,173.5599,537.2277,175.9156,14.57151,133.8995,496.6685,36.0815,174.9206,58.76117
2.362311,34.38536,2.683062,229.0736,13.38733,310.5588,89.35109,169,561.0358,146.3347,14.69954,137.0702,477.2796,36.33121,178.0649,63.00879
2.456297,33.15796,2.595621,222.1005,13.45102,312.628,88.79572,164.7011,583.7288,123.487,14.99694,140.765,458.5685,36.55378,181.2551,67.42906
2.468528,32.38874,2.504436,215.7784,13.56013,314.572,87.94932,160.725,601.8887,105.8941,15.60437,144.832,442.3024,36.87215,184.4038,72.04446
2.466484,31.73568,2.458138,209.7629,13.55854,315.6454,87.30349,157.0769,617.7002,92.90107,16.39904,149.0766,428.7089,37.19378,187.3221,76.84038
2.562199,31.35756,2.41571,204.6221,13.53021,316.0968,86.53977,154.0771,630.4665,82.99413,17.18664,153.5521,417.4972,37.62287,190.2519,81.88553
2.688143,31.0688,2.336527,199.7106,13.56579,314.8204,85.57334,151.3714,640.1487,74.61719,18.18919,158.0401,405.7897,38.24406,193.7611,87.18262
2.760905,30.99514,2.319281,195.0306,13.51534,312.2118,84.82703,149.2734,647.3275,68.08482,19.35411,162.7924,398.2601,39.1053,197.0945,92.90851
2.684251,30.88052,2.26684,190.7009,13.3788,307.8576,83.94518,147.7542,651.2219,63.01536,20.76225,167.8952,392.6198,39.94821,200.8794,99.1494
2.796084,30.88228,2.226971,186.2165,13.27322,302.2774,83.02084,146.3927,651.8018,58.76682,22.25982,172.751,387.85,40.95632,204.855,105.5589
2.842338,30.9748,2.206842,182.0124,13.19634,294.8928,82.19612,145.2537,648.086,55.13807,23.91648,177.2111,385.0462,42.10989,208.7703,112.1479
2.957272,30.99957,2.095749,177.9849,13.0463,286.4237,81.33954,144.5324,639.07,51.52278,25.95052,181.2342,384.5304,43.24213,212.4324,119.1476
3.109657,31.04288,2.048399,173.746,12.87435,276.3382,80.51776,144.0742,627.0339,48.19923,28.0839,185.0849,383.9972,44.37047,216.6261,126.3209
3.35411,31.33255,2.044611,169.6548,12.80379,265.9937,79.70019,143.8636,612.2647,45.27166,30.50484,188.4662,384.8408,45.62727,220.4652,134.2001
3.562705,31.48316,2.041353,165.2254,12.65696,255.4857,78.99633,143.6783,596.063,42.60594,32.95667,190.991,385.5608,46.75863,224.5868,142.4083
3.711011,31.65589,2.010294,160.91,12.56984,245.0955,78.24453,143.5542,576.4285,40.07999,35.45095,193.3669,384.3032,48.03966,228.4064,151.3457
3.779229,31.91179,1.986294,156.5733,12.53254,235.2393,77.4239,143.5506,555.7252,37.65426,37.96318,195.2615,383.3764,49.49743,233.3719,161.1702
3.873752,32.17199,1.927999,152.2078,12.53131,225.7925,76.97369,143.8224,534.9084,35.51021,40.51163,196.6299,380.3641,51.23671,237.6854,171.5502
3.97186,32.45291,1.860737,148.075,12.44511,217.2404,76.39001,144.1053,511.7511,33.57964,42.85733,197.6517,375.4269,53.05955,242.592,182.4359
4.120864,32.79477,1.715097,143.9808,12.38779,210.0144,75.58221,143.9744,488.2661,31.97056,44.85112,198.1246,368.7589,55.30764,247.8803,194.2303
4.407995,33.24685,1.625753,140.3671,12.38002,203.5187,75.0735,144.0632,463.744,30.61847,46.5251,198.0847,360.7171,57.79496,253.8355,206.4473
4.740877,33.69167,1.528204,137.2181,12.35364,198.3369,74.34151,144.0234,438.7216,29.4212,47.92899,197.9757,350.9251,60.71374,260.006,219.8201
5.183635,34.25485,1.534491,134.6222,12.26785,193.4274,73.66541,143.9511,415.2749,28.49944,48.63187,197.7442,338.3654,64.04577,266.5672,235.1335
5.696602,34.81092,1.541874,132.3802,12.30951,189.4272,72.77299,143.9858,392.9261,27.51161,49.00031,197.1528,324.2133,67.80344,272.637,250.3724
6.020205,35.29842,1.523338,130.6347,12.30696,186.1967,71.77964,144.0601,373.2194,26.75409,48.87437,197.0002,309.8669,72.02605,278.894,267.6477
6.294484,35.86763,1.546541,129.4908,12.25173,183.5969,70.74992,144.2539,354.1657,25.88527,48.34622,197.2813,293.6863,76.94786,284.4205,285.8721
6.550032,36.28316,1.519295,128.6897,12.3203,181.2007,69.68071,144.5874,337.8074,25.19945,47.51933,197.5113,278.6438,82.4063,289.6472,305.222
7.067249,36.49095,1.415411,128.0465,12.36374,178.9781,68.77748,145.3114,322.8403,24.57245,46.44151,198.0235,263.0792,88.68885,293.6866,325.7835
7.607132,36.71411,1.345251,127.8774,12.27029,177.6606,67.80752,146.3496,310.1115,23.97045,45.09628,198.9874,248.9955,95.5274,297.2694,348.4212
7.999272,36.8873,1.184624,128.132,12.26737,176.1697,66.84555,147.5531,298.3635,23.45774,43.54354,200.0678,236.2553,102.9535,300.0791,372.0839
8.483399,37.17478,1.096668,128.5085,12.30165,174.7944,66.15416,149.1308,287.9767,23.06897,41.99345,201.417,225.239,111.0137,301.9633,397.8217
9.100471,37.23376,1.06756,129.1051,12.2535,173.4559,65.38663,150.4743,278.5031,22.68896,40.53827,203.3326,215.2263,119.0981,302.8322,425.6784
9.723855,37.24577,1.005211,129.7244,12.16715,172.0406,64.85027,152.0581,269.7765,22.29448,39.06235,205.3766,206.7958,127.3355,302.9906,455.752
10.54847,37.21507,0.9099541,130.3833,12.07837,170.6436,64.30453,153.9915,260.9643,21.84371,37.92561,208.4258,199.7405,135.8187,302.2407,484.2386
11.37495,37.15769,0.9517555,131.0544,12.02434,169.4526,63.88909,156.1972,253.3826,21.70801,36.89285,211.9479,194.4842,143.9591,301.2981,513.2393
12.50006,37.18065,1.026735,131.692,11.90528,168.229,63.47888,158.632,246.1821,21.58107,36.09503,216.1182,190.0047,151.8461,300.1149,539.7134
13.92115,37.02475,1.050806,131.8718,11.95591,166.6301,63.1867,161.2226,239.4177,21.66166,35.54009,220.6062,186.9433,158.4789,298.6743,563.1498
15.43674,36.86952,1.06608,131.9294,12.00818,165.1742,62.9729,163.8768,232.6282,21.87191,35.12281,225.526,184.6191,163.7547,297.334,582.4774
17.24239,36.89346,1.09053,132.0765,11.94656,164.2235,62.7166,166.8983,226.6148,22.07413,34.89993,231.1122,183.0942,167.7355,296.303,596.0821
19.26184,36.79965,1.083677,132.1607,12.08061,162.968,62.43607,170.1711,219.8648,22.40705,34.99817,236.2414,181.8472,170.1641,295.1802,599.5646
21.67051,36.68074,1.078007,131.9895,12.17295,161.97,62.05495,173.1771,213.4917,23.04638,35.21149,241.4645,180.7615,170.8941,293.9998,595.6147
24.47736,36.3965,1.080328,131.9552,12.18212,161.1111,61.66958,175.9013,207.313,23.57846,35.57493,246.7238,179.4606,169.638,293.3233,581.5629
27.67189,36.28469,0.9959507,132.069,12.22405,160.269,61.34026,178.7547,200.9084,24.49596,36.09341,251.778,178.4363,167.0676,292.8759,558.6689
31.58931,36.04467,0.9434032,132.1945,12.23473,159.9106,61.00334,181.604,194.6396,25.59376,36.84882,257.0343,177.3363,163.3529,292.5575,526.2896
35.96396,35.8175,1.003386,132.4151,12.15692,159.709,60.52199,185.0091,188.5971,26.84272,37.70515,262.0276,176.1847,158.7488,293.0629,487.8903
40.95355,35.80366,0.9940395,132.7534,11.93686,159.4781,60.20336,187.9785,183.4795,28.14464,38.47178,266.8691,175.1188,153.8604,293.4172,445.0131
46.12794,35.71435,0.9458752,132.965,11.8769,159.1511,59.86619,191.019,178.5313,29.46719,39.33992,270.2831,174.2062,148.522,294.4744,399.5152
51.64317,35.82414,0.9170418,133.3528,11.81419,158.829,59.63731,194.1739,174.1297,31.03946,40.09979,273.4783,172.8291,143.5082,295.2182,353.1101
57.59286,36.01399,0.8527851,133.8888,11.70453,158.7307,59.37498,197.4179,170.424,32.62344,40.80305,276.2888,171.6307,139.3836,296.4362,307.6708
63.7354,36.17118,0.8224907,134.2259,11.78186,158.3828,59.12669,200.4423,166.9529,34.12314,41.42835,277.736,170.33,135.7433,297.5487,263.5928
69.85553,36.23073,0.7276459,134.5694,11.73685,157.8936,58.82135,203.0353,164.2763,35.55514,41.88894,279.0522,168.7118,132.8178,298.6694,224.083
75.89359,36.33631,0.5774918,135.0117,11.74823,157.4642,58.54856,205.4428,162.1032,36.7249,42.44242,280.3422,166.907,130.7335,300.1084,188.4971
81.78076,36.49738,0.5804443,135.5602,11.79797,156.6418,58.27757,207.6957,160.4686,37.96946,42.87923,282.099,165.2428,129.3471,301.503,158.1353
87.19453,36.43839,0.4746208,135.8795,11.86262,155.7104,57.99277,209.7722,158.9834,38.7879,43.25479,284.1812,163.2247,128.5207,302.9272,132.6873
91.76865,36.49773,0.5187855,136.3129,11.7885,154.8156,57.79874,212.286,157.8223,39.34389,43.68728,287.1782,161.3369,128.4371,304.8687,112.5861
95.54222,36.64361,0.4714489,136.6694,11.78058,153.9371,57.71624,213.8557,157.3087,39.69061,43.96132,290.301,159.5214,128.8911,306.1284,96.3967
98.08273,36.71709,0.4662399,137.0194,11.86358,153.2324,57.56776,215.2204,156.747,39.85834,44.27434,293.1853,157.4691,129.7345,307.2629,83.40067
99.29156,36.8498,0.4619064,137.1403,11.78511,152.8066,57.62317,216.4245,156.5874,40.01128,44.60808,296.7308,155.0777,130.8218,308.0987,73.03622
99.06339,36.91603,0.5667133,137.0084,11.70319,152.1535,57.58176,216.809,155.984,39.82874,44.85742,300.1925,152.4296,132.1084,308.2819,64.89125
97.45181,37.07439,0.6397343,136.7737,11.69359,151.6248,57.5995,216.7403,155.4195,39.4665,45.01649,303.6424,149.6651,133.3358,308.6241,58.4972
94.50578,37.15182,0.7365303,136.5054,11.49074,151.3771,57.65563,216.5042,154.7711,39.02803,45.39342,307.7088,146.7625,134.684,309.4504,53.32569
90.77435,37.36969,0.7441254,136.2485,11.40145,151.0965,57.78079,215.169,153.8905,38.50302,45.81228,311.6441,143.821,136.1579,310.097,49.27318
86.22996,37.55487,0.8558426,136.1402,11.41058,150.8805,58.0209,213.9271,153.266,37.94049,46.01173,316.016,140.9377,137.7787,311.3073,45.75906
80.70927,37.6931,0.8331966,136.1761,11.47284,150.5728,58.2241,212.42,152.0622,37.14806,46.25199,320.3706,137.8138,139.4763,312.4553,42.73186
74.90852,37.84101,0.9325314,136.3694,11.53024,150.458,58.60827,210.9738,151.0043,36.44552,46.36063,324.6826,135.0246,141.2882,313.6484,39.97585
68.94247,37.97627,0.8279457,136.3736,11.6493,150.3485,58.97598,208.9563,149.7794,35.8058,46.44979,329.1634,132.2963,143.1233,314.3694,37.30245
62.84081,38.15285,0.7390404,136.6573,11.74275,150.4593,59.23804,206.3777,148.4588,35.21026,46.4078,333.6668,129.5005,144.6067,314.6999,34.94412
56.55688,38.24141,0.6353302,136.8372,11.74508,150.619,59.49378,204.0692,147.1824,34.75591,46.47832,336.1877,126.6508,145.7224,315.1068,32.81851
50.46388,38.4113,0.6125031,137.0392,11.69613,150.5524,59.66847,201.5361,145.8572,34.35452,46.43375,339.2282,123.8787,146.907,314.2804,30.72843
44.74711,38.5421,0.5747662,137.4485,11.67125,150.5784,59.80614,198.652,144.8279,34.20929,46.50602,340.9077,121.2743,147.8105,313.7722,28.89418
39.44721,38.70017,0.5774364,137.6554,11.49768,150.4051,59.85569,195.7534,143.8414,34.22658,46.59613,342.0385,118.8948,148.7583,313.1668,27.30092
34.87772,39.04147,0.591444,137.8172,11.36313,150.0243,60.0942,192.552,142.8246,34.36228,46.71405,342.1516,116.7117,149.8268,312.308,25.92645
30.95333,39.39802,0.602047,137.8655,11.40322,149.8232,60.38905,189.4095,142.0108,34.48401,46.6927,342.6958,114.7337,150.747,311.7682,24.74039
27.34794,39.71357,0.6927166,137.6071,11.45627,149.369,60.69454,185.915,141.2955,34.69604,46.57849,341.7527,112.867,151.725,310.8193,23.74429
24.55551,40.04573,0.7508259,136.9151,11.42525,148.9275,61.10442,182.2248,140.7256,34.9509,46.19315,340.755,111.3441,152.6167,309.9944,22.90253
22.37551,40.35429,0.7011356,136.0012,11.45859,148.4044,61.51939,178.395,140.0782,35.28407,45.82103,339.5203,109.7725,153.411,309.0208,22.12802
20.65787,40.61105,0.6594296,135.3399,11.60994,148.185,61.8129,174.7376,139.6556,35.72451,45.36061,338.4087,108.2021,153.9933,308.5081,21.38493
19.16058,41.01201,0.5699081,134.5998,11.73978,147.976,62.36264,171.7139,139.1615,36.28179,45.00094,336.1696,106.7139,154.3326,308.0195,20.64719
18.21872,41.41509,0.44771,133.9903,11.81731,147.9747,62.93886,168.7592,138.6699,36.92568,44.59132,334.3986,105.2733,154.4677,307.4352,19.96597
17.438,41.79182,0.3526249,133.541,11.85505,147.8854,63.48965,165.8674,138.1732,37.62057,44.37413,331.0258,103.7402,154.3477,306.8177,19.36411
16.86738,42.06624,0.3162422,132.9722,11.89709,147.7457,63.94228,163.342,137.5373,38.22429,44.22298,327.7756,102.2974,154.4355,305.5966,18.76843
16.64213,42.52324,0.349268,132.67,11.80703,147.6965,64.45356,161.0377,136.8164,38.74176,44.18029,324.0612,100.8889,154.4739,304.5536,18.18464
16.57688,42.9059,0.2692451,132.268,11.7732,147.6633,64.83418,158.4877,136.0797,39.1663,44.03827,319.6285,99.6507,154.4174,303.3556,17.71862
