EL1: Electronic Ladder,A1: 60WkDry_F_2,B1: 60WkDry_F_3,C1: 72WkDry_F_2,D1: 72WkDry_F_3,E1: 60WkFrozen_F_2,F1: 60WkFrozen_F_3,G1: 72WkFrozen_F_2,H1: 72WkFrozen_F_3,A2: 24WkDry_F_3,B2: 36WkDry_F_3
1.958308,380.6302,351.472,95.46597,143.1961,146.5789,369.2111,212.2389,85.39588,792.2359,0
2.013226,387.9355,359.2733,93.76329,145.7089,155.9894,368.3568,223.9004,85.7023,796.8693,0
1.900956,392.447,365.1853,91.91605,146.8474,165.2315,365.6867,235.2484,86.92766,789.931,0
1.976776,394.4192,368.2596,89.86265,146.5046,174.1369,361.3854,246.3701,88.86671,771.2643,0
1.942533,393.6999,368.8637,87.85667,145.2526,182.43,355.7714,257.0827,91.71448,744.7158,0
2.064632,390.6159,365.5084,85.776,142.7176,190.1859,348.9722,267.272,95.23449,710.8686,0
2.001075,384.5519,360.7722,83.95175,139.3464,197.0551,341.1937,276.6921,99.77143,669.6604,0
2.192392,376.6988,354.4197,82.18651,135.1447,203.3197,332.0385,285.6417,105.0432,624.442,0
2.310712,368.5378,346.6403,80.51141,130.392,208.626,323.2026,293.1636,111.0942,577.485,0
2.362311,358.9312,337.2598,78.9911,125.3415,212.7506,312.2051,300.1356,118.087,528.5344,0
2.456297,350.0441,326.5577,77.44886,119.972,215.9916,301.1955,306.0768,125.9209,482.4585,0
2.468528,339.4961,315.6013,76.09008,114.8552,218.1272,288.9087,310.5392,134.4628,437.9723,0
2.466484,329.1159,304.8134,75.04203,109.7556,219.4804,276.5289,313.6027,143.968,397.813,0
2.562199,319.3443,294.0082,74.25745,105.0222,219.3849,263.6094,315.1762,154.5233,363.1547,0
2.688143,309.6025,284.1351,73.90393,100.9243,217.4313,250.7683,315.6376,165.8756,333.6288,0
2.760905,301.2904,275.2105,74.04293,97.27443,214.9582,237.5953,314.6763,178.1971,309.1311,0
2.684251,292.4578,267.4265,74.93935,94.24287,211.2919,224.8749,312.4608,191.3057,289.2847,0
2.796084,285.3882,261.05,76.26364,91.55705,206.981,212.1326,309.0375,204.9771,273.1131,0
2.842338,279.4047,255.5322,78.29228,89.39297,201.6394,200.0285,304.2261,219.2785,260.9736,0
2.957272,274.7992,251.13,80.96198,87.58816,195.5663,188.0225,298.9247,234.1415,249.8685,0
3.109657,269.7895,247.3213,84.46461,86.2611,188.8428,177.0183,292.0165,248.8542,240.8529,0
3.35411,266.1745,244.8312,88.86598,85.49506,182.0412,167.3523,284.8211,263.8038,234.1147,0
3.562705,262.1974,242.3464,93.64177,84.77444,174.9591,158.5243,277.0675,278.0667,228.2233,0
3.711011,258.9263,240.3137,98.8806,84.42305,167.1018,150.9955,268.95,292.346,223.7501,0
3.779229,256.111,239.1317,104.3803,84.24702,158.6201,144.7847,261.2958,305.2672,220.2764,0
3.873752,253.3237,237.6535,109.8055,83.97447,150.8622,139.8661,253.9004,317.5017,217.7239,0
3.97186,250.8526,236.4154,115.1577,83.91286,143.0862,136.0533,246.7071,328.7723,215.8665,0
4.120864,248.8049,235.1634,119.7501,83.56686,135.8211,133.0329,240.269,339.0027,214.2069,0
4.407995,247.2059,233.7152,123.686,83.3568,129.0491,131.1086,234.4736,348.3387,213.3585,0.02912712
4.740877,245.5093,232.5076,126.8297,83.07624,122.8792,130.0611,230.1648,355.0769,213.239,2.266994
5.183635,243.5414,230.7862,128.9965,82.96695,117.2309,129.816,226.5953,360.6075,213.2311,4.556559
5.696602,241.9128,229.0286,129.6554,82.5948,112.3003,129.8974,224.5899,362.9543,213.5636,7.163342
6.020205,240.0487,227.0379,128.902,82.02814,108.2905,130.297,224.0276,363.6461,213.8328,9.985853
6.294484,238.0368,225.052,126.9101,81.47046,105.2764,130.8648,224.8706,363.8433,214.7058,13.14609
6.550032,235.2551,222.7381,123.6805,80.64622,103.2449,131.0702,227.51,361.4536,215.7982,16.52524
7.067249,231.9543,219.9122,119.3789,79.77425,102.7238,130.9252,231.6751,357.6026,217.4272,20.24725
7.607132,228.7752,216.9984,114.327,79.08804,103.3376,130.2181,236.9379,353.1998,219.2877,24.29606
7.999272,224.9922,213.9794,108.4911,78.09592,105.1839,128.6812,243.0591,347.2829,221.3192,28.51129
8.483399,220.9138,210.8178,102.4519,77.24141,108.2743,126.5284,250.2522,340.4751,224.6656,33.16941
9.100471,216.4849,207.12,96.29871,76.16464,111.7332,123.42,257.5856,331.9327,228.0515,37.97238
9.723855,212.2339,203.1572,90.24915,75.10604,116.1141,119.7418,265.109,323.2181,231.4955,43.10495
10.54847,207.6349,199.2204,84.27231,73.73302,120.7755,115.332,272.3037,313.0841,235.5935,48.63959
11.37495,203.4247,195.581,79.04507,72.40662,126.0081,110.7826,278.5592,303.3174,239.9657,54.43996
12.50006,199.1437,192.3517,74.40837,71.22464,131.2476,105.8443,283.49,294.0758,245.293,60.63776
13.92115,194.3244,189.1027,70.25679,70.20734,135.9613,100.3709,287.0228,284.6423,250.6098,67.27504
15.43674,190.0115,186.0356,66.74558,69.38624,140.0111,94.96907,288.547,275.8269,256.3304,74.38075
17.24239,186.2797,183.3945,63.80804,68.80658,143.0263,89.66058,288.0056,268.3806,262.7299,81.90132
19.26184,182.6618,180.9711,61.44312,68.2878,144.7721,84.2879,285.0923,261.2455,269.2523,90.00279
21.67051,180.0923,178.8989,59.41305,68.08477,144.8888,79.28817,280.1071,255.8391,276.3595,98.68082
24.47736,177.842,176.4765,57.56434,67.91208,143.1711,74.6718,272.5367,251.9638,283.5073,107.7858
27.67189,176.1579,174.4888,56.115,67.74747,140.1781,70.58475,263.9343,249.9659,289.9343,117.4352
31.58931,174.8123,173.0626,54.88182,67.7873,135.7954,67.12154,253.9774,250.0012,296.8098,128.1234
35.96396,174.277,172.0632,53.97386,68.09982,130.1952,64.24325,242.3972,251.609,303.7652,139.3129
40.95355,173.4858,171.4005,53.25878,68.63993,123.5759,61.66147,230.5843,254.2219,312.4851,151.6693
46.12794,172.7124,171.1179,52.43355,69.26251,115.9566,59.26247,218.2091,258.753,320.2324,165.2415
51.64317,172.8973,170.7691,51.74189,69.95274,108.0057,57.34427,205.4788,264.7086,327.9295,179.1319
57.59286,173.3448,170.9888,51.03548,70.69156,99.8679,55.65491,193.1276,271.7269,335.6318,194.3204
63.7354,174.1039,171.1792,50.22112,71.575,91.83352,53.98348,181.3021,279.1463,342.5441,210.8967
69.85553,175.5493,171.6382,49.35482,72.51311,84.00632,52.6158,169.8946,286.718,349.5984,228.0995
75.89359,177.2338,172.1066,48.3811,73.51341,76.73239,51.46779,159.6897,293.7468,355.5783,247.5474
81.78076,179.3467,173.0134,47.39657,74.48869,70.05823,50.44051,150.8067,300.1923,360.7641,267.7768
87.19453,181.3416,174.0513,46.41364,75.48425,64.05863,49.65105,142.9967,305.5302,364.9173,289.865
91.76865,183.4625,175.1338,45.74454,76.51095,58.68351,48.90126,136.4671,309.5282,369.17,314.4315
95.54222,184.2458,175.8725,44.9838,77.25232,54.06586,47.97588,131.1395,310.3295,373.5288,343.1996
98.08273,184.964,176.5403,44.15358,77.69257,50.08941,47.1524,126.5064,309.479,376.6024,372.0161
99.29156,185.4335,176.7478,43.32382,78.13512,46.88848,46.42905,122.6006,306.5566,378.5156,404.0063
99.06339,184.639,176.5069,42.21442,78.2,44.12512,45.4798,119.2811,300.5545,379.4586,439.3133
97.45181,183.3257,175.6717,41.22467,78.17525,41.90179,44.62995,116.3895,292.4538,379.1502,479.5487
94.50578,181.6514,174.8142,40.45956,77.96391,39.99133,43.89296,113.9634,282.0875,379.0129,522.6451
90.77435,179.4243,173.6534,39.57969,77.69799,38.39674,43.19638,112.049,269.9153,377.0887,568.2394
86.22996,176.9894,172.6661,38.75207,77.36958,37.1088,42.61521,110.364,256.5052,375.3029,615.79
80.70927,174.0791,171.2899,38.27056,76.6472,35.94182,42.26312,109.0626,242.848,371.7541,665.6654
74.90852,170.7791,169.4454,38.04765,76.07704,34.95129,41.89956,107.9331,228.2247,368.2372,718.8314
68.94247,166.8312,167.4098,37.76454,75.12366,34.08618,41.53212,106.7858,213.2811,363.7635,772.514
62.84081,163.168,165.263,37.83558,74.15917,33.27402,41.25978,105.5218,199.1121,359.7676,820.8971
56.55688,159.8139,163.1409,37.79058,73.36469,32.52616,41.02082,104.2249,185.7615,354.8974,865.1321
50.46388,156.7658,161.0163,37.61456,72.62208,31.80424,40.80731,102.9229,172.923,350.4742,901.5853
44.74711,153.9957,159.0925,37.68826,71.93826,31.1051,40.81226,101.7677,161.7779,345.9937,927.4991
39.44721,151.5515,157.6239,37.83612,71.41457,30.37747,40.89335,100.6557,151.7971,342.9262,938.0667
34.87772,149.1498,156.4423,37.88935,71.0296,29.75013,41.06898,99.47771,143.0949,340.7973,932.6019
30.95333,147.1912,155.5389,38.01673,70.70194,29.09749,41.30324,98.24191,135.8038,338.4076,910.7621
27.34794,145.4026,154.5898,38.23121,70.12482,28.47332,41.6401,97.14101,129.8928,337.498,872.7759
24.55551,143.8049,153.4908,38.28757,69.69691,28.00673,42.20032,95.98537,124.1583,338.1866,821.9445
22.37551,142.2525,152.5027,38.39267,69.03167,27.61129,42.79025,94.76231,119.4932,339.9542,758.705
20.65787,140.807,151.6089,38.62167,68.5353,27.36094,43.69658,93.45805,115.6495,344.082,688.3641
19.16058,139.7741,150.7545,38.52493,68.09087,27.22335,44.78638,92.72765,112.478,350.3981,611.7366
18.21872,138.8847,150.1097,38.30164,67.72126,27.09137,46.2243,92.32152,109.8417,358.2496,536.3668
17.438,137.6806,149.4864,38.17573,67.21187,27.05421,47.78658,92.22066,107.6442,368.1757,465.4581
16.86738,136.2295,148.785,37.90137,66.8158,27.10134,49.75101,92.37033,105.6471,379.8734,402.2387
16.64213,134.4763,148.0553,37.61684,66.45193,27.1853,51.82015,92.82669,103.8643,392.9374,349.9426
16.57688,132.7854,147.084,37.31512,65.97486,27.25908,53.90218,93.71466,102.2696,404.7191,307.5271
16.45852,131.0413,146.0076,37.02914,65.32228,27.57096,56.0897,95.02245,100.8214,418.161,275.0012
16.46589,129.154,144.7548,36.58916,64.61672,28.00828,58.43996,96.53706,99.18937,431.4729,252.3552
16.63826,127.1404,143.539,36.28227,63.98575,28.58172,60.67107,98.38379,97.96514,441.4176,237.1995
16.67247,125.0778,142.4006,35.83099,63.47089,29.31259,62.87316,100.7148,96.65459,450.457,229.452
16.84927,123.0883,141.3376,35.307,62.81284,30.16484,64.76087,103.4731,95.46337,457.4691,224.9485
17.22406,121.0077,140.3181,34.7849,62.08604,31.22916,66.24667,106.3804,94.46161,462.8264,225.7147
17.14243,118.876,139.1285,34.26921,61.41011,32.39278,67.3149,109.264,93.63477,465.5645,230.4336
17.43853,116.4647,137.6099,33.55059,60.67333,33.61398,67.84976,112.165,92.76917,465.0462,237.1825
17.82478,114.1199,136.0681,32.92796,59.79404,34.82392,67.86323,115.0935,92.41912,462.0359,245.9943
17.96032,111.9179,134.4184,32.32314,59.07295,35.95308,67.33266,117.9527,92.31785,456.9992,255.6956
18.25215,109.7779,132.6384,31.82925,58.32204,37.00068,66.3102,120.3893,92.52458,450.4509,264.1854
18.41615,107.8677,130.984,31.37706,57.64603,37.82341,64.9465,122.5493,92.96481,440.967,272.5895
18.5258,106.0962,129.4804,31.05968,57.10187,38.60798,63.40473,124.5805,94.01399,429.0314,279.9215
18.76223,104.4047,127.6878,30.65153,56.681,39.09407,61.52295,126.1507,95.09747,415.7722,285.7131
19.05353,102.8896,126.0361,30.28969,56.30744,39.40846,59.44679,127.12,96.62235,402.0218,290.095
19.16386,101.5732,124.3874,30.04044,56.0873,39.64127,57.39939,127.8334,98.76683,388.748,292.5183
19.16387,100.3922,122.7731,29.68506,55.97331,39.67164,55.48596,128.1783,101.5252,374.9125,293.426
19.28988,99.12168,121.3218,29.29865,55.68793,39.4351,53.59011,128.0984,104.9721,362.0568,292.8835
19.35769,98.01538,119.8495,28.87179,55.37819,39.1115,51.91251,127.4805,109.3115,350.6694,290.9479
19.3758,96.88062,118.444,28.43645,55.27051,38.59642,50.34184,126.3676,114.6903,340.7595,287.6309
19.57454,95.7627,117.2047,28.0031,54.95205,37.82696,48.7411,124.7409,120.6446,332.5649,281.6894
19.62598,94.57845,116.2868,27.62426,54.5575,36.92531,47.26532,122.4107,127.2894,324.1422,274.9011
19.78218,93.36912,115.3595,27.18067,54.15671,35.96639,45.90476,119.5656,134.496,317.7027,267.5085
20.18354,92.1834,114.3359,26.67178,53.88345,34.70636,44.53753,116.1085,142.0643,310.7414,259.13
20.41926,91.18179,113.4874,26.21036,53.73894,33.4959,43.29628,112.5343,149.7577,305.0854,250.1046
20.65388,90.368,112.8785,25.84164,53.64027,32.43018,42.39878,108.8826,157.4282,299.5975,241.0372
21.04916,89.72069,112.302,25.35216,53.49992,31.44842,41.50455,105.5566,165.0132,294.9806,232.1623
21.33175,89.12209,111.5958,24.95253,53.22019,30.46259,40.80915,102.1399,171.7669,290.5933,223.9865
21.92436,88.64549,110.6783,24.62776,53.00874,29.70876,40.20189,99.01927,177.5682,286.413,216.3349
22.47783,88.16631,109.8817,24.35758,52.94788,29.09458,39.63663,96.02316,182.458,282.5757,209.3907
23.19967,87.74041,109.0219,24.10206,52.78967,28.50718,39.11374,93.38451,185.9937,279.6564,203.3878
24.00547,87.16969,108.3139,23.8631,52.62887,27.95192,38.68019,90.69649,188.1305,275.7209,199.11
24.92137,86.78014,107.6565,23.55742,52.55661,27.5002,38.35657,88.45834,188.984,272.3225,196.6197
26.07762,86.41561,107.1881,23.23176,52.59064,26.94798,38.03614,86.34547,188.3603,268.7963,196.018
27.05424,86.07695,106.668,22.94854,52.77065,26.68578,37.91634,84.74844,186.091,265.5276,197.0893
28.35841,85.67056,106.3598,22.75575,52.76024,26.47885,37.68216,83.36168,182.3025,261.3819,200.557
29.94373,85.24951,105.9192,22.55438,52.67963,26.31061,37.39174,82.42867,177.3677,257.31,205.8586
31.9086,84.67572,105.3779,22.42825,52.43996,26.06151,37.2811,81.56699,171.0528,252.7179,212.7182
34.26385,84.10963,104.7726,22.30371,52.18221,25.93669,37.0412,81.07541,163.7829,248.1916,220.9351
36.98215,83.52514,104.3084,22.16505,52.05212,25.76048,36.78897,80.48164,155.7245,243.5833,229.6548
40.44484,82.95425,103.6304,22.05576,51.78737,25.73089,36.62965,80.40437,147.3649,239.1387,238.0002
44.49338,82.38098,102.9717,21.89117,51.47637,25.66462,36.24167,80.32507,138.6519,234.0793,245.8621
49.04794,81.83781,102.3498,21.72989,51.21995,25.71911,35.81252,80.27284,130.3853,228.9691,252.2314
54.35099,81.30656,101.8188,21.54122,50.98736,25.65736,35.4594,80.13538,122.3458,223.8446,257.643
60.32379,80.88187,101.0489,21.3581,50.83698,25.75849,35.14311,80.13139,114.8373,218.4945,260.9391
67.59665,80.24148,100.4029,21.25999,50.50661,25.70113,34.72409,79.95047,108.0459,212.5924,262.2053
76.28723,79.71934,99.63836,21.21073,50.15321,25.61996,34.40272,79.54506,102.158,207.2534,261.1642
86.51976,79.18681,98.9703,21.1378,49.76886,25.40777,34.21584,79.22414,97.16196,202.5149,257.8938
97.90131,78.54633,98.13122,21.0619,49.49556,25.16815,33.96238,78.48959,92.88872,197.4711,252.7804
110.6739,77.80003,97.28169,20.93462,49.29191,24.84358,33.86678,77.67935,89.17226,193.0299,245.4204
125.2747,77.01493,96.30532,20.86626,48.98788,24.77286,33.69622,76.98227,86.13131,189.3295,236.8188
140.65,76.23804,95.36984,20.79562,48.72118,24.63627,33.51486,76.28398,83.65264,186.6106,227.8105
156.6973,75.4007,94.60169,20.68126,48.46328,24.46514,33.42413,75.68918,81.81928,184.754,218.6579
174.3146,74.58649,93.75496,20.46091,48.16597,24.22344,33.51379,74.97824,80.42942,184.162,209.9227
192.1764,73.66582,92.71313,20.29435,47.90774,24.09863,33.49292,74.2244,79.40978,183.9479,201.3999
210.3529,72.51773,91.68441,20.26423,47.51213,23.88275,33.58477,73.51582,78.81381,184.8907,193.7508
229.0379,71.54998,90.78531,20.32278,47.03846,23.8623,33.58524,72.85211,78.40005,186.5123,186.7498
247.1249,70.39873,89.87959,20.26106,46.61441,23.78432,33.64642,72.48186,78.1245,188.3015,180.3914
263.5541,68.98842,88.9443,20.18173,46.25406,23.6509,33.75176,71.96455,77.93315,189.7755,174.726
278.7838,67.71197,87.83926,20.05794,45.98043,23.57454,33.84935,71.61467,77.71048,190.9969,169.566
292.334,66.65871,86.64317,20.02984,45.65645,23.5934,33.98286,71.45149,77.52266,191.7915,165.4843
303.5136,65.70573,85.7925,19.95979,45.34054,23.61049,34.1073,71.68135,77.27647,192.3937,162.0062
312.692,64.74979,84.89071,19.78201,45.00419,23.59871,34.2871,72.20403,76.78531,192.3407,158.9892
320.2479,63.80572,83.95744,19.60114,44.80144,23.51227,34.46606,72.45914,76.01035,191.7288,155.9175
324.4709,62.90826,83.02385,19.39543,44.47918,23.59765,34.59167,72.87978,75.07034,190.0061,153.142
325.13,62.12009,82.30246,19.39173,44.23224,23.76321,34.63064,73.58647,74.04913,187.9692,150.5869
321.8196,61.39134,81.8479,19.29187,43.99947,24.0062,34.51028,74.2178,72.87877,185.576,147.9831
314.2173,60.65288,81.31255,19.18211,43.83669,24.21425,34.42862,75.10904,71.71767,182.3764,145.2459
301.6001,59.9379,80.96812,18.95332,43.61351,24.35031,34.36772,75.93857,70.66708,179.5243,142.6094
285.5716,59.33295,80.57472,18.86982,43.47572,24.40653,34.20296,76.5459,69.74933,176.4527,140.1178
266.1414,58.83312,80.00774,18.76143,43.31638,24.54716,34.03426,76.86252,68.93373,173.6448,137.7487
244.6514,58.20891,79.83309,18.60908,43.10374,24.63771,33.63,77.06155,68.22247,171.6241,135.8657
222.0472,57.5474,79.46716,18.43619,42.88253,24.66378,33.29907,77.11348,67.7142,170.0331,134.2216
199.2599,56.86925,79.036,18.30289,42.64287,24.62431,32.88257,76.62093,67.07442,168.7305,132.8423
177.1982,56.14458,78.3931,18.17486,42.11605,24.63516,32.52762,76.02528,66.6298,167.2254,131.9148
155.8681,55.44385,77.66872,18.16183,41.82099,24.56396,32.16743,75.33466,66.25441,166.0075,131.5115
135.7902,54.80941,76.77755,18.15306,41.51451,24.36524,31.86118,74.42476,66.22462,164.8161,131.8687
117.63,54.21434,75.58376,18.30926,41.24759,24.17628,31.79187,73.79247,66.3737,163.2063,132.7328
101.3451,53.49169,74.48314,18.2533,41.00643,23.79425,31.78236,73.00749,66.66236,161.2364,134.1016
87.3914,52.84163,73.44458,18.28424,40.80723,23.40019,31.81353,72.35033,67.12946,158.8656,136.0552
75.58495,52.18616,72.04507,18.0719,40.67391,23.08273,31.60939,71.43091,67.54996,155.8304,138.1213
65.88819,51.51195,71.02575,17.97016,40.49556,22.72871,31.47633,70.81635,68.14245,152.9012,141.0494
58.11989,50.97733,70.01726,17.82462,40.27064,22.4004,31.46581,70.17584,69.07525,149.7399,144.1868
52.0619,50.41499,68.92849,17.58591,39.96526,22.04825,31.452,69.2468,69.80373,146.41,147.2561
47.68968,49.91528,67.93149,17.48256,39.51627,21.75767,31.50758,68.29079,70.64652,143.2761,150.5058
44.34575,49.60994,67.10568,17.39021,39.12175,21.48687,31.54269,67.36916,71.3338,140.4883,153.9151
41.65612,49.2166,66.11639,17.25608,38.77098,21.31256,31.60135,66.55431,71.94293,137.8727,157.1811
39.66372,48.81543,65.0797,17.1765,38.43315,21.19366,31.69627,65.95772,72.33771,135.6517,160.2086
38.28231,48.29893,64.33354,17.03885,38.16681,21.00908,31.65458,65.31686,72.31279,133.416,162.6528
36.87449,47.99793,63.50661,16.86048,37.85255,20.99904,31.44624,64.96043,72.0013,131.2568,164.1609
35.83654,47.52893,62.48206,16.72959,37.68836,20.99085,30.95839,64.54675,71.44193,128.8572,164.8279
34.94268,47.0131,61.48651,16.71413,37.45308,21.03889,30.65962,64.23328,70.69183,126.657,164.7078
34.24714,46.60846,60.5246,16.61831,37.21905,20.93231,30.38802,63.96476,69.95997,124.1104,163.4081
33.63666,46.04528,59.67174,16.54212,36.94133,20.736,30.12,63.4692,68.9409,121.3005,160.8535
33.13741,45.45322,58.75887,16.68297,36.67878,20.68313,30.06201,62.91628,67.86357,118.2751,157.5101
32.5499,44.82956,57.93735,16.81315,36.39287,20.63546,30.00526,62.58098,66.66866,114.9868,153.448
31.83706,44.02988,57.05654,16.92352,36.22233,20.55997,30.09235,62.46152,65.595,111.5065,148.8532
31.33617,43.35291,56.18585,17.08468,36.0403,20.51562,30.28938,62.44093,64.52299,108.1449,143.9165
30.74152,42.72003,55.36343,17.25408,35.80501,20.42982,30.47201,62.50299,63.50885,104.7295,138.9006
30.1513,42.10121,54.48324,17.25754,35.50354,20.45214,30.44776,62.54669,62.68859,101.5273,133.9816
29.65636,41.38944,53.51676,17.34232,35.2114,20.50262,30.43923,62.47828,62.07039,98.57395,129.8005
29.13369,40.7576,52.42176,17.21782,34.95621,20.62961,30.33536,62.32587,61.61079,96.03906,126.0107
29.03858,40.25356,51.5604,16.9578,34.61315,20.61434,30.31715,62.26697,61.21201,93.91399,123.0689
28.80333,39.63664,50.81122,16.73486,34.24865,20.48343,30.25839,62.02115,60.88583,92.11902,120.6226
28.68405,39.00087,49.8418,16.58631,33.99508,20.44468,30.35404,61.66951,60.53052,90.44421,118.9455
28.53453,38.5051,49.09606,16.38311,33.76116,20.34227,30.39388,61.60144,60.22366,89.23376,117.665
28.3835,38.05258,48.51928,16.28501,33.60473,20.16193,30.40924,61.4823,59.96276,88.2147,116.6348
28.41796,37.7514,47.81839,16.11016,33.34451,19.98316,30.41325,61.24963,59.48973,87.35666,115.7638
28.3785,37.42442,47.12976,15.907,33.02214,19.98276,30.3559,61.12976,59.10794,86.71088,115.244
28.49684,36.98289,46.40143,15.81616,32.76794,20.06022,30.12405,60.83818,58.55851,86.23939,114.7434
28.68027,36.63097,45.61977,15.55136,32.44777,20.12779,29.88659,60.37567,57.96593,85.72662,114.3927
28.8009,36.3349,44.73088,15.28018,32.32763,20.18733,29.63099,59.98146,57.55712,85.24889,113.9882
29.15866,35.97369,44.0015,15.07921,32.16169,20.10901,29.56026,59.56848,57.19934,84.89877,113.5077
29.19191,35.56744,43.27381,15.01153,32.05202,19.98913,29.46768,59.15588,57.05253,84.37976,112.6813
29.2986,35.06144,42.63713,14.94996,31.99397,19.93987,29.51567,58.65953,56.90326,83.64487,111.7225
29.56035,34.63239,42.31078,14.84699,31.94466,19.79985,29.47457,58.19967,56.79912,83.04977,110.3808
29.79193,34.30629,42.03762,14.77877,31.81987,19.63301,29.45623,57.58153,56.79558,82.43323,108.8132
29.99135,33.96249,41.51299,14.59893,31.57114,19.46346,29.46465,56.97007,56.83802,81.82689,107.1388
30.35151,33.52713,40.91248,14.51294,31.34787,19.48598,29.44489,56.59901,56.79703,81.46014,105.3911
30.71473,33.16523,40.27834,14.54516,31.04492,19.46057,29.30358,56.10556,56.74117,81.06999,103.2971
31.33374,32.79689,39.68426,14.44932,30.79464,19.31957,29.12614,55.60695,56.66731,80.70547,101.522
31.8958,32.48557,38.91754,14.45577,30.5282,19.17788,28.99155,55.19313,56.81548,80.42918,99.72385
32.6011,32.15998,38.20723,14.46752,30.32925,19.00947,28.90741,54.81334,56.95555,80.14536,98.20364
33.20981,31.87897,37.43165,14.45156,30.11076,18.88578,28.72877,54.4711,57.06533,80.01183,96.97709
34.07283,31.51638,36.95495,14.30909,29.97782,18.83436,28.68215,54.22465,57.03219,79.52895,95.94037
35.05488,31.32573,36.47411,14.1845,29.87501,18.69816,28.64166,54.02196,56.77103,79.29224,95.11638
36.04663,31.2492,36.05482,14.06723,29.79385,18.51087,28.79879,53.70987,56.52246,78.91555,94.53459
36.83076,31.21997,35.43114,13.99057,29.78982,18.41741,28.85204,53.50175,56.07028,78.60783,93.82434
37.98085,31.36374,34.81556,13.96517,29.80705,18.44388,29.04634,53.39901,55.38666,78.3439,93.1366
39.08854,31.63583,34.35351,14.03012,29.86824,18.5587,29.03797,53.3068,54.92337,77.89977,92.15676
40.44449,32.13633,34.06546,13.9409,30.03645,18.62235,29.04405,53.28825,54.37248,77.52056,91.14253
41.66251,32.94566,33.82949,13.81503,30.1274,18.68811,29.1038,53.15834,53.87668,77.22652,90.04315
43.2342,33.75817,33.62068,13.69215,30.45588,18.78391,29.15931,53.09881,53.44532,76.88923,88.98521
44.89377,34.57838,33.45126,13.58484,30.78373,18.88766,29.09876,52.94149,53.02203,76.651,88.02109
46.91675,35.15258,33.39478,13.42279,31.23792,18.90075,29.17517,52.96373,52.47443,76.0964,87.02601
48.89026,35.66531,33.14176,13.31876,31.46384,18.75793,29.10423,52.82884,52.1014,75.6681,86.13467
51.3625,35.98858,32.94807,13.25134,31.75033,18.56444,28.99858,52.41783,51.84087,75.10674,85.46471
55.00621,36.12977,32.51591,13.28284,31.87299,18.40338,28.81074,51.93335,51.4982,74.54359,84.8432
60.78937,36.10915,32.10141,13.15578,31.92357,18.16082,28.81268,51.52031,51.15119,73.96569,84.36745
67.45579,35.93678,31.8082,13.10064,31.9039,17.87182,28.5012,51.08028,50.98757,73.00739,83.83779
76.93469,35.92806,31.68323,12.94757,31.79218,17.44131,28.31411,50.70046,50.77488,71.90755,83.36968
89.78162,35.86147,31.47827,12.95033,31.61641,17.09613,28.23791,50.25951,50.61182,70.71826,82.9465
108.1065,35.73165,31.2825,12.935,31.58311,16.92226,28.10347,49.77411,50.53931,69.21151,82.28733
132.5022,35.56755,30.91171,12.996,31.70196,16.72217,27.94508,49.06139,50.36096,67.4318,81.68705
163.1454,35.22004,30.48638,13.05642,31.83646,16.45125,27.77929,48.38062,50.22188,65.5348,81.04115
200.3711,35.03018,30.11564,13.21325,31.83068,16.24422,27.52039,47.51184,50.21312,63.52063,80.16306
243.9467,34.78387,29.75749,13.29314,31.99926,15.97586,27.31665,46.72344,50.21488,61.79456,79.40295
291.2039,34.47768,29.36061,13.36701,32.0874,15.84303,27.23672,45.87733,50.15926,60.19934,78.71954
338.1341,34.05277,29.0468,13.37296,32.1113,15.64684,27.2159,45.17178,50.03822,58.67778,77.93805
378.441,33.54436,28.68299,13.48963,31.94654,15.45131,27.18364,44.47828,50.04012,57.16832,77.32338
410.5762,32.96841,28.34375,13.64072,31.80095,15.25319,27.31369,43.92532,49.85902,55.78189,76.89289
429.4778,32.13968,27.73083,13.96464,31.41734,14.981,27.35492,43.3103,49.537,54.51855,76.3088
434.5762,31.08038,27.13348,14.37335,30.90912,14.75159,27.25731,42.7503,49.18071,53.39803,75.67584
424.2587,29.84742,26.36799,15.04665,30.49048,14.48255,27.20279,42.25827,48.64467,52.20054,75.11967
401.0224,28.56807,25.69322,15.9241,29.87495,14.18044,27.13482,41.85968,48.16109,51.08148,74.59977
367.8916,27.37679,25.08827,17.03332,29.38214,13.99199,26.99549,41.5893,47.64177,50.01929,73.98605
328.8126,26.23299,24.48832,18.21897,28.96054,13.76043,26.77899,41.37532,47.3277,49.37689,73.51805
286.2986,25.26268,23.9252,19.36669,28.57827,13.74039,26.63861,41.10114,46.97701,48.72215,73.02522
243.6584,24.38267,23.43112,20.36465,28.18434,13.74131,26.46304,40.78331,46.78714,48.04588,72.53593
203.4726,23.66787,23.02609,21.1715,27.83287,13.81508,26.35439,40.50688,46.54055,47.31178,72.17777
168.3684,22.96196,22.67604,21.93043,27.67813,13.8453,26.34003,40.18386,46.03241,46.36132,71.69498
138.6168,22.5412,22.3609,22.54334,27.37636,13.77617,26.13633,39.88152,45.47689,45.48145,71.00169
115.0981,22.0264,22.2374,23.02415,27.01448,13.6724,26.01473,39.46733,45.07376,44.55538,70.33202
96.43207,21.6667,22.06803,23.36989,26.74491,13.53449,26.07258,39.0782,44.48689,43.45829,69.71911
