EL1: Electronic Ladder,A1: 60WkDry_F_2,B1: 60WkDry_F_3,C1: 72WkDry_F_2,D1: 72WkDry_F_3,E1: 60WkFrozen_F_2,F1: 60WkFrozen_F_3,G1: 72WkFrozen_F_2,H1: 72WkFrozen_F_3,A2: 24WkDry_F_3,B2: 36WkDry_F_3
83.11102,21.34975,21.85985,23.60221,26.4222,13.31354,26.10408,38.67481,44.05149,42.46474,69.08177
73.37795,20.97971,21.52083,23.80123,26.24118,13.15449,26.19243,38.16583,43.75024,41.59554,68.58263
66.56516,20.78986,21.22181,23.86614,26.02418,12.96624,26.19087,37.62391,43.74336,41.02484,68.30686
61.43027,20.56146,20.88114,23.78591,25.87955,12.82907,26.28736,37.15936,43.71843,40.63377,68.1702
57.54845,20.333,20.47521,23.60627,25.78136,12.86421,26.3125,36.6587,43.70088,40.39573,68.27029
54.54342,20.14917,20.09427,23.39481,25.72916,13.13129,26.31964,36.22619,43.58253,40.30561,68.32992
52.24219,19.9725,19.69541,23.17935,25.73492,13.36556,26.21502,35.97855,43.29435,40.46541,68.31372
50.74192,19.88412,19.36575,22.86373,25.52186,13.75427,25.96696,35.79126,42.98809,40.86596,68.22254
49.5243,19.63963,19.15428,22.55577,25.31535,14.22886,25.80971,35.49559,42.68635,41.06899,68.29873
48.23606,19.39774,18.85241,21.98981,24.96657,14.81967,25.55692,35.26158,42.27496,41.12068,68.49179
47.05144,19.12569,18.64913,21.32304,24.72737,15.34533,25.35407,34.96388,41.94867,41.04027,68.93256
45.9033,18.80125,18.48811,20.40821,24.4365,15.78727,25.30521,34.7095,41.74153,40.5572,69.71886
44.80546,18.59445,18.32704,19.30499,24.12938,16.21489,25.19343,34.43695,41.78857,39.84447,70.77614
43.8345,18.46072,18.25055,18.17481,23.91279,16.52751,25.12687,34.07208,41.69411,38.82454,72.07104
42.99827,18.32966,18.06457,17.07373,23.69144,16.85303,25.25971,33.75972,41.76147,37.64538,73.35619
41.84529,18.21556,17.83172,15.97581,23.63419,17.07829,25.41988,33.3718,41.96348,36.41533,74.31382
41.15577,18.12817,17.66166,14.94163,23.65896,17.17821,25.51475,33.14306,42.43522,35.40857,74.7702
40.62458,17.9656,17.43449,14.15959,23.69292,17.28634,25.54055,32.80753,43.19563,34.42464,74.48021
40.24195,17.85531,17.18002,13.49801,23.71603,17.34107,25.57632,32.54453,44.10062,33.58001,73.66222
40.09595,17.68847,16.84542,12.961,23.72334,17.29473,25.51978,32.23705,45.07034,33.04002,72.23572
40.08971,17.69561,16.66278,12.52237,23.80721,17.10665,25.52023,32.06511,46.13481,32.74828,70.2561
40.16565,17.53128,16.50203,12.07523,23.73207,16.87924,25.40228,32.02003,47.07738,32.29964,67.86323
40.27295,17.478,16.27261,11.71378,23.63652,16.65674,25.1806,31.92957,47.88958,31.89222,65.12234
40.27584,17.48488,16.27231,11.35914,23.39067,16.57105,24.95666,31.84995,48.3672,31.39971,62.61957
40.3533,17.27428,16.17043,11.0736,23.1833,16.72077,24.9367,31.79435,48.61243,30.79826,60.20201
39.90576,17.07876,16.05907,10.87197,23.02219,16.87617,24.9843,31.63419,48.63534,30.05419,58.04235
39.52253,16.97472,16.06432,10.64971,22.88685,17.10062,25.0325,31.55142,48.64832,29.18139,56.14863
39.328,16.87376,15.89629,10.51163,22.80682,17.16245,25.12631,31.2539,48.53412,28.40705,54.51211
38.97767,16.76631,15.66218,10.30954,22.66916,17.01568,25.15654,31.07098,48.1837,27.70868,53.19321
38.9377,16.63368,15.35932,10.11219,22.54605,16.62461,25.22045,30.84672,47.77768,27.10496,52.01173
38.84604,16.62389,15.11857,9.95038,22.34692,16.02015,25.34486,30.64571,47.43892,26.56455,50.64906
38.8927,16.40289,14.89196,9.870054,22.2034,15.35886,25.32206,30.52139,47.08079,25.92813,49.39291
39.03972,16.17609,14.65628,9.812033,22.06757,14.71327,25.23312,30.51197,46.82216,25.51283,48.05333
39.08849,15.92238,14.58588,9.812298,21.87613,14.16931,25.10578,30.69003,46.60996,25.22376,46.86978
39.39025,15.67517,14.58194,9.934818,21.95434,13.82681,25.00794,30.97232,46.29992,24.98403,45.79692
39.43625,15.49604,14.55233,10.0505,21.91286,13.6545,24.91415,31.4254,46.02105,24.77718,44.68563
39.56673,15.41277,14.63608,10.02116,21.93196,13.57343,24.8079,32.17234,45.45782,24.543,43.75574
39.79207,15.35246,14.66039,9.983223,22.00967,13.5613,24.68259,32.83609,44.50954,24.48858,42.9959
40.00423,15.36025,14.67659,9.841187,22.05019,13.63669,24.58762,33.66033,43.24302,24.16454,42.39372
40.51925,15.34259,14.58184,9.55999,22.04222,13.79245,24.56754,34.28481,41.70287,23.64236,41.80811
40.74812,15.32975,14.41605,9.310621,21.91452,13.95455,24.60405,34.6072,40.12524,23.16387,41.15028
41.04582,15.21431,14.13062,9.09852,21.66922,14.12555,24.485,34.75062,38.4398,22.76374,40.60855
41.44083,15.05904,13.91459,8.930721,21.44361,14.27077,24.43439,34.68677,37.06099,22.62394,40.11348
41.66561,14.9508,13.73036,8.79376,21.20449,14.24984,24.27898,34.5843,35.84258,22.71131,39.67426
41.9361,14.91029,13.70188,8.71674,21.05742,14.10076,24.19398,34.32652,34.89297,22.97471,39.29858
42.04552,14.81937,13.65513,8.616837,20.86301,13.97672,23.93965,33.93991,34.14805,23.28872,38.61472
42.30717,14.70026,13.72173,8.587986,20.78935,13.77736,23.83567,33.58033,33.59246,23.69743,38.04588
42.51877,14.61174,13.72071,8.549786,20.8967,13.56009,23.79306,33.11146,33.09408,24.22892,37.59883
43.29195,14.5544,13.64649,8.509699,20.87278,13.39793,23.96128,32.79768,32.96333,24.63315,37.15948
44.16927,14.44545,13.3954,8.324312,20.85741,13.46197,24.04749,32.48081,32.91286,24.96287,36.78996
44.80107,14.32191,13.09227,8.129339,20.71864,13.61942,24.0977,32.13807,33.07358,25.18921,36.45976
45.88068,14.24288,12.7093,7.958288,20.45532,13.79843,24.14489,31.84153,33.11478,25.26079,36.05178
47.22343,14.20772,12.54058,7.755932,20.28297,13.93568,24.19883,31.64584,33.27015,25.32318,35.70277
48.34975,14.12253,12.39654,7.462379,20.14122,13.87795,24.04259,31.51622,33.32522,25.35123,35.40083
49.37782,14.09663,12.29328,7.196569,20.04762,13.4735,23.82447,31.25763,33.13449,25.39534,34.9965
50.39648,14.01827,12.35015,7.12328,20.04217,13.0552,23.44225,30.90917,32.82625,25.31466,34.57919
51.83561,14.00328,12.49268,7.127369,20.07689,12.32437,23.12302,30.41725,32.46714,25.29035,34.26675
52.99356,13.94931,12.49941,7.122179,20.27265,11.63287,22.90337,29.84399,31.83189,25.29407,33.84835
54.57263,13.94368,12.58893,7.125946,20.29952,10.87115,22.77612,29.27312,31.24377,25.29101,33.32706
56.20294,13.93726,12.51734,7.055204,20.36062,10.28041,22.62769,28.66383,30.82086,25.31902,32.94571
58.65975,13.88554,12.49611,7.092663,20.30289,9.952932,22.5249,28.06728,30.41693,25.23387,32.58595
61.24603,13.77527,12.3604,7.177835,20.21477,9.634562,22.31738,27.45232,30.10682,25.03573,32.14223
64.48589,13.66754,12.23445,7.186647,20.10351,9.251577,22.16261,26.87423,29.87685,24.83265,31.69529
69.39481,13.51013,12.05318,7.048979,20.07889,8.950977,21.93346,26.34236,29.71243,24.6414,31.49537
75.40455,13.37691,11.81555,6.956642,20.08731,8.705433,21.74767,25.78674,29.57159,24.37237,31.25904
82.90659,13.17083,11.67243,6.897058,19.97608,8.569706,21.49954,25.33483,29.29304,23.89585,31.20814
92.90875,13.06697,11.61131,6.746658,19.92487,8.346674,21.31139,24.92685,28.95713,23.53246,31.33073
105.8389,12.89011,11.51642,6.57946,19.89558,8.368219,21.16813,24.59879,28.42434,23.20229,31.57746
124.8385,12.84976,11.4774,6.31171,19.64358,8.341564,20.96731,24.33656,27.74752,22.65507,32.02378
152.2131,12.88652,11.40025,5.938595,19.46247,8.376146,20.79685,24.10816,27.1641,22.17137,33.05743
188.503,12.76046,11.42632,5.792082,19.23652,8.430584,20.72992,23.91007,26.55555,21.76747,34.1025
233.4973,12.57422,11.23052,5.607996,19.15859,8.264078,20.58568,23.55777,26.07905,21.2858,35.21095
286.0728,12.51749,11.11146,5.429342,19.03732,8.045166,20.49616,23.15558,25.52296,20.79166,36.15507
339.0046,12.53213,11.05748,5.230143,19.00588,7.896484,20.37527,22.71973,25.11677,20.31794,37.10188
386.9084,12.54991,10.93504,5.143087,18.98322,7.748047,20.30639,22.22531,24.82834,19.94839,37.28968
424.165,12.43026,10.84431,5.0658,18.97912,7.55868,20.21289,21.77553,24.34792,19.67431,37.22054
445.8756,12.46227,10.76931,5.028231,19.0708,7.433563,20.15066,21.49046,23.98177,19.49447,36.97115
450.1462,12.40674,10.7026,5.09124,19.07086,7.404444,19.94612,21.30463,23.4294,19.40866,36.56812
438.2472,12.43707,10.53403,5.126955,19.02368,7.40416,19.73677,21.12379,22.77829,19.30335,36.1049
412.7982,12.43828,10.47775,5.007427,18.9865,7.364399,19.50933,21.01832,22.3831,19.16268,35.79544
377.4191,12.25995,10.43283,5.006964,18.89568,7.336536,19.31414,20.97281,22.05,19.02948,35.42335
337.5124,12.18919,10.21297,4.890442,18.8076,7.244169,19.16822,20.84413,21.72084,18.6776,35.22542
295.9637,12.12071,10.20032,4.773821,18.58638,7.148941,18.95189,20.8979,21.40557,18.38663,34.99792
253.5426,12.04488,10.19829,4.564606,18.37631,7.100128,18.82133,21.01993,21.42924,18.09135,34.70005
215.4013,11.9947,10.15652,4.408146,18.28898,6.909615,18.79197,21.22442,21.30496,17.82535,33.95995
181.458,11.91325,10.1703,4.286236,18.26016,6.650408,18.83548,21.41947,21.22781,17.4472,33.21629
152.4125,11.99497,10.07747,4.228331,18.20435,6.501926,18.84075,21.48447,21.14868,16.95153,32.20149
128.6558,11.90591,10.10195,4.286777,18.16946,6.330873,18.87975,21.45847,20.9304,16.57073,31.0014
109.6806,11.85083,10.1089,4.275019,18.19381,6.222467,18.89524,21.19571,20.86405,16.26629,29.63743
94.68867,11.67869,10.15972,4.176872,18.10316,6.111841,18.72909,20.72669,21.13762,15.91512,28.19173
83.35398,11.56571,10.21271,4.106712,17.95609,6.020563,18.60039,20.09037,21.23671,15.74949,26.84694
74.50935,11.50668,10.12648,4.054586,17.75756,5.878981,18.45163,19.3991,21.20195,15.71123,25.63512
67.80062,11.39618,10.05577,4.045771,17.58684,5.714668,18.23725,18.93098,21.08461,15.87761,24.52127
62.52628,11.36758,9.815161,3.982779,17.52488,5.763042,18.11819,18.5685,20.8737,15.93827,23.45944
59.22767,11.37346,9.545322,4.004694,17.54004,5.659426,18.07906,18.25044,20.462,15.82699,22.3831
56.75893,11.4192,9.338482,3.94795,17.52579,5.7108,17.98324,17.89015,19.96362,15.72114,21.5679
55.00687,11.38968,9.086786,3.879995,17.51142,5.853256,17.82777,17.34667,19.3856,15.46953,20.75221
53.52545,11.29693,9.005396,3.772055,17.43715,5.882889,17.85799,16.8933,18.9074,15.10378,20.28778
52.47616,11.10434,9.068596,3.553654,17.45751,6.000259,17.78956,16.44619,18.62238,14.66744,19.98365
51.44522,10.88964,9.114655,3.422979,17.46487,6.033249,17.68275,15.97542,18.67959,14.34262,19.69753
50.72421,10.80487,9.162218,3.314529,17.43799,6.002649,17.73087,15.62779,18.78622,13.9761,19.4629
49.92419,10.80403,9.127962,3.240273,17.38463,5.848932,17.67107,15.42424,18.97923,13.65552,19.12118
49.17576,10.87054,9.070948,3.235184,17.34184,5.705622,17.66981,15.27326,19.11065,13.29754,18.86009
48.30043,10.84905,8.900288,3.176323,17.28504,5.623949,17.73069,15.16056,19.18428,12.93949,18.57821
48.00196,10.87414,8.840179,3.196314,17.23516,5.538614,17.75896,14.92861,19.11963,12.703,18.19229
47.61724,10.95111,8.878382,3.112169,17.20662,5.463207,17.74776,14.66124,18.82456,12.75127,17.81004
47.07895,10.77903,8.792208,3.053444,17.03835,5.447607,17.55381,14.19612,18.42495,12.7424,17.44943
46.92889,10.68365,8.844835,2.959749,16.92342,5.346779,17.43216,13.89645,18.04755,12.7799,17.28203
46.89749,10.43231,8.838982,2.924034,16.99303,5.317455,17.18662,13.55703,17.6031,12.68025,17.12852
46.92075,10.37979,8.767344,3.056486,16.98048,5.234419,17.0369,13.22783,17.26001,12.49826,16.95446
47.17645,10.33991,8.719709,3.051125,16.94796,5.160753,16.96584,12.97507,16.89482,12.20722,16.86642
47.48476,10.34472,8.666662,3.040752,16.90207,5.046595,16.76892,12.74436,16.60734,11.77123,16.68981
47.87957,10.30857,8.661053,3.068392,16.78957,5.017645,16.54701,12.49697,16.34594,11.29584,16.73799
48.47378,10.22385,8.63678,3.122486,16.63403,4.846975,16.31256,12.29084,15.9919,10.87152,16.59129
49.55062,10.31805,8.800978,3.129402,16.52061,4.713345,15.99075,12.13818,15.53268,10.63629,16.48222
50.41106,10.34343,8.911598,2.998308,16.4042,4.553646,15.66245,12.03359,15.1114,10.50003,16.17366
51.42236,10.22771,8.916744,2.864506,16.28315,4.508902,15.19563,11.95285,14.59674,10.32735,15.91807
52.67937,10.14368,8.956106,2.662628,16.28931,4.369993,14.97398,12.01412,14.12543,10.31395,15.49123
53.67337,10.13019,8.857328,2.493982,16.36695,4.224152,14.87215,11.92719,13.60757,10.19511,15.23568
54.70521,10.20443,8.765198,2.477631,16.32841,4.046169,14.9091,11.85552,13.10197,10.14912,15.00818
55.93967,10.15412,8.706676,2.331419,16.37944,4.032148,14.992,11.74981,12.78236,10.18769,14.81788
57.09141,10.20413,8.577162,2.381634,16.42271,4.055405,15.02787,11.64349,12.60048,10.14619,14.80278
58.44881,10.18744,8.367773,2.390104,16.40666,4.096615,15.10363,11.32422,12.55122,10.00255,14.63364
60.30965,10.16512,8.249367,2.492565,16.40326,4.077356,15.11742,11.09767,12.50316,9.787914,14.37486
62.52384,10.24065,8.250843,2.375044,16.38869,4.055878,15.04989,10.85659,12.4574,9.625381,14.18316
64.87007,10.1909,8.128199,2.343102,16.35931,4.078577,14.86933,10.63624,12.37007,9.361326,13.94495
67.41753,10.16166,8.058592,2.2995,16.32957,4.087084,14.62,10.49834,12.25554,9.166555,13.83706
69.9974,10.16267,7.983761,2.221992,16.31034,3.915741,14.38858,10.50311,12.16858,8.972345,13.68712
72.6283,10.21962,7.824846,2.141569,16.32236,3.656427,14.15925,10.93079,11.91425,8.724651,13.54948
74.83287,10.27624,7.709055,2.109215,16.26605,3.439873,14.00279,11.967,11.72143,8.560804,13.32635
76.90598,10.2445,7.621376,2.008881,16.2143,3.337473,13.88944,13.0223,11.84133,8.473869,13.10727
78.17733,10.24123,7.568083,2.026892,16.1535,3.279764,13.70976,13.8452,11.94671,8.374365,13.07141
79.09708,10.15856,7.468294,1.965002,16.05711,3.296501,13.79904,14.07009,12.15673,8.155245,12.93061
79.85885,10.04451,7.653179,1.894308,16.11721,3.454823,13.77907,13.98699,12.40567,8.032169,12.83523
80.00867,10.05061,7.787779,1.666918,16.13035,3.59388,13.81884,13.31623,12.48324,7.998577,12.76236
80.23985,9.96408,7.87627,1.680365,16.10236,3.743359,13.7298,12.35557,12.32,8.072989,12.80384
79.97934,9.920583,7.896471,1.731928,16.14868,3.776678,13.50726,11.15518,12.07173,8.038752,12.79457
80.12814,9.95214,7.814598,1.850573,16.23298,3.603855,13.22147,10.1766,11.72215,8.062904,12.73088
80.21479,9.921479,7.684278,1.860336,16.20821,3.447811,12.97414,9.613169,11.19687,8.09576,12.52102
80.91386,9.957355,7.669128,1.853456,16.13551,3.188547,12.83627,9.534811,10.76377,8.095959,12.30651
81.86594,9.939891,7.536713,1.861134,16.04508,2.946217,12.76837,9.464413,10.6033,8.050362,11.97961
83.06207,9.909076,7.479269,1.931328,15.86178,2.716616,12.76257,9.247126,10.36858,7.873833,11.73064
85.35784,9.940831,7.564774,1.926697,15.71372,2.581076,12.924,9.151466,10.2835,7.581291,11.53751
88.39478,10.04614,7.824095,1.833855,15.75839,2.571262,13.11686,9.158207,10.33476,7.397732,11.28491
92.76147,10.11171,7.971178,1.815706,15.72968,2.560493,13.45273,9.131462,10.26401,7.236586,11.1925
100.2734,10.14743,8.078888,1.835346,15.70521,2.579935,13.70954,9.058321,10.01575,7.111256,11.00632
111.2732,10.02995,8.028824,1.886532,15.7933,2.44949,13.76054,8.904703,9.777656,6.979986,10.80826
129.5123,9.861682,7.970839,1.950285,15.81748,2.458931,13.81628,8.840748,9.526099,6.943466,10.73291
159.4942,9.702935,7.904318,1.923792,15.7727,2.518349,13.76517,8.644548,9.245303,6.773363,10.57588
202.4525,9.566413,7.89292,1.881529,15.77337,2.438887,13.67574,8.467949,8.951018,6.645054,10.32768
258.2606,9.499007,7.72666,1.849802,15.87865,2.527159,13.57065,8.301189,8.777041,6.389896,10.00851
319.0791,9.509162,7.554449,1.842911,15.79014,2.544155,13.26664,8.040861,8.651578,6.244408,9.887609
380.6234,9.59677,7.551388,1.722725,15.91392,2.678335,12.9997,7.983727,8.636491,6.066004,9.844755
434.3946,9.606067,7.582972,1.694921,16.03703,2.766212,12.95607,7.894726,8.744178,6.018476,9.795465
474.1948,9.68588,7.663685,1.7743,16.05075,2.81629,12.89297,7.796879,8.829097,6.024792,9.976313
496.6637,9.724423,7.68594,1.817514,16.10396,2.808077,12.88821,7.621393,8.821387,6.061518,10.07112
499.2065,9.690551,7.672182,1.933233,16.07241,2.645626,12.89735,7.32383,8.816979,6.186314,10.14419
485.083,9.639161,7.693846,2.032534,15.92228,2.481371,13.06185,7.095592,8.787444,6.14669,10.18346
460.3896,9.612958,7.741789,2.138494,15.80367,2.242887,13.11505,6.833464,8.582974,6.111691,10.1205
427.2648,9.584035,7.89266,2.180588,15.69291,2.052643,13.2031,6.616297,8.300664,6.183783,10.02425
391.7967,9.550767,7.885715,2.278368,15.60632,2.012011,13.26577,6.546814,8.129472,6.218653,9.833033
351.8622,9.563273,7.874702,2.222921,15.46215,1.908243,13.25832,6.495275,8.02308,6.37258,9.648203
313.5379,9.506888,7.920683,1.964653,15.4676,2.022133,13.39736,6.514437,7.832561,6.476618,9.446012
275.9799,9.428695,7.944651,1.74692,15.39924,2.084883,13.53434,6.521803,7.77395,6.638361,9.504019
241.4358,9.556212,8.030861,1.689508,15.36263,2.098116,13.71404,6.58135,7.719993,6.816439,9.705702
210.9331,9.699286,7.922068,1.643379,15.249,2.200052,14.04543,6.58885,7.690499,6.859509,9.718206
184.3872,9.970836,7.789698,1.656582,15.19524,2.111372,14.28488,6.496387,7.76055,6.762629,9.597963
161.9705,10.14486,7.768026,1.678501,15.10189,2.004057,14.35928,6.488869,7.918073,6.504829,9.544138
143.8161,10.20305,7.805075,1.792191,15.21042,1.887136,14.24341,6.409262,7.901326,6.14518,9.464567
128.2083,10.23778,7.833868,1.892078,15.28163,1.82695,13.91452,6.438292,7.939569,5.81863,9.26103
116.2876,10.12874,7.936352,1.964537,15.39382,1.716999,13.35895,6.503569,8.024411,5.529392,8.841249
106.7961,9.977042,8.083521,1.982096,15.41945,1.756531,12.76336,6.568548,7.98235,5.402252,8.411753
100.4204,9.865996,8.157761,2.054136,15.44881,1.950388,12.1803,6.618584,7.814958,5.415981,8.116816
95.38192,9.764625,8.18981,2.101856,15.52273,2.065195,11.62311,6.587021,7.847493,5.488605,8.042742
93.35226,9.617122,8.303562,2.276894,15.57281,2.109949,11.416,6.555723,7.712419,5.62767,8.031656
92.64267,9.591649,8.275072,2.326197,15.43022,2.187874,11.33922,6.556164,7.628284,5.645594,7.986654
94.22371,9.610129,8.404333,2.475817,15.44701,2.009462,11.3777,6.660465,7.520825,5.650023,8.107859
96.90433,9.672416,8.527906,2.576942,15.37134,1.791452,11.33107,6.739836,7.409518,5.497181,8.355307
102.3827,9.780534,8.545324,2.523417,15.42694,1.48399,11.29146,6.801527,7.309503,5.259085,8.486341
110.2861,9.811717,8.512609,2.469492,15.49673,1.2773,11.19653,6.906792,7.16969,5.069538,8.575663
122.4735,9.823861,8.586292,2.394838,15.5376,1.203327,11.05849,6.828098,7.079341,4.90554,8.639944
141.3798,9.910287,8.654905,2.369547,15.48175,1.313404,10.9212,6.878719,6.983087,4.785822,8.668184
170.7986,9.901296,8.686764,2.46278,15.47439,1.539484,10.78187,6.885817,6.90285,4.632101,8.570005
210.9362,9.899726,8.723232,2.360449,15.51591,1.803326,10.56665,6.737909,6.961535,4.529501,8.256624
259.3776,9.904363,8.803183,2.406553,15.5309,2.091192,10.39523,6.664202,6.893872,4.491091,7.89385
308.4174,9.901898,8.786503,2.427395,15.4433,2.25506,10.17436,6.82622,6.931087,4.532103,7.412283
355.5263,9.987868,8.928793,2.638979,15.38874,2.246595,9.940756,6.986374,7.014855,4.632385,7.16651
393.5872,10.0446,8.886232,2.831032,15.32157,2.04693,9.636366,7.018717,7.037515,4.653433,6.919508
419.0917,10.07516,8.798861,2.935051,15.36704,1.897156,9.475159,7.064665,7.165513,4.703072,6.820211
428.2565,10.01564,8.794037,2.975338,15.37403,1.945452,9.574549,7.06678,7.206674,4.810621,6.822866
422.171,10.00634,8.858322,2.935778,15.33602,2.033369,9.552042,6.952307,7.34562,4.912468,7.005562
403.9083,9.934527,9.001408,2.805319,15.32307,2.026083,9.572073,6.940592,7.490403,5.044392,7.146969
378.5743,9.859536,9.049589,2.69519,15.34501,2.131157,9.612022,6.863541,7.451831,5.171755,7.09444
349.6916,9.887425,9.140791,2.44146,15.31132,2.209438,9.547777,6.657551,7.367278,5.350124,6.945932
318.0304,9.940667,9.110958,2.353231,15.40002,2.337175,9.51613,6.656166,7.345445,5.488249,6.645094
283.594,9.936988,9.03809,2.258522,15.31393,2.405443,9.289814,6.866329,7.376033,5.513729,6.263311
251.2514,9.953073,8.920448,2.344933,15.28529,2.358343,9.065626,6.988041,7.414083,5.407984,6.107224
219.5008,9.774114,8.733232,2.565079,15.30786,2.180328,8.986809,7.118422,7.308511,5.163036,5.889732
189.4948,9.646861,8.573919,2.69273,15.39078,2.05769,9.041889,7.274632,7.367023,4.811377,5.746956
161.8502,9.534728,8.50811,2.706474,15.3692,2.001974,9.095491,7.426292,7.402987,4.614344,5.591192
137.637,9.416268,8.464632,2.754305,15.33353,1.88393,9.146122,7.427303,7.401025,4.479767,5.48406
116.0849,9.312303,8.547091,2.660229,15.34618,1.75075,9.505089,7.296244,7.439746,4.537428,5.379452
97.27939,9.328103,8.556175,2.591795,15.37697,1.710342,10.0429,7.110905,7.43419,4.658096,5.318699
82.55047,9.377313,8.664284,2.470833,15.23922,1.750355,10.40306,6.907352,7.558839,4.879471,5.37014
70.45276,9.432492,8.636967,2.488325,15.18395,1.981209,10.74771,6.779568,7.667949,5.019983,5.410635
60.37433,9.432517,8.612892,2.506298,14.9102,2.217962,10.73904,6.828438,7.724565,5.189117,5.479181
52.84796,9.44008,8.495834,2.551807,14.72912,2.362799,10.64201,6.914413,7.821218,5.316246,5.812233
46.54646,9.410823,8.349995,2.691854,14.54007,2.411993,10.45922,7.075464,7.812856,5.346073,6.035473
41.43076,9.504617,8.212091,2.723265,14.41604,2.358084,10.14332,7.322296,7.90488,5.224749,6.100954
37.51205,9.463435,8.096771,2.803694,14.30519,2.336267,9.746746,7.671602,7.852258,5.11237,6.16836
34.6571,9.400723,7.905493,2.836107,14.19374,2.192778,9.591553,7.901737,7.775344,4.869074,6.179176
32.13435,9.315579,7.847639,2.669071,14.26446,2.148575,9.663309,8.007454,7.706889,4.714043,6.17647
30.0269,9.123773,7.764078,2.601292,14.31542,2.140005,9.791983,8.024933,7.610251,4.503208,6.097239
28.46075,9.015794,7.776638,2.595131,14.38494,2.145361,9.842813,8.101185,7.54038,4.384363,6.007746
26.90372,8.82013,7.733713,2.695429,14.44423,2.316589,9.922125,8.024883,7.486787,4.309593,6.101748
25.56643,8.605739,7.725332,2.726641,14.52917,2.338017,9.788145,7.921722,7.34813,4.581228,6.128122
24.37341,8.470466,7.737074,2.758841,14.5603,2.204878,9.641783,7.80571,7.428136,4.887037,6.378181
23.58046,8.333312,7.70932,2.727907,14.51245,2.154955,9.537806,7.78347,7.552207,5.185028,6.42107
22.75212,8.365611,7.706095,2.657427,14.50983,2.115976,9.400713,7.766235,7.733556,5.467949,6.243845
22.14318,8.375066,7.61816,2.640276,14.36292,2.107174,9.257105,7.852468,7.798848,5.720995,6.137386
21.61739,8.345609,7.457954,2.578493,14.17143,2.132256,9.114096,7.88698,7.759416,5.910225,6.044115
20.96795,8.322238,7.40411,2.446697,14.05337,2.313963,8.949568,7.913794,7.617385,5.985538,5.894133
20.34533,8.262923,7.410976,2.316406,13.93536,2.430403,8.774427,8.055496,7.542083,5.888733,5.788507
19.55369,8.163564,7.461428,2.190947,13.87286,2.528294,8.620008,8.174049,7.548123,5.841955,5.917633
18.72646,8.039283,7.449808,2.106512,13.76674,2.621843,8.461374,8.106659,7.71005,5.77199,6.083763
18.06227,7.799388,7.421949,2.124516,13.84736,2.561356,8.334654,7.961201,7.818776,5.727644,6.153547
17.34932,7.612994,7.327517,2.128607,13.83928,2.264969,8.351923,7.871405,8.028049,5.756113,6.242882
16.862,7.464732,7.213188,2.126322,13.88773,2.143328,8.38064,7.799385,8.175973,5.701155,6.079212
16.39036,7.530066,7.088135,2.251589,13.94279,2.062355,8.369522,7.696182,8.248628,5.76346,5.926104
15.86924,7.639377,6.964149,2.34721,13.87918,2.00062,8.436611,7.729267,8.122041,5.834433,5.951618
15.43531,7.646068,6.884445,2.475397,13.87548,1.953157,8.45524,7.581167,7.883254,5.937405,5.83532
15.2607,7.65759,6.771688,2.450012,13.85678,1.889194,8.451937,7.495232,7.663787,5.825939,5.728033
15.06444,7.623954,6.881895,2.319952,13.90077,1.923,8.370569,7.431894,7.592151,5.719841,5.6579
14.83599,7.514709,6.803823,2.140102,13.79795,1.961399,8.147568,7.413126,7.65816,5.596992,5.510117
14.61701,7.330636,6.669804,2.044865,13.80754,1.987917,7.930553,7.45886,7.796994,5.394608,5.241287
14.32147,7.019309,6.493509,1.918905,13.90761,1.970795,7.716215,7.519733,7.909869,5.182152,5.030554
13.9205,6.887261,6.360661,1.756145,13.85113,1.788921,7.503595,7.699009,7.931018,5.157173,4.736675
13.43469,6.7515,6.225334,1.736019,13.79822,1.74486,7.363356,7.832109,7.922561,5.209253,4.558472
13.04265,6.798968,6.151878,1.672455,13.79485,1.787891,7.273123,8.070612,7.836385,5.420361,4.66847
12.63771,6.783826,6.200945,1.593628,13.62121,1.853308,7.461752,8.213802,7.771319,5.835396,5.025118
12.33934,6.718602,6.29237,1.618242,13.46942,1.879322,7.657511,8.130276,7.643182,6.391203,5.327631
12.20116,6.628251,6.431419,1.719683,13.24456,2.039248,7.692072,8.047699,7.56125,6.790758,5.763189
11.92788,6.589961,6.672073,1.745626,12.97916,2.207405,7.767107,7.806271,7.455897,7.197224,6.184155
11.69658,6.518676,6.656181,1.72739,12.83933,2.265825,7.635818,7.665009,7.354468,7.383896,6.422085
11.36579,6.398034,6.559551,1.768824,12.90308,2.432795,7.524572,7.467283,7.260726,7.439537,6.603174
10.9402,6.276969,6.360352,1.756771,12.92397,2.360783,7.366827,7.409496,7.160541,7.408384,6.552328
10.75631,6.198184,6.208109,1.720863,12.84602,2.118147,7.271574,7.351803,7.087876,7.324629,6.281015
10.48614,6.169343,5.986382,1.647526,12.86554,1.789444,7.279974,7.249767,6.962762,7.209675,5.826542
10.28107,6.200492,5.902832,1.497072,12.97128,1.529722,7.261919,7.237844,6.819436,6.951305,5.519451
10.23685,6.127437,5.830286,1.53754,12.92738,1.35169,7.413511,7.362728,6.839175,6.732327,5.259489
10.16339,6.024064,5.801907,1.616182,12.95632,1.320858,7.558931,7.581678,6.794784,6.535213,5.218048
9.926272,6.008866,5.854898,1.792198,12.8875,1.41964,7.58111,7.641682,6.857848,6.374966,5.291895
