EL1: Electronic Ladder,A1: 32WkDry_F_2,B1: 32WkDry_F_3,C1: 36WkDry_F_2,D1: 36WkDry_F_3,E1: 40WkDry_F_2,F1: 40WkDry_F_3,G1: 44WkDry_F_2,H1: 44WkDry_F_3,A2: 48WkDry_F_2,B2: 48WkDry_F_3,C2: 52WkDry_F_2,D2: 52WkDry_F_3,E2: 32WkFrozen_F_2,F2: 32WkFrozen_F_3,G2: water,H2: 36WkFrozen_F_3
6.854991,62.25547,0.4762192,86.60065,51.5593,154.323,235.5719,158.8192,175.7219,258.792,135.04,22.59875,0,122.4884,7.285268,53.61601,81.97194
6.527324,67.89395,0.4248972,95.26316,54.06372,164.5338,240.7375,169.2796,191.5504,261.2572,135.3765,24.92725,0,130.5085,7.339656,57.46126,90.61256
6.17592,73.9483,0.402215,104.7256,56.86438,175.3783,246.4603,180.5667,208.9453,263.8233,135.9442,27.419,0,138.7405,7.256018,61.57372,99.72864
5.929846,80.34869,0.4421625,115.0558,59.7534,187.1434,251.8147,192.9224,227.8927,266.3968,136.7375,29.93968,0,147.1236,7.147697,65.92516,109.4817
5.731161,87.4817,0.4497719,125.7742,62.93989,199.9695,256.9815,206.4251,247.6417,268.607,137.7612,32.69046,0,155.3233,7.146623,70.54311,119.7001
5.530811,95.10649,0.4263477,137.318,66.28383,213.8515,261.3612,221.0057,268.8049,270.9368,139.1257,35.55727,0,163.1584,7.165712,75.46287,130.1076
5.314283,103.4297,0.4555569,149.899,69.77547,229.2729,265.7104,236.5253,290.991,273.1726,140.8415,38.61876,0,170.1717,7.112397,80.85788,141.2395
5.039759,112.1083,0.3737974,162.8171,73.67161,245.7578,268.9221,252.7675,312.8796,275.1141,142.6609,41.76969,0,176.2031,7.052276,86.4932,152.4088
4.879637,121.5791,0.3328953,176.9317,77.82724,264.2241,271.7501,269.5676,335.407,276.7955,144.5993,45.17625,0,180.531,6.939944,92.48088,163.8466
4.533747,132.1149,0.3324156,192.2235,82.52402,282.1628,274.4683,287.0284,358.394,278.5053,146.9159,48.54182,0,183.1776,6.924617,99.0257,175.1769
4.246821,143.3322,0.3285189,208.1677,87.22456,300.9426,276.3599,303.0544,381.605,279.9198,149.5505,52.05435,0,183.6513,6.939946,105.7922,186.167
3.987095,155.7318,0.2902565,225.1028,92.26774,321.4407,277.8456,318.3385,404.9287,281.7117,152.1555,55.72852,0,181.6191,6.898487,112.9717,196.5414
3.707324,169.1806,0.1726389,243.1104,97.75471,343.1743,279.2052,334.5812,428.3327,283.0169,154.7851,59.65652,0,177.3175,6.891591,120.6266,205.8727
3.459528,183.946,0.1143599,261.0431,103.3998,365.9101,279.8049,349.6463,449.4446,283.9494,157.3489,63.61831,0,170.5714,6.841048,128.4502,213.8751
3.27951,200.3229,0.04542446,279.1765,109.3394,390.5498,279.9105,365.2605,469.2924,284.9623,160.0902,67.77164,0,161.8589,6.86116,136.7326,220.1864
3.214552,217.9436,0.1273632,297.0514,115.162,414.7626,279.3246,378.15,487.3227,285.6227,162.9648,72.4191,0,151.2585,6.841167,145.1263,224.6169
3.010284,236.9896,0.1876097,313.5189,120.9823,439.4564,277.9826,388.2511,499.8615,286.5582,165.8204,77.54415,0,139.2368,6.848919,153.63,226.7852
3.008267,260.7072,0.1899548,329.5516,127.0338,464.4377,276.3748,396.9478,508.0587,287.4852,168.9695,83.06007,0,126.535,6.719146,162.36,226.3138
2.798151,280.9002,0.1993523,344.8769,133.0579,488.2625,274.6886,402.867,512.9044,287.9125,171.696,88.95687,0,113.4337,6.62116,170.7913,223.3648
2.634225,303.3936,0.2683058,358.0716,138.9983,510.2581,273.2828,406.5937,514.3494,288.7908,174.5757,95.1654,0,100.6982,6.598526,178.7052,218.287
2.382677,327.5002,0.3582344,369.2471,144.4337,531.0673,271.8162,405.7867,511.6269,289.6819,177.7151,101.9781,0,88.73019,6.560215,185.6118,210.966
2.227367,352.8004,0.3591232,377.3651,149.3939,549.2991,270.5349,403.2864,504.6635,290.6282,180.6039,109.1172,0,77.85297,6.517742,191.4606,201.6533
2.095788,379.5802,0.2929029,382.8995,153.9176,565.8868,269.3178,400.0033,492.9782,291.604,183.562,116.7309,0,68.46063,6.569107,196.1971,190.9371
1.843846,407.8251,0.2520943,385.0259,157.4783,579.5302,268.3235,394.9371,476.9869,292.6809,186.4891,124.7756,0,60.44658,6.538405,199.1592,179.8416
1.697485,437.5587,0.2481918,383.9509,160.0355,591.1365,267.2903,389.3315,459.5885,294.0662,189.13,133.3806,0,54.12599,6.552726,200.3207,168.4941
1.858475,465.6646,0.2809086,379.3332,161.3233,600.5015,266.3064,381.4393,440.0977,295.2955,191.9167,143.3005,0,48.99366,6.576434,199.4133,157.4467
1.811575,492.1269,0.2415047,371.0116,161.3832,607.0191,265.1327,372.4435,418.2879,297.0366,194.6239,153.3432,0,45.22255,6.602269,196.3315,146.713
1.964374,517.0414,0.1768875,361.5647,160.398,613.1615,264.2683,365.2742,397.9397,299.1375,197.6559,164.4276,0,42.66972,6.551921,191.705,137.1338
1.901066,531.5086,0.1099253,349.8274,158.1373,617.7385,263.8423,357.3538,379.411,301.0298,200.1023,175.9912,0,40.68378,6.554045,184.8412,128.8536
1.778781,542.5275,0.05757523,336.2033,154.6449,622.1675,263.6725,350.9218,363.2872,303.122,202.2958,188.1166,0,39.47969,6.533226,176.069,121.6617
1.556797,545.4649,0.1043463,321.9858,150.4275,625.4543,264.208,344.9445,349.2211,305.3848,204.6291,200.7873,0.001289368,38.72433,6.542643,166.1458,115.5894
1.403651,538.7406,0.07007504,307.3364,145.2619,628.7201,264.7378,340.7937,336.1156,307.2721,206.5218,213.764,0,38.23778,6.4687,155.5746,110.666
1.308333,522.9409,0.1323948,293.736,139.7412,628.2686,265.9021,336.608,324.3425,310.0063,208.2211,227.0471,0.03625679,37.96273,6.456267,144.9656,107.2111
1.10693,498.4985,0.1926918,281.6299,134.0865,628.2872,267.6726,333.8872,314.2186,312.9608,209.806,240.2851,0.1341038,37.71042,6.373435,134.3158,105.0165
1.049143,466.8789,0.2648811,270.2658,128.1706,626.9481,269.6364,331.1897,305.3332,316.3233,210.4528,252.8332,0.02243233,37.66383,6.45362,124.1837,103.4695
1.241197,428.3531,0.3233967,260.4708,122.6628,626.5197,272.0569,329.4076,297.8443,319.9551,211.503,264.4618,0,37.6353,6.463992,115.052,102.8359
1.354727,386.8238,0.3924561,252.1993,117.5939,624.3488,274.3073,327.9874,291.1214,323.8983,212.7703,274.083,0,37.68803,6.45057,106.9548,103.1618
1.502384,343.7911,0.3884935,245.9064,112.9844,622.0532,276.8181,327.0778,285.5893,328.1633,213.8864,282.293,0,37.86922,6.440391,100.3004,104.6195
1.519122,301.3185,0.4149752,241.165,108.8644,618.6303,279.9782,326.1484,281.0942,332.375,215.0811,287.4176,0,38.01041,6.446876,94.96925,106.9806
1.324928,261.39,0.3549843,237.0305,105.6231,616.5038,283.2927,326.1064,277.6333,336.1997,216.2224,289.6067,0,38.37684,6.520259,90.9397,110.0476
1.076735,224.5777,0.3193483,233.8598,103.1214,613.5007,287.0157,326.5076,274.5033,339.5023,217.6721,288.3011,0,38.6811,6.534009,88.3346,114.0301
0.9952097,191.5939,0.277483,231.9688,101.1144,612.1071,291.2335,328.155,271.9677,342.588,218.9118,283.8449,0,39.06512,6.517324,87.03029,119.3638
0.8940001,162.925,0.3274622,230.3525,99.86107,606.209,295.4544,330.0583,269.3438,345.0264,219.9137,275.8696,0,39.53337,6.384288,86.7722,125.5089
0.725214,138.9123,0.264739,229.4923,99.30157,603.624,299.7582,332.3786,266.9265,346.7545,220.9967,264.5263,0,40.11625,6.314808,87.39899,132.6337
0.6926012,119.7291,0.2577305,228.9594,98.98087,600.5049,304.1538,336.4573,265.0168,348.7523,221.7244,250.4681,0,40.76361,6.300189,88.94398,140.5267
0.6888208,105.1625,0.2787142,228.5224,99.47968,598.3342,308.3214,339.8146,263.3036,349.4381,222.5338,234.3519,0,41.49292,6.180452,91.62872,148.9493
0.7387056,94.26965,0.2681646,228.7128,100.4324,596.6172,312.0489,343.0921,262.1658,349.9486,223.3195,217.1904,0,42.14756,6.143864,95.10657,158.2292
0.8532467,85.65724,0.2570009,229.4725,101.804,595.8815,315.2408,347.446,262.1406,350.6683,224.0634,199.869,0,42.9564,6.022487,99.51125,168.4504
0.7408857,79.1134,0.2648239,231.2024,103.7141,595.6671,318.0961,350.7838,262.8306,350.3209,225.461,182.7822,0,43.99186,6.064622,104.9377,179.558
0.7472887,74.01758,0.2471476,233.095,106.4269,596.6913,320.354,355.0405,264.6493,349.8817,226.7864,167.1868,0,45.11331,6.198986,111.2022,191.3194
0.8692646,70.11502,0.2474823,235.4448,109.3581,597.5831,321.8512,359.0308,266.6885,348.2379,228.1791,153.0774,0,46.08613,6.181113,118.1004,203.6392
1.168772,66.92789,0.2828512,238.7416,112.9071,600.2317,323.4178,363.4679,269.5667,346.4973,229.5416,141.3136,0,47.16333,6.25616,125.9235,216.5549
1.190784,64.25185,0.3261642,242.5645,116.8287,601.7367,324.0432,369.8976,272.1962,344.7474,230.9946,131.3844,0,48.26455,6.210783,134.3529,229.7133
1.200372,62.14637,0.3321352,247.2896,121.1219,602.5464,324.0771,375.4778,275.7223,341.94,232.8566,123.7095,0,49.47925,6.232746,143.3237,242.5664
1.114477,60.01571,0.3623247,252.4046,125.7523,602.8664,323.4641,382.7014,279.4796,338.9432,234.637,118.1866,0,50.55425,6.199384,152.7597,254.9563
0.9727325,58.03771,0.3694677,257.5672,130.8275,603.4935,321.9402,388.0329,283.3118,335.0809,236.2789,114.3936,0.002904892,51.81066,6.156828,162.8555,266.5595
0.8234692,56.13369,0.3251352,263.2979,135.85,603.1994,320.358,393.3313,288.0376,331.531,237.7671,112.2087,0,52.99503,6.135748,172.9917,277.4813
0.8036432,54.44944,0.3517342,269.6128,141.0096,604.4156,318.1402,399.2244,292.8716,328.3065,239.3656,111.5262,0,54.24483,6.037014,183.0888,288.0167
0.7431259,52.833,0.2958117,276.0674,145.9722,604.0641,316.154,402.9266,298.14,324.0995,240.8145,111.8638,0,55.60902,6.066068,192.9886,297.3854
0.7612772,51.45031,0.3497829,282.6144,150.8317,602.6665,313.474,407.2204,303.22,320.5123,241.3126,113.3244,0,56.97711,6.053996,202.3122,305.938
1.037474,50.37339,0.308032,289.3795,155.6447,603.6487,310.9594,410.2698,308.0271,316.4549,241.7784,115.5422,0,58.26149,5.978227,211.0971,314.3587
1.257266,49.33543,0.3104773,296.0654,159.9387,603.2222,309.1223,413.6526,312.5836,312.7833,241.2478,118.6816,0,59.94261,5.943591,219.75,321.4977
1.272376,48.63103,0.3106937,303.1906,163.8221,601.4077,306.8737,417.9301,316.669,309.4995,240.2325,122.2255,0,61.59411,5.885118,227.3498,327.1179
1.354032,48.12168,0.2567911,310.0435,167.3059,598.3965,304.7002,420.6772,321.4107,304.6093,239.4048,126.35,0,63.40681,5.779231,234.1705,330.9638
1.327152,47.55278,0.1700888,316.8513,170.1707,594.8781,302.5665,423.4083,324.9144,299.4028,237.691,130.8575,0.08820724,65.58523,5.790547,240.1412,333.3936
1.441128,47.04392,0.1593246,323.6068,172.6452,592.4348,300.4206,425.6225,329.3223,294.2322,235.5797,135.7045,0.1480103,68.03361,5.813695,245.4687,334.2508
1.437162,46.71635,0.1838875,330.9614,174.5626,586.2586,298.77,428.9238,332.7772,289.2022,233.2855,140.8856,0.1761093,70.59249,5.911202,249.5362,334.0015
1.53565,46.49611,0.1069164,337.668,175.9711,580.3386,297.3966,429.8243,336.5535,284.4437,230.4677,146.0782,0.1326256,73.38931,5.951996,252.3878,333.1274
1.483832,46.49215,0,343.612,176.9287,573.876,296.3185,431.3819,340.6124,279.5752,227.4349,151.1628,0.03486633,76.47318,6.037797,254.3244,330.892
1.313531,46.69149,0.1040478,350.8524,177.156,565.7236,294.4915,433.7116,343.736,275.0311,223.7259,156.3886,0,79.76897,6.030297,254.4362,327.74
1.350208,47.02178,0.05561829,357.047,176.9603,558.7868,293.0161,435.9336,346.8087,270.3633,220.0732,161.4509,0,83.57448,6.011683,253.3042,324.3999
1.262451,47.48111,0.1112165,362.9836,176.2563,550.5677,291.7718,439.2789,349.303,265.7313,215.7277,166.7458,0,88.18498,5.994699,251.6289,319.9903
1.230331,47.89891,0.1191912,368.3743,175.4855,541.5838,289.934,442.0273,351.3508,260.5534,211.159,171.1188,0,93.09404,5.862567,248.4002,313.6357
1.182846,48.32857,0.08809948,373.5374,174.8203,534.4968,288.6424,445.581,353.4277,254.7914,206.7938,175.3415,0,98.65122,5.772615,244.6835,306.4994
1.293417,48.79151,0.09042835,377.6353,173.9544,527.3129,287.0915,449.8152,354.8521,248.5248,201.5625,179.2352,0.008167267,104.9883,5.816753,239.7383,298.4852
1.43209,49.15625,0.1050425,381.4484,173.1395,518.8196,285.5572,454.0664,356.2995,242.413,196.2692,182.033,0.02852631,111.6635,5.739846,234.4189,290.2179
1.565934,49.61979,0.1628962,386.1526,172.5525,510.1079,283.9953,460.5086,357.8109,236.5918,191.2352,184.5118,0.02963829,118.7174,5.721272,228.7873,282.0952
1.778693,50.13515,0.09999371,389.0486,172.1958,500.8485,282.0707,464.0564,360.4494,230.5511,185.8055,185.8961,0.1076145,125.9046,5.688076,223.1852,274.7553
1.832576,50.80777,0.1055918,392.5381,172.2233,492.5404,279.4579,470.0713,362.5698,224.4888,180.7037,187.0575,0.1146946,133.2239,5.722998,217.5551,267.9197
1.958308,51.53113,0.1019974,397.5882,172.2732,484.0047,276.4344,476.2203,364.2113,218.5099,175.5948,188.0565,0.07654762,140.2846,5.746161,211.491,261.4572
2.013226,52.33529,0.03746223,401.505,172.8187,477.2985,272.8556,480.7312,366.6967,212.4795,170.491,188.2416,0.0501461,147.3812,5.745363,205.3597,256.3755
1.900956,53.12728,0.03398037,406.4191,173.8821,471.3655,268.984,486.8371,368.2921,206.3232,165.6619,188.1719,0.05038261,153.9393,5.75914,200.201,252.0289
1.976776,53.84801,0.04995537,411.3092,175.7281,466.1423,265.1513,495.1022,371.3131,199.5928,160.7769,187.616,0,159.7103,5.698718,195.3187,247.5143
1.942533,54.67125,0.1146908,416.0717,178.4782,463.177,261.226,502.3095,374.2679,192.9458,156.0796,187.0081,0.0179081,164.4329,5.744031,191.325,244.5169
2.064632,55.47133,0.1606903,421.2682,181.6278,460.428,257.0642,511.6861,378.1637,186.3643,151.0986,186.2947,0,167.9629,5.834396,187.6572,242.7423
2.001075,56.32024,0.2490625,427.8984,185.3428,457.6658,253.1276,519.166,382.3871,179.8531,146.4638,184.921,0.08365631,170.2439,5.792085,185.4501,242.2801
2.192392,57.26838,0.3552647,434.743,189.9139,456.2502,249.1327,529.9676,387.7757,173.775,141.9855,183.7584,0.1317635,171.1198,5.875558,184.2915,242.6708
2.310712,58.2193,0.4801426,441.6834,194.9485,453.0147,245.0933,540.0618,393.7083,167.7386,137.6602,182.028,0.2270508,170.6159,5.9537,184.5121,244.5053
2.362311,59.07043,0.5765343,448.6383,201.181,450.7954,240.7786,550.4164,399.7071,161.854,133.436,180.7614,0.2467098,168.8561,6.011577,185.5733,246.7713
2.456297,59.98484,0.4955606,456.2733,207.6936,449.3123,236.4887,557.983,406.8524,156.285,129.2409,179.4328,0.2127228,165.9213,6.025782,187.3453,249.1875
2.468528,60.89894,0.4147806,464.8361,215.2811,450.0988,231.5832,565.725,416.347,150.8932,124.7678,177.8907,0.1982098,162.4589,6.054446,189.666,251.9121
2.466484,61.81741,0.2595987,474.8027,223.571,447.8481,226.4752,575.4717,424.638,145.2707,120.5137,176.4162,0.1584892,158.3188,5.979843,192.4994,253.7008
2.562199,62.80894,0.1707506,485.9705,232.6473,446.5793,221.4812,583.5717,434.2826,139.8257,116.3601,175.5488,0.1187496,153.9384,5.940488,195.5758,254.5491
2.688143,63.75438,0.1381273,497.6128,242.4736,446.8417,215.9486,588.3704,445.2025,134.6657,112.3969,174.7261,0.09562111,149.4868,5.938962,198.4995,255.2078
2.760905,64.82309,0.1732855,511.5849,253.0048,445.4961,210.121,593.5158,454.3716,129.7302,108.4018,174.5291,0.06526947,145.3528,5.992232,201.2087,254.7482
2.684251,66.01978,0.2031708,526.5048,264.1268,444.6417,204.4307,595.9073,463.1075,124.9494,104.7263,174.6138,0.05980301,141.7156,6.002488,203.3938,253.4426
2.796084,67.19421,0.2631578,540.9233,275.8658,442.9026,198.8416,599.6934,471.9432,120.6114,101.3058,175.2064,0.07117462,138.7821,6.020241,204.6237,250.462
2.842338,68.28548,0.3434315,555.639,288.3478,438.5349,193.3428,601.2573,479.8609,116.3861,98.08424,175.9643,0.07316971,136.5474,6.006711,205.2245,246.2386
2.957272,69.18123,0.3920975,569.5624,300.7023,433.6369,187.7334,601.7062,489.2607,112.2827,94.86224,177.2898,0.06012154,134.9232,5.969658,204.6806,240.7167
3.109657,70.01793,0.3358212,584.2673,312.1214,427.7885,182.3948,598.4034,495.2015,108.4839,91.90848,178.4225,0.03118896,134.0268,5.929834,203.0372,234.3441
3.35411,70.61414,0.3335476,600.8791,324.6981,422.4837,177.4834,596.6446,502.6531,104.9618,88.96611,180.1373,0.02549553,134.0483,5.944948,200.5351,227.6408
3.562705,71.03497,0.2158499,617.0755,335.9127,413.5494,172.6841,593.9963,507.5211,101.5448,86.10835,182.0052,0,134.457,5.832836,196.8669,219.9685
3.711011,71.2701,0.2794695,632.258,346.6176,403.6181,168.0963,588.6104,512.2714,98.41445,83.35479,184.0583,0,135.3438,5.953176,192.2999,212.3815
3.779229,71.31067,0.3146582,647.7023,357.8455,394.0649,163.6894,583.3355,517.1505,95.54568,80.69183,186.2657,0,136.6874,6.017255,186.951,205.2267
3.873752,71.29651,0.4279938,663.4875,368.1329,382.8163,159.2035,577.9507,518.1122,92.97372,77.98193,188.5822,0.03330994,138.1163,6.08129,181.2552,198.2353
3.97186,71.19963,0.4869299,677.2931,379.218,372.1059,154.9503,572.1461,520.8245,90.46881,75.3427,191.0345,0,139.6387,6.067468,175.2482,191.6158
4.120864,70.8916,0.5051756,689.8701,390.6641,361.7374,150.7296,565.7704,523.7701,88.19269,72.95158,193.5911,0,141.2493,6.050598,169.1312,185.3471
4.407995,70.63541,0.5550585,700.7587,403.5817,349.5299,146.6809,559.9578,524.1901,85.94654,70.58185,196.0778,0,142.773,6.089069,163.1916,179.5995
4.740877,70.20842,0.5273027,711.8047,416.2989,338.4982,142.7453,554.3129,525.138,83.74358,68.3481,198.2392,0,144.3356,6.10854,157.607,174.6234
5.183635,69.61676,0.5607567,721.5479,430.2657,328.175,139.0345,545.4863,522.3087,81.5814,66.45576,199.8274,0.1166534,145.8565,6.001702,152.5019,170.6255
5.696602,68.74323,0.4924688,731.0555,444.1241,318.0759,135.5086,536.7474,519.1415,79.33675,64.54326,200.6064,0.1200809,147.0294,5.985831,147.8133,167.3403
6.020205,67.66476,0.3394079,738.2542,457.4539,308.4447,132.183,527.5443,515.8043,77.08644,62.72967,201.2011,0.07926559,147.8495,5.977896,143.9465,164.8451
6.294484,66.51454,0.3191919,744.2891,470.5474,298.1347,129.134,518.8629,511.9501,74.87268,61.08908,201.2848,0.07183456,148.5092,6.137538,140.4512,163.3858
6.550032,65.15857,0.1769199,749.9118,483.1065,289.5006,126.1327,507.3232,507.0043,72.71312,59.50702,200.8333,0.06485558,148.8351,6.129632,137.826,162.4585
7.067249,63.78025,0.1712465,755.8301,493.274,281.2146,123.2665,496.5516,502.3302,70.72003,58.17585,200.4827,0.04897881,148.9602,6.110094,135.9144,161.8892
7.607132,62.40677,0.1784687,760.7979,504.0754,273.0964,120.5184,485.5303,498.0881,68.89313,56.9412,199.9837,0,148.9991,6.047898,134.6104,161.4462
7.999272,60.95697,0.1416855,763.5674,514.7428,265.321,117.9635,474.1133,491.7524,67.14655,55.90138,199.4742,0,148.9673,6.064138,133.6116,161.2428
8.483399,59.65451,0.301424,766.2543,526.8268,257.6896,115.668,463.3172,485.3755,65.49441,54.86675,199.0144,0,149.1905,6.081024,133.0256,160.8977
9.100471,58.36654,0.3583088,767.2877,538.7281,250.3996,113.3647,452.4645,477.2289,63.96695,53.91095,198.2201,0,149.4797,5.969902,132.7514,160.4678
9.723855,57.05372,0.4791737,766.1866,550.5983,243.4475,111.0703,440.7771,469.3028,62.46894,52.99297,197.4689,0.02758789,149.8606,5.733141,132.5334,159.9547
10.54847,55.64631,0.4589434,763.5008,560.8564,236.0834,108.8589,428.6696,459.8573,61.09269,52.04709,195.9224,0,150.1096,5.741628,132.4671,159.2452
11.37495,54.41713,0.4635,759.6338,571.4441,229.6538,106.9766,417.2898,452.6449,59.86752,51.1485,194.9917,0,150.4536,5.688134,132.6538,158.542
12.50006,53.22689,0.4636965,755.5743,582.552,223.2664,105.3068,406.5625,444.3291,58.70657,50.52205,194.2023,0,150.7816,5.764577,132.776,157.7267
13.92115,52.04606,0.4178066,748.635,588.1066,216.6457,103.4654,393.1879,436.0259,57.48445,49.8378,193.1675,0,150.9007,5.820922,132.8746,156.6848
15.43674,50.93623,0.4265261,741.9587,592.8448,209.9863,101.7751,380.5903,427.9472,56.38116,49.35892,192.6995,0,150.9253,5.84519,132.8889,155.6483
17.24239,49.89584,0.4537001,734.4852,597.8582,203.4436,99.96008,368.5139,418.6017,55.49796,48.96573,192.5773,0,150.9513,5.907444,132.8477,154.7599
19.26184,48.80121,0.4117336,724.6527,603.0031,196.6973,98.27549,355.8058,408.4129,54.43217,48.49776,192.4187,0,150.8152,6.075483,132.8615,153.9482
21.67051,47.75882,0.4413738,715.6001,605.6453,190.1367,96.65266,342.9214,397.6557,53.4422,47.9735,191.8345,0,150.7248,6.105631,132.7932,153.2763
24.47736,46.83842,0.456955,703.6127,608.1752,183.5429,95.13609,330.8814,384.7876,52.49581,47.41897,191.2475,0,150.5619,6.069427,132.6332,152.6755
27.67189,45.76126,0.4739523,690.2463,609.2267,177.2148,93.81608,318.4016,372.5504,51.44109,46.73503,190.6055,0,150.4845,6.009967,132.4637,152.1366
31.58931,44.70726,0.5790911,675.6527,609.3578,171.2829,92.59048,306.0196,360.2338,50.48864,46.06757,189.6981,0.01555061,150.4445,6.059256,132.296,151.7918
35.96396,43.736,0.6639757,661.5694,608.6411,165.285,91.50574,293.9745,348.31,49.56423,45.23898,188.1816,0,150.5169,5.966145,132.1762,151.4617
40.95355,42.7634,0.723444,647.3837,606.6722,159.5856,90.53232,282.5242,336.007,48.62634,44.49388,187.0452,0,150.7539,5.995184,132.1705,151.1719
46.12794,41.77317,0.796174,631.9795,599.5168,153.8466,89.43793,270.8778,323.9348,47.80637,43.50988,185.449,0,151.0277,5.935517,131.9373,150.8607
51.64317,40.88493,0.7877932,616.437,592.3561,148.3568,88.3042,258.8207,311.8721,47.16615,42.50876,183.8159,0,151.3158,5.907842,131.7012,150.2872
57.59286,40.00903,0.8004208,599.937,583.9897,143.1885,86.90207,247.7577,300.1107,46.56869,41.55278,182.1949,0,151.8068,5.907641,131.626,149.8808
63.7354,39.10819,0.725419,583.4363,574.8212,138.1086,85.6638,237.0253,287.9502,45.93774,40.55187,180.2505,0,152.1182,6.084916,131.7315,149.3275
69.85553,38.20887,0.7034197,565.7694,561.9951,133.1494,84.38729,226.5464,274.7849,45.37916,39.77193,177.6916,0,152.5746,6.130795,131.6533,148.6342
75.89359,37.37098,0.7575951,547.0855,551.1133,128.2935,83.17978,216.766,262.1385,44.85619,39.03853,175.3403,0.02110863,152.963,6.291168,131.5547,147.8303
81.78076,36.41253,0.730401,526.9475,538.8106,123.3669,82.06318,207.3583,249.256,44.34509,38.35837,172.9615,0,153.1064,6.380376,131.5243,146.9567
87.19453,35.56726,0.7815437,506.7247,525.2863,118.6525,80.73621,198.5998,237.1687,43.83941,37.76711,170.5299,0,152.8847,6.443083,131.3139,146.1047
91.76865,34.70215,0.7346497,487.2091,511.6008,114.1308,79.57137,190.2193,225.6013,43.28143,37.06629,167.6325,0,152.5683,6.434798,131.3161,145.4711
95.54222,33.92904,0.7204876,467.4617,495.5362,109.7466,78.46964,182.5855,214.2836,42.65257,36.4231,165.3109,0,151.9361,6.389744,131.1362,144.9199
98.08273,33.13652,0.6810131,448.4706,479.6262,105.4501,77.34576,175.2507,203.5224,42.19157,35.8237,162.5974,0,151.104,6.139436,130.7043,144.6391
99.29156,32.46858,0.6255426,428.9546,463.8583,101.7506,76.20824,168.0925,193.4658,41.65313,35.16713,159.8873,0,150.0411,6.008369,130.2961,144.3374
99.06339,31.72324,0.6000824,409.692,447.6571,98.02956,74.91453,161.4312,183.7981,40.80855,34.47359,156.9311,0.01041603,148.5697,5.779798,129.851,144.2308
97.45181,31.09417,0.6315079,391.3676,431.7768,94.58501,73.65899,155.235,174.7705,39.94537,33.92278,154.0382,0,147.1047,5.795434,129.4779,144.0995
94.50578,30.44437,0.7887077,373.9127,415.4048,91.42393,72.34699,149.7133,166.2252,39.06544,33.53114,150.9131,0.03689194,145.9514,5.851274,129.1982,144.0164
90.77435,29.85382,0.910223,357.2541,400.9873,88.27346,71.13926,144.4662,158.1161,38.3257,33.20897,148.0365,0,144.8179,5.990102,129.1105,143.9763
86.22996,29.30242,0.9634075,341.479,386.4071,85.27466,70.05943,139.6855,150.6596,37.62968,33.04321,145.2499,0,143.8033,6.124532,129.1326,143.802
80.70927,28.79657,1.02006,326.6419,371.7135,82.18518,68.77677,135.1361,143.9915,36.96631,32.92877,142.5432,0,142.9087,6.267561,129.1747,143.7109
74.90852,28.44708,1.036083,312.4663,357.892,79.36838,67.6601,130.9715,137.9015,36.24532,32.79685,139.8636,0,142.2491,6.444599,129.4111,143.5159
68.94247,27.97452,1.147347,298.2926,343.1636,76.69297,66.68553,127.2531,132.0922,35.51051,32.75825,137.3242,0,141.4273,6.448849,129.4095,143.3245
62.84081,27.45267,1.181065,284.8267,330.3162,74.31282,65.72906,123.4719,127.0382,34.97734,32.67743,134.5967,0,140.8647,6.348795,129.3125,143.1172
56.55688,26.95833,1.176141,271.7522,318.8467,72.33499,64.61337,119.8951,122.2841,34.36197,32.49098,132.018,0,140.0505,6.263893,129.0825,142.7418
50.46388,26.46788,1.126966,259.7328,306.6427,70.31254,63.4462,116.4037,117.754,33.66046,32.18569,129.3086,0,139.0049,6.177731,128.7365,142.1064
44.74711,25.95068,1.064685,248.1687,295.1895,68.59529,62.19854,113.2168,113.7913,33.01318,32.00214,126.7932,0,138.342,6.261283,128.341,141.4802
39.44721,25.42698,0.9659681,238.1021,284.825,66.86847,60.98486,110.3685,110.0134,32.40202,31.80019,124.4385,0.04516125,137.7885,6.301451,127.7838,140.7838
34.87772,25.00786,0.8001537,228.8063,275.1606,65.18869,59.81732,107.3104,106.435,31.91131,31.682,122.3729,0,137.332,6.299984,127.374,139.9423
30.95333,24.62185,0.7312031,220.6523,265.7907,63.60689,58.53624,104.5572,103.0259,31.27263,31.61909,120.0716,0,136.8997,6.359929,126.6551,139.0412
27.34794,24.1663,0.6848345,213.2293,257.2538,61.80457,57.18419,101.9077,99.93919,30.72211,31.64725,118.0375,0,136.5893,6.350851,125.9624,138.2787
24.55551,23.86071,0.7354755,206.2065,249.4762,60.09652,56.04729,99.37456,96.91635,30.14473,31.63879,116.1179,0,136.4353,6.461714,125.2656,137.6268
22.37551,23.44044,0.8421574,199.5331,242.6677,58.46401,54.96859,97.07292,94.14886,29.50969,31.6414,114.459,0,136.2206,6.484854,124.4482,137.0248
20.65787,23.06456,0.9173794,193.3147,236.754,56.93618,53.87074,94.87269,91.56362,28.9565,31.62872,112.8911,0,136.4833,6.56814,123.7657,136.5682
19.16058,22.74559,0.8151197,187.6497,231.6155,55.52691,52.64008,92.81814,89.08947,28.38215,31.60346,111.5522,0,136.6213,6.613743,123.2062,136.1381
