EL1: Electronic Ladder,A1: 4Wk,B1: 8Wk,C1: 12Wk,D1: 16Wk,E1: 20Wk,F1: 24Wk,G1: 28Wk,H1: 32Wk,A2: 36Wk,B2: 40Wk,C2: 44Wk,D2: 48Wk,E2: 52Wk
2.227367,102.7042,109.142,18.28009,61.80592,34.43853,34.57137,0,0.07211781,89.80182,0,0,0.2349405,0.3335795
2.095788,107.2173,115.4374,20.71645,64.04442,36.87025,37.40462,0,0.1317577,92.57845,0,0,0.3147578,0.2261806
1.843846,111.9029,121.8745,23.53123,66.40649,39.41153,40.38912,0,0.05159235,95.68698,0,0,0.3210373,0.2714276
1.697485,116.5507,128.5673,26.53529,68.65922,42.02552,43.41058,0,0.05157232,98.83427,0.01818085,0,0.3331079,0.1759539
1.858475,121.3796,135.9833,29.86053,70.89276,44.64937,46.43446,0,0.05847692,102.0842,0.02148342,0,0.2233109,0.1047845
1.811575,126.2561,143.432,33.37469,73.15223,47.438,49.6522,0,0,105.4981,0.05315876,0.01924992,0.0415411,0.0752244
1.964374,131.3754,151.2165,37.51231,75.5124,50.43058,53.1918,0,0,108.9623,0.009725571,0.01795101,0,0.08521795
1.901066,136.679,159.5004,42.03912,77.81123,53.37721,56.80626,0,0,112.3823,0,0,0,0.04738808
1.778781,141.8923,167.3287,46.93603,80.29597,56.30473,60.38436,0,0,115.7619,0,0,0,0.06187773
1.556797,147.5297,175.8772,52.35949,82.87299,59.30203,64.1377,0,0,119.3795,0,0.006644249,0.06759834,0.06077242
1.403651,153.3505,184.7857,58.33574,85.31508,62.32888,68.04796,0,0,122.9015,0,0.001662254,0.2733274,0.1098609
1.308333,159.4306,194.1884,64.88255,87.76454,65.48874,71.85144,0,0,126.6853,0,0,0.5466228,0.07137394
1.10693,165.4809,204.1015,72.07329,90.37959,68.67868,75.89301,0.1088676,0,130.6623,0,0,0.6549935,0.05276585
1.049143,171.2865,214.5936,79.93719,92.81671,71.9415,79.74066,1.473372,0,134.7739,0.06941795,0,0.7225385,0.1250777
1.241197,177.3628,225.6482,88.44122,95.46212,75.48074,83.84756,3.069704,0,139.3262,0.0676012,0,0.676125,0.05468655
1.354727,184.5071,236.6967,97.42991,98.14626,79.1962,88.28866,4.640095,0,144.0212,0,0.0412426,0.5764799,0.01102161
1.502384,190.3909,248.518,107.454,100.7864,82.90007,93.01816,6.322941,0,148.7518,0,0.0007762909,0.4957752,0.1181116
1.519122,196.5728,260.4836,118.4883,103.4818,86.76044,97.99485,8.00337,0,153.7884,0,0,0.3715906,0.08346415
1.324928,202.6478,272.7591,130.0759,106.3748,90.81424,103.1163,9.904604,0,158.9967,0,0.01666069,0.2366929,0.1203837
1.076735,209.0499,285.9816,142.4541,109.1753,94.85353,108.7246,11.84542,0,164.0024,0.08571339,0.02659607,0.1257076,0.1234794
0.9952097,215.672,297.999,156.0569,112.024,99.02132,114.6367,13.81842,0,169.1984,0.1628389,0,0.1639671,0.1679344
0.8940001,222.0032,310.6488,170.6514,114.7379,103.1509,120.532,15.84814,0,174.3735,0.2317505,0,0.09053469,0.1499968
0.725214,228.3564,323.0615,185.8671,117.4305,107.4268,126.6345,17.98626,0,179.9008,0.250474,0.0226202,0,0.1564608
0.6926012,234.0512,336.1799,202.2149,120.2028,111.783,132.6718,20.08846,0,185.9716,0.2601595,0.07255173,0.0313096,0.2074986
0.6888208,239.4869,348.3958,219.2095,123.2022,116.3541,138.8115,22.28071,0,191.8643,0.1635933,0.01728153,0,0.1852393
0.7387056,245.0727,361.8083,237.2769,126.2024,120.8404,145.2585,24.38027,0,197.907,0.1448669,0.04023743,0,0.2317019
0.8532467,248.3684,376.7957,255.526,129.3189,125.4521,151.8018,26.67915,0,204.6093,0.09725952,0,0,0.384728
0.7408857,251.5347,392.5231,275.1327,132.5477,130.7161,158.6688,28.86941,0,211.9051,0.038414,0,0,0.3518424
0.7472887,253.2761,408.3273,295.2751,135.8703,136.2618,165.9188,31.29763,0,219.2656,0,0,0,0.2927485
0.8692646,253.4931,423.9643,315.9548,139.107,141.4237,173.2154,33.73439,0,226.8049,0,0,0.01491547,0.201293
1.168772,251.8346,437.5884,337.1726,142.5025,147.2535,180.3853,36.33871,0,234.7799,0,0,0.02051973,0.1586766
1.190784,248.7206,451.6957,358.9384,145.7322,153.5219,187.7452,39.00027,0,243.1147,0,0.01961517,0,0.1394053
1.200372,242.1781,462.5486,382.4982,149.13,159.7132,194.8298,41.78928,0,251.9381,0,0.03255558,0.03004599,0.06098986
1.114477,233.1255,472.9922,403.244,152.3933,165.7034,200.8541,44.49297,0,261.0548,0.05701542,0.05221081,0.1739306,0
0.9727325,221.7424,482.8662,424.9156,156.0721,171.9449,206.6822,47.27688,0,269.526,0.188962,0,0.2231531,0
0.8234692,208.5511,492.7083,445.8238,159.4052,178.0875,211.6576,50.26392,0,279.0195,0.3164406,0,0.3235435,0
0.8036432,193.4893,503.3442,465.108,163.1777,184.5681,215.5204,53.3031,0,289.9497,0.2675638,0,0.4538398,0
0.7431259,177.4827,514.949,484.5777,166.743,191.2723,218.3654,56.2708,0,300.287,0.2185392,0,0.3592782,0.03345823
0.7612772,160.6937,525.2786,503.5334,170.3914,197.8773,219.6871,59.36649,0,310.4291,0.180048,0,0.3677373,0.02259779
1.037474,143.9656,535.6912,521.0037,174.3556,204.5254,219.3506,62.59085,0,322.6527,0.07500076,0,0.3271117,0
1.257266,127.8559,545.0931,535.7689,178.9513,211.7505,217.1374,65.92731,0,334.8184,0.0480442,0,0.2825842,0
1.272376,112.854,556.1571,549.2932,183.4095,218.8636,213.3286,69.26591,0,348.1739,0,0.01381111,0.2397599,0
1.354032,97.87361,565.7762,562.1228,188.2561,225.3301,207.3075,72.61134,0,362.8181,0,0,0.2688475,0
1.327152,85.469,577.0235,567.8041,193.0134,230.9606,199.2949,76.00983,0,376.6522,0,0,0.2057142,0
1.441128,74.52579,590.5817,572.1826,198.3037,236.2018,190.4538,79.71475,0,392.5168,0,0,0.2071686,0.06550312
1.437162,65.51643,603.881,572.6105,202.9734,240.2547,179.96,83.56159,0,410.4221,0,0,0.2046332,0.1379709
1.53565,57.99529,618.4081,572.2854,207.8438,243.0353,169.0873,87.32207,0.5180435,430.0035,0,0,0.1512895,0.1930423
1.483832,51.93767,634.2723,570.3444,212.4903,243.974,158.3448,91.19157,2.513788,450.0548,0,0.01737595,0,0.206387
1.313531,46.95768,647.1899,568.3494,217.4124,243.1511,147.6612,95.15689,4.664972,471.9937,0.07323933,0,0.0003733635,0.1737394
1.350208,42.86173,658.0904,564.2002,222.2036,240.3229,137.9874,99.30975,6.853296,493.9486,0.03993225,0.08006382,0,0.1424727
1.262451,39.50808,668.2736,559.0842,227.8538,235.2462,129.5696,103.4863,9.128668,516.1327,0.06856537,0.1130428,0,0.2053628
1.230331,36.44715,676.3945,552.9319,232.3167,227.7097,122.4837,107.49,11.44493,538.2351,0,0.0413475,0,0.1939244
1.182846,33.99915,682.2869,547.811,237.7051,218.1161,117.0669,111.6928,13.9309,564.5566,0,0,0.02700329,0.2722116
1.293417,31.96576,687.7587,541.344,243.4844,206.314,113.5116,115.9779,16.6448,591.5058,0,0,0,0.2798243
1.43209,30.13898,693.7263,535.6963,249.4582,192.8813,111.8189,120.2929,19.39919,622.8716,0,0,0,0.3545198
1.565934,28.7618,697.5045,529.8306,255.0904,178.5183,112.2091,124.8107,22.08765,657.9354,0,0,0.01827908,0.2722034
1.778693,27.39361,701.92,526.7297,260.8017,163.5259,114.3671,129.2447,24.97325,691.9689,0,0,0,0.2106295
1.832576,26.26329,707.6109,524.179,267.1127,148.5279,118.4289,134.2092,27.81034,726.6013,0,0,0,0.1547036
1.958308,25.25258,715.2729,522.3296,274.4393,134.4184,124.6094,139.3222,30.77076,762.6237,0,0,0.03448486,0.1218824
2.013226,24.30046,723.4846,519.884,281.3077,121.2645,132.9581,144.6961,33.69227,796.4942,0,0.09436989,0.03314018,0.2049856
1.900956,23.44188,734.2733,518.5031,289.1871,109.5835,143.7143,150.2403,36.73576,828.9232,0,0.1794519,0.04539967,0.3019347
1.976776,22.63137,749.336,517.8047,297.134,99.53075,157.0733,156.0792,39.90231,860.6284,0,0.1585588,0.09459829,0.2545953
1.942533,22.06015,764.8596,517.7088,305.2326,91.35405,172.855,161.9124,43.21036,892.4155,0,0.1153708,0.1809292,0.1925106
2.064632,21.58317,781.7143,517.3488,313.159,84.87782,191,167.7227,46.75072,920.2216,0,0.04163456,0.1947012,0.1442995
2.001075,21.1446,800.7961,516.6217,320.2039,79.73628,212.369,173.1907,50.39263,945.8243,0,0,0.1830683,0.1485243
2.192392,20.99999,818.7441,515.3348,326.3925,76.1633,234.9083,179.1639,54.14245,967.69,0,0,0.1330719,0.06221962
2.310712,20.79117,837.1796,515.0882,331.971,73.53133,258.904,185.3707,58.08186,981.8044,0.02674484,0,0.1268497,0.07136679
2.362311,20.63017,855.4476,514.2801,337.0975,71.55199,284.0485,191.8058,61.87502,992.5874,0.07055664,0,0.1201701,0
2.456297,20.51695,873.3403,513.3293,342.9799,70.25899,309.4949,198.1965,65.82121,1003.537,0.1005192,0,0.09709263,0
2.468528,20.41311,886.0218,513.9949,349.3061,69.23006,335.4555,204.8764,69.76572,1013.137,0,0,0.1104755,0.03718853
2.466484,20.28714,897.724,515.0941,355.7369,68.15637,360.2216,211.8942,74.05085,1019.526,0,0,0.06948566,0.02902269
2.562199,20.21712,909.3431,518.0974,362.6646,67.32327,384.0121,219.1248,78.36575,1030.082,0,0,0.01110649,0
2.688143,20.30109,914.4733,521.9712,368.9478,66.47313,406.9613,226.4708,83.03397,1037.958,0,0,0.09600258,0
2.760905,20.41364,916.8745,525.563,375.831,65.79483,426.312,233.8455,87.75158,1043.62,0,0,0.149178,0
2.684251,20.49755,916.8231,531.2527,382.565,65.2919,443.9335,241.3787,92.73493,1049.591,0,0,0.05613375,0.1036329
2.796084,20.75916,913.9286,537.9487,388.1625,65.06044,456.4873,248.9468,98.02156,1054.498,0,0,0.0323205,0.2428656
2.842338,20.79501,907.8356,547.2863,391.687,65.01419,466.5405,256.816,103.337,1058.371,0,0,0.06557226,0.3071008
2.957272,20.91813,900.2588,557.7097,394.7088,65.13982,472.1385,264.3517,108.6498,1060.602,0,0,0.02050114,0.2465286
3.109657,21.27589,888.1165,568.6624,398.6965,65.33675,472.4125,271.21,114.1098,1065.211,0,0,0,0.2572355
3.35411,21.8122,873.0417,582.5176,402.1359,65.72029,469.8086,277.8715,119.7425,1068.037,0,0,0,0.2255487
3.562705,22.4037,856.8799,597.3989,405.0863,66.01094,463.4065,284.4167,125.7214,1070.809,0,0,0,0
3.711011,23.19187,836.967,613.7552,406.3576,66.34978,454.0874,290.2022,131.7661,1073.465,0,0,0.07568598,0
3.779229,24.11584,815.5892,632.8736,408.4175,66.64812,441.8121,295.5292,138.1967,1072.784,0,0,0.1860919,0
3.873752,25.15354,791.9745,650.0254,412.2093,67.06538,424.688,299.5388,144.7979,1067.69,0,0.002361298,0.2471304,0
3.97186,26.23521,767.2988,668.7764,416.3069,67.66624,406.4124,301.9842,151.7148,1061.91,0,0.1111002,0.2759023,0
4.120864,27.44484,741.8486,686.1279,420.5208,68.40045,386.0936,302.632,159.0052,1053.321,0,0.2059116,0.3216529,0.01049042
4.407995,28.88024,716.4398,703.3651,425.8421,69.43677,365.9182,301.7769,166.4079,1043.38,0,0.2597542,0.3045468,0.06096649
4.740877,30.65131,690.8878,720.4183,433.2076,70.52405,344.1848,298.7217,174.3926,1030.846,0,0.4777727,0.2306318,0.1061597
5.183635,32.75236,665.4621,736.3519,441.4942,71.43021,322.2543,292.9154,182.7354,1019.264,0.5193357,0.7120571,0.1595955,0.1219325
5.696602,35.06368,640.694,749.4247,448.8895,72.58014,301.5514,284.5132,191.246,1006.191,1.287004,0.9211979,0.1150384,0.06240606
6.020205,37.66336,617.2547,760.831,456.9219,73.69276,282.789,274.1226,199.7554,995.7631,2.187352,1.234421,0.03218174,0.02371597
6.294484,40.49825,593.1603,771.5032,463.5833,74.7457,264.553,261.1197,208.6469,982.3116,3.177272,1.50041,0,0.1098051
6.550032,43.36241,571.6166,780.6382,471.6155,75.87633,247.0775,245.7785,217.8359,968.1008,4.4224,1.773283,0,0.1569128
7.067249,46.38121,549.981,787.4901,483.0292,77.10704,231.0549,228.6727,227.4483,953.4918,5.913236,2.056766,0.02910185,0.07746458
7.607132,49.43699,531.9491,794.1785,492.7134,78.56081,217.635,210.4325,237.5186,941.7946,7.771743,2.320164,0.1395807,0.03778362
7.999272,52.43013,513.9937,798.1239,505.0602,79.92178,206.3103,191.9941,247.8863,930.6996,9.795566,2.687073,0.1370883,0
8.483399,55.30183,498.7969,800.1161,522.0911,81.52107,197.7812,173.8403,258.991,921.3187,12.33051,3.140509,0.1768727,0
9.100471,57.9601,482.413,800.3964,540.3833,83.09053,190.4174,156.7618,270.647,911.2744,15.16638,3.691587,0.1375432,0
9.723855,60.24152,469.249,796.5705,561.6237,84.76666,185.4286,141.0867,283.0361,903.2223,18.40234,4.294155,0.1805792,0
10.54847,62.17716,456.4132,787.2539,585.2543,86.72328,181.5681,127.0217,295.6546,896.8795,22.03046,5.119223,0.1297193,0
11.37495,63.79161,444.7809,776.5919,612.095,88.67203,179.4426,115.5926,307.5598,891.3079,26.1881,5.950891,0.0192008,0
12.50006,64.8945,433.6437,764.0692,642.7429,90.81889,178.0444,106.0643,320.9312,884.9504,30.94384,7.011719,0,0.02964258
13.92115,65.33305,421.5021,750.3104,675.3978,93.10356,176.9409,98.34451,335.4733,878.8989,36.17721,8.300514,0.05073452,0.0160594
15.43674,65.40927,408.9615,735.1189,711.4503,95.61313,176.4568,92.83018,349.4364,875.3197,41.90472,9.724154,0.1679473,0
17.24239,65.10775,398.0802,721.7855,745.4176,98.4742,176.1883,89.12997,365.4126,875.1269,48.19334,11.45137,0.2710428,0.01310825
19.26184,64.28447,383.9193,708.4047,779.806,101.2873,175.0739,86.73421,381.1599,875.1658,54.86069,13.66751,0.2737694,0
21.67051,63.12074,369.0271,696.2905,813.9343,104.2704,173.2215,85.39101,398.8048,875.6215,62.02018,16.16955,0.2756457,0
24.47736,61.80772,351.8975,683.4219,841.9548,107.3268,169.552,84.99197,417.9591,876.4412,69.5575,19.05822,0.1962347,0
27.67189,60.38071,336.0981,671.9603,868.4493,110.4381,164.7677,85.32504,438.1905,878.5424,77.42944,22.53549,0.1818628,0
31.58931,59.08741,319.3886,662.0645,889.4937,113.4392,158.2613,86.59164,460.0087,879.743,85.8654,26.57189,0.02425861,0
35.96396,57.81461,301.9123,651.8756,905.6744,116.0711,150.5925,88.24051,481.8702,877.1998,94.77117,31.01942,0,0
40.95355,56.88428,284.7597,643.0061,917.7274,118.5973,141.9355,90.32053,506.1876,874.5546,104.02,36.21332,0.07376051,0.05030632
46.12794,55.98203,266.9776,636.1804,924.8332,120.5882,132.1577,92.77815,532.1499,870.6539,113.7024,41.9276,0.1673293,0.1237469
51.64317,55.3442,250.2751,627.4152,927.9134,122.4637,122.3416,95.62811,556.4998,864.2852,123.4538,48.14749,0.1857243,0.1811419
57.59286,54.95821,234.1964,621.3612,925.3459,124.0195,112.601,98.86625,583.0806,856.6619,133.525,54.96631,0.235518,0.1835308
63.7354,54.5612,217.8976,617.0256,917.7804,125.3254,102.839,102.3314,609.7172,845.8563,144.0126,62.3186,0.2487793,0.05287361
69.85553,54.43361,203.182,613.871,905.5441,126.2315,93.50067,105.9613,635.327,832.1323,154.1593,70.2429,0.1869125,0.02966785
75.89359,54.46586,189.8451,612.078,888.8231,127.1045,84.86829,110.0623,661.1761,817.1078,165.1374,78.81912,0.1162896,0
81.78076,54.65374,177.8623,611.1649,870.5565,127.8415,77.17509,114.4308,686.7476,799.6982,176.8548,88.28339,0.04011297,0
87.19453,54.94434,166.8816,611.561,848.4946,128.2929,70.2765,119.1787,711.2393,781.7148,187.9894,98.19547,0,0.001621246
91.76865,55.34583,157.0176,611.8409,824.744,128.7024,64.44531,124.0623,734.1043,760.3927,199.9168,108.8687,0,0
95.54222,55.86798,148.1854,611.147,798.9514,129.1647,59.46466,129.3184,753.5129,740.4214,212.0606,119.8971,0.001426697,0
98.08273,56.34017,140.3086,608.3944,772.6888,129.537,55.35668,134.4865,768.4761,722.2063,224.5231,131.4435,0.04729414,0.05710125
99.29156,56.89911,132.9654,602.4031,746.7708,130.1458,51.88764,140.2673,776.5326,704.399,237.2127,143.5285,0.08804131,0.03941536
99.06339,57.37458,126.182,592.4776,720.5915,130.659,48.97105,146.219,776.0339,686.4854,250.1643,156.0489,0.09041214,0.0606041
97.45181,57.71349,119.9498,579.8174,697.7062,131.391,46.55527,152.7737,768.3942,668.5844,263.8671,168.8478,0.1030769,0
94.50578,58.1929,114.518,562.3523,676.1435,132.0803,44.53503,159.8866,749.8602,650.8738,277.2506,182.1189,0.05387068,0
90.77435,58.68386,109.4045,542.3076,659.749,132.9904,42.75101,167.4995,723.2469,634.6564,291.1327,195.9876,0.03765917,0
86.22996,59.12559,104.6561,520.2114,646.1105,134.0433,41.2596,175.2986,690.3212,619.4223,305.2258,210.9117,0,0
80.70927,59.55454,100.3945,497.0671,636.667,135.1737,39.87625,183.6765,649.0212,607.8951,319.6098,225.9238,0,0
74.90852,60.00268,96.37914,471.9259,628.6589,136.4111,38.73149,192.3379,601.5913,593.8736,334.9716,241.2528,0,0
68.94247,60.2268,92.65013,444.4493,622.3162,137.5302,37.7104,200.9836,548.3738,582.5688,352.0461,256.7383,0,0
62.84081,60.32701,89.35189,417.4734,618.9971,138.7484,36.88664,209.7657,493.2886,573.6464,366.7631,272.1577,0,0
56.55688,60.29577,86.05241,391.52,617.6908,139.9844,35.93304,219.5501,437.2362,563.4735,382.4305,287.8813,0,0
50.46388,60.09791,82.82439,365.9148,617.9955,141.0406,35.04094,229.9044,380.9209,552.7901,398.6874,303.0767,0,0.03161526
44.74711,59.76554,79.89234,342.4628,619.0919,142.1671,34.27903,239.7813,330.2862,541.1566,415.1634,318.6273,0.03939724,0
39.44721,59.47061,77.35219,320.2269,617.9343,143.0056,33.56517,249.8381,283.3182,529.4143,431.3546,334.7616,0.04925442,0
34.87772,59.07575,74.75614,300.4069,615.1468,143.8237,32.85646,261.0197,241.6449,517.0689,447.4649,352.151,0.1157007,0
30.95333,58.72073,72.39461,283.2341,607.7838,144.773,32.09426,271.3917,207.0053,504.3274,463.7057,368.9868,0.1157274,0
27.34794,58.42911,70.12262,266.8047,598.8527,145.8088,31.26836,281.8479,176.6369,491.9622,482.0211,386.8936,0.1526356,0
24.55551,58.14922,67.92163,251.5401,580.9122,146.4315,30.37425,292.3239,150.4068,477.0007,499.1349,403.3268,0.276783,0
22.37551,57.77744,65.7021,237.1333,560.9781,146.8339,29.49483,301.995,128.8952,463.6829,517.5841,421.2126,0.2945585,0
20.65787,57.36061,63.7845,224.357,539.4169,147.3306,28.65971,310.9261,111.7399,450.8449,533.9357,440.8898,0.2637253,0
19.16058,56.87744,61.71515,213.2294,513.3668,147.6391,27.6412,320.0684,97.43208,436.5852,550.5611,459.9822,0.1545515,0
18.21872,56.45422,59.83921,203.2638,486.3139,147.7473,26.55397,328.8281,85.95365,423.2653,567.1877,479.2236,0.08869743,0
17.438,55.96484,58.154,194.1213,457.1509,147.5182,25.51363,335.8557,77.10616,409.3189,582.9979,499.7698,0.03871536,0
16.86738,55.66926,56.51131,185.5205,427.6498,147.024,24.47384,340.2996,69.13233,394.2806,598.1829,519.1573,0,0
16.64213,55.41142,54.90615,177.5302,397.7592,146.4703,23.4634,344.2609,62.42861,379.0419,611.6638,538.139,0,0
16.57688,55.3116,53.20778,170.1576,369.4838,145.6673,22.47255,347.3116,56.62338,363.7809,623.4254,557.0304,0,0
16.45852,55.28286,51.68273,163.3006,343.6897,144.8161,21.38191,348.2313,51.74055,348.9224,634.8347,576.0717,0,0
16.46589,55.35484,50.28142,156.6581,316.8198,143.6205,20.26421,349.9543,47.30756,333.8352,644.3993,592.2738,0,0
16.63826,55.60559,48.884,150.3072,295.3485,142.3619,19.49554,349.1069,43.71857,320.6373,651.1658,610.5104,0,0
16.67247,55.91621,47.51866,144.4181,276.3318,141.3598,18.81264,348.9147,40.60992,308.6478,656.9284,629.049,0,0
16.84927,56.17072,46.15688,138.8213,257.6611,140.4743,18.12091,349.354,37.81567,296.4681,658.8433,647.296,0,0
17.22406,56.46984,45.02565,133.4106,242.0629,139.5096,17.48419,348.0361,35.5633,285.2952,656.9893,665.5226,0,0
17.14243,56.89761,44.0395,128.2038,228.1637,138.6554,16.9455,346.1673,33.67919,274.5198,653.1794,683.2058,0,0
17.43853,57.40463,42.989,122.8659,215.6335,138.1916,16.40582,342.4384,31.6467,262.9017,645.2936,697.1276,0,0
17.82478,58.0416,42.11797,117.557,204.4384,137.7337,15.92917,340.3035,29.8886,251.7182,633.5258,711.2627,0,0
17.96032,58.78774,41.18952,112.4108,195.0102,137.2697,15.54092,338.8661,28.27102,240.9397,620.201,726.2648,0,0
18.25215,59.46861,40.4816,107.2983,186.2666,137.0209,15.09709,335.4203,26.94358,230.5998,604.6603,738.3661,0.02314281,0
18.41615,60.19427,39.81335,102.3865,178.4475,136.8586,14.66393,333.343,25.67139,220.737,586.4703,747.7777,0.06278133,0
18.5258,60.95418,39.05769,97.8094,171.9637,136.8464,14.48265,330.5477,24.66947,212.0367,566.6041,757.5067,0.01720619,0
18.76223,61.70068,38.31421,93.4101,165.802,137.0129,14.15198,328.5237,23.62179,203.6949,547.8414,765.191,0.0032444,0
19.05353,62.2397,37.50772,89.08673,159.8833,137.022,13.81113,326.2996,22.49037,195.5212,530.3396,770.9133,0,0
19.16386,62.82385,36.84238,85.0528,154.5393,136.8821,13.48902,322.2929,21.58092,188.3955,513.3358,774.1927,0,0
19.16387,63.33472,36.19202,81.33006,149.1169,137.1341,13.31542,318.9572,20.63454,181.8604,500.3108,776.5782,0,0
19.28988,63.63774,35.54327,77.61905,143.6816,137.4051,12.99213,315.9193,19.57661,175.5537,491.3991,774.899,0,0
19.35769,64.0669,35.07051,73.93163,138.6662,137.7996,12.79056,312.9722,18.6359,169.5605,486.1226,772.6056,0,0
19.3758,64.65726,34.61201,70.55887,133.7905,138.3557,12.62474,309.3254,17.96379,164.2943,485.3788,768.1511,0,0
19.57454,65.15309,34.16535,67.47689,128.9135,138.9091,12.4935,304.8163,17.2896,159.2868,487.8691,763.0886,0,0
19.62598,65.82787,33.75721,64.59245,124.2224,139.4218,12.09306,299.5917,16.75031,154.6548,493.3278,755.7573,0,0
19.78218,66.47614,33.40092,62.07627,119.8591,139.9916,11.73056,294.4775,16.21805,150.1795,504.187,747.9867,0,1.056646
20.18354,67.18539,32.97153,59.74488,115.2954,140.2464,11.30243,288.225,15.68661,145.5028,516.9684,737.3724,0,4.439672
20.41926,67.72231,32.39278,57.51646,110.62,140.4042,10.82719,282.3893,15.14879,141.3045,534.145,724.2938,0,8.450502
20.65388,68.52039,31.84663,55.51214,106.347,140.5743,10.36805,276.2444,14.6946,137.5029,554.8101,711.7238,0,13.01712
21.04916,69.15124,31.30606,53.65047,102.1833,140.8104,10.06017,270.1492,14.17206,133.8007,577.3325,698.9629,0,18.03569
21.33175,69.7087,30.79129,51.78739,98.3616,141.0113,9.761866,264.3146,13.66509,130.4495,602.6711,685.8119,0,23.73254
21.92436,70.4051,30.46419,49.95189,94.84789,141.1504,9.641092,258.658,13.14863,127.4559,629.5496,673.0659,0,30.12106
22.47783,71.25024,30.21907,48.31936,91.36772,141.3955,9.514399,253.3934,12.68836,124.4815,659.603,662.4174,0,36.7074
23.19967,71.9993,29.90257,46.78986,88.10906,141.5723,9.338907,248.2993,12.16509,121.7421,691.1064,655.1189,0,43.97438
24.00547,72.68977,29.69314,45.30617,85.14618,141.7357,9.208118,243.6106,11.77318,119.2284,724.9103,649.1959,0,51.98439
24.92137,73.38294,29.61601,43.94617,82.29026,142.0966,9.05374,239.4782,11.30852,116.7059,758.7473,644.8545,0,60.51624
26.07762,74.03017,29.36573,42.75157,79.46014,142.3219,8.840683,235.6644,10.83857,114.1461,794.3002,642.4224,0,69.54407
27.05424,74.7366,29.03772,41.80859,76.4689,142.6937,8.52202,232.3135,10.50228,111.9877,832.5128,642.7625,0,79.24355
28.35841,75.54712,28.69959,40.85905,73.59613,143.228,8.256535,229.5882,10.07297,109.8127,874.2274,643.087,0,89.40089
29.94373,76.26451,28.34336,39.96646,70.77247,143.7167,8.058256,226.5641,9.6141,107.8345,911.5923,645.0526,0,100.1099
31.9086,76.94997,28.02884,39.05718,68.03229,144.2793,7.918888,223.227,9.144011,105.9304,949.4319,651.3323,0,111.567
34.26385,77.71123,27.675,38.20136,65.41236,144.543,7.804781,220.1651,8.691542,103.9767,987.5539,658.8279,0.006964684,123.1834
36.98215,78.30193,27.41217,37.43618,62.92482,144.9259,7.626646,217.2501,8.198458,101.9268,1024.687,670.6089,0,135.1709
40.44484,78.76118,27.06575,36.68715,60.78038,144.9549,7.464165,214.0092,7.8911,100.1709,1055.88,682.6853,0,147.6756
44.49338,78.95251,26.80908,36.07021,58.78651,144.9573,7.458433,211.0992,7.638296,98.24641,1082.829,697.2987,0,160.6492
49.04794,79.21866,26.68253,35.23676,56.86566,145.1414,7.299582,208.2073,7.401583,96.3026,1104.992,710.9364,0,173.8904
54.35099,79.37132,26.46371,34.64563,55.20773,144.952,7.200024,205.6302,7.173662,94.16222,1123.391,728.1962,0,187.2859
60.32379,79.58755,26.15475,34.16174,53.43937,144.8855,7.091719,203.2193,6.911634,92.24812,1136.748,749.1818,0,201.1212
67.59665,79.53495,25.82633,33.68278,51.65297,144.9297,6.943367,201.1828,6.685007,90.11998,1145.646,769.1675,0,215.0603
76.28723,79.68266,25.55407,33.13329,50.01762,144.8759,6.826418,198.6926,6.283995,88.04913,1147.334,792.3561,0,229.4425
86.51976,79.82815,25.35655,32.63935,48.38818,145.015,6.581499,196.1834,6.028833,85.97917,1146.806,819.4915,0,244.0474
97.90131,80.00422,25.07215,32.15839,46.96479,144.9434,6.49999,194.2329,5.730207,83.77991,1143.117,847.0555,0,258.1875
110.6739,80.13914,24.8983,31.6644,45.53424,144.9011,6.32304,192.027,5.464792,81.80276,1135.999,879.2179,0,272.8727
125.2747,80.34503,24.74192,31.22795,44.09644,144.3549,6.277452,190.1134,5.352438,79.92467,1125.433,910.4613,0,287.7305
140.65,80.52914,24.59958,30.91464,42.74822,144.2372,6.113607,187.9211,5.11754,78.03009,1117.731,943.6495,0,301.3713
156.6973,80.67784,24.66046,30.41718,41.41193,144.0946,6.01746,186.0535,4.909899,76.30107,1109.661,977.0677,0,315.9739
174.3146,80.88432,24.58914,30.11399,40.25716,143.5853,5.919836,184.1472,4.674589,74.45941,1099.191,1014.758,0,330.4855
192.1764,81.05628,24.45726,29.82812,39.02971,143.1461,5.843748,182.0567,4.386961,72.85365,1088.434,1052.799,0,345.9817
210.3529,81.23499,24.31912,29.57084,37.9121,142.8168,5.715914,180.3754,4.242346,71.08409,1080.404,1092.045,0,362.3554
229.0379,81.71904,24.16927,29.38251,36.96061,142.2555,5.702103,178.6222,4.050318,69.52133,1074.233,1129.976,0,379.489
247.1249,82.22836,23.96345,29.22791,36.08031,141.8349,5.580078,177.1526,3.94644,68.01315,1069.165,1163.175,0,397.081
263.5541,82.87656,23.62526,28.93108,35.30991,141.2961,5.619953,176.0096,3.718416,66.37624,1068.792,1195.237,0,415.2362
278.7838,83.53296,23.43692,28.54947,34.50063,140.7563,5.518559,174.4577,3.67215,64.89401,1063.98,1224.669,0,434.1823
292.334,84.29822,23.13103,28.37656,33.79733,140.1025,5.434126,173.3554,3.67465,63.36862,1060.131,1251.836,0,454.1442
