EL1: Electronic Ladder,A1: 4WkDry_F_2,B1: 4WkDry_F_3,C1: 8WkDry_F_2,D1: 8WkDry_F_3,E1: 12WkDry_F_2,F1: 12WkDry_F_3,G1: 16WkDry_F_2,H1: 16WkDry_F_3,A2: 20WkDry_F_2,B2: 20WkDry_F_3,C2: 24WkDry_F_2,D2: 24WkDry_F_3,E2: 28WkDry_F_2,F2: 28WkDry_F_3
3.010284,21.17404,0,61.60787,170.5661,161.2554,561.1542,150.1998,99.61065,17.80359,0,111.7438,30.99475,194.0984,49.76075
3.008267,22.10691,0,64.2591,188.405,173.1893,577.3302,157.3189,111.9555,20.26398,0,120.4852,32.64218,186.7997,52.50987
2.798151,23.1145,0,66.72784,207.4003,185.6106,588.4025,164.6649,125.2837,22.85725,1.123768,129.6069,34.24884,176.7218,55.38182
2.634225,24.18711,0,69.13074,228.416,199.7099,595.5423,173.0424,140.0497,25.61416,2.691704,139.4864,35.9102,164.1533,58.30708
2.382677,25.31838,0,71.70878,251.2297,214.4831,596.1784,181.9939,156.5052,28.64256,4.301014,149.7022,37.66213,149.5681,61.31491
2.227367,26.33171,0,74.29761,275.7993,229.2318,591.9492,191.4859,174.137,31.75063,5.894073,160.4158,39.41866,133.9782,64.3506
2.095788,27.58701,0,76.86709,302.1817,245.4546,582.8325,201.5221,193.6731,34.99785,7.483789,171.9674,41.2225,117.9072,67.57292
1.843846,28.78869,0,79.4813,328.3508,262.277,568.6864,211.8902,214.7868,38.33024,9.190487,184.2176,43.17302,102.3158,71.12122
1.697485,29.95366,0,82.07027,356.0704,279.9296,549.1342,222.7157,236.8752,41.95751,10.99506,197.0171,44.97519,87.77507,74.89468
1.858475,31.19976,0,85.04352,385.9625,298.9118,527.6293,233.4775,260.6305,45.7887,12.866,211.2075,46.94128,74.45653,78.78263
1.811575,32.53609,0,88.09544,415.8845,317.7397,501.5716,244.7882,284.2873,49.88075,14.62848,225.5414,48.95733,62.87651,82.90363
1.964374,33.85326,0,91.20374,446.0376,337.926,477.2353,256.2958,308.9828,54.35363,16.55782,241.1179,51.08113,53.11302,87.24395
1.901066,35.3133,0,94.1283,474.4399,359.9674,449.6274,267.4379,332.7946,59.0706,18.54615,257.4735,53.16827,45.04471,91.81066
1.778781,36.8238,0,97.22445,503.1407,383.8109,424.0569,278.6809,355.7333,63.9855,20.68229,275.276,55.34183,38.81334,96.53075
1.556797,38.41406,0,100.5172,529.1124,409.1862,399.5287,288.97,378.5375,69.3589,22.9599,293.6357,57.68046,34.13686,101.5646
1.403651,39.96459,0,103.6161,551.9012,434.7334,375.6912,298.5158,398.8719,74.96363,25.22859,312.8931,59.98232,30.40848,106.8373
1.308333,41.62717,0,106.7111,571.9877,462.7021,355.6334,307.2005,417.7055,81.05628,27.64553,333.4721,62.42959,27.5669,112.4352
1.10693,43.17945,0,109.9953,586.8922,491.579,337.9121,314.8202,434.7082,87.80865,30.30029,355.4271,64.94686,25.57974,118.4398
1.049143,44.83664,0,113.1789,597.629,521.2299,321.2433,320.7296,447.037,94.72288,33.03692,377.8597,67.36024,24.05994,124.6833
1.241197,46.44818,1.492981,116.4126,603.3916,550.8593,307.2207,324.7428,455.2109,102.2232,35.67722,402.8115,70.09527,22.88129,131.1596
1.354727,47.84495,3.542395,120.0059,603.7463,577.9658,295.3996,327.0805,458.89,110.5165,38.17106,429.9779,72.86151,22.02659,137.8755
1.502384,49.24134,5.756163,123.5365,598.0204,604.9455,285.3191,327.4889,459.0454,119.6434,40.98588,454.5296,75.76243,21.31408,144.6644
1.519122,50.49117,8.106077,127.2624,587.6055,632.3391,276.4954,325.4661,454.6167,129.7742,43.81625,481.9049,78.83224,20.63995,151.6936
1.324928,51.4612,10.54899,131.4158,573.1178,654.2488,268.88,321.9528,446.8976,141.0858,46.77014,511.4018,82.10464,20.14493,158.8978
1.076735,52.19701,12.99254,135.7025,551.5768,674.0292,262.0692,314.7069,435.972,153.0796,49.70479,538.8027,85.56035,19.71192,165.9761
0.9952097,52.59014,15.58991,140.1093,526.9531,692.2402,256.1502,306.2721,422.1943,166.7505,52.74102,565.4838,89.24479,19.24907,173.2109
0.8940001,52.776,18.34676,144.3708,500.8515,706.3876,250.8814,296.2828,406.3827,181.5272,55.95261,591.216,93.18236,18.78104,179.5449
0.725214,52.51093,21.21883,148.9506,472.9367,717.9353,246.1634,285.3582,389.8133,197.919,59.38583,615.6194,97.3822,18.48253,185.1664
0.6926012,51.9578,24.12771,153.7257,444.2898,725.9216,241.8716,273.7714,370.8448,215.2153,62.92216,637.032,101.4792,18.16525,190.0884
0.6888208,50.80519,27.02338,158.5075,416.3972,726.8366,237.6432,261.7355,352.146,234.2475,66.25195,656.0262,106.058,17.96079,193.8941
0.7387056,49.06233,29.99171,163.6284,390.742,723.7971,233.921,249.6499,334.5695,255.1178,69.66544,671.8305,110.6645,17.82411,196.0865
0.8532467,47.0229,33.05576,168.7766,366.3756,717.8649,230.9361,238.1404,317.4612,276.9957,73.53293,681.0833,115.513,17.83718,196.2259
0.7408857,44.47954,36.23321,174.5021,345.085,708.0634,228.103,227.562,302.465,300.9185,77.44872,688.4621,120.696,17.90896,194.5092
0.7472887,41.47551,39.58646,180.6327,325.53,693.072,225.7911,218.025,289.4576,326.4006,81.57898,692.3509,126.2087,18.02721,190.7146
0.8692646,38.21768,42.81881,186.897,306.7142,676.4474,223.9888,207.6909,277.7451,352.7187,85.72189,689.5469,132.0559,18.30383,184.544
1.168772,34.92377,46.4205,193.3248,291.2354,660.6291,222.9528,199.114,267.871,379.4124,90.24132,684.0607,138.2755,18.66773,176.6131
1.190784,31.79731,50.0343,200.0678,278.0315,641.6311,222.4843,191.4482,258.9023,406.9483,94.86438,676.2117,144.7832,19.14062,166.494
1.200372,28.60788,53.90013,207.056,266.159,624.6726,222.7501,185.0345,251.7231,434.727,99.8969,665.8458,151.6385,19.64338,155.18
1.114477,25.80691,57.94672,214.5061,256.1634,608.1461,223.6469,179.899,244.9275,460.3128,105.0246,652.7107,159.0542,20.24346,143.3676
0.9727325,23.22975,61.9647,222.4783,247.9485,590.7648,224.8078,175.7419,239.5032,483.87,110.1549,639.9896,166.5452,21.04153,131.2212
0.8234692,20.98522,66.19083,230.854,241.0638,576.461,226.8598,172.9963,234.2697,503.967,115.4462,627.0693,174.097,21.67512,119.3189
0.8036432,19.21014,70.64886,239.6122,235.2355,563.7233,229.9433,172.3001,229.6131,516.5486,120.9695,615.2665,182.1818,22.45948,107.9881
0.7431259,17.8036,75.25813,249.2043,229.7762,551.4729,233.0999,173.8744,225.7226,522.6177,126.8972,604.4943,190.399,23.25193,97.79649
0.7612772,16.70446,80.04288,258.9543,225.3878,538.1715,237.3194,177.5406,222.0574,519.3918,132.9629,595.1846,198.4835,24.15828,88.87455
1.037474,15.97203,84.97327,269.5085,221.2353,525.3399,242.6712,183.3687,219.1654,507.5738,139.3538,586.2428,206.5325,25.27678,81.28214
1.257266,15.61222,90.32761,280.0957,218.2001,515.0995,248.5405,192.1343,216.266,486.1023,146.5724,578.3342,214.3687,26.45461,75.23537
1.272376,15.43736,95.68954,291.7528,215.468,504.1862,254.9584,203.2962,213.61,457.1116,153.5743,570.6925,221.7309,27.65866,70.55907
1.354032,15.3317,101.1124,303.3302,212.6209,495.0126,262.3002,216.6587,211.384,421.5002,161.3028,562.959,228.6153,28.7878,67.04995
1.327152,15.40866,106.781,315.7568,210.4307,487.6287,270.011,231.9479,209.1327,379.6887,169.1603,555.8885,234.0623,30.13002,64.69859
1.441128,15.62601,112.584,328.8322,209.0207,480.4845,278.4212,249.7314,207.8952,335.8263,177.8071,548.8954,237.4653,31.51877,63.09304
1.437162,15.90293,118.5281,341.7595,208.0096,474.3239,287.4503,268.7532,206.6028,291.6474,187.0215,540.7656,239.8946,32.73306,62.21795
1.53565,16.23616,124.9035,355.3575,206.9062,467.8509,297.1414,289.939,206.4074,247.963,196.9501,532.9208,240.7099,34.08592,61.85522
1.483832,16.62181,131.5625,369.6683,206.4553,461.1328,306.7203,313.2102,206.5497,208.4538,207.6611,525.4183,240.2246,35.42773,61.88515
1.313531,16.99162,138.4571,383.5024,206.7098,451.6096,316.9166,337.4113,206.7279,173.1586,219.1439,516.0459,236.8992,36.88485,62.27345
1.350208,17.50571,145.3603,396.7892,207.4287,445.3481,327.4032,361.8792,207.6442,144.0224,231.1286,508.3905,232.4985,38.58755,62.84521
1.262451,18.04608,152.9074,410.6435,209.4017,440.2241,337.7357,388.1425,208.6031,120.0693,244.5693,501.6848,227.4136,40.30128,63.64426
1.230331,18.69012,160.5184,423.6096,211.2331,435.3682,347.348,412.9798,209.8584,100.798,257.3259,496.7222,221.2201,42.00376,64.38289
1.182846,19.38004,168.6722,435.6949,214.4524,431.7097,356.909,439.1664,211.9216,86.15658,270.7229,492.7784,214.797,43.7127,65.29222
1.293417,20.19976,177.3862,445.9146,218.7201,429.2489,365.0115,465.4861,214.6452,74.36332,285.2975,490.2982,207.6369,45.64977,66.34206
1.43209,21.34555,186.1308,453.5675,224.3847,426.2986,373.6176,489.2913,217.6789,65.43769,300.1922,489.041,199.9982,47.51792,67.37174
1.565934,22.51312,195.5302,458.7393,230.9659,424.3097,381.8249,511.5072,221.3897,58.63594,315.4917,489.7911,193.4631,49.3408,68.54418
1.778693,23.70659,205.2664,458.9807,238.4138,423.2199,388.6233,532.7277,226.1215,53.41473,332.5195,490.2843,187.4533,51.32059,69.99795
1.832576,24.94873,215.3698,454.9178,247.3507,424.1195,393.0483,551.0657,231.1753,49.41035,349.3999,491.6815,182.4343,53.09202,71.69552
1.958308,26.23837,226.2181,446.2343,257.4055,425.4707,397.9744,566.9891,237.1172,46.17193,367.9962,491.9881,177.5475,54.86983,73.60088
2.013226,27.62873,237.3826,432.1538,268.741,429.522,400.8971,578.1177,243.168,43.31688,386.0916,493.4644,174.6758,56.6307,75.42012
1.900956,29.03782,249.0629,415.1277,282.0825,435.3041,403.0801,587.1932,249.0979,40.74009,403.731,496.0498,173.1089,58.49929,77.34549
1.976776,30.64252,261.9944,394.0687,295.2926,442.6163,402.971,592.7606,255.4528,38.18929,419.2378,498.6495,172.6166,60.36264,79.27939
1.942533,32.39874,274.3142,371.3109,309.9984,451.7697,401.0912,597.8459,261.3607,35.88913,431.5441,499.4399,174.0423,62.19178,81.5948
2.064632,34.20788,288.161,346.6671,326.0866,462.8374,398.3855,600.2057,268.0905,33.74469,441.6504,500.7104,176.6166,64.02596,84.07706
2.001075,36.4218,301.9712,321.9321,342.8556,474.7349,396.3799,596.8777,275.249,31.58117,446.7326,503.4486,180.3015,65.76564,86.72278
2.192392,38.78725,317.0651,297.9225,360.6526,488.2639,393.3018,593.4236,283.5724,29.45671,447.8056,502.7454,186.3245,67.40132,89.86603
2.310712,41.3888,333.6899,274.0033,379.0037,501.81,388.2034,587.5056,292.4042,27.49813,446.4973,501.7852,193.6429,68.95381,93.20428
2.362311,44.26931,351.8355,252.975,398.587,517.5146,381.2932,577.9269,301.0617,25.68429,439.7585,501.1698,202.0638,70.12349,96.81531
2.456297,47.29075,371.6657,235.0113,417.6295,532.1625,374.369,566.7222,310.152,24.18351,428.5553,498.506,211.8999,71.05728,100.3638
2.468528,50.4986,393.4258,219.8131,438.1165,549.041,365.3239,551.775,318.3065,22.81862,412.7529,496.8877,223.4197,71.71539,103.7306
2.466484,54.1056,415.8136,208.023,458.3729,565.4617,355.742,535.1772,325.6242,21.57666,393.1937,494.8691,235.705,72.34387,107.3986
2.562199,57.8225,439.0956,200.3706,478.3127,581.1248,344.3771,518.0013,331.4298,20.44069,371.0595,492.0998,249.0897,72.68965,111.2558
2.688143,61.73772,463.77,196.5745,498.3297,598.6985,332.787,499.2037,336.2779,19.51891,346.7122,489.3113,263.5594,72.87241,115.2261
2.760905,65.87627,488.8203,196.0022,516.6879,617.1925,322.0943,479.8829,341.1291,18.73977,322.3865,485.5178,278.0571,72.75572,119.4224
2.684251,70.38755,515.8605,199.3212,533.3885,635.6156,312.2819,458.4541,344.9032,18.08051,298.6434,481.2808,293.3827,72.49107,123.845
2.796084,75.09674,543.9912,206.3673,549.647,653.4165,302.53,438.6718,348.6361,17.54009,277.2555,474.1197,308.4743,72.11258,128.6458
2.842338,80.23733,575.3828,217.799,563.8235,667.0664,292.3947,418.3736,350.9449,17.04866,259.4826,469.1394,323.024,71.43584,133.4197
2.957272,85.66815,608.0286,232.4826,575.9802,681.7358,282.9825,397.9594,352.4018,16.60505,244.0833,464.2554,335.9819,70.46983,138.5757
3.109657,91.40827,640.3128,252.2063,584.5437,693.4422,273.761,378.6124,352.8008,16.14587,230.5535,459.0287,347.8606,69.24849,143.7472
3.35411,97.51591,673.173,273.6663,592.6986,706.5703,265.2002,360.565,352.6056,15.70825,220.7635,454.9982,357.4257,67.86267,149.0223
3.562705,104.2323,703.7343,298.4244,596.705,716.3803,257.3535,343.4245,351.0038,15.28918,213.5862,450.6576,365.1491,66.48204,154.8326
3.711011,111.0506,729.0571,327.0423,598.905,721.6197,249.6588,327.9891,348.5058,14.91721,208.7091,445.8048,370.9095,65.132,160.61
3.779229,118.3744,751.0352,358.9771,599.3472,725.7198,243.116,313.6594,345.9311,14.61194,205.6497,441.4347,375.1565,63.74591,166.6321
3.873752,126.2456,764.5015,393.9453,594.0311,726.0912,237.2089,301.5912,342.1771,14.34288,203.6272,435.7293,376.2594,62.40487,173.0917
3.97186,134.4626,772.2454,430.7549,587.287,723.2804,232.0976,289.5582,337.8855,14.11135,202.3842,431.1282,376.5164,61.19905,179.6962
4.120864,143.2214,768.7357,472.3471,579.8149,718.3378,227.4768,279.2197,333.8204,14.00163,201.4103,426.6031,374.0494,60.06073,186.7508
4.407995,153.3631,756.0759,515.8608,570.0358,709.65,222.7046,269.5423,328.5683,13.84195,200.6421,423.2722,370.185,58.90605,193.9862
4.740877,163.6537,733.1105,560.6481,557.5143,700.1274,218.7382,260.6872,323.4509,13.62524,200.3708,420.6844,364.1725,57.8385,201.3918
5.183635,174.7392,699.1121,606.4077,543.249,691.332,214.2725,252.5976,317.8267,13.34853,200.1595,419.5422,357.1173,56.63626,208.5506
5.696602,186.1038,655.5363,647.4471,527.465,677.6126,209.2836,244.967,311.4561,13.06955,199.4304,418.9081,347.6443,55.32046,215.5751
6.020205,198.6876,604.6408,688.3699,510.0718,662.7001,204.0604,237.5324,304.7587,12.85922,198.9958,419.6559,338.1523,54.33069,222.9686
6.294484,211.6249,547.5568,725.4716,493.4912,645.5191,198.132,230.2272,298.5155,12.90716,199.0653,422.2542,327.8364,53.37472,229.5546
6.550032,224.0603,489.3271,757.1137,475.039,627.4405,191.8231,222.6832,292.0645,12.91999,199.0503,423.4539,317.6973,52.29853,236.0235
7.067249,237.2632,431.6285,784.0676,455.5033,608.2405,185.1123,215.033,285.9416,13.00536,199.5025,425.5353,306.9478,51.48692,242.365
7.607132,251.2335,377.1998,805.8697,437.1208,589.972,178.0715,206.64,280.7573,13.10603,200.0712,427.4079,296.8824,50.65393,248.6279
7.999272,266.1688,326.0956,823.022,419.8984,572.6733,170.6825,198.2884,275.9226,13.25416,200.5578,426.7222,286.225,49.83448,254.4575
8.483399,281.9971,281.2634,834.5259,403.3935,557.5431,162.9258,189.4421,271.5386,13.33944,201.514,425.3273,276.1051,49.08047,259.6986
9.100471,297.9136,243.6178,838.33,386.9649,542.7715,155.2023,180.2738,267.4488,13.30604,202.6286,424.2854,266.495,48.26421,263.9468
9.723855,315.0629,212.0904,836.0669,371.7172,530.5195,147.0064,171.1775,264.0533,13.24346,203.7725,423.0427,257.7123,47.3321,267.6462
10.54847,333.5318,186.0804,827.5842,357.6948,515.5754,138.7013,162.0981,260.479,13.26705,204.4886,420.3647,249.5276,46.35822,270.9618
11.37495,352.0875,166.6962,816.1139,346.1979,505.721,130.7768,153.6619,258.2843,13.37272,206.1062,417.3694,243.0722,45.66747,274.1733
12.50006,371.5784,152.1287,798.6325,336.7012,497.5897,123.2964,145.6819,256.2433,13.68634,208.1802,415.5341,238.082,44.93692,276.5023
13.92115,389.5138,141.646,776.2723,326.8168,490.7405,116.2558,137.8708,254.3159,13.92712,210.1517,408.8553,233.4744,44.25721,277.8994
15.43674,408.0333,134.2945,751.1339,319.6343,485.3802,109.7666,131.0493,252.5784,14.33756,212.2553,401.8607,230.0507,43.79074,279.0621
17.24239,425.6979,129.4605,724.7823,313.154,483.4068,103.9129,125.2635,251.1771,14.79656,214.6444,392.4894,227.399,43.28,280.3503
19.26184,445.0106,126.1075,693.2575,307.1165,478.1768,98.58443,119.9898,249.5461,15.08444,216.431,379.8376,225.6669,42.77264,281.0317
21.67051,465.1016,124.1556,660.7604,301.2671,473.6416,93.74155,115.4259,247.7343,15.30324,218.4597,366.9477,224.4364,42.23214,281.3758
24.47736,482.9835,123.3978,625.6256,294.6195,466.685,89.29884,111.4946,245.1213,15.40738,219.9396,354.05,223.2449,41.74578,281.3322
27.67189,502.8699,123.5279,591.3583,287.5739,458.69,85.40472,108.3907,241.3645,15.36618,221.586,340.1807,221.8152,41.26939,281.5106
31.58931,523.8049,124.7108,556.9802,279.6703,448.5974,82.2435,105.8245,237.1165,15.26733,223.5911,326.5778,220.624,40.77308,281.5126
35.96396,545.3672,126.6253,525.6964,270.7648,437.0049,79.50383,103.8078,232.2141,15.0349,226.1112,313.1606,219.4993,40.41043,281.6411
40.95355,567.1024,129.2631,496.0152,260.7233,421.869,77.12622,102.2874,225.9431,14.82619,228.3871,300.7943,218.1203,40.05168,281.5667
46.12794,585.1412,132.6453,468.4391,249.3484,405.3412,75.07879,101.0276,218.6058,14.66565,230.9023,287.4934,215.0125,39.68646,280.9228
51.64317,603.2013,136.6326,443.7242,237.5319,386.7161,72.98859,100.0739,210.2008,14.41135,233.305,275.0107,212.1163,39.3407,280.226
57.59286,618.977,141.5591,422.9269,225.5473,367.8018,71.12196,99.48241,201.654,14.15453,235.7856,263.2294,208.1807,39.05164,279.6782
63.7354,635.2028,146.6274,403.9248,212.819,345.0703,69.26847,98.57063,192.7042,13.80798,238.0156,251.6846,203.6872,38.77697,278.9101
69.85553,651.6199,152.3037,388.594,199.8154,323.2782,67.2197,97.7926,183.399,13.53722,240.7505,241.2471,197.9299,38.57853,277.7195
75.89359,664.2559,159.119,377.4601,186.9268,301.7818,65.24026,97.10159,173.8502,13.33077,243.6818,231.5262,191.3751,38.41155,276.4255
81.78076,680.0208,166.9814,367.7863,174.8822,280.9799,63.53307,96.63615,164.0174,13.02996,247.0133,222.3235,184.4025,38.1904,274.7791
87.19453,693.312,175.2661,359.5313,162.8275,260.6064,62.00652,96.14638,154.9721,12.7376,250.4396,214.0313,177.3655,38.10858,272.448
91.76865,707.0298,184.9848,354.4667,151.5743,241.8404,60.73412,95.86401,146.2959,12.4976,254.2948,206.4571,170.3104,38.13902,270.4239
95.54222,717.7476,195.2263,348.9462,141.059,223.5557,59.33609,95.57379,138.235,12.33461,257.9485,199.2805,163.7113,38.0605,267.7198
98.08273,727.4648,206.0719,343.0248,131.2668,207.1624,58.05802,95.21733,130.7596,12.1263,261.6404,192.3379,157.4666,37.85614,264.7145
99.29156,735.9174,217.6494,336.8861,122.5458,192.3062,56.72596,94.88327,123.8453,11.82462,264.8807,186.1468,152.0908,37.69941,261.1111
99.06339,741.1725,229.5639,329.1728,114.8108,178.6618,55.47432,94.52383,117.4027,11.55371,267.7776,179.8738,146.8019,37.55425,257.3976
97.45181,746.8431,241.6916,320.5409,108.0158,166.819,54.22174,93.98615,111.549,11.26345,270.1792,173.9638,142.1126,37.31166,253.6952
94.50578,752.8829,254.4555,310.5949,102.1808,156.7794,52.84778,93.53427,106.1223,11.07735,272.334,168.4788,137.6882,36.99094,250.169
90.77435,753.5047,267.6158,298.5706,97.05904,148.031,51.52677,93.07521,101.1076,10.9838,273.8589,163.3819,134.0984,36.56315,246.2851
86.22996,754.1487,281.1902,284.0347,92.63795,140.6153,50.27317,92.45639,96.90041,10.91324,275.1187,158.571,130.9385,36.19436,242.6182
80.70927,750.1198,295.0384,268.8344,88.45631,134.0745,49.15541,91.69359,93.29494,10.8434,275.8456,153.9714,127.8774,35.85263,238.4669
74.90852,744.5535,307.5175,252.0143,84.84924,128.3247,47.94441,90.76424,90.09853,10.91415,276.1334,149.7502,125.0755,35.51786,235.0209
68.94247,736.7933,319.6099,233.925,81.58868,123.0214,46.597,89.6067,87.22807,10.89099,275.9563,145.4992,122.4887,35.10408,230.7332
62.84081,726.1379,332.2487,215.6834,78.59197,118.0941,45.16237,88.16386,84.82571,10.76965,274.994,141.4895,120.1689,34.6622,226.2773
56.55688,713.4244,344.5241,197.8873,75.82067,113.6423,43.79671,86.64774,82.65295,10.7725,273.8791,137.7533,117.9168,34.38276,221.579
50.46388,699.9474,356.7588,180.3081,73.38461,109.3411,42.48043,85.08241,80.39145,10.69514,272.2319,133.6453,115.7111,34.04292,217.3535
44.74711,687.1812,369.5856,164.2911,71.43739,105.3412,41.26315,83.41711,78.54465,10.67496,270.2979,129.692,113.6486,33.71881,213.2937
39.44721,673.3766,382.0027,149.8834,69.67284,101.661,40.15119,81.80046,76.60606,10.72577,268.4251,125.886,111.7203,33.52831,209.6365
34.87772,656.25,394.4661,136.2184,67.7776,98.11028,39.24441,80.07666,74.51959,10.76812,265.9243,122.0005,109.8075,33.24498,205.7502
30.95333,639.362,405.6889,124.4195,65.85935,94.75983,38.3899,78.05101,72.75395,10.84339,263.8311,118.2812,108.0577,32.98895,202.2618
27.34794,620.5663,415.6295,114.4286,64.11926,91.65013,37.6817,76.08723,71.19678,10.90126,261.8327,114.3962,106.171,32.69047,198.5407
24.55551,600.1064,423.1887,105.1165,62.34327,88.74643,36.89117,74.39899,69.46799,10.9297,259.9859,110.6081,104.5006,32.3841,195.643
22.37551,580.2261,430.0699,97.3824,60.74773,86.06625,36.19037,72.56895,67.65864,10.81869,258.4918,106.8415,102.7308,32.04347,192.4371
20.65787,558.4825,436.2437,90.76907,59.3303,83.6996,35.44443,70.7157,66.07556,10.72227,257.5724,103.6497,101.1556,31.78365,189.5019
19.16058,538.8798,440.2582,85.25991,58.03611,81.43049,34.78476,69.17096,64.47941,10.57515,256.8216,100.4994,99.67268,31.4946,186.8954
18.21872,520.8499,443.5934,80.62036,57.00231,79.46722,34.24361,67.70952,62.9354,10.35103,255.644,97.41693,98.19701,31.11092,184.5787
17.438,502.3959,446.7806,76.49996,56.25335,77.5788,33.78546,66.36169,61.62698,10.19794,254.761,94.65575,96.57196,30.78906,182.1989
16.86738,485.0271,447.6902,72.9864,55.39208,75.65858,33.35087,65.21761,60.06073,10.05331,253.4321,92.10965,94.97381,30.54923,179.9269
16.64213,467.3448,448.6951,69.90137,54.49355,73.71384,33.02299,64.09988,58.55583,9.955818,251.7692,89.62811,93.3473,30.25847,177.5574
16.57688,450.2573,447.2974,67.089,53.2875,71.53292,32.65182,62.95067,57.1602,9.928829,249.8182,87.35965,91.75398,29.97533,175.021
16.45852,433.8358,444.4304,64.56745,52.07229,69.51839,32.24377,62.10309,55.8148,9.989052,247.8978,85.04671,90.01362,29.66626,172.7858
16.46589,417.3752,440.4932,62.10638,50.80816,67.6603,31.73054,61.62962,54.36864,9.934631,246.152,82.8945,88.3671,29.32942,170.8782
16.63826,403.7981,433.4056,59.99548,49.65089,65.74821,31.13428,60.85391,52.91684,9.963432,244.6296,80.73468,86.60707,29.07958,168.9076
16.67247,390.7672,425.7308,57.95986,48.49496,63.99367,30.55657,60.24145,51.62854,10.06653,243.6549,78.90375,84.97607,28.87824,167.2221
16.84927,379.3412,417.6814,56.1216,47.35804,62.03054,29.94721,59.50187,50.48137,10.03238,242.388,76.97063,83.45975,28.49729,165.5836
17.22406,370.3723,409.1011,54.42983,46.45625,60.14719,29.45449,58.82701,49.39994,9.869944,240.5122,75.22038,82.02623,28.30434,163.5288
17.14243,361.2867,400.0202,52.97144,45.6862,58.31989,28.97758,57.99891,48.35006,9.754133,238.8738,73.46733,80.52441,28.18532,161.9072
17.43853,353.333,389.3093,51.66028,44.78517,56.34864,28.53411,57.11207,47.24219,9.6492,237.0167,71.42987,79.04841,28.09457,160.2148
17.82478,346.9556,380.1105,50.6484,43.91689,54.55215,28.12273,56.14145,46.25744,9.60391,235.207,69.31902,77.56431,28.06771,158.7321
17.96032,341.709,370.2882,49.66038,42.89806,52.76318,27.81994,55.07793,45.26002,9.478634,233.1357,67.20468,75.94452,28.03794,157.5029
18.25215,337.7986,360.5389,48.66509,42.00011,51.16286,27.55647,54.22264,44.29626,9.333549,230.8917,64.9908,74.33184,27.80386,156.337
18.41615,333.9401,350.5037,47.73016,41.08276,49.66392,27.11455,53.45927,43.42516,9.20208,228.8094,62.80725,72.7683,27.62867,155.3555
18.5258,332.0427,340.0282,46.88746,40.37032,48.36115,26.72563,52.67039,42.59289,9.157522,226.8766,60.68605,71.18334,27.45664,154.5341
18.76223,329.7235,330.4186,45.97136,39.57398,47.08411,26.3936,51.91587,41.95405,9.220032,224.6776,58.67241,69.87377,27.10302,153.7252
19.05353,327.4882,321.7644,45.06384,38.75461,45.72447,26.05768,50.9852,41.36217,9.314175,222.103,56.74069,68.54859,26.79794,152.6826
19.16386,327.0589,313.1282,44.14778,38.10893,44.52472,25.64819,50.24009,40.74616,9.287325,219.1235,55.18278,67.35413,26.67451,151.7069
19.16387,327.4697,304.0494,43.14338,37.36642,43.49606,25.3567,49.40691,40.04745,9.329306,216.4478,53.69431,66.11373,26.5291,151.1375
19.28988,328.8553,294.8968,42.00478,36.49091,42.48885,25.05908,48.56779,39.33379,9.456535,213.399,52.29468,64.94816,26.49708,150.4684
19.35769,332.1402,286.3735,40.97825,35.80276,41.59351,24.71079,47.65183,38.4959,9.518217,210.2759,51.05153,63.75338,26.46354,149.9024
19.3758,335.5872,277.9575,39.91992,35.14761,40.67384,24.52123,46.85458,37.72557,9.452755,207.6755,49.93328,62.61211,26.59574,149.4138
19.57454,339.893,269.6098,38.76987,34.49824,39.74665,24.16716,46.2021,37.0148,9.303827,204.8314,48.69461,61.63037,26.61007,148.7629
19.62598,344.2265,261.1743,37.6996,33.92936,39.05765,23.81414,45.51877,36.39166,9.184845,202.2681,47.46017,60.78699,26.67808,148.299
19.78218,348.5179,253.3716,36.67162,33.54551,38.46494,23.56604,44.89264,35.71862,9.099928,200.0616,46.25083,59.97854,26.76978,147.9342
20.18354,352.345,245.5369,35.62855,33.04802,37.73905,23.22747,44.13124,35.09083,9.101322,197.2044,45.17805,59.38409,26.8269,147.4935
20.41926,355.2323,238.0734,34.49059,32.55309,37.08102,22.91582,43.49619,34.29406,9.28108,194.1833,44.23684,58.62698,26.87776,147.0349
20.65388,360.0028,231.3141,33.40311,32.08224,36.52533,22.65383,42.96429,33.52977,9.355124,191.587,43.50127,57.7458,26.81398,146.9891
21.04916,364.907,224.228,32.43174,31.54479,36.05957,22.46989,42.50024,32.66811,9.362476,189.0507,42.93049,56.78844,26.64104,146.7209
21.33175,371.5624,217.2493,31.48041,30.95438,35.49603,22.23272,41.95466,31.73466,9.47662,186.5317,42.46158,55.85097,26.52048,146.5207
21.92436,377.3123,210.4902,30.64685,30.46807,34.97795,22.03199,41.41341,30.88182,9.498947,184.3112,41.98008,54.72586,26.262,146.1762
22.47783,383.4906,203.7923,30.14633,29.90283,34.42972,21.82192,40.96528,30.20148,9.584091,182.4638,41.57738,53.56389,26.09796,145.9666
23.19967,388.9258,197.183,29.61343,29.44504,33.96242,21.5575,40.52034,29.63149,9.545496,180.6269,40.93183,52.60968,25.97021,145.668
24.00547,394.1776,190.9118,29.12471,29.15545,33.57389,21.52688,40.0543,29.16317,9.442173,178.9986,40.21591,51.61517,25.83208,145.361
