EL1: Electronic Ladder,A1: Fresh_Mo_F_1,B1: Fresh_Mo_F_2,C1: Fresh_Mo_F_3
102.3827,14.40302,38.28633,23.58055
110.2861,14.26734,38.24131,23.01878
122.4735,13.97131,38.06588,22.47551
141.3798,13.84223,37.90453,22.12433
170.7986,13.68151,37.70295,21.76757
210.9362,13.57466,37.48539,21.31945
259.3776,13.49522,37.24596,20.81232
308.4174,13.33599,37.0094,20.39711
355.5263,13.21065,36.96341,19.84547
393.5872,13.21194,36.90984,19.45308
419.0917,13.11893,36.98915,19.00748
428.2565,12.93441,36.98997,18.56517
422.171,12.79485,36.84183,18.17094
403.9083,12.72015,36.77781,17.83298
378.5743,12.71405,36.69988,17.48131
349.6916,12.59506,36.53592,17.08441
318.0304,12.50157,36.27928,16.70203
283.594,12.32862,36.13094,16.4376
251.2514,12.1164,36.1995,16.05039
219.5008,11.97548,36.13191,15.77766
189.4948,11.82251,36.07301,15.54006
161.8502,11.62169,35.97963,15.28841
137.637,11.6272,35.82095,14.9852
116.0849,11.63216,35.82775,14.69344
97.27939,11.56077,35.66291,14.53762
82.55047,11.50256,35.57578,14.27882
70.45276,11.52687,35.38752,14.01899
60.37433,11.4615,35.32317,13.85214
52.84796,11.26157,35.16801,13.52037
46.54646,11.13699,34.96714,13.21295
41.43076,10.96776,34.80314,12.98125
37.51205,10.85658,34.68457,12.68662
34.6571,10.84388,34.44529,12.33422
32.13435,10.73827,34.29341,12.15603
30.0269,10.59724,34.14563,11.98222
28.46075,10.53662,34.02879,11.78955
26.90372,10.41217,33.87889,11.52018
25.56643,10.38131,33.84412,11.48103
24.37341,10.18982,33.65372,11.26399
23.58046,10.06334,33.54497,11.11387
22.75212,9.863712,33.48262,10.89324
22.14318,9.765129,33.4644,10.59871
21.61739,9.715658,33.28051,10.45041
20.96795,9.601091,33.0793,10.29683
20.34533,9.509912,32.84497,10.20905
19.55369,9.386841,32.67374,10.09671
18.72646,9.351376,32.543,9.855835
18.06227,9.323938,32.45414,9.836041
17.34932,9.263182,32.30672,9.70715
16.862,9.278839,32.20061,9.648239
16.39036,9.202875,32.10632,9.446845
15.86924,9.147989,32.0321,9.207216
15.43531,9.134956,31.90979,9.141314
15.2607,9.094666,31.73755,8.96355
15.06444,9.066959,31.59389,8.876343
14.83599,8.916676,31.42567,8.585625
14.61701,8.815639,31.21148,8.376902
14.32147,8.648026,31.05194,8.2789
13.9205,8.56514,30.97105,8.188279
13.43469,8.476162,30.78178,8.129271
13.04265,8.262911,30.63007,8.038744
12.63771,8.13586,30.41201,8.004734
12.33934,8.122444,30.19487,8.021377
12.20116,8.111208,30.00773,7.978611
11.92788,8.07625,29.79028,7.907813
11.69658,7.976036,29.57966,7.763477
11.36579,8.03689,29.36118,7.639918
10.9402,8.146786,29.24171,7.568251
10.75631,8.166487,29.24426,7.435684
10.48614,8.171394,29.17368,7.221234
10.28107,8.017778,29.16534,6.910832
10.23685,7.956065,29.04704,6.830836
10.16339,7.890007,28.9464,6.764318
9.926272,7.783933,28.84636,6.750652
9.68505,7.719567,28.67177,6.671037
9.49529,7.664137,28.48467,6.669129
9.363746,7.558795,28.23709,6.675857
9.389474,7.57273,28.13898,6.673462
9.438195,7.521345,27.96057,6.561656
9.400531,7.477801,27.7631,6.485044
9.311664,7.313446,27.57417,6.296156
9.360101,7.286926,27.35846,6.365565
9.367885,7.283461,27.17333,6.254681
9.111299,7.28646,26.96907,6.157846
8.719924,7.37965,26.71395,6.004395
8.522365,7.265714,26.50744,5.949588
8.265935,7.174364,26.30011,5.905023
8.196654,7.122977,26.20869,5.933373
8.012654,7.030295,26.09787,5.939264
7.826961,6.887262,26.05994,5.937187
7.440206,6.724669,26.02827,5.912234
7.225717,6.646484,26.0176,5.936071
7.17373,6.598789,26.00039,5.736584
6.929011,6.478932,25.90467,5.537402
6.670002,6.527442,25.71941,5.429114
6.534923,6.431146,25.37784,5.405689
6.438015,6.430294,24.93396,5.38201
6.533257,6.289124,24.58126,5.476462
6.545789,6.1258,24.27435,5.427311
6.555316,6.09989,24.03547,5.349103
6.438367,6.154991,23.86881,5.374221
6.381869,6.144545,23.89511,5.307458
6.320765,6.179358,23.76534,5.191741
6.14119,6.115448,23.56707,5.027721
5.945993,6.111663,23.47842,4.990684
5.762953,6.056171,23.29786,4.918114
5.588173,5.957412,23.1074,4.835957
5.522785,5.865434,22.9269,4.759457
5.494606,5.769514,22.59825,4.671778
5.46798,5.794063,22.35255,4.64024
5.308587,5.813505,22.11198,4.592636
5.249495,5.670245,22.08934,4.518515
5.238706,5.620013,21.87708,4.505791
5.190334,5.558401,21.68367,4.499733
5.051305,5.461354,21.71588,4.542558
4.876223,5.467104,21.78568,4.528408
4.631876,5.477709,21.697,4.462228
4.561522,5.501796,21.56675,4.359279
4.465994,5.509225,21.27671,4.337793
4.224935,5.494056,21.09986,4.273486
4.138312,5.47441,20.7723,4.217378
4.119016,5.340942,20.54725,4.1894
4.15511,5.289492,20.18284,4.224507
4.014673,5.228206,19.85172,4.260344
3.865959,5.178224,19.75513,4.241042
3.694413,5.183066,19.61507,4.168394
3.649324,5.178947,19.41794,4.039469
3.608536,5.052378,19.26751,4.015064
3.568916,5.06214,19.11906,3.967846
3.633841,5.092537,19.02395,3.885791
3.723514,5.005182,18.72758,3.860406
3.584785,4.870438,18.52104,3.847538
3.514358,4.808136,18.30537,3.935278
3.163714,4.71321,18.22266,3.950759
2.882694,4.682507,18.21542,3.890679
2.646958,4.64039,18.09985,3.810332
2.617253,4.645529,18.01084,3.77496
2.573172,4.576983,17.84293,3.789536
2.59084,4.562521,17.56425,3.639171
2.863736,4.497181,17.36541,3.584321
3.039529,4.281374,17.16012,3.484944
3.121466,4.178319,16.8909,3.414977
3.130886,4.182263,16.69779,3.417013
3.064619,4.17215,16.53518,3.389275
2.924486,4.139818,16.33104,3.344309
2.7396,4.168732,16.23256,3.300105
2.625036,4.278205,16.11078,3.279369
2.475174,4.260171,15.93167,3.284563
2.33345,4.199327,15.73347,3.150794
2.187563,4.157129,15.63091,3.180222
2.065569,3.998301,15.48479,3.178342
1.999933,3.880578,15.36701,3.20818
2.030875,3.9271,15.25535,3.188638
1.963203,3.852548,15.0616,3.182487
1.873152,3.734588,14.89745,3.23002
1.838674,3.799552,14.82395,3.222008
1.825872,3.798494,14.61693,3.170625
1.817186,3.886604,14.53905,3.07546
1.836123,3.896686,14.31729,3.001138
1.793012,3.896039,14.17536,3.044288
1.7825,3.76546,13.93558,3.036099
1.9249,3.672636,13.8392,3.036405
1.99916,3.659128,13.61339,2.931899
1.891687,3.556516,13.5055,2.897085
1.915131,3.387246,13.36767,2.931732
1.946418,3.290303,13.18954,2.804858
1.912895,3.216298,12.97662,2.685362
1.767415,3.252581,12.86399,2.542585
1.615232,3.137897,12.70753,2.59053
1.468264,3.049668,12.5824,2.653948
1.344907,2.956241,12.3146,2.58002
1.179396,2.908514,12.23034,2.607166
0.9495754,2.941164,12.09128,2.594411
0.7550297,2.915436,12.04472,2.645511
0.6816721,2.899706,11.80736,2.686834
0.6357079,2.910415,11.56942,2.577099
0.4503126,2.976027,11.31689,2.520924
0.3876772,3.01344,11.20828,2.474048
0.4675207,3.034758,11.08722,2.54599
0.4860306,2.969543,10.9788,2.521739
0.439743,2.871191,10.83259,2.483496
0.3697405,2.739157,10.78596,2.478087
0.323391,2.622675,10.67534,2.378767
0.3896036,2.453763,10.48471,2.357257
0.5059566,2.499437,10.25508,2.273637
0.4813251,2.474006,10.11004,2.169282
0.4162445,2.481284,9.983537,2.088542
0.5166035,2.666594,9.941117,2.053015
0.5475368,2.774028,9.799426,2.027917
0.434536,2.770451,9.75398,2.043307
0.3445463,2.761122,9.545705,2.130195
0.2284632,2.708437,9.390882,2.121441
0.1239691,2.636394,9.277843,2.151798
0.05033875,2.541355,9.128551,2.137801
0,2.493749,9.074368,2.106261
0.02062321,2.306735,9.001294,2.053076
0,2.221883,8.94208,1.994805
0.06807852,2.197653,8.817044,1.988578
0.017869,2.113447,8.632281,1.910735
0.06506681,2.067303,8.465249,1.813701
0.05646276,2.003868,8.219054,1.66962
0,2.02248,8.027619,1.629769
0,2.02569,7.954251,1.655499
0,1.997905,7.863677,1.598737
0.09297991,1.993391,7.846215,1.640304
0.08575058,1.977715,7.857867,1.582294
0.09558344,1.951573,7.825936,1.564537
0.292304,1.959799,7.674113,1.591803
0.261899,1.945455,7.416789,1.515955
0.34232,1.930883,7.19859,1.425075
0.1876287,1.855227,7.014329,1.291237
0.013515,1.871891,6.837531,1.381357
0,1.791578,6.712991,1.3332
0.006629467,1.699145,6.531989,1.308977
0,1.666973,6.35078,1.308286
0,1.685486,6.255248,1.236776
0.1435337,1.522006,6.093163,1.168084
0.2025676,1.49378,5.913846,1.184607
0.1801243,1.511535,5.641912,1.241727
0.1113133,1.50114,5.514506,1.336345
0.0226512,1.47895,5.466872,1.312636
0.05610228,1.504673,5.410987,1.340355
0.02582645,1.501321,5.37725,1.279296
0,1.403205,5.226388,1.230537
0,1.430117,5.000228,1.130481
0,1.341655,4.887137,1.029819
0.09205103,1.180492,4.679543,0.9338784
0.1314468,1.12536,4.507228,0.9082003
0.2690439,1.172425,4.300241,0.8889313
0.2967463,1.123318,4.119382,0.8267999
0.3786311,1.090882,4.057942,0.7126932
0.5295024,1.156742,4.034469,0.6405635
0.49472,1.150406,4.046429,0.6033854
0.4089923,1.093668,3.947541,0.5467629
0.4777865,1.149462,3.83446,0.5337329
0.3568201,1.110351,3.74993,0.4956079
0.3574138,1.021624,3.615063,0.503211
0.34062,0.941329,3.537531,0.5777006
0.3358574,0.9161825,3.420125,0.5783319
0.1729608,0.9115124,3.163391,0.4934835
0.147727,0.8955173,3.01511,0.4171371
0.179019,0.9229097,2.90173,0.4364157
0.1588535,0.862464,2.787171,0.4203911
0.007524014,0.8560624,2.63077,0.5017891
0.06429148,0.8898654,2.485009,0.5536237
0,0.8788552,2.44367,0.5663671
0.09177399,0.8508043,2.444076,0.6609926
0.0987606,0.7741923,2.424044,0.7268524
0.02074575,0.7260404,2.387015,0.6991982
0,0.7035403,2.19161,0.5122495
0.09104633,0.6749444,2.047581,0.3235002
0.1603823,0.6791668,1.981986,0.2162905
0.2335615,0.5540333,1.913485,0.2211485
0.06519175,0.480289,1.80038,0.2224236
0,0.473423,1.672942,0.1697078
0,0.448123,1.556344,0.1762438
0,0.4626632,1.392326,0.1673946
0,0.3729653,1.208907,0.1752586
0,0.3049893,1.080283,0.1947336
0.1048288,0.2638755,0.8853006,0.1256838
0.1946735,0.3024015,0.82582,0.1948843
0.3086977,0.3729119,0.8949575,0.1885109
0.3913779,0.2913041,0.8948679,0.2320924
0.3043423,0.2983675,0.8869886,0.1382809
0.37289,0.3411541,0.8523903,0.07301807
0.2512898,0.3006845,0.8397484,0.04828119
0.1654816,0.219779,0.7578468,0
0.1427932,0.1464472,0.6301165,0
0.0832057,0.05593157,0.5168381,0
0,0.01438618,0.4332294,0
0,0,0.3360338,0.04411221
0,0.06354189,0.3151007,0
0,0.07869434,0.1589556,0
0,0.1291418,0.02397537,0
0.09038401,0.1552553,0,0.0668664
0.01836443,0.1939864,0.03740692,0.1210818
0.1315432,0.1324539,0.004270554,0.1017942
0.1726341,0.1062059,0,0.06751394
0.2067938,0.09761429,0,0.02276659
0.1392446,0.05534935,0,0
0.07437706,0,0,0
0.194366,0.09493065,0,0
0.1250486,0.1036887,0,0
0.1101828,0.1014676,0,0.0169692
0.1319652,0.1536689,0.03977489,0.0190258
0.05555534,0.1307526,0.05067921,0
0.005750179,0.003258705,0,0
0,0,0,0
0.1261139,0,0,0
0.2172995,0,0.001395226,0
0.2973599,0,0,0
0.3302536,0,0,0
0.2756705,0,0,0.05944729
0.1657648,0,0,0.09063387
0,0.0758934,0,0.07455969
0,0.0778966,0,0
0,0.130301,0,0.04768705
0,0.09799862,0,0.03665161
0.05043316,0.2281847,0,0
0.1483798,0.329711,0,0
0.2547216,0.3552647,0,0
0.291894,0.3166251,0,0.02503777
0.3965745,0.2602959,0,0.1450782
0.4153886,0.1928654,0,0.2209854
0.456738,0.1964979,0.001332283,0.205596
0.6670008,0.1170712,0,0.06607628
0.6705513,0.03296614,0.03718472,0.06391478
0.6792159,0.001814842,0.01998138,0.05177927
0.5804296,0.05546856,0,0
0.525362,0.08633232,0,0
0.5910625,0.09118557,0.03246498,0
0.6398182,0.05506372,0,0
0.6327806,0.0616312,0.02893543,0
0.6581798,0.01866865,0,0.01590681
0.6589808,0.03566027,0,0
0.6774168,0,0,0
0.5427151,0,0.01661491,0
0.4975266,0,0,0.05434895
0.42869,0.03484964,0,0
0.336771,0,0,0
0.3369617,0,0.03770733,0.06229615
0.1899681,0,0.002186775,0.1235073
0.1231194,0,0.09928036,0.03289866
0.2196927,0,0.01200676,0.0276525
0.3208256,0.05515051,0,0.02610373
0.2842078,0.08764315,0,0
0.2832747,0.1719666,0,0
0.2630801,0.1533399,0,0.005209446
0.2557712,0.1098733,0,0
0.0422349,0,0.07204628,0
0,0,0.1686773,0.07511973
0,0,0.2477551,0
0,0,0.2938366,0
0,0,0.2188148,0.01955056
0.05741119,0,0.1614313,0
0.03095388,0,0.09982109,0
0.04023933,0.04428387,0.0684185,0.1490333
0.0337534,0.03563404,0.06186581,0.2204945
0.08335352,0.05193043,0.04148102,0.1808829
0.008488655,0.04387569,0.01707458,0.242527
0.1171288,0,0,0.3150437
0.3361812,0,0,0.1724327
0.5138278,0,0,0.1165621
0.6899028,0.06687307,0.02515125,0.09611654
0.8195195,0.05070162,0.05083084,0
0.7076168,0.02147102,0.05629539,0
0.5635376,0.02746058,0.117466,0.06572986
0.4010873,0.07223892,0.04488087,0
0.1906056,0.1231513,0.0283041,0
0,0.106739,0,0
0,0.09896374,0,0
0.0883379,0.1156178,0,0
0,0.1552849,0,0
0,0.1367612,0,0.04965806
0,0.04960394,0.01732635,0.01725149
0.01759577,0.0138092,0.02841473,0.06874204
0.1006603,0.02286005,0.1168871,0.1027231
0.004097462,0.013309,0,0.1344135
0,0,0,0.1852193
0,0,0,0.1532755
0,0,0,0.06628704
0,0,0,0.03446817
0,0.01809692,0,0.003549337
0,0,0,0
0,0,0,0
0.1174908,0,0,0
0.1024199,0,0,0
0.06477284,0,0,0
0.07107067,0,0,0.07422352
0.1819453,0,0,0.2061572
0.3298547,0,0,0.2953038
0.2333026,0,0,0.4105513
0.2720637,0,0,0.6265109
0.3218689,0,0,0.711138
0.4563558,0,0,0.7444153
0.3584759,0,0,0.7543354
0.3213491,0,0.3158007,0.7695861
0.1099298,0,0.6849089,0.661479
0,0,0.9444523,0.6083758
0,0,1.250536,0.630132
0,0,1.517781,0.5751712
0,0,1.776608,0.494592
0,0,1.971857,0.5772686
0,0,2.165721,0.575629
0.06018877,0,2.242364,0.6384521
0,0,2.282482,0.6972635
0,0,2.229702,0.705663
0,0,2.206458,0.6850822
0,0,2.190745,0.7040281
0,0,2.051799,0.7292731
0.0526017,0,1.848242,0.704567
0.211851,0,1.749254,0.6528559
0.3309728,0,1.685971,0.5904579
0.3165656,0.184824,1.723198,0.4415781
0.2952315,0.3736067,1.999631,0.3720498
0.08128011,0.5220909,2.596585,0.2493992
0,0.5314569,3.370223,0.08348632
0,0.5071888,4.361629,0
0,0.4225645,4.477957,0
0,0.3023977,1.856028,0
0,0.107111,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
